75176;03.09.21 09:32:55;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210901172534P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,17;0,29;0,00;0,00;
0,00;0,00;2,96;0,27;0,00;0,00;
0,00;0,00;4,23;0,29;0,00;0,00;
0,00;0,00;6,02;0,27;0,00;0,00;
0,00;0,00;8,32;0,29;0,00;0,00;
0,00;0,00;11,15;0,27;0,00;0,00;
0,00;0,00;14,30;0,16;0,00;0,00;
0,00;0,00;17,42;0,23;0,00;0,00;
0,00;0,00;20,64;0,23;0,00;0,00;
0,00;0,00;23,85;0,20;0,00;0,00;
0,00;0,00;27,05;0,20;0,00;0,00;
0,00;0,00;30,25;0,20;0,00;0,00;
0,00;0,00;33,45;0,18;0,00;0,00;
0,00;0,00;36,65;0,25;0,00;0,00;
0,00;0,00;39,85;0,20;0,00;0,00;
0,00;0,00;43,05;0,18;0,00;0,00;
0,00;0,00;46,25;0,20;0,00;0,00;
0,00;0,00;49,45;0,18;0,00;0,00;
0,00;0,00;52,65;0,23;0,00;0,00;
0,00;0,00;55,85;0,20;0,00;0,00;
0,00;0,00;59,05;0,18;0,00;0,00;
0,00;0,00;62,25;0,18;0,00;0,00;
0,00;0,00;65,45;0,16;0,00;0,00;
0,00;0,00;68,65;0,18;0,00;0,00;
0,00;0,00;71,85;0,18;0,00;0,00;
0,00;0,00;75,05;0,16;0,00;0,00;
0,00;0,00;78,25;0,18;0,00;0,00;
0,00;0,00;81,45;0,18;0,00;0,00;
0,00;0,00;84,65;0,23;0,00;0,00;
0,00;0,00;87,85;0,20;0,00;0,00;
0,00;0,00;91,05;0,20;0,00;0,00;
0,00;0,00;94,25;0,20;0,00;0,00;
0,00;0,00;97,45;0,16;0,00;0,00;
0,00;0,00;100,65;0,23;0,00;0,00;
0,00;0,00;103,85;0,18;0,00;0,00;
0,00;0,00;107,05;0,20;0,00;0,00;
0,00;0,00;110,25;0,18;0,00;0,00;
0,00;0,00;113,45;0,20;0,00;0,00;
0,00;0,00;116,65;0,23;0,00;0,00;
0,00;0,00;119,85;0,20;0,00;0,00;
0,00;0,00;123,05;0,18;0,00;0,00;
0,00;0,00;126,25;0,20;0,00;0,00;
0,00;0,00;129,45;0,16;0,00;0,00;
0,00;0,00;132,65;0,18;0,00;0,00;
0,00;0,00;135,85;0,18;0,00;0,00;
0,00;0,00;139,05;0,18;0,00;0,00;
0,00;0,00;142,25;0,18;0,00;0,00;
0,00;0,00;145,45;0,16;0,00;0,00;
0,00;0,00;148,65;0,18;0,00;0,00;
0,00;0,00;151,47;0,13;0,00;0,00;
0,00;0,00;153,83;0,09;0,00;0,00;
0,00;0,00;155,73;0,11;0,00;0,00;
0,00;0,00;157,11;0,11;0,00;0,00;
0,00;0,00;157,99;0,09;0,00;0,00;
0,00;0,00;158,36;0,09;0,00;0,00;
0,00;0,00;158,44;0,09;0,00;0,00;
0,00;0,00;158,46;0,11;0,00;0,00;
0,00;0,00;158,47;0,18;0,00;0,00;
0,00;0,00;158,62;0,07;0,00;0,00;
0,00;0,00;158,77;0,09;0,00;0,00;
0,00;0,00;158,94;0,11;0,00;0,00;
0,00;0,00;159,10;0,09;0,00;0,00;
0,00;0,00;159,26;0,13;0,00;0,00;
0,00;0,00;159,42;0,11;0,00;0,00;
0,00;0,00;159,58;0,11;0,00;0,00;
0,00;0,00;159,74;0,09;0,00;0,00;
0,00;0,00;159,90;0,11;0,00;0,00;
0,00;0,00;160,06;0,09;0,00;0,00;
0,00;0,00;160,22;0,13;0,00;0,00;
0,00;0,00;160,38;0,23;0,00;0,00;
0,00;0,00;160,54;0,36;0,00;0,00;
0,00;0,00;160,70;0,70;0,00;0,00;
0,00;0,00;160,84;4,02;0,00;0,00;
0,00;0,00;160,96;7,89;0,00;0,00;
0,00;0,00;161,09;12,25;0,00;0,00;
0,00;0,00;161,22;17,09;0,00;0,00;
0,00;0,00;161,35;21,91;0,00;0,00;
0,00;0,00;161,39;23,20;0,00;0,00;
0,00;0,00;161,41;24,03;0,00;0,00;
0,00;0,00;161,43;24,64;0,00;0,00;
0,00;0,00;161,45;25,28;0,00;0,00;
0,00;0,00;161,46;25,82;0,00;0,00;
0,00;0,00;161,48;26,32;0,00;0,00;
0,00;0,00;161,49;26,52;0,00;0,00;
0,00;0,00;161,49;26,64;0,00;0,00;
0,00;0,00;161,50;26,77;0,00;0,00;
0,00;0,00;161,50;26,90;0,00;0,00;
0,00;0,00;161,51;27,00;0,00;0,00;
0,00;0,00;161,51;27,04;0,00;0,00;
0,00;0,00;161,51;27,14;0,00;0,00;
