45331;15.04.21 14:25:54;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210414150225P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,18;0,22;0,00;0,00;
0,00;0,00;2,97;0,16;0,00;0,00;
0,00;0,00;4,24;0,15;0,00;0,00;
0,00;0,00;6,03;0,16;0,00;0,00;
0,00;0,00;8,33;0,20;0,00;0,00;
0,00;0,00;11,15;0,15;0,00;0,00;
0,00;0,00;14,30;0,04;0,00;0,00;
0,00;0,00;17,42;0,09;0,00;0,00;
0,00;0,00;20,64;0,13;0,00;0,00;
0,00;0,00;23,85;0,09;0,00;0,00;
0,00;0,00;27,05;0,11;0,00;0,00;
0,00;0,00;30,25;0,11;0,00;0,00;
0,00;0,00;33,45;0,09;0,00;0,00;
0,00;0,00;36,65;0,13;0,00;0,00;
0,00;0,00;39,85;0,09;0,00;0,00;
0,00;0,00;43,05;0,06;0,00;0,00;
0,00;0,00;46,25;0,11;0,00;0,00;
0,00;0,00;49,45;0,11;0,00;0,00;
0,00;0,00;52,65;0,13;0,00;0,00;
0,00;0,00;55,85;0,09;0,00;0,00;
0,00;0,00;59,05;0,11;0,00;0,00;
0,00;0,00;62,25;0,09;0,00;0,00;
0,00;0,00;65,45;0,09;0,00;0,00;
0,00;0,00;68,65;0,11;0,00;0,00;
0,00;0,00;71,85;0,09;0,00;0,00;
0,00;0,00;75,05;0,06;0,00;0,00;
0,00;0,00;78,25;0,09;0,00;0,00;
0,00;0,00;81,45;0,11;0,00;0,00;
0,00;0,00;84,65;0,13;0,00;0,00;
0,00;0,00;87,85;0,06;0,00;0,00;
0,00;0,00;91,05;0,09;0,00;0,00;
0,00;0,00;94,25;0,13;0,00;0,00;
0,00;0,00;97,45;0,11;0,00;0,00;
0,00;0,00;100,65;0,13;0,00;0,00;
0,00;0,00;103,85;0,06;0,00;0,00;
0,00;0,00;107,05;0,11;0,00;0,00;
0,00;0,00;110,25;0,13;0,00;0,00;
0,00;0,00;113,45;0,09;0,00;0,00;
0,00;0,00;116,65;0,13;0,00;0,00;
0,00;0,00;119,85;0,11;0,00;0,00;
0,00;0,00;123,05;0,11;0,00;0,00;
0,00;0,00;126,25;0,11;0,00;0,00;
0,00;0,00;129,45;0,06;0,00;0,00;
0,00;0,00;132,65;0,13;0,00;0,00;
0,00;0,00;135,85;0,06;0,00;0,00;
0,00;0,00;139,05;0,09;0,00;0,00;
0,00;0,00;142,25;0,09;0,00;0,00;
0,00;0,00;145,45;0,09;0,00;0,00;
0,00;0,00;148,65;0,13;0,00;0,00;
0,00;0,00;151,47;0,04;0,00;0,00;
0,00;0,00;153,83;0,02;0,00;0,00;
0,00;0,00;155,72;-0,00;0,00;0,00;
0,00;0,00;158,36;-0,02;0,00;0,00;
0,00;0,00;158,44;0,02;0,00;0,00;
0,00;0,00;158,46;0,04;0,00;0,00;
0,00;0,00;158,47;0,09;0,00;0,00;
0,00;0,00;158,77;0,02;0,00;0,00;
0,00;0,00;158,94;0,02;0,00;0,00;
0,00;0,00;159,10;0,04;0,00;0,00;
0,00;0,00;159,26;0,06;0,00;0,00;
0,00;0,00;159,42;0,09;0,00;0,00;
0,00;0,00;159,58;0,09;0,00;0,00;
0,00;0,00;159,74;0,04;0,00;0,00;
0,00;0,00;159,90;0,04;0,00;0,00;
0,00;0,00;160,06;0,04;0,00;0,00;
0,00;0,00;160,22;0,06;0,00;0,00;
0,00;0,00;160,38;0,06;0,00;0,00;
0,00;0,00;160,54;0,09;0,00;0,00;
0,00;0,00;160,70;0,09;0,00;0,00;
0,00;0,00;160,86;0,04;0,00;0,00;
0,00;0,00;161,02;0,06;0,00;0,00;
0,00;0,00;161,18;0,06;0,00;0,00;
0,00;0,00;161,34;0,13;0,00;0,00;
0,00;0,00;161,50;0,24;0,00;0,00;
0,00;0,00;161,66;0,27;0,00;0,00;
0,00;0,00;161,82;0,56;0,00;0,00;
0,00;0,00;161,98;0,99;0,00;0,00;
0,00;0,00;162,13;1,49;0,00;0,00;
0,00;0,00;162,29;1,85;0,00;0,00;
0,00;0,00;162,45;2,21;0,00;0,00;
0,00;0,00;162,61;2,53;0,00;0,00;
0,00;0,00;162,77;2,62;0,00;0,00;
0,00;0,00;162,93;2,71;0,00;0,00;
0,00;0,00;163,09;3,03;0,00;0,00;
0,00;0,00;163,25;3,34;0,00;0,00;
0,00;0,00;163,41;3,59;0,00;0,00;
0,00;0,00;163,57;3,89;0,00;0,00;
0,00;0,00;163,73;4,14;0,00;0,00;
0,00;0,00;163,89;4,34;0,00;0,00;
