1248;15.01.20 14:49:10;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200115143415;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;-0,02;0,00;0,00;
0,00;0,00;39,96;0,16;0,00;0,00;
0,00;0,00;40,50;0,11;0,00;0,00;
0,00;0,00;41,52;0,16;0,00;0,00;
0,00;0,00;43,05;0,18;0,00;0,00;
0,00;0,00;45,09;0,14;0,00;0,00;
0,00;0,00;47,65;0,14;0,00;0,00;
0,00;0,00;50,67;0,18;0,00;0,00;
0,00;0,00;53,84;0,11;0,00;0,00;
0,00;0,00;57,00;0,14;0,00;0,00;
0,00;0,00;60,28;0,07;0,00;0,00;
0,00;0,00;63,42;0,09;0,00;0,00;
0,00;0,00;66,66;0,14;0,00;0,00;
0,00;0,00;69,83;0,07;0,00;0,00;
0,00;0,00;73,05;0,13;0,00;0,00;
0,00;0,00;76,25;0,09;0,00;0,00;
0,00;0,00;79,45;0,09;0,00;0,00;
0,00;0,00;82,65;0,18;0,00;0,00;
0,00;0,00;85,85;0,09;0,00;0,00;
0,00;0,00;89,05;0,18;0,00;0,00;
0,00;0,00;92,25;0,09;0,00;0,00;
0,00;0,00;95,45;0,09;0,00;0,00;
0,00;0,00;98,65;0,11;0,00;0,00;
0,00;0,00;101,85;0,07;0,00;0,00;
0,00;0,00;105,05;0,18;0,00;0,00;
0,00;0,00;108,25;0,11;0,00;0,00;
0,00;0,00;111,45;0,09;0,00;0,00;
0,00;0,00;114,65;0,14;0,00;0,00;
0,00;0,00;117,85;0,09;0,00;0,00;
0,00;0,00;121,05;0,20;0,00;0,00;
0,00;0,00;124,25;0,14;0,00;0,00;
0,00;0,00;127,45;0,07;0,00;0,00;
0,00;0,00;130,65;0,16;0,00;0,00;
0,00;0,00;133,85;0,09;0,00;0,00;
0,00;0,00;137,05;0,16;0,00;0,00;
0,00;0,00;140,25;0,16;0,00;0,00;
0,00;0,00;143,45;0,09;0,00;0,00;
0,00;0,00;146,65;0,14;0,00;0,00;
0,00;0,00;149,85;0,07;0,00;0,00;
0,00;0,00;153,05;0,16;0,00;0,00;
0,00;0,00;156,25;0,14;0,00;0,00;
0,00;0,00;159,42;0,09;0,00;0,00;
0,00;0,00;162,10;0,05;0,00;0,00;
0,00;0,00;164,35;0,05;0,00;0,00;
0,00;0,00;167,36;-0,02;0,00;0,00;
0,00;0,00;168,10;-0,04;0,00;0,00;
0,00;0,00;168,35;0,02;0,00;0,00;
0,00;0,00;168,44;0,09;0,00;0,00;
0,00;0,00;168,59;0,02;0,00;0,00;
0,00;0,00;168,73;0,05;0,00;0,00;
0,00;0,00;168,89;0,05;0,00;0,00;
0,00;0,00;169,05;0,05;0,00;0,00;
0,00;0,00;169,21;0,05;0,00;0,00;
0,00;0,00;169,37;0,02;0,00;0,00;
0,00;0,00;169,53;0,05;0,00;0,00;
0,00;0,00;169,69;0,05;0,00;0,00;
0,00;0,00;169,85;0,05;0,00;0,00;
0,00;0,00;170,01;0,05;0,00;0,00;
0,00;0,00;170,17;0,05;0,00;0,00;
0,00;0,00;170,33;0,05;0,00;0,00;
0,00;0,00;170,49;0,05;0,00;0,00;
0,00;0,00;170,65;0,05;0,00;0,00;
0,00;0,00;170,81;0,14;0,00;0,00;
0,00;0,00;170,91;0,16;0,00;0,00;
0,00;0,00;170,91;0,23;0,00;0,00;
0,00;0,00;170,76;-0,23;0,00;0,00;
0,00;0,00;170,10;-0,16;0,00;0,00;
0,00;0,00;169,31;0,09;0,00;0,00;
0,00;0,00;169,03;-0,02;0,00;0,00;
0,00;0,00;168,94;-0,09;0,00;0,00;
0,00;0,00;168,90;-0,09;0,00;0,00;
0,00;0,00;168,89;-0,02;0,00;0,00;
0,00;0,00;168,98;0,09;0,00;0,00;
0,00;0,00;169,12;0,11;0,00;0,00;
0,00;0,00;169,62;0,05;0,00;0,00;
0,00;0,00;169,78;0,07;0,00;0,00;
0,00;0,00;169,94;0,05;0,00;0,00;
0,00;0,00;170,10;0,05;0,00;0,00;
0,00;0,00;170,27;0,05;0,00;0,00;
0,00;0,00;170,43;0,05;0,00;0,00;
0,00;0,00;170,59;0,07;0,00;0,00;
0,00;0,00;170,75;0,07;0,00;0,00;
0,00;0,00;170,91;0,11;0,00;0,00;
0,00;0,00;171,07;0,23;0,00;0,00;
0,00;0,00;171,23;0,27;0,00;0,00;
0,00;0,00;171,39;0,40;0,00;0,00;
0,00;0,00;171,55;0,61;0,00;0,00;
0,00;0,00;171,70;0,77;0,00;0,00;
0,00;0,00;171,86;0,84;0,00;0,00;
0,00;0,00;172,03;0,86;0,00;0,00;
0,00;0,00;172,19;0,91;0,00;0,00;
0,00;0,00;172,35;0,95;0,00;0,00;
0,00;0,00;172,51;1,04;0,00;0,00;
0,00;0,00;172,67;1,04;0,00;0,00;
0,00;0,00;172,83;1,11;0,00;0,00;
0,00;0,00;172,99;1,11;0,00;0,00;
0,00;0,00;173,15;1,13;0,00;0,00;
0,00;0,00;173,31;1,13;0,00;0,00;
0,00;0,00;173,47;1,22;0,00;0,00;
0,00;0,00;173,63;1,33;0,00;0,00;
0,00;0,00;173,79;1,40;0,00;0,00;
0,00;0,00;173,95;1,49;0,00;0,00;
0,00;0,00;174,11;1,58;0,00;0,00;
0,00;0,00;174,27;1,67;0,00;0,00;
0,00;0,00;174,43;1,67;0,00;0,00;
0,00;0,00;174,59;1,77;0,00;0,00;
0,00;0,00;174,75;1,83;0,00;0,00;
0,00;0,00;174,91;1,88;0,00;0,00;
0,00;0,00;175,07;1,97;0,00;0,00;
0,00;0,00;175,23;2,04;0,00;0,00;
0,00;0,00;175,39;2,12;0,00;0,00;
0,00;0,00;175,55;2,22;0,00;0,00;
0,00;0,00;175,71;2,22;0,00;0,00;
0,00;0,00;175,87;2,30;0,00;0,00;
0,00;0,00;176,00;2,46;0,00;0,00;
0,00;0,00;176,01;2,58;0,00;0,00;
0,00;0,00;175,75;0,07;0,00;0,00;
0,00;0,00;174,98;-0,13;0,00;0,00;
0,00;0,00;173,70;-0,11;0,00;0,00;
0,00;0,00;171,91;-0,18;0,00;0,00;
0,00;0,00;169,61;-0,31;0,00;0,00;
0,00;0,00;166,81;-0,11;0,00;0,00;
0,00;0,00;163,66;-0,07;0,00;0,00;
0,00;0,00;160,51;-0,11;0,00;0,00;
0,00;0,00;157,26;-0,23;0,00;0,00;
0,00;0,00;154,07;-0,13;0,00;0,00;
