9842;26.01.21 13:34:30;21;Avvicinamento Pressata Finale;force > max. force (8);20210126125102P0008;
0,00;0,00;220,32;0,09;0,00;0,00;
0,00;0,00;227,52;0,04;0,00;0,00;
0,00;0,00;234,72;0,04;0,00;0,00;
0,00;0,00;246,72;-0,04;0,00;0,00;
0,00;0,00;249,12;0,04;0,00;0,00;
0,00;0,00;251,52;-0,04;0,00;0,00;
0,00;0,00;253,92;-0,04;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;275,52;0,04;0,00;0,00;
0,00;0,00;282,72;0,04;0,00;0,00;
0,00;0,00;285,12;0,04;0,00;0,00;
0,00;0,00;287,13;-0,04;0,00;0,00;
0,00;0,00;288,69;-0,04;0,00;0,00;
0,00;0,00;289,81;-0,04;0,00;0,00;
0,00;0,00;290,41;-0,04;0,00;0,00;
0,00;0,00;291,78;0,04;0,00;0,00;
0,00;0,00;292,74;0,04;0,00;0,00;
0,00;0,00;293,22;0,04;0,00;0,00;
0,00;0,00;294,18;0,04;0,00;0,00;
0,00;0,00;294,34;0,04;0,00;0,00;
0,00;0,00;294,98;0,04;0,00;0,00;
0,00;0,00;295,46;0,09;0,00;0,00;
0,00;0,00;295,78;0,04;0,00;0,00;
0,00;0,00;295,94;0,04;0,00;0,00;
0,00;0,00;296,26;0,04;0,00;0,00;
0,00;0,00;296,90;0,04;0,00;0,00;
0,00;0,00;297,06;0,04;0,00;0,00;
0,00;0,00;297,22;0,04;0,00;0,00;
0,00;0,00;297,86;0,13;0,00;0,00;
0,00;0,00;298,02;0,18;0,00;0,00;
0,00;0,00;298,18;0,18;0,00;0,00;
0,00;0,00;298,34;0,18;0,00;0,00;
0,00;0,00;298,50;0,30;0,00;0,00;
0,00;0,00;298,66;0,26;0,00;0,00;
0,00;0,00;298,82;0,35;0,00;0,00;
0,00;0,00;298,98;0,30;0,00;0,00;
0,00;0,00;299,14;0,26;0,00;0,00;
0,00;0,00;299,30;0,30;0,00;0,00;
0,00;0,00;299,46;0,26;0,00;0,00;
0,00;0,00;299,62;0,21;0,00;0,00;
0,00;0,00;299,78;0,26;0,00;0,00;
0,00;0,00;299,94;0,35;0,00;0,00;
0,00;0,00;300,10;0,69;0,00;0,00;
0,00;0,00;300,25;2,08;0,00;0,00;
0,00;0,00;300,41;1,87;0,00;0,00;
0,00;0,00;300,57;2,00;0,00;0,00;
0,00;0,00;300,74;1,91;0,00;0,00;
0,00;0,00;300,90;2,00;0,00;0,00;
0,00;0,00;301,06;2,04;0,00;0,00;
0,00;0,00;301,22;2,05;0,00;0,00;
0,00;0,00;301,38;2,05;0,00;0,00;
0,00;0,00;301,54;2,17;0,00;0,00;
0,00;0,00;301,70;2,13;0,00;0,00;
0,00;0,00;301,86;2,21;0,00;0,00;
0,00;0,00;302,02;2,47;0,00;0,00;
0,00;0,00;302,17;3,57;0,00;0,00;
0,00;0,00;302,32;5,09;0,00;0,00;
0,00;0,00;302,48;7,08;0,00;0,00;
0,00;0,00;302,63;9,83;0,00;0,00;
0,00;0,00;302,78;13,31;0,00;0,00;
0,00;0,00;302,94;16,00;0,00;0,00;
0,00;0,00;303,10;19,04;0,00;0,00;
0,00;0,00;303,22;22,91;0,00;0,00;
0,00;0,00;303,23;22,88;0,00;0,00;
0,00;0,00;303,23;22,79;0,00;0,00;
0,00;0,00;303,23;23,00;0,00;0,00;
0,00;0,00;303,24;23,05;0,00;0,00;
0,00;0,00;303,24;23,13;0,00;0,00;
0,00;0,00;303,25;23,31;0,00;0,00;
0,00;0,00;303,25;23,31;0,00;0,00;
0,00;0,00;303,25;23,31;0,00;0,00;
0,00;0,00;303,25;23,31;0,00;0,00;
0,00;0,00;303,25;23,31;0,00;0,00;
0,00;0,00;303,26;23,31;0,00;0,00;
0,00;0,00;303,26;23,31;0,00;0,00;
0,00;0,00;303,26;23,31;0,00;0,00;
