22983;07.07.21 14:51:19;21;Avvicinamento Pressata Finale;position < min position (11);20210707112113P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;-0,01;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;42,42;-0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;52,02;0,04;0,00;0,00;
0,00;0,00;66,42;-0,04;0,00;0,00;
0,00;0,00;71,22;-0,04;0,00;0,00;
0,00;0,00;80,82;-0,04;0,00;0,00;
0,00;0,00;90,42;0,04;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;148,02;-0,04;0,00;0,00;
0,00;0,00;152,82;-0,01;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;181,62;0,04;0,00;0,00;
0,00;0,00;191,22;-0,04;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;215,22;0,04;0,00;0,00;
0,00;0,00;220,02;0,04;0,00;0,00;
0,00;0,00;224,82;0,04;0,00;0,00;
0,00;0,00;234,42;0,04;0,00;0,00;
0,00;0,00;248,82;0,08;0,00;0,00;
0,00;0,00;253,62;0,08;0,00;0,00;
0,00;0,00;258,42;0,04;0,00;0,00;
0,00;0,00;263,22;0,04;0,00;0,00;
0,00;0,00;268,02;0,04;0,00;0,00;
0,00;0,00;272,82;0,08;0,00;0,00;
0,00;0,00;277,62;0,08;0,00;0,00;
0,00;0,00;282,42;0,08;0,00;0,00;
0,00;0,00;292,02;-0,04;0,00;0,00;
0,00;0,00;301,62;-0,01;0,00;0,00;
0,00;0,00;306,18;-0,13;0,00;0,00;
0,00;0,00;309,04;-0,04;0,00;0,00;
0,00;0,00;309,93;-0,04;0,00;0,00;
0,00;0,00;312,72;0,04;0,00;0,00;
0,00;0,00;314,32;0,04;0,00;0,00;
0,00;0,00;315,28;0,04;0,00;0,00;
0,00;0,00;315,60;0,08;0,00;0,00;
0,00;0,00;317,52;0,08;0,00;0,00;
0,00;0,00;317,84;0,08;0,00;0,00;
0,00;0,00;318,16;0,04;0,00;0,00;
0,00;0,00;318,48;0,04;0,00;0,00;
0,00;0,00;318,80;0,04;0,00;0,00;
0,00;0,00;319,12;0,04;0,00;0,00;
0,00;0,00;319,44;0,04;0,00;0,00;
0,00;0,00;319,76;0,08;0,00;0,00;
0,00;0,00;320,08;0,04;0,00;0,00;
0,00;0,00;320,40;0,08;0,00;0,00;
0,00;0,00;320,72;0,04;0,00;0,00;
0,00;0,00;321,04;0,04;0,00;0,00;
0,00;0,00;321,36;0,04;0,00;0,00;
0,00;0,00;322,00;0,08;0,00;0,00;
0,00;0,00;322,32;0,04;0,00;0,00;
0,00;0,00;322,64;0,04;0,00;0,00;
0,00;0,00;322,96;0,08;0,00;0,00;
0,00;0,00;323,28;0,08;0,00;0,00;
0,00;0,00;323,60;0,04;0,00;0,00;
0,00;0,00;323,92;0,04;0,00;0,00;
0,00;0,00;324,24;0,08;0,00;0,00;
0,00;0,00;324,56;0,08;0,00;0,00;
0,00;0,00;324,88;0,08;0,00;0,00;
0,00;0,00;325,52;0,12;0,00;0,00;
0,00;0,00;325,84;0,12;0,00;0,00;
0,00;0,00;326,16;0,08;0,00;0,00;
0,00;0,00;326,48;0,04;0,00;0,00;
0,00;0,00;326,80;0,04;0,00;0,00;
0,00;0,00;327,12;0,12;0,00;0,00;
0,00;0,00;327,44;0,12;0,00;0,00;
0,00;0,00;327,76;0,08;0,00;0,00;
0,00;0,00;328,08;0,08;0,00;0,00;
0,00;0,00;328,40;0,08;0,00;0,00;
0,00;0,00;328,72;0,08;0,00;0,00;
0,00;0,00;329,04;0,29;0,00;0,00;
0,00;0,00;329,32;8,96;0,00;0,00;
0,00;0,00;329,41;14,87;0,00;0,00;
0,00;0,00;329,43;15,48;0,00;0,00;
0,00;0,00;329,44;16,17;0,00;0,00;
0,00;0,00;329,51;8,56;0,00;0,00;
0,00;0,00;329,50;8,00;0,00;0,00;
0,00;0,00;329,48;6,82;0,00;0,00;
0,00;0,00;329,47;6,26;0,00;0,00;
0,00;0,00;329,47;5,91;0,00;0,00;
0,00;0,00;329,46;5,74;0,00;0,00;
0,00;0,00;329,46;5,60;0,00;0,00;
