28710;20.09.21 13:42:32;21;Avvicinamento Pressata Finale;force > max. force (8);20210920092729A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;21,12;0,08;0,00;0,00;
0,00;0,00;24,20;0,04;0,00;0,00;
0,00;0,00;28,82;0,04;0,00;0,00;
0,00;0,00;33,63;0,08;0,00;0,00;
0,00;0,00;38,42;0,04;0,00;0,00;
0,00;0,00;43,22;0,08;0,00;0,00;
0,00;0,00;48,02;0,04;0,00;0,00;
0,00;0,00;52,82;0,04;0,00;0,00;
0,00;0,00;57,62;0,04;0,00;0,00;
0,00;0,00;62,42;0,08;0,00;0,00;
0,00;0,00;67,22;0,04;0,00;0,00;
0,00;0,00;72,02;0,08;0,00;0,00;
0,00;0,00;76,82;0,04;0,00;0,00;
0,00;0,00;81,62;0,04;0,00;0,00;
0,00;0,00;86,42;-0,01;0,00;0,00;
0,00;0,00;91,22;0,04;0,00;0,00;
0,00;0,00;96,02;0,08;0,00;0,00;
0,00;0,00;115,22;0,04;0,00;0,00;
0,00;0,00;120,02;0,04;0,00;0,00;
0,00;0,00;129,62;0,08;0,00;0,00;
0,00;0,00;134,42;0,04;0,00;0,00;
0,00;0,00;139,22;0,04;0,00;0,00;
0,00;0,00;144,02;0,04;0,00;0,00;
0,00;0,00;148,82;0,04;0,00;0,00;
0,00;0,00;153,62;0,08;0,00;0,00;
0,00;0,00;163,22;0,04;0,00;0,00;
0,00;0,00;168,02;0,04;0,00;0,00;
0,00;0,00;172,82;0,04;0,00;0,00;
0,00;0,00;177,62;0,08;0,00;0,00;
0,00;0,00;182,42;0,04;0,00;0,00;
0,00;0,00;187,22;0,04;0,00;0,00;
0,00;0,00;192,02;0,04;0,00;0,00;
0,00;0,00;196,82;0,04;0,00;0,00;
0,00;0,00;206,42;0,04;0,00;0,00;
0,00;0,00;211,22;0,08;0,00;0,00;
0,00;0,00;216,02;0,04;0,00;0,00;
0,00;0,00;220,82;0,08;0,00;0,00;
0,00;0,00;225,62;0,08;0,00;0,00;
0,00;0,00;230,42;0,04;0,00;0,00;
0,00;0,00;235,22;0,04;0,00;0,00;
0,00;0,00;240,02;0,04;0,00;0,00;
0,00;0,00;244,82;0,04;0,00;0,00;
0,00;0,00;249,62;0,08;0,00;0,00;
0,00;0,00;257,84;0,04;0,00;0,00;
0,00;0,00;258,08;0,08;0,00;0,00;
0,00;0,00;258,33;0,08;0,00;0,00;
0,00;0,00;258,59;0,04;0,00;0,00;
0,00;0,00;258,85;0,12;0,00;0,00;
0,00;0,00;259,10;0,12;0,00;0,00;
0,00;0,00;259,36;0,12;0,00;0,00;
0,00;0,00;259,61;0,12;0,00;0,00;
0,00;0,00;259,87;0,08;0,00;0,00;
0,00;0,00;260,13;0,08;0,00;0,00;
0,00;0,00;260,38;0,08;0,00;0,00;
0,00;0,00;260,64;0,12;0,00;0,00;
0,00;0,00;260,89;0,17;0,00;0,00;
0,00;0,00;261,15;0,12;0,00;0,00;
0,00;0,00;261,41;0,04;0,00;0,00;
0,00;0,00;261,66;0,12;0,00;0,00;
0,00;0,00;261,92;0,17;0,00;0,00;
0,00;0,00;262,17;0,17;0,00;0,00;
0,00;0,00;262,43;0,17;0,00;0,00;
0,00;0,00;262,69;0,17;0,00;0,00;
0,00;0,00;262,94;0,08;0,00;0,00;
0,00;0,00;263,20;0,04;0,00;0,00;
0,00;0,00;263,45;0,12;0,00;0,00;
0,00;0,00;263,71;0,08;0,00;0,00;
0,00;0,00;263,97;0,08;0,00;0,00;
0,00;0,00;264,22;0,12;0,00;0,00;
0,00;0,00;264,48;0,17;0,00;0,00;
0,00;0,00;264,73;0,12;0,00;0,00;
0,00;0,00;264,99;0,17;0,00;0,00;
0,00;0,00;265,25;0,74;0,00;0,00;
0,00;0,00;265,49;2,78;0,00;0,00;
0,00;0,00;265,73;7,65;0,00;0,00;
0,00;0,00;265,98;12,47;0,00;0,00;
0,00;0,00;266,23;17,17;0,00;0,00;
0,00;0,00;266,48;21,00;0,00;0,00;
0,00;0,00;266,49;20,74;0,00;0,00;
0,00;0,00;266,50;20,88;0,00;0,00;
0,00;0,00;266,50;20,91;0,00;0,00;
0,00;0,00;266,51;20,88;0,00;0,00;
0,00;0,00;266,51;20,70;0,00;0,00;
0,00;0,00;266,51;20,83;0,00;0,00;
