3460;24.01.20 10:08:05;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200124091045;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,86;0,22;0,00;0,00;
0,00;0,00;75,31;0,30;0,00;0,00;
0,00;0,00;76,08;0,30;0,00;0,00;
0,00;0,00;77,23;0,06;0,00;0,00;
0,00;0,00;78,77;0,22;0,00;0,00;
0,00;0,00;80,70;0,30;0,00;0,00;
0,00;0,00;83,00;0,14;0,00;0,00;
0,00;0,00;85,34;0,37;0,00;0,00;
0,00;0,00;87,73;0,30;0,00;0,00;
0,00;0,00;90,14;0,22;0,00;0,00;
0,00;0,00;92,54;0,14;0,00;0,00;
0,00;0,00;94,94;0,22;0,00;0,00;
0,00;0,00;97,35;0,30;0,00;0,00;
0,00;0,00;99,74;0,22;0,00;0,00;
0,00;0,00;102,15;0,14;0,00;0,00;
0,00;0,00;104,54;0,22;0,00;0,00;
0,00;0,00;106,95;0,22;0,00;0,00;
0,00;0,00;109,35;0,30;0,00;0,00;
0,00;0,00;111,74;0,22;0,00;0,00;
0,00;0,00;114,15;0,14;0,00;0,00;
0,00;0,00;116,54;0,22;0,00;0,00;
0,00;0,00;118,95;0,22;0,00;0,00;
0,00;0,00;121,35;0,30;0,00;0,00;
0,00;0,00;123,75;0,14;0,00;0,00;
0,00;0,00;126,15;0,06;0,00;0,00;
0,00;0,00;128,54;0,06;0,00;0,00;
0,00;0,00;130,95;0,22;0,00;0,00;
0,00;0,00;133,35;0,22;0,00;0,00;
0,00;0,00;135,74;0,14;0,00;0,00;
0,00;0,00;138,15;0,14;0,00;0,00;
0,00;0,00;140,54;0,06;0,00;0,00;
0,00;0,00;142,95;0,14;0,00;0,00;
0,00;0,00;145,35;0,22;0,00;0,00;
0,00;0,00;147,75;0,14;0,00;0,00;
0,00;0,00;150,15;0,14;0,00;0,00;
0,00;0,00;152,54;0,06;0,00;0,00;
0,00;0,00;154,95;0,14;0,00;0,00;
0,00;0,00;157,35;0,22;0,00;0,00;
0,00;0,00;162,15;0,14;0,00;0,00;
0,00;0,00;164,55;1,74;0,00;0,00;
0,00;0,00;166,78;5,78;0,00;0,00;
0,00;0,00;168,65;6,62;0,00;0,00;
0,00;0,00;170,20;8,29;0,00;0,00;
0,00;0,00;171,35;9,50;0,00;0,00;
0,00;0,00;172,12;10,05;0,00;0,00;
0,00;0,00;172,50;10,26;0,00;0,00;
0,00;0,00;172,56;9,81;0,00;0,00;
0,00;0,00;172,63;10,11;0,00;0,00;
0,00;0,00;172,62;9,13;0,00;0,00;
0,00;0,00;172,62;8,75;0,00;0,00;
0,00;0,00;172,61;8,22;0,00;0,00;
0,00;0,00;172,61;7,91;0,00;0,00;
0,00;0,00;172,61;7,60;0,00;0,00;
0,00;0,00;172,60;7,60;0,00;0,00;
