40124;14.05.21 09:08:51;22;Avvicinamento pre-pressata pressata Fuori Ingombro;start interrupted (14);20210514084403A0210;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;73,60;-0,06;0,00;0,00;
0,00;0,00;73,66;0,23;0,00;0,00;
0,00;0,00;74,11;0,31;0,00;0,00;
0,00;0,00;74,88;0,23;0,00;0,00;
