2232;13.12.19 17:01:30;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20191213165601;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;0,02;0,00;0,00;
0,00;0,00;43,96;0,16;0,00;0,00;
0,00;0,00;44,51;0,12;0,00;0,00;
0,00;0,00;45,53;0,18;0,00;0,00;
0,00;0,00;47,05;0,20;0,00;0,00;
0,00;0,00;49,10;0,20;0,00;0,00;
0,00;0,00;51,67;0,23;0,00;0,00;
0,00;0,00;54,71;0,27;0,00;0,00;
0,00;0,00;57,85;0,18;0,00;0,00;
0,00;0,00;61,01;0,18;0,00;0,00;
0,00;0,00;64,25;0,16;0,00;0,00;
0,00;0,00;67,44;0,16;0,00;0,00;
0,00;0,00;70,65;0,13;0,00;0,00;
0,00;0,00;73,85;0,16;0,00;0,00;
0,00;0,00;77,05;0,13;0,00;0,00;
0,00;0,00;80,25;0,20;0,00;0,00;
0,00;0,00;83,44;0,13;0,00;0,00;
0,00;0,00;86,65;0,20;0,00;0,00;
0,00;0,00;89,85;0,16;0,00;0,00;
0,00;0,00;93,05;0,16;0,00;0,00;
0,00;0,00;96,25;0,16;0,00;0,00;
0,00;0,00;99,45;0,14;0,00;0,00;
0,00;0,00;102,64;0,18;0,00;0,00;
0,00;0,00;105,85;0,16;0,00;0,00;
0,00;0,00;109,05;0,13;0,00;0,00;
0,00;0,00;112,25;0,13;0,00;0,00;
0,00;0,00;115,45;0,12;0,00;0,00;
0,00;0,00;118,65;0,13;0,00;0,00;
0,00;0,00;121,85;0,13;0,00;0,00;
0,00;0,00;125,05;0,12;0,00;0,00;
0,00;0,00;128,25;0,16;0,00;0,00;
0,00;0,00;131,45;0,16;0,00;0,00;
0,00;0,00;134,65;0,16;0,00;0,00;
0,00;0,00;137,85;0,16;0,00;0,00;
0,00;0,00;141,05;0,13;0,00;0,00;
0,00;0,00;144,25;0,16;0,00;0,00;
0,00;0,00;147,45;0,13;0,00;0,00;
0,00;0,00;150,65;0,14;0,00;0,00;
0,00;0,00;153,85;0,16;0,00;0,00;
0,00;0,00;157,05;0,16;0,00;0,00;
0,00;0,00;160,21;0,05;0,00;0,00;
0,00;0,00;162,90;0,12;0,00;0,00;
0,00;0,00;165,15;0,07;0,00;0,00;
0,00;0,00;166,91;0,07;0,00;0,00;
0,00;0,00;168,16;0,02;0,00;0,00;
0,00;0,00;168,90;-0,05;0,00;0,00;
0,00;0,00;169,21;0,02;0,00;0,00;
0,00;0,00;169,22;0,02;0,00;0,00;
0,00;0,00;169,35;0,05;0,00;0,00;
0,00;0,00;169,49;0,07;0,00;0,00;
0,00;0,00;169,65;0,07;0,00;0,00;
0,00;0,00;169,81;0,05;0,00;0,00;
0,00;0,00;169,97;0,05;0,00;0,00;
0,00;0,00;170,13;0,05;0,00;0,00;
0,00;0,00;170,29;0,05;0,00;0,00;
0,00;0,00;170,45;0,05;0,00;0,00;
0,00;0,00;170,61;0,05;0,00;0,00;
0,00;0,00;170,77;0,07;0,00;0,00;
0,00;0,00;170,93;0,05;0,00;0,00;
0,00;0,00;171,09;0,05;0,00;0,00;
0,00;0,00;171,25;0,05;0,00;0,00;
0,00;0,00;171,41;0,05;0,00;0,00;
0,00;0,00;171,57;0,05;0,00;0,00;
0,00;0,00;171,73;0,05;0,00;0,00;
0,00;0,00;171,89;0,05;0,00;0,00;
0,00;0,00;172,05;0,23;0,00;0,00;
0,00;0,00;172,21;0,23;0,00;0,00;
0,00;0,00;172,37;0,34;0,00;0,00;
0,00;0,00;172,53;0,50;0,00;0,00;
0,00;0,00;172,69;0,74;0,00;0,00;
0,00;0,00;172,84;1,08;0,00;0,00;
0,00;0,00;173,00;1,22;0,00;0,00;
0,00;0,00;173,16;1,31;0,00;0,00;
0,00;0,00;173,33;1,38;0,00;0,00;
0,00;0,00;173,49;1,44;0,00;0,00;
0,00;0,00;173,65;1,58;0,00;0,00;
0,00;0,00;173,71;1,40;0,00;0,00;
0,00;0,00;173,71;1,31;0,00;0,00;
0,00;0,00;173,56;0,18;0,00;0,00;
0,00;0,00;172,90;-0,24;0,00;0,00;
0,00;0,00;172,11;0,02;0,00;0,00;
0,00;0,00;171,83;0,05;0,00;0,00;
0,00;0,00;171,75;-0,02;0,00;0,00;
0,00;0,00;171,71;-0,05;0,00;0,00;
0,00;0,00;171,70;-0,02;0,00;0,00;
0,00;0,00;171,71;0,02;0,00;0,00;
0,00;0,00;171,85;0,05;0,00;0,00;
0,00;0,00;172,00;0,05;0,00;0,00;
0,00;0,00;172,17;0,05;0,00;0,00;
0,00;0,00;172,34;0,05;0,00;0,00;
0,00;0,00;172,50;0,07;0,00;0,00;
0,00;0,00;172,66;0,05;0,00;0,00;
0,00;0,00;172,82;0,05;0,00;0,00;
0,00;0,00;172,99;0,05;0,00;0,00;
0,00;0,00;173,15;0,05;0,00;0,00;
0,00;0,00;173,31;0,05;0,00;0,00;
0,00;0,00;173,47;0,23;0,00;0,00;
0,00;0,00;173,63;0,23;0,00;0,00;
0,00;0,00;173,78;1,72;0,00;0,00;
0,00;0,00;173,93;1,79;0,00;0,00;
0,00;0,00;174,10;1,92;0,00;0,00;
0,00;0,00;174,26;2,01;0,00;0,00;
0,00;0,00;174,42;2,13;0,00;0,00;
0,00;0,00;174,59;2,13;0,00;0,00;
0,00;0,00;174,75;2,26;0,00;0,00;
0,00;0,00;174,91;2,31;0,00;0,00;
0,00;0,00;175,07;2,40;0,00;0,00;
0,00;0,00;175,23;2,49;0,00;0,00;
0,00;0,00;175,39;2,58;0,00;0,00;
0,00;0,00;175,55;2,62;0,00;0,00;
0,00;0,00;175,71;2,69;0,00;0,00;
0,00;0,00;175,87;2,80;0,00;0,00;
0,00;0,00;176,03;2,85;0,00;0,00;
0,00;0,00;176,19;2,94;0,00;0,00;
0,00;0,00;176,35;3,03;0,00;0,00;
0,00;0,00;176,51;3,10;0,00;0,00;
0,00;0,00;176,67;3,19;0,00;0,00;
0,00;0,00;176,83;3,23;0,00;0,00;
0,00;0,00;176,99;3,30;0,00;0,00;
0,00;0,00;177,15;3,39;0,00;0,00;
0,00;0,00;177,31;3,46;0,00;0,00;
0,00;0,00;177,47;3,48;0,00;0,00;
0,00;0,00;177,63;3,60;0,00;0,00;
0,00;0,00;177,79;3,68;0,00;0,00;
0,00;0,00;177,95;3,80;0,00;0,00;
0,00;0,00;178,11;3,94;0,00;0,00;
0,00;0,00;178,27;4,00;0,00;0,00;
0,00;0,00;178,43;4,12;0,00;0,00;
0,00;0,00;178,59;4,23;0,00;0,00;
0,00;0,00;178,75;4,32;0,00;0,00;
0,00;0,00;178,91;4,45;0,00;0,00;
0,00;0,00;179,07;4,50;0,00;0,00;
0,00;0,00;179,20;6,65;0,00;0,00;
0,00;0,00;179,20;6,74;0,00;0,00;
0,00;0,00;179,20;6,74;0,00;0,00;
0,00;0,00;179,05;2,35;0,00;0,00;
0,00;0,00;178,43;-0,36;0,00;0,00;
0,00;0,00;177,28;-0,13;0,00;0,00;
0,00;0,00;175,62;-0,16;0,00;0,00;
0,00;0,00;173,43;-0,12;0,00;0,00;
0,00;0,00;170,74;-0,18;0,00;0,00;
0,00;0,00;167,62;-0,13;0,00;0,00;
0,00;0,00;164,49;-0,16;0,00;0,00;
0,00;0,00;161,28;-0,13;0,00;0,00;
0,00;0,00;158,07;-0,09;0,00;0,00;
0,00;0,00;154,87;-0,13;0,00;0,00;
0,00;0,00;151,66;-0,12;0,00;0,00;
0,00;0,00;148,47;-0,13;0,00;0,00;
0,00;0,00;145,26;-0,13;0,00;0,00;
0,00;0,00;142,06;-0,12;0,00;0,00;
0,00;0,00;138,86;-0,13;0,00;0,00;
0,00;0,00;135,66;-0,13;0,00;0,00;
0,00;0,00;132,47;-0,13;0,00;0,00;
0,00;0,00;129,26;-0,12;0,00;0,00;
0,00;0,00;126,06;-0,12;0,00;0,00;
0,00;0,00;122,86;-0,13;0,00;0,00;
0,00;0,00;119,66;-0,13;0,00;0,00;
0,00;0,00;116,46;-0,13;0,00;0,00;
0,00;0,00;113,26;-0,16;0,00;0,00;
0,00;0,00;110,06;-0,12;0,00;0,00;
0,00;0,00;106,86;-0,12;0,00;0,00;
0,00;0,00;103,66;-0,12;0,00;0,00;
0,00;0,00;100,46;-0,09;0,00;0,00;
0,00;0,00;97,26;-0,12;0,00;0,00;
0,00;0,00;94,06;-0,12;0,00;0,00;
0,00;0,00;90,86;-0,16;0,00;0,00;
0,00;0,00;87,66;-0,13;0,00;0,00;
0,00;0,00;84,46;-0,12;0,00;0,00;
0,00;0,00;81,26;-0,12;0,00;0,00;
0,00;0,00;78,06;-0,09;0,00;0,00;
0,00;0,00;74,86;-0,13;0,00;0,00;
0,00;0,00;71,66;-0,13;0,00;0,00;
0,00;0,00;68,46;-0,13;0,00;0,00;
0,00;0,00;65,26;-0,13;0,00;0,00;
0,00;0,00;62,06;-0,09;0,00;0,00;
0,00;0,00;58,86;-0,13;0,00;0,00;
0,00;0,00;55,66;-0,12;0,00;0,00;
0,00;0,00;52,53;-0,05;0,00;0,00;
0,00;0,00;49,90;-0,07;0,00;0,00;
0,00;0,00;47,71;-0,07;0,00;0,00;
0,00;0,00;46,01;-0,05;0,00;0,00;
0,00;0,00;44,83;-0,02;0,00;0,00;
0,00;0,00;44,15;0,02;0,00;0,00;
0,00;0,00;43,95;0,02;0,00;0,00;
0,00;0,00;43,89;0,05;0,00;0,00;
