3763;28.02.20 15:39:17;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200228152053;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,29;0,00;0,00;
0,00;0,00;0,60;0,22;0,00;0,00;
0,00;0,00;1,62;0,22;0,00;0,00;
0,00;0,00;3,15;0,22;0,00;0,00;
0,00;0,00;5,19;0,22;0,00;0,00;
0,00;0,00;7,76;0,24;0,00;0,00;
0,00;0,00;10,79;0,20;0,00;0,00;
0,00;0,00;13,95;0,16;0,00;0,00;
0,00;0,00;17,10;0,22;0,00;0,00;
0,00;0,00;20,37;0,11;0,00;0,00;
0,00;0,00;23,52;0,15;0,00;0,00;
0,00;0,00;26,75;0,13;0,00;0,00;
0,00;0,00;29,94;0,16;0,00;0,00;
0,00;0,00;33,15;0,18;0,00;0,00;
0,00;0,00;36,35;0,18;0,00;0,00;
0,00;0,00;39,55;0,16;0,00;0,00;
0,00;0,00;42,75;0,18;0,00;0,00;
0,00;0,00;45,95;0,16;0,00;0,00;
0,00;0,00;49,15;0,18;0,00;0,00;
0,00;0,00;52,35;0,18;0,00;0,00;
0,00;0,00;55,55;0,18;0,00;0,00;
0,00;0,00;58,75;0,22;0,00;0,00;
0,00;0,00;61,95;0,16;0,00;0,00;
0,00;0,00;65,15;0,18;0,00;0,00;
0,00;0,00;68,35;0,18;0,00;0,00;
0,00;0,00;71,55;0,16;0,00;0,00;
0,00;0,00;74,75;0,18;0,00;0,00;
0,00;0,00;77,95;0,13;0,00;0,00;
0,00;0,00;81,15;0,18;0,00;0,00;
0,00;0,00;84,35;0,15;0,00;0,00;
0,00;0,00;87,55;0,16;0,00;0,00;
0,00;0,00;90,75;0,18;0,00;0,00;
0,00;0,00;93,95;0,13;0,00;0,00;
0,00;0,00;97,15;0,16;0,00;0,00;
0,00;0,00;100,35;0,18;0,00;0,00;
0,00;0,00;103,55;0,15;0,00;0,00;
0,00;0,00;106,75;0,18;0,00;0,00;
0,00;0,00;109,95;0,13;0,00;0,00;
0,00;0,00;113,15;0,18;0,00;0,00;
0,00;0,00;116,35;0,18;0,00;0,00;
0,00;0,00;119,55;0,15;0,00;0,00;
0,00;0,00;122,75;0,20;0,00;0,00;
0,00;0,00;125,95;0,16;0,00;0,00;
0,00;0,00;129,15;0,18;0,00;0,00;
0,00;0,00;132,35;0,15;0,00;0,00;
0,00;0,00;135,55;0,15;0,00;0,00;
0,00;0,00;138,75;0,16;0,00;0,00;
0,00;0,00;141,95;0,16;0,00;0,00;
0,00;0,00;145,15;0,13;0,00;0,00;
0,00;0,00;148,35;0,13;0,00;0,00;
0,00;0,00;151,55;0,16;0,00;0,00;
0,00;0,00;154,75;0,13;0,00;0,00;
0,00;0,00;157,95;0,16;0,00;0,00;
0,00;0,00;161,03;0,02;0,00;0,00;
0,00;0,00;163,60;0,09;0,00;0,00;
0,00;0,00;165,72;0,06;0,00;0,00;
0,00;0,00;167,34;0,09;0,00;0,00;
0,00;0,00;168,44;0,06;0,00;0,00;
0,00;0,00;169,18;0,09;0,00;0,00;
0,00;0,00;169,22;0,06;0,00;0,00;
0,00;0,00;169,28;0,11;0,00;0,00;
0,00;0,00;169,41;0,09;0,00;0,00;
0,00;0,00;169,57;0,09;0,00;0,00;
0,00;0,00;169,73;0,09;0,00;0,00;
0,00;0,00;169,89;0,09;0,00;0,00;
0,00;0,00;170,05;0,09;0,00;0,00;
0,00;0,00;170,21;0,09;0,00;0,00;
0,00;0,00;170,37;0,27;0,00;0,00;
0,00;0,00;170,53;0,27;0,00;0,00;
0,00;0,00;170,69;1,17;0,00;0,00;
0,00;0,00;170,83;2,69;0,00;0,00;
0,00;0,00;171,00;0,42;0,00;0,00;
0,00;0,00;171,18;0,11;0,00;0,00;
0,00;0,00;171,34;0,04;0,00;0,00;
0,00;0,00;171,50;0,11;0,00;0,00;
0,00;0,00;171,65;0,16;0,00;0,00;
0,00;0,00;171,81;0,18;0,00;0,00;
0,00;0,00;171,97;0,20;0,00;0,00;
0,00;0,00;172,13;0,27;0,00;0,00;
0,00;0,00;172,29;0,27;0,00;0,00;
0,00;0,00;172,45;0,43;0,00;0,00;
0,00;0,00;172,61;0,70;0,00;0,00;
0,00;0,00;172,77;0,95;0,00;0,00;
0,00;0,00;172,92;1,20;0,00;0,00;
0,00;0,00;173,08;1,47;0,00;0,00;
0,00;0,00;173,24;1,62;0,00;0,00;
0,00;0,00;173,40;1,72;0,00;0,00;
0,00;0,00;173,57;1,81;0,00;0,00;
0,00;0,00;173,70;1,83;0,00;0,00;
0,00;0,00;173,71;1,67;0,00;0,00;
0,00;0,00;173,70;1,47;0,00;0,00;
0,00;0,00;173,30;0,02;0,00;0,00;
0,00;0,00;172,42;0,11;0,00;0,00;
0,00;0,00;171,79;-0,00;0,00;0,00;
0,00;0,00;171,71;0,04;0,00;0,00;
0,00;0,00;171,70;0,02;0,00;0,00;
0,00;0,00;171,70;0,04;0,00;0,00;
0,00;0,00;171,82;0,06;0,00;0,00;
0,00;0,00;171,96;0,09;0,00;0,00;
0,00;0,00;172,13;0,09;0,00;0,00;
0,00;0,00;172,30;0,09;0,00;0,00;
0,00;0,00;172,46;0,09;0,00;0,00;
0,00;0,00;172,62;0,09;0,00;0,00;
0,00;0,00;172,78;0,09;0,00;0,00;
0,00;0,00;172,95;0,09;0,00;0,00;
0,00;0,00;173,11;0,09;0,00;0,00;
0,00;0,00;173,27;0,09;0,00;0,00;
0,00;0,00;173,43;0,27;0,00;0,00;
0,00;0,00;173,59;0,27;0,00;0,00;
0,00;0,00;173,74;1,80;0,00;0,00;
0,00;0,00;173,89;2,10;0,00;0,00;
0,00;0,00;174,05;2,22;0,00;0,00;
0,00;0,00;174,22;2,35;0,00;0,00;
0,00;0,00;174,38;2,44;0,00;0,00;
0,00;0,00;174,54;2,60;0,00;0,00;
0,00;0,00;174,70;2,71;0,00;0,00;
0,00;0,00;174,86;2,80;0,00;0,00;
0,00;0,00;175,03;2,96;0,00;0,00;
0,00;0,00;175,19;3,05;0,00;0,00;
0,00;0,00;175,35;3,17;0,00;0,00;
0,00;0,00;175,51;3,35;0,00;0,00;
0,00;0,00;175,67;3,46;0,00;0,00;
0,00;0,00;175,83;3,57;0,00;0,00;
0,00;0,00;175,99;3,73;0,00;0,00;
0,00;0,00;176,15;3,86;0,00;0,00;
0,00;0,00;176,31;3,98;0,00;0,00;
0,00;0,00;176,47;4,07;0,00;0,00;
0,00;0,00;176,63;4,25;0,00;0,00;
0,00;0,00;176,79;4,38;0,00;0,00;
0,00;0,00;176,95;4,45;0,00;0,00;
0,00;0,00;177,11;4,59;0,00;0,00;
0,00;0,00;177,27;4,70;0,00;0,00;
0,00;0,00;177,43;4,79;0,00;0,00;
0,00;0,00;177,59;4,95;0,00;0,00;
0,00;0,00;177,75;5,06;0,00;0,00;
0,00;0,00;177,91;5,16;0,00;0,00;
0,00;0,00;178,07;5,24;0,00;0,00;
0,00;0,00;178,23;5,34;0,00;0,00;
0,00;0,00;178,39;5,49;0,00;0,00;
0,00;0,00;178,55;5,61;0,00;0,00;
0,00;0,00;178,71;5,70;0,00;0,00;
0,00;0,00;178,87;5,76;0,00;0,00;
0,00;0,00;179,03;5,88;0,00;0,00;
0,00;0,00;179,19;5,92;0,00;0,00;
0,00;0,00;179,34;5,88;0,00;0,00;
0,00;0,00;179,36;5,65;0,00;0,00;
0,00;0,00;179,36;5,56;0,00;0,00;
0,00;0,00;179,22;2,03;0,00;0,00;
0,00;0,00;178,60;-0,32;0,00;0,00;
0,00;0,00;177,45;-0,09;0,00;0,00;
0,00;0,00;175,78;-0,09;0,00;0,00;
0,00;0,00;173,59;-0,12;0,00;0,00;
0,00;0,00;170,90;-0,09;0,00;0,00;
0,00;0,00;167,78;-0,09;0,00;0,00;
0,00;0,00;164,64;-0,09;0,00;0,00;
0,00;0,00;161,44;-0,18;0,00;0,00;
0,00;0,00;158,21;-0,05;0,00;0,00;
0,00;0,00;155,03;-0,07;0,00;0,00;
0,00;0,00;151,82;-0,09;0,00;0,00;
0,00;0,00;148,62;-0,07;0,00;0,00;
0,00;0,00;145,42;-0,09;0,00;0,00;
0,00;0,00;142,21;-0,07;0,00;0,00;
0,00;0,00;139,01;-0,07;0,00;0,00;
0,00;0,00;135,81;-0,07;0,00;0,00;
0,00;0,00;132,62;-0,07;0,00;0,00;
0,00;0,00;129,41;-0,07;0,00;0,00;
0,00;0,00;126,21;-0,05;0,00;0,00;
0,00;0,00;123,01;-0,07;0,00;0,00;
0,00;0,00;119,81;-0,07;0,00;0,00;
0,00;0,00;116,61;-0,07;0,00;0,00;
0,00;0,00;113,41;-0,09;0,00;0,00;
0,00;0,00;110,21;-0,09;0,00;0,00;
0,00;0,00;107,01;-0,05;0,00;0,00;
0,00;0,00;103,81;-0,07;0,00;0,00;
0,00;0,00;100,61;-0,05;0,00;0,00;
0,00;0,00;97,41;-0,09;0,00;0,00;
0,00;0,00;94,21;-0,09;0,00;0,00;
0,00;0,00;91,01;-0,07;0,00;0,00;
0,00;0,00;87,81;-0,07;0,00;0,00;
0,00;0,00;84,61;-0,09;0,00;0,00;
0,00;0,00;81,41;-0,09;0,00;0,00;
0,00;0,00;78,21;-0,09;0,00;0,00;
0,00;0,00;75,01;-0,07;0,00;0,00;
0,00;0,00;71,81;-0,07;0,00;0,00;
0,00;0,00;68,61;-0,09;0,00;0,00;
0,00;0,00;65,41;-0,09;0,00;0,00;
0,00;0,00;62,21;-0,05;0,00;0,00;
0,00;0,00;59,01;-0,09;0,00;0,00;
0,00;0,00;55,81;-0,12;0,00;0,00;
0,00;0,00;52,68;0,02;0,00;0,00;
0,00;0,00;50,04;-0,05;0,00;0,00;
0,00;0,00;47,84;-0,02;0,00;0,00;
0,00;0,00;44,90;0,06;0,00;0,00;
0,00;0,00;44,18;0,06;0,00;0,00;
0,00;0,00;43,95;0,04;0,00;0,00;
0,00;0,00;43,88;0,04;0,00;0,00;
