60183;18.06.21 12:10:24;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210618092107P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,76;0,16;0,00;0,00;
0,00;0,00;3,32;0,09;0,00;0,00;
0,00;0,00;4,34;0,06;0,00;0,00;
0,00;0,00;5,87;0,06;0,00;0,00;
0,00;0,00;7,92;0,11;0,00;0,00;
0,00;0,00;10,48;0,11;0,00;0,00;
0,00;0,00;13,54;0,13;0,00;0,00;
0,00;0,00;16,65;0,06;0,00;0,00;
0,00;0,00;19,83;0,02;0,00;0,00;
0,00;0,00;23,05;0,02;0,00;0,00;
0,00;0,00;26,25;0,04;0,00;0,00;
0,00;0,00;29,45;0,02;0,00;0,00;
0,00;0,00;32,65;0,04;0,00;0,00;
0,00;0,00;35,85;0,04;0,00;0,00;
0,00;0,00;39,05;0,04;0,00;0,00;
0,00;0,00;42,25;0,02;0,00;0,00;
0,00;0,00;45,45;0,02;0,00;0,00;
0,00;0,00;48,65;0,02;0,00;0,00;
0,00;0,00;51,85;0,02;0,00;0,00;
0,00;0,00;55,05;0,02;0,00;0,00;
0,00;0,00;58,25;0,02;0,00;0,00;
0,00;0,00;61,45;0,02;0,00;0,00;
0,00;0,00;64,65;0,04;0,00;0,00;
0,00;0,00;71,05;0,02;0,00;0,00;
0,00;0,00;74,25;0,04;0,00;0,00;
0,00;0,00;77,45;0,04;0,00;0,00;
0,00;0,00;80,64;0,06;0,00;0,00;
0,00;0,00;83,85;0,02;0,00;0,00;
0,00;0,00;87,05;0,06;0,00;0,00;
0,00;0,00;90,25;0,02;0,00;0,00;
0,00;0,00;93,44;0,04;0,00;0,00;
0,00;0,00;96,65;0,06;0,00;0,00;
0,00;0,00;99,85;0,04;0,00;0,00;
0,00;0,00;103,05;-0,00;0,00;0,00;
0,00;0,00;106,25;0,04;0,00;0,00;
0,00;0,00;109,45;0,02;0,00;0,00;
0,00;0,00;112,64;0,04;0,00;0,00;
0,00;0,00;115,85;0,02;0,00;0,00;
0,00;0,00;119,05;0,02;0,00;0,00;
0,00;0,00;122,25;0,04;0,00;0,00;
0,00;0,00;125,44;0,02;0,00;0,00;
0,00;0,00;128,65;0,06;0,00;0,00;
0,00;0,00;131,85;0,02;0,00;0,00;
0,00;0,00;135,05;-0,00;0,00;0,00;
0,00;0,00;138,25;0,04;0,00;0,00;
0,00;0,00;141,45;-0,00;0,00;0,00;
0,00;0,00;144,64;0,06;0,00;0,00;
0,00;0,00;151,05;0,02;0,00;0,00;
0,00;0,00;154,25;0,04;0,00;0,00;
0,00;0,00;157,44;0,04;0,00;0,00;
0,00;0,00;160,65;0,02;0,00;0,00;
0,00;0,00;163,85;0,02;0,00;0,00;
0,00;0,00;167,05;-0,00;0,00;0,00;
0,00;0,00;170,08;-0,07;0,00;0,00;
0,00;0,00;172,61;-0,07;0,00;0,00;
0,00;0,00;174,70;-0,07;0,00;0,00;
0,00;0,00;176,30;-0,07;0,00;0,00;
0,00;0,00;177,40;-0,07;0,00;0,00;
0,00;0,00;178,00;-0,09;0,00;0,00;
0,00;0,00;178,16;-0,05;0,00;0,00;
0,00;0,00;178,21;-0,07;0,00;0,00;
0,00;0,00;178,22;-0,00;0,00;0,00;
0,00;0,00;178,38;-0,09;0,00;0,00;
0,00;0,00;178,53;-0,02;0,00;0,00;
0,00;0,00;178,69;-0,02;0,00;0,00;
0,00;0,00;178,85;-0,02;0,00;0,00;
0,00;0,00;179,01;-0,02;0,00;0,00;
0,00;0,00;179,33;-0,05;0,00;0,00;
0,00;0,00;179,65;-0,02;0,00;0,00;
0,00;0,00;180,61;-0,02;0,00;0,00;
0,00;0,00;180,77;0,11;0,00;0,00;
0,00;0,00;180,93;0,16;0,00;0,00;
0,00;0,00;181,09;0,18;0,00;0,00;
0,00;0,00;181,25;0,47;0,00;0,00;
0,00;0,00;181,41;0,74;0,00;0,00;
0,00;0,00;181,57;1,13;0,00;0,00;
0,00;0,00;181,72;1,51;0,00;0,00;
0,00;0,00;181,88;2,21;0,00;0,00;
0,00;0,00;182,04;2,85;0,00;0,00;
0,00;0,00;182,18;3,36;0,00;0,00;
0,00;0,00;182,19;3,30;0,00;0,00;
0,00;0,00;182,04;1,06;0,00;0,00;
0,00;0,00;181,40;-0,18;0,00;0,00;
0,00;0,00;180,32;-0,02;0,00;0,00;
0,00;0,00;179,64;-0,02;0,00;0,00;
0,00;0,00;179,32;-0,05;0,00;0,00;
0,00;0,00;179,22;-0,09;0,00;0,00;
0,00;0,00;179,20;-0,09;0,00;0,00;
0,00;0,00;179,20;-0,09;0,00;0,00;
0,00;0,00;179,29;-0,05;0,00;0,00;
0,00;0,00;179,76;-0,02;0,00;0,00;
0,00;0,00;180,09;-0,02;0,00;0,00;
0,00;0,00;180,89;-0,02;0,00;0,00;
0,00;0,00;181,21;-0,02;0,00;0,00;
0,00;0,00;181,37;-0,02;0,00;0,00;
0,00;0,00;181,69;0,18;0,00;0,00;
0,00;0,00;181,85;0,18;0,00;0,00;
0,00;0,00;182,01;1,06;0,00;0,00;
0,00;0,00;182,15;2,33;0,00;0,00;
0,00;0,00;182,31;3,14;0,00;0,00;
0,00;0,00;182,47;3,73;0,00;0,00;
0,00;0,00;182,63;4,27;0,00;0,00;
0,00;0,00;182,79;4,81;0,00;0,00;
0,00;0,00;182,95;5,33;0,00;0,00;
0,00;0,00;183,11;5,90;0,00;0,00;
0,00;0,00;183,27;6,37;0,00;0,00;
0,00;0,00;183,43;6,83;0,00;0,00;
0,00;0,00;183,59;7,30;0,00;0,00;
0,00;0,00;183,75;7,71;0,00;0,00;
0,00;0,00;183,91;8,16;0,00;0,00;
0,00;0,00;184,07;8,54;0,00;0,00;
0,00;0,00;184,23;8,91;0,00;0,00;
0,00;0,00;184,39;9,27;0,00;0,00;
0,00;0,00;184,55;9,63;0,00;0,00;
0,00;0,00;184,71;9,99;0,00;0,00;
0,00;0,00;184,82;9,85;0,00;0,00;
0,00;0,00;184,83;9,95;0,00;0,00;
0,00;0,00;184,84;9,92;0,00;0,00;
0,00;0,00;184,84;9,86;0,00;0,00;
0,00;0,00;184,84;9,84;0,00;0,00;
0,00;0,00;184,84;9,84;0,00;0,00;
0,00;0,00;184,84;9,81;0,00;0,00;
0,00;0,00;184,84;9,79;0,00;0,00;
0,00;0,00;184,84;9,81;0,00;0,00;
0,00;0,00;184,84;9,77;0,00;0,00;
0,00;0,00;184,84;9,77;0,00;0,00;
0,00;0,00;184,84;9,77;0,00;0,00;
0,00;0,00;184,84;9,79;0,00;0,00;
0,00;0,00;184,84;9,77;0,00;0,00;
