9126;29.03.21 15:53:38;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210329143154P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,90;-0,02;0,00;0,00;
0,00;0,00;40,16;0,21;0,00;0,00;
0,00;0,00;40,95;0,14;0,00;0,00;
0,00;0,00;42,22;0,07;0,00;0,00;
0,00;0,00;44,01;0,16;0,00;0,00;
0,00;0,00;46,31;0,20;0,00;0,00;
0,00;0,00;49,13;0,18;0,00;0,00;
0,00;0,00;52,30;0,09;0,00;0,00;
0,00;0,00;55,41;0,07;0,00;0,00;
0,00;0,00;58,65;0,09;0,00;0,00;
0,00;0,00;61,84;0,09;0,00;0,00;
0,00;0,00;65,05;0,14;0,00;0,00;
0,00;0,00;68,25;0,11;0,00;0,00;
0,00;0,00;71,45;0,07;0,00;0,00;
0,00;0,00;74,65;0,11;0,00;0,00;
0,00;0,00;77,85;0,11;0,00;0,00;
0,00;0,00;81,05;0,16;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,45;0,09;0,00;0,00;
0,00;0,00;90,65;0,11;0,00;0,00;
0,00;0,00;93,85;0,07;0,00;0,00;
0,00;0,00;97,05;0,09;0,00;0,00;
0,00;0,00;100,25;0,11;0,00;0,00;
0,00;0,00;103,45;0,05;0,00;0,00;
0,00;0,00;106,65;0,09;0,00;0,00;
0,00;0,00;109,85;0,05;0,00;0,00;
0,00;0,00;113,05;0,16;0,00;0,00;
0,00;0,00;116,25;0,11;0,00;0,00;
0,00;0,00;119,45;0,07;0,00;0,00;
0,00;0,00;122,65;0,11;0,00;0,00;
0,00;0,00;125,85;0,09;0,00;0,00;
0,00;0,00;129,05;0,11;0,00;0,00;
0,00;0,00;132,25;0,09;0,00;0,00;
0,00;0,00;135,45;0,07;0,00;0,00;
0,00;0,00;138,65;0,14;0,00;0,00;
0,00;0,00;141,85;0,05;0,00;0,00;
0,00;0,00;145,05;0,14;0,00;0,00;
0,00;0,00;148,25;0,09;0,00;0,00;
0,00;0,00;151,45;0,05;0,00;0,00;
0,00;0,00;154,53;-0,05;0,00;0,00;
0,00;0,00;157,11;0,05;0,00;0,00;
0,00;0,00;159,25;0,05;0,00;0,00;
0,00;0,00;160,90;0,02;0,00;0,00;
0,00;0,00;162,04;-0,04;0,00;0,00;
0,00;0,00;162,68;0,07;0,00;0,00;
0,00;0,00;162,85;0,25;0,00;0,00;
0,00;0,00;162,92;0,25;0,00;0,00;
0,00;0,00;162,92;0,25;0,00;0,00;
0,00;0,00;163,01;1,45;0,00;0,00;
0,00;0,00;163,12;4,52;0,00;0,00;
0,00;0,00;163,25;8,02;0,00;0,00;
0,00;0,00;163,39;11,50;0,00;0,00;
0,00;0,00;163,42;11,10;0,00;0,00;
0,00;0,00;163,44;11,57;0,00;0,00;
0,00;0,00;163,46;11,46;0,00;0,00;
0,00;0,00;163,47;11,46;0,00;0,00;
0,00;0,00;163,47;11,46;0,00;0,00;
0,00;0,00;163,48;11,46;0,00;0,00;
0,00;0,00;163,49;11,52;0,00;0,00;
0,00;0,00;163,49;11,50;0,00;0,00;
0,00;0,00;163,49;11,46;0,00;0,00;
0,00;0,00;163,49;11,39;0,00;0,00;
0,00;0,00;163,50;11,37;0,00;0,00;
0,00;0,00;163,50;11,37;0,00;0,00;
0,00;0,00;163,50;11,34;0,00;0,00;
