45617;16.04.21 10:38:03;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210414205508P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,90;-0,02;0,00;0,00;
0,00;0,00;42,18;0,18;0,00;0,00;
0,00;0,00;42,97;0,13;0,00;0,00;
0,00;0,00;44,24;0,13;0,00;0,00;
0,00;0,00;46,02;0,16;0,00;0,00;
0,00;0,00;48,32;0,16;0,00;0,00;
0,00;0,00;51,15;0,16;0,00;0,00;
0,00;0,00;54,30;0,02;0,00;0,00;
0,00;0,00;57,42;0,09;0,00;0,00;
0,00;0,00;60,64;0,12;0,00;0,00;
0,00;0,00;63,85;0,07;0,00;0,00;
0,00;0,00;67,05;0,12;0,00;0,00;
0,00;0,00;70,25;0,12;0,00;0,00;
0,00;0,00;73,45;0,09;0,00;0,00;
0,00;0,00;76,65;0,09;0,00;0,00;
0,00;0,00;79,85;0,09;0,00;0,00;
0,00;0,00;83,05;0,07;0,00;0,00;
0,00;0,00;86,25;0,09;0,00;0,00;
0,00;0,00;89,45;0,05;0,00;0,00;
0,00;0,00;92,65;0,09;0,00;0,00;
0,00;0,00;95,85;0,05;0,00;0,00;
0,00;0,00;99,05;0,09;0,00;0,00;
0,00;0,00;102,25;0,07;0,00;0,00;
0,00;0,00;105,45;0,09;0,00;0,00;
0,00;0,00;108,65;0,09;0,00;0,00;
0,00;0,00;111,85;0,09;0,00;0,00;
0,00;0,00;115,05;0,07;0,00;0,00;
0,00;0,00;118,25;0,07;0,00;0,00;
0,00;0,00;121,45;0,05;0,00;0,00;
0,00;0,00;124,65;0,09;0,00;0,00;
0,00;0,00;127,85;0,09;0,00;0,00;
0,00;0,00;131,05;0,09;0,00;0,00;
0,00;0,00;134,25;0,07;0,00;0,00;
0,00;0,00;137,45;0,07;0,00;0,00;
0,00;0,00;140,65;0,09;0,00;0,00;
0,00;0,00;143,85;0,07;0,00;0,00;
0,00;0,00;147,05;0,07;0,00;0,00;
0,00;0,00;150,13;-0,05;0,00;0,00;
0,00;0,00;152,70;0,02;0,00;0,00;
0,00;0,00;154,84;0,02;0,00;0,00;
0,00;0,00;156,48;-0,02;0,00;0,00;
0,00;0,00;158,24;-0,04;0,00;0,00;
0,00;0,00;158,46;-0,02;0,00;0,00;
0,00;0,00;158,46;-0,02;0,00;0,00;
0,00;0,00;158,70;0,07;0,00;0,00;
0,00;0,00;158,86;0,05;0,00;0,00;
0,00;0,00;159,02;0,07;0,00;0,00;
0,00;0,00;159,34;0,02;0,00;0,00;
0,00;0,00;159,50;0,02;0,00;0,00;
0,00;0,00;159,66;0,05;0,00;0,00;
0,00;0,00;159,82;0,05;0,00;0,00;
0,00;0,00;159,98;0,05;0,00;0,00;
0,00;0,00;160,14;0,07;0,00;0,00;
0,00;0,00;160,30;0,07;0,00;0,00;
0,00;0,00;160,62;0,07;0,00;0,00;
0,00;0,00;160,78;0,02;0,00;0,00;
0,00;0,00;160,94;0,07;0,00;0,00;
0,00;0,00;161,10;0,23;0,00;0,00;
0,00;0,00;161,26;0,23;0,00;0,00;
0,00;0,00;161,42;0,50;0,00;0,00;
0,00;0,00;161,57;1,38;0,00;0,00;
0,00;0,00;161,72;2,56;0,00;0,00;
0,00;0,00;161,88;3,48;0,00;0,00;
0,00;0,00;162,03;4,09;0,00;0,00;
0,00;0,00;162,20;4,41;0,00;0,00;
0,00;0,00;162,36;4,57;0,00;0,00;
0,00;0,00;162,53;4,68;0,00;0,00;
0,00;0,00;162,69;4,91;0,00;0,00;
0,00;0,00;162,85;5,16;0,00;0,00;
0,00;0,00;163,01;5,43;0,00;0,00;
0,00;0,00;163,17;5,83;0,00;0,00;
0,00;0,00;163,33;6,13;0,00;0,00;
0,00;0,00;163,49;6,40;0,00;0,00;
0,00;0,00;163,65;6,65;0,00;0,00;
0,00;0,00;163,81;6,94;0,00;0,00;
0,00;0,00;163,97;7,17;0,00;0,00;
0,00;0,00;164,13;7,42;0,00;0,00;
0,00;0,00;164,29;7,71;0,00;0,00;
0,00;0,00;164,45;7,96;0,00;0,00;
0,00;0,00;164,61;8,14;0,00;0,00;
0,00;0,00;164,77;8,37;0,00;0,00;
0,00;0,00;164,93;8,57;0,00;0,00;
0,00;0,00;165,09;8,75;0,00;0,00;
0,00;0,00;165,15;8,48;0,00;0,00;
0,00;0,00;165,15;8,30;0,00;0,00;
0,00;0,00;165,15;8,00;0,00;0,00;
0,00;0,00;164,77;0,16;0,00;0,00;
0,00;0,00;163,90;-0,13;0,00;0,00;
0,00;0,00;162,48;-0,20;0,00;0,00;
0,00;0,00;160,54;-0,23;0,00;0,00;
0,00;0,00;158,10;-0,23;0,00;0,00;
0,00;0,00;155,15;-0,18;0,00;0,00;
0,00;0,00;152,00;-0,06;0,00;0,00;
0,00;0,00;148,85;-0,11;0,00;0,00;
0,00;0,00;145,63;-0,09;0,00;0,00;
0,00;0,00;142,42;-0,13;0,00;0,00;
0,00;0,00;139,22;-0,13;0,00;0,00;
0,00;0,00;136,02;-0,09;0,00;0,00;
0,00;0,00;132,82;-0,13;0,00;0,00;
0,00;0,00;129,62;-0,11;0,00;0,00;
0,00;0,00;126,42;-0,11;0,00;0,00;
0,00;0,00;123,22;-0,13;0,00;0,00;
0,00;0,00;120,02;-0,11;0,00;0,00;
0,00;0,00;116,82;-0,11;0,00;0,00;
0,00;0,00;113,62;-0,11;0,00;0,00;
0,00;0,00;110,42;-0,13;0,00;0,00;
0,00;0,00;107,22;-0,11;0,00;0,00;
0,00;0,00;104,02;-0,11;0,00;0,00;
0,00;0,00;100,82;-0,11;0,00;0,00;
0,00;0,00;97,62;-0,11;0,00;0,00;
0,00;0,00;94,42;-0,11;0,00;0,00;
0,00;0,00;91,22;-0,09;0,00;0,00;
