8438;12.01.21 14:24:28;21;Avvicinamento Pressata Finale;force < min. force (9);20210112131240P0008;
0,00;0,00;179,52;-0,04;0,00;0,00;
0,00;0,00;181,92;-0,04;0,00;0,00;
0,00;0,00;184,32;-0,04;0,00;0,00;
0,00;0,00;186,72;-0,04;0,00;0,00;
0,00;0,00;191,52;-0,04;0,00;0,00;
0,00;0,00;193,92;-0,04;0,00;0,00;
0,00;0,00;196,32;-0,04;0,00;0,00;
0,00;0,00;201,12;-0,04;0,00;0,00;
0,00;0,00;203,52;-0,04;0,00;0,00;
0,00;0,00;205,92;-0,04;0,00;0,00;
0,00;0,00;208,32;-0,04;0,00;0,00;
0,00;0,00;210,72;-0,04;0,00;0,00;
0,00;0,00;213,12;-0,04;0,00;0,00;
0,00;0,00;215,52;-0,09;0,00;0,00;
0,00;0,00;217,92;-0,09;0,00;0,00;
0,00;0,00;220,32;-0,04;0,00;0,00;
0,00;0,00;222,72;-0,04;0,00;0,00;
0,00;0,00;225,12;-0,09;0,00;0,00;
0,00;0,00;229,92;-0,04;0,00;0,00;
0,00;0,00;232,32;-0,09;0,00;0,00;
0,00;0,00;234,72;-0,04;0,00;0,00;
0,00;0,00;244,32;-0,04;0,00;0,00;
0,00;0,00;246,72;-0,04;0,00;0,00;
0,00;0,00;251,52;-0,04;0,00;0,00;
0,00;0,00;253,92;-0,09;0,00;0,00;
0,00;0,00;258,72;-0,04;0,00;0,00;
0,00;0,00;261,12;-0,04;0,00;0,00;
0,00;0,00;263,52;-0,04;0,00;0,00;
0,00;0,00;268,32;-0,04;0,00;0,00;
0,00;0,00;273,12;-0,09;0,00;0,00;
0,00;0,00;275,52;-0,04;0,00;0,00;
0,00;0,00;277,92;-0,09;0,00;0,00;
0,00;0,00;280,32;0,04;0,00;0,00;
0,00;0,00;285,12;0,04;0,00;0,00;
0,00;0,00;287,13;-0,04;0,00;0,00;
0,00;0,00;288,69;-0,09;0,00;0,00;
0,00;0,00;289,81;-0,09;0,00;0,00;
0,00;0,00;290,41;-0,04;0,00;0,00;
0,00;0,00;290,60;-0,04;0,00;0,00;
0,00;0,00;301,22;0,04;0,00;0,00;
0,00;0,00;301,54;0,04;0,00;0,00;
0,00;0,00;301,70;0,04;0,00;0,00;
0,00;0,00;305,54;0,04;0,00;0,00;
0,00;0,00;306,50;0,04;0,00;0,00;
0,00;0,00;306,82;0,09;0,00;0,00;
0,00;0,00;306,98;0,13;0,00;0,00;
0,00;0,00;307,14;0,18;0,00;0,00;
0,00;0,00;307,30;0,13;0,00;0,00;
0,00;0,00;307,46;0,18;0,00;0,00;
0,00;0,00;307,62;0,13;0,00;0,00;
0,00;0,00;307,78;0,18;0,00;0,00;
0,00;0,00;307,94;0,18;0,00;0,00;
0,00;0,00;308,10;0,18;0,00;0,00;
0,00;0,00;308,26;0,18;0,00;0,00;
0,00;0,00;308,42;0,18;0,00;0,00;
0,00;0,00;308,58;0,18;0,00;0,00;
0,00;0,00;308,74;0,13;0,00;0,00;
0,00;0,00;308,90;0,13;0,00;0,00;
0,00;0,00;309,22;0,09;0,00;0,00;
0,00;0,00;309,38;0,04;0,00;0,00;
0,00;0,00;309,70;0,04;0,00;0,00;
0,00;0,00;310,66;0,04;0,00;0,00;
0,00;0,00;311,14;0,04;0,00;0,00;
0,00;0,00;311,30;0,04;0,00;0,00;
0,00;0,00;311,46;0,04;0,00;0,00;
0,00;0,00;312,90;0,04;0,00;0,00;
0,00;0,00;313,22;0,09;0,00;0,00;
0,00;0,00;313,38;0,18;0,00;0,00;
0,00;0,00;313,54;0,18;0,00;0,00;
0,00;0,00;313,70;0,18;0,00;0,00;
0,00;0,00;313,86;0,18;0,00;0,00;
0,00;0,00;313,94;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,04;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,18;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
0,00;0,00;313,95;0,09;0,00;0,00;
0,00;0,00;313,95;0,13;0,00;0,00;
