3009;13.12.19 14:30:58;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20191213142352;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,44;0,14;0,00;0,00;
0,00;0,00;75,05;0,22;0,00;0,00;
0,00;0,00;76,00;0,22;0,00;0,00;
0,00;0,00;77,35;0,22;0,00;0,00;
0,00;0,00;79,09;0,22;0,00;0,00;
0,00;0,00;81,20;0,22;0,00;0,00;
0,00;0,00;85,92;0,14;0,00;0,00;
0,00;0,00;88,34;0,14;0,00;0,00;
0,00;0,00;90,74;0,30;0,00;0,00;
0,00;0,00;93,15;0,14;0,00;0,00;
0,00;0,00;95,54;0,14;0,00;0,00;
0,00;0,00;97,95;0,14;0,00;0,00;
0,00;0,00;100,35;0,22;0,00;0,00;
0,00;0,00;102,74;0,06;0,00;0,00;
0,00;0,00;105,15;0,06;0,00;0,00;
0,00;0,00;109,95;0,06;0,00;0,00;
0,00;0,00;114,74;-0,02;0,00;0,00;
0,00;0,00;117,15;0,14;0,00;0,00;
0,00;0,00;119,54;0,22;0,00;0,00;
0,00;0,00;121,95;0,14;0,00;0,00;
0,00;0,00;124,35;0,14;0,00;0,00;
0,00;0,00;126,75;0,06;0,00;0,00;
0,00;0,00;129,15;0,14;0,00;0,00;
0,00;0,00;133,95;0,06;0,00;0,00;
0,00;0,00;136,35;0,22;0,00;0,00;
0,00;0,00;138,74;0,06;0,00;0,00;
0,00;0,00;145,95;0,06;0,00;0,00;
0,00;0,00;148,35;0,06;0,00;0,00;
0,00;0,00;150,74;0,06;0,00;0,00;
0,00;0,00;153,15;0,06;0,00;0,00;
0,00;0,00;155,54;0,06;0,00;0,00;
0,00;0,00;162,75;0,22;0,00;0,00;
0,00;0,00;165,15;0,14;0,00;0,00;
0,00;0,00;167,55;-0,08;0,00;0,00;
0,00;0,00;172,35;0,06;0,00;0,00;
0,00;0,00;174,74;0,22;0,00;0,00;
0,00;0,00;177,15;0,14;0,00;0,00;
0,00;0,00;179,54;0,14;0,00;0,00;
0,00;0,00;181,95;0,30;0,00;0,00;
0,00;0,00;184,35;0,06;0,00;0,00;
0,00;0,00;186,75;0,22;0,00;0,00;
0,00;0,00;189,15;0,14;0,00;0,00;
0,00;0,00;191,48;-0,02;0,00;0,00;
0,00;0,00;193,43;0,06;0,00;0,00;
0,00;0,00;195,09;0,06;0,00;0,00;
0,00;0,00;196,36;0,06;0,00;0,00;
0,00;0,00;197,25;0,06;0,00;0,00;
0,00;0,00;197,91;0,06;0,00;0,00;
0,00;0,00;198,07;0,14;0,00;0,00;
0,00;0,00;198,20;0,06;0,00;0,00;
0,00;0,00;198,35;0,14;0,00;0,00;
0,00;0,00;198,52;0,06;0,00;0,00;
0,00;0,00;198,68;0,06;0,00;0,00;
0,00;0,00;198,84;0,06;0,00;0,00;
0,00;0,00;199,16;0,14;0,00;0,00;
0,00;0,00;199,32;0,06;0,00;0,00;
0,00;0,00;199,48;0,22;0,00;0,00;
0,00;0,00;199,64;0,06;0,00;0,00;
0,00;0,00;199,80;0,22;0,00;0,00;
0,00;0,00;199,96;0,22;0,00;0,00;
0,00;0,00;200,12;0,06;0,00;0,00;
0,00;0,00;200,44;0,14;0,00;0,00;
0,00;0,00;200,60;0,14;0,00;0,00;
0,00;0,00;200,76;0,14;0,00;0,00;
0,00;0,00;201,08;0,06;0,00;0,00;
0,00;0,00;201,40;0,06;0,00;0,00;
0,00;0,00;201,56;0,06;0,00;0,00;
0,00;0,00;201,72;0,14;0,00;0,00;
0,00;0,00;201,88;0,14;0,00;0,00;
0,00;0,00;202,20;0,14;0,00;0,00;
0,00;0,00;202,36;0,14;0,00;0,00;
0,00;0,00;202,52;0,14;0,00;0,00;
0,00;0,00;202,84;0,30;0,00;0,00;
0,00;0,00;203,00;0,14;0,00;0,00;
0,00;0,00;203,16;0,22;0,00;0,00;
0,00;0,00;203,32;0,30;0,00;0,00;
0,00;0,00;203,48;0,30;0,00;0,00;
0,00;0,00;203,64;0,30;0,00;0,00;
0,00;0,00;203,80;0,30;0,00;0,00;
0,00;0,00;203,96;0,30;0,00;0,00;
0,00;0,00;204,12;0,30;0,00;0,00;
0,00;0,00;204,28;0,30;0,00;0,00;
0,00;0,00;204,44;0,83;0,00;0,00;
0,00;0,00;204,60;1,21;0,00;0,00;
0,00;0,00;204,76;1,21;0,00;0,00;
0,00;0,00;204,92;1,21;0,00;0,00;
0,00;0,00;205,08;1,28;0,00;0,00;
0,00;0,00;205,24;1,36;0,00;0,00;
0,00;0,00;205,40;1,21;0,00;0,00;
0,00;0,00;205,56;1,28;0,00;0,00;
0,00;0,00;205,72;1,28;0,00;0,00;
0,00;0,00;205,88;1,43;0,00;0,00;
0,00;0,00;206,04;1,21;0,00;0,00;
0,00;0,00;206,20;1,21;0,00;0,00;
0,00;0,00;206,36;1,06;0,00;0,00;
0,00;0,00;206,52;0,61;0,00;0,00;
0,00;0,00;206,68;0,53;0,00;0,00;
0,00;0,00;206,75;0,22;0,00;0,00;
0,00;0,00;206,75;0,30;0,00;0,00;
0,00;0,00;206,74;0,22;0,00;0,00;
0,00;0,00;206,39;-0,47;0,00;0,00;
0,00;0,00;205,70;-0,55;0,00;0,00;
0,00;0,00;204,65;-0,47;0,00;0,00;
0,00;0,00;203,20;-0,47;0,00;0,00;
0,00;0,00;201,37;-0,47;0,00;0,00;
0,00;0,00;199,16;-0,47;0,00;0,00;
0,00;0,00;196,80;-0,47;0,00;0,00;
0,00;0,00;194,42;-0,47;0,00;0,00;
0,00;0,00;192,01;-0,47;0,00;0,00;
0,00;0,00;189,60;-0,39;0,00;0,00;
0,00;0,00;187,21;-0,31;0,00;0,00;
0,00;0,00;184,81;-0,39;0,00;0,00;
0,00;0,00;182,40;-0,39;0,00;0,00;
0,00;0,00;180,01;-0,39;0,00;0,00;
0,00;0,00;177,60;-0,31;0,00;0,00;
0,00;0,00;175,20;-0,31;0,00;0,00;
0,00;0,00;172,80;-0,31;0,00;0,00;
0,00;0,00;170,40;-0,31;0,00;0,00;
0,00;0,00;168,00;-0,31;0,00;0,00;
0,00;0,00;165,60;-0,31;0,00;0,00;
