32775;01.04.21 13:56:08;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210330143611P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,44;0,16;0,00;0,00;
0,00;0,00;75,05;0,08;0,00;0,00;
0,00;0,00;76,01;0,22;0,00;0,00;
0,00;0,00;77,35;0,16;0,00;0,00;
0,00;0,00;79,09;0,16;0,00;0,00;
0,00;0,00;81,21;0,22;0,00;0,00;
0,00;0,00;85,93;0,16;0,00;0,00;
0,00;0,00;88,34;0,16;0,00;0,00;
0,00;0,00;90,74;0,08;0,00;0,00;
0,00;0,00;100,35;0,16;0,00;0,00;
0,00;0,00;102,74;0,08;0,00;0,00;
0,00;0,00;107,54;0,08;0,00;0,00;
0,00;0,00;109,95;0,08;0,00;0,00;
0,00;0,00;114,75;0,08;0,00;0,00;
0,00;0,00;124,35;0,16;0,00;0,00;
0,00;0,00;126,75;0,08;0,00;0,00;
0,00;0,00;133,95;0,16;0,00;0,00;
0,00;0,00;136,35;0,16;0,00;0,00;
0,00;0,00;138,74;0,16;0,00;0,00;
0,00;0,00;148,35;0,16;0,00;0,00;
0,00;0,00;150,75;0,08;0,00;0,00;
0,00;0,00;153,15;0,08;0,00;0,00;
0,00;0,00;157,95;0,08;0,00;0,00;
0,00;0,00;160,35;0,23;0,00;0,00;
0,00;0,00;162,75;0,16;0,00;0,00;
0,00;0,00;165,15;0,23;0,00;0,00;
0,00;0,00;167,54;0,08;0,00;0,00;
0,00;0,00;169,95;0,23;0,00;0,00;
0,00;0,00;172,35;0,23;0,00;0,00;
0,00;0,00;174,74;0,16;0,00;0,00;
0,00;0,00;179,54;0,08;0,00;0,00;
0,00;0,00;181,95;0,08;0,00;0,00;
0,00;0,00;184,32;0,16;0,00;0,00;
0,00;0,00;188,01;0,08;0,00;0,00;
0,00;0,00;189,33;0,16;0,00;0,00;
0,00;0,00;191,16;0,08;0,00;0,00;
0,00;0,00;191,46;0,08;0,00;0,00;
0,00;0,00;192,75;0,08;0,00;0,00;
0,00;0,00;193,71;0,08;0,00;0,00;
0,00;0,00;194,67;0,08;0,00;0,00;
0,00;0,00;196,75;0,31;0,00;0,00;
0,00;0,00;196,91;0,37;0,00;0,00;
0,00;0,00;197,07;0,31;0,00;0,00;
0,00;0,00;197,23;0,31;0,00;0,00;
0,00;0,00;197,39;0,31;0,00;0,00;
0,00;0,00;197,55;0,31;0,00;0,00;
0,00;0,00;197,71;0,31;0,00;0,00;
0,00;0,00;197,87;0,31;0,00;0,00;
0,00;0,00;198,03;0,31;0,00;0,00;
0,00;0,00;198,19;0,31;0,00;0,00;
0,00;0,00;198,35;0,31;0,00;0,00;
0,00;0,00;198,51;0,31;0,00;0,00;
0,00;0,00;198,67;0,31;0,00;0,00;
0,00;0,00;198,83;0,76;0,00;0,00;
0,00;0,00;198,99;1,21;0,00;0,00;
0,00;0,00;199,15;1,14;0,00;0,00;
0,00;0,00;199,31;0,98;0,00;0,00;
0,00;0,00;199,47;1,14;0,00;0,00;
0,00;0,00;199,63;0,98;0,00;0,00;
0,00;0,00;199,79;0,61;0,00;0,00;
0,00;0,00;199,95;0,23;0,00;0,00;
0,00;0,00;200,11;1,43;0,00;0,00;
0,00;0,00;200,26;7,76;0,00;0,00;
0,00;0,00;200,39;16,74;0,00;0,00;
0,00;0,00;200,38;15,82;0,00;0,00;
0,00;0,00;200,40;18,72;0,00;0,00;
0,00;0,00;200,41;18,88;0,00;0,00;
0,00;0,00;200,41;18,96;0,00;0,00;
0,00;0,00;200,41;19,25;0,00;0,00;
0,00;0,00;200,41;19,48;0,00;0,00;
0,00;0,00;200,42;19,48;0,00;0,00;
0,00;0,00;200,42;19,48;0,00;0,00;
0,00;0,00;200,42;19,72;0,00;0,00;
0,00;0,00;200,42;19,64;0,00;0,00;
0,00;0,00;200,42;19,72;0,00;0,00;
0,00;0,00;200,42;19,72;0,00;0,00;
0,00;0,00;200,42;19,80;0,00;0,00;
0,00;0,00;200,42;19,80;0,00;0,00;
