41579;24.05.21 09:23:56;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210521155212P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,20;-0,08;0,00;0,00;
0,00;0,00;74,44;0,14;0,00;0,00;
0,00;0,00;75,05;0,16;0,00;0,00;
0,00;0,00;76,00;0,22;0,00;0,00;
0,00;0,00;77,35;0,14;0,00;0,00;
0,00;0,00;79,09;0,30;0,00;0,00;
0,00;0,00;81,21;0,22;0,00;0,00;
0,00;0,00;83,57;0,16;0,00;0,00;
0,00;0,00;85,93;0,16;0,00;0,00;
0,00;0,00;88,34;0,23;0,00;0,00;
0,00;0,00;90,74;0,16;0,00;0,00;
0,00;0,00;93,15;0,08;0,00;0,00;
0,00;0,00;95,54;0,16;0,00;0,00;
0,00;0,00;97,95;0,08;0,00;0,00;
0,00;0,00;100,35;0,23;0,00;0,00;
0,00;0,00;102,74;0,08;0,00;0,00;
0,00;0,00;105,15;0,08;0,00;0,00;
0,00;0,00;109,95;0,16;0,00;0,00;
0,00;0,00;112,35;0,23;0,00;0,00;
0,00;0,00;114,74;0,16;0,00;0,00;
0,00;0,00;119,54;0,08;0,00;0,00;
0,00;0,00;121,95;0,16;0,00;0,00;
0,00;0,00;124,35;0,16;0,00;0,00;
0,00;0,00;126,75;0,16;0,00;0,00;
0,00;0,00;129,15;0,08;0,00;0,00;
0,00;0,00;133,95;0,08;0,00;0,00;
0,00;0,00;136,35;0,23;0,00;0,00;
0,00;0,00;141,15;0,08;0,00;0,00;
0,00;0,00;145,95;0,08;0,00;0,00;
0,00;0,00;148,35;0,23;0,00;0,00;
0,00;0,00;150,74;0,16;0,00;0,00;
0,00;0,00;153,15;0,08;0,00;0,00;
0,00;0,00;157,95;0,16;0,00;0,00;
0,00;0,00;160,35;0,23;0,00;0,00;
0,00;0,00;162,75;0,08;0,00;0,00;
0,00;0,00;165,15;0,08;0,00;0,00;
0,00;0,00;167,55;0,08;0,00;0,00;
0,00;0,00;169,95;0,16;0,00;0,00;
0,00;0,00;172,35;0,23;0,00;0,00;
0,00;0,00;174,74;0,16;0,00;0,00;
0,00;0,00;177,15;0,16;0,00;0,00;
0,00;0,00;179,54;0,16;0,00;0,00;
0,00;0,00;181,95;0,16;0,00;0,00;
0,00;0,00;184,35;0,23;0,00;0,00;
0,00;0,00;186,75;0,23;0,00;0,00;
0,00;0,00;189,15;0,23;0,00;0,00;
0,00;0,00;191,48;0,08;0,00;0,00;
0,00;0,00;193,43;0,08;0,00;0,00;
0,00;0,00;195,08;0,08;0,00;0,00;
0,00;0,00;196,36;0,08;0,00;0,00;
0,00;0,00;197,24;-0,08;0,00;0,00;
0,00;0,00;197,76;-0,08;0,00;0,00;
0,00;0,00;197,90;-0,08;0,00;0,00;
0,00;0,00;197,97;-0,08;0,00;0,00;
0,00;0,00;198,02;0,14;0,00;0,00;
0,00;0,00;198,17;0,08;0,00;0,00;
0,00;0,00;198,48;0,16;0,00;0,00;
0,00;0,00;198,80;-0,08;0,00;0,00;
0,00;0,00;198,96;-0,08;0,00;0,00;
0,00;0,00;199,60;0,08;0,00;0,00;
0,00;0,00;199,76;0,08;0,00;0,00;
0,00;0,00;199,92;0,22;0,00;0,00;
0,00;0,00;200,07;2,96;0,00;0,00;
0,00;0,00;200,22;10,50;0,00;0,00;
0,00;0,00;200,28;14,84;0,00;0,00;
0,00;0,00;200,30;15,22;0,00;0,00;
0,00;0,00;200,32;16,06;0,00;0,00;
0,00;0,00;200,32;15,82;0,00;0,00;
0,00;0,00;200,32;15,76;0,00;0,00;
0,00;0,00;200,33;16,06;0,00;0,00;
0,00;0,00;200,33;16,21;0,00;0,00;
0,00;0,00;200,33;16,37;0,00;0,00;
0,00;0,00;200,33;16,74;0,00;0,00;
0,00;0,00;200,33;16,98;0,00;0,00;
0,00;0,00;200,33;16,98;0,00;0,00;
0,00;0,00;200,33;16,98;0,00;0,00;
0,00;0,00;200,33;16,90;0,00;0,00;
0,00;0,00;200,33;16,59;0,00;0,00;
