16236;04.10.21 08:40:09;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210930154348A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;39,96;0,18;0,00;0,00;
0,00;0,00;40,50;0,13;0,00;0,00;
0,00;0,00;41,52;0,13;0,00;0,00;
0,00;0,00;43,05;0,20;0,00;0,00;
0,00;0,00;45,10;0,16;0,00;0,00;
0,00;0,00;47,66;0,16;0,00;0,00;
0,00;0,00;50,71;0,18;0,00;0,00;
0,00;0,00;53,85;0,11;0,00;0,00;
0,00;0,00;57,01;0,20;0,00;0,00;
0,00;0,00;60,25;0,11;0,00;0,00;
0,00;0,00;63,44;0,07;0,00;0,00;
0,00;0,00;66,65;0,13;0,00;0,00;
0,00;0,00;69,85;0,09;0,00;0,00;
0,00;0,00;73,05;0,11;0,00;0,00;
0,00;0,00;76,25;0,11;0,00;0,00;
0,00;0,00;79,45;0,09;0,00;0,00;
0,00;0,00;82,65;0,16;0,00;0,00;
0,00;0,00;85,85;0,11;0,00;0,00;
0,00;0,00;89,05;0,18;0,00;0,00;
0,00;0,00;92,25;0,11;0,00;0,00;
0,00;0,00;95,45;0,09;0,00;0,00;
0,00;0,00;98,65;0,13;0,00;0,00;
0,00;0,00;101,85;0,07;0,00;0,00;
0,00;0,00;105,05;0,16;0,00;0,00;
0,00;0,00;108,25;0,11;0,00;0,00;
0,00;0,00;111,45;0,11;0,00;0,00;
0,00;0,00;114,65;0,11;0,00;0,00;
0,00;0,00;117,85;0,09;0,00;0,00;
0,00;0,00;121,05;0,16;0,00;0,00;
0,00;0,00;124,25;0,13;0,00;0,00;
0,00;0,00;127,45;0,09;0,00;0,00;
0,00;0,00;130,65;0,16;0,00;0,00;
0,00;0,00;133,85;0,09;0,00;0,00;
0,00;0,00;137,05;0,14;0,00;0,00;
0,00;0,00;140,25;0,14;0,00;0,00;
0,00;0,00;143,45;0,09;0,00;0,00;
0,00;0,00;146,65;0,13;0,00;0,00;
0,00;0,00;149,85;0,07;0,00;0,00;
0,00;0,00;153,05;0,13;0,00;0,00;
0,00;0,00;156,25;0,09;0,00;0,00;
0,00;0,00;159,42;0,07;0,00;0,00;
0,00;0,00;162,10;0,09;0,00;0,00;
0,00;0,00;164,34;0,05;0,00;0,00;
0,00;0,00;168,10;-0,02;0,00;0,00;
0,00;0,00;168,34;0,02;0,00;0,00;
0,00;0,00;168,53;0,05;0,00;0,00;
0,00;0,00;168,67;0,09;0,00;0,00;
0,00;0,00;168,83;0,09;0,00;0,00;
0,00;0,00;169,15;0,02;0,00;0,00;
0,00;0,00;169,31;0,09;0,00;0,00;
0,00;0,00;169,47;0,09;0,00;0,00;
0,00;0,00;169,63;0,09;0,00;0,00;
0,00;0,00;169,79;0,09;0,00;0,00;
0,00;0,00;169,95;0,07;0,00;0,00;
0,00;0,00;170,11;0,09;0,00;0,00;
0,00;0,00;170,27;0,07;0,00;0,00;
0,00;0,00;170,43;0,07;0,00;0,00;
0,00;0,00;170,59;0,09;0,00;0,00;
0,00;0,00;170,75;0,23;0,00;0,00;
0,00;0,00;170,91;0,25;0,00;0,00;
0,00;0,00;171,07;0,36;0,00;0,00;
0,00;0,00;171,23;0,77;0,00;0,00;
0,00;0,00;171,38;0,81;0,00;0,00;
0,00;0,00;171,55;0,91;0,00;0,00;
0,00;0,00;171,71;0,84;0,00;0,00;
0,00;0,00;171,86;1,00;0,00;0,00;
0,00;0,00;172,03;1,04;0,00;0,00;
0,00;0,00;172,19;1,09;0,00;0,00;
0,00;0,00;172,35;1,18;0,00;0,00;
0,00;0,00;172,51;1,20;0,00;0,00;
0,00;0,00;172,67;1,18;0,00;0,00;
0,00;0,00;172,83;1,18;0,00;0,00;
0,00;0,00;172,99;1,20;0,00;0,00;
0,00;0,00;173,15;1,25;0,00;0,00;
0,00;0,00;173,31;1,31;0,00;0,00;
0,00;0,00;173,47;1,52;0,00;0,00;
0,00;0,00;173,63;1,54;0,00;0,00;
0,00;0,00;173,79;1,56;0,00;0,00;
0,00;0,00;173,95;1,63;0,00;0,00;
0,00;0,00;174,11;1,63;0,00;0,00;
0,00;0,00;174,27;1,72;0,00;0,00;
0,00;0,00;174,43;1,74;0,00;0,00;
0,00;0,00;174,59;1,83;0,00;0,00;
0,00;0,00;174,75;1,90;0,00;0,00;
0,00;0,00;174,91;2,08;0,00;0,00;
0,00;0,00;175,07;2,06;0,00;0,00;
0,00;0,00;175,23;2,10;0,00;0,00;
0,00;0,00;175,39;2,08;0,00;0,00;
0,00;0,00;175,55;2,22;0,00;0,00;
0,00;0,00;175,71;2,26;0,00;0,00;
0,00;0,00;175,87;2,33;0,00;0,00;
0,00;0,00;176,03;2,96;0,00;0,00;
0,00;0,00;176,11;6,30;0,00;0,00;
0,00;0,00;176,11;6,17;0,00;0,00;
0,00;0,00;176,12;6,24;0,00;0,00;
0,00;0,00;176,12;6,24;0,00;0,00;
0,00;0,00;176,13;6,24;0,00;0,00;
0,00;0,00;176,13;6,24;0,00;0,00;
0,00;0,00;176,13;6,15;0,00;0,00;
0,00;0,00;176,13;6,15;0,00;0,00;
0,00;0,00;176,13;6,15;0,00;0,00;
0,00;0,00;176,14;6,15;0,00;0,00;
0,00;0,00;176,14;6,06;0,00;0,00;
0,00;0,00;176,14;6,03;0,00;0,00;
0,00;0,00;176,14;6,01;0,00;0,00;
0,00;0,00;176,14;6,03;0,00;0,00;
