8840;18.01.21 08:55:55;21;Avvicinamento Pressata Finale;position < min position (11);20210114161118A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;-0,09;0,00;0,00;
0,00;0,00;20,30;0,04;0,00;0,00;
0,00;0,00;21,11;-0,04;0,00;0,00;
0,00;0,00;24,20;-0,01;0,00;0,00;
0,00;0,00;26,50;-0,13;0,00;0,00;
0,00;0,00;28,82;-0,04;0,00;0,00;
0,00;0,00;33,62;-0,09;0,00;0,00;
0,00;0,00;36,02;-0,04;0,00;0,00;
0,00;0,00;38,42;-0,09;0,00;0,00;
0,00;0,00;45,62;-0,09;0,00;0,00;
0,00;0,00;48,02;-0,09;0,00;0,00;
0,00;0,00;50,42;-0,04;0,00;0,00;
0,00;0,00;52,82;-0,01;0,00;0,00;
0,00;0,00;55,22;-0,04;0,00;0,00;
0,00;0,00;57,62;-0,04;0,00;0,00;
0,00;0,00;60,02;-0,04;0,00;0,00;
0,00;0,00;62,42;-0,04;0,00;0,00;
0,00;0,00;64,82;-0,09;0,00;0,00;
0,00;0,00;67,22;-0,09;0,00;0,00;
0,00;0,00;69,62;-0,09;0,00;0,00;
0,00;0,00;72,02;-0,04;0,00;0,00;
0,00;0,00;74,42;-0,04;0,00;0,00;
0,00;0,00;76,82;-0,04;0,00;0,00;
0,00;0,00;79,22;-0,13;0,00;0,00;
0,00;0,00;81,62;-0,04;0,00;0,00;
0,00;0,00;84,02;-0,04;0,00;0,00;
0,00;0,00;86,42;-0,09;0,00;0,00;
0,00;0,00;88,82;-0,09;0,00;0,00;
0,00;0,00;91,22;-0,09;0,00;0,00;
0,00;0,00;93,62;-0,09;0,00;0,00;
0,00;0,00;98,42;-0,09;0,00;0,00;
0,00;0,00;100,82;-0,09;0,00;0,00;
0,00;0,00;103,22;-0,09;0,00;0,00;
0,00;0,00;105,62;-0,13;0,00;0,00;
0,00;0,00;108,02;-0,09;0,00;0,00;
0,00;0,00;110,42;-0,04;0,00;0,00;
0,00;0,00;112,82;-0,04;0,00;0,00;
0,00;0,00;115,22;-0,04;0,00;0,00;
0,00;0,00;117,62;-0,09;0,00;0,00;
0,00;0,00;120,02;-0,04;0,00;0,00;
0,00;0,00;122,42;-0,04;0,00;0,00;
0,00;0,00;124,82;-0,09;0,00;0,00;
0,00;0,00;127,22;-0,09;0,00;0,00;
0,00;0,00;129,62;-0,04;0,00;0,00;
0,00;0,00;132,02;-0,09;0,00;0,00;
0,00;0,00;134,42;-0,04;0,00;0,00;
0,00;0,00;136,82;-0,09;0,00;0,00;
0,00;0,00;139,22;-0,09;0,00;0,00;
0,00;0,00;141,62;-0,13;0,00;0,00;
0,00;0,00;144,02;-0,09;0,00;0,00;
0,00;0,00;146,42;-0,09;0,00;0,00;
0,00;0,00;148,82;-0,04;0,00;0,00;
0,00;0,00;151,22;-0,09;0,00;0,00;
0,00;0,00;153,62;-0,09;0,00;0,00;
0,00;0,00;156,02;-0,09;0,00;0,00;
0,00;0,00;158,42;-0,09;0,00;0,00;
0,00;0,00;160,82;-0,04;0,00;0,00;
0,00;0,00;163,22;-0,04;0,00;0,00;
0,00;0,00;165,62;-0,09;0,00;0,00;
0,00;0,00;168,02;-0,09;0,00;0,00;
0,00;0,00;170,42;-0,09;0,00;0,00;
0,00;0,00;172,82;-0,09;0,00;0,00;
0,00;0,00;175,22;-0,04;0,00;0,00;
0,00;0,00;177,62;-0,09;0,00;0,00;
0,00;0,00;179,95;-0,18;0,00;0,00;
0,00;0,00;181,75;-0,13;0,00;0,00;
0,00;0,00;183,14;-0,09;0,00;0,00;
0,00;0,00;184,04;-0,13;0,00;0,00;
0,00;0,00;184,42;-0,13;0,00;0,00;
0,00;0,00;184,48;-0,04;0,00;0,00;
0,00;0,00;184,51;-0,09;0,00;0,00;
0,00;0,00;184,50;-0,04;0,00;0,00;
0,00;0,00;184,58;-0,09;0,00;0,00;
0,00;0,00;184,67;-0,04;0,00;0,00;
0,00;0,00;187,94;-0,04;0,00;0,00;
0,00;0,00;189,66;-0,04;0,00;0,00;
0,00;0,00;191,78;-0,04;0,00;0,00;
0,00;0,00;192,06;-0,04;0,00;0,00;
0,00;0,00;199,94;-0,04;0,00;0,00;
0,00;0,00;204,35;0,04;0,00;0,00;
0,00;0,00;204,45;0,17;0,00;0,00;
0,00;0,00;204,54;0,17;0,00;0,00;
0,00;0,00;204,64;0,26;0,00;0,00;
0,00;0,00;204,73;0,35;0,00;0,00;
0,00;0,00;204,83;0,35;0,00;0,00;
0,00;0,00;204,93;0,38;0,00;0,00;
0,00;0,00;205,02;0,35;0,00;0,00;
0,00;0,00;205,12;0,35;0,00;0,00;
0,00;0,00;205,22;0,35;0,00;0,00;
0,00;0,00;205,31;0,35;0,00;0,00;
0,00;0,00;205,41;0,35;0,00;0,00;
0,00;0,00;205,50;0,35;0,00;0,00;
