3805;15.09.20 11:45:51;21;Avvicinamento Pressata Finale;force > max. force (8);20200914095603A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,12;0,00;0,00;
0,00;0,00;1,12;-0,01;0,00;0,00;
0,00;0,00;2,40;0,12;0,00;0,00;
0,00;0,00;4,20;0,04;0,00;0,00;
0,00;0,00;6,50;0,04;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;11,21;0,04;0,00;0,00;
0,00;0,00;13,62;0,08;0,00;0,00;
0,00;0,00;16,02;0,08;0,00;0,00;
0,00;0,00;20,82;0,08;0,00;0,00;
0,00;0,00;23,22;0,08;0,00;0,00;
0,00;0,00;25,62;0,04;0,00;0,00;
0,00;0,00;28,02;0,08;0,00;0,00;
0,00;0,00;30,42;0,04;0,00;0,00;
0,00;0,00;32,82;0,08;0,00;0,00;
0,00;0,00;35,22;0,12;0,00;0,00;
0,00;0,00;37,62;0,08;0,00;0,00;
0,00;0,00;40,02;0,04;0,00;0,00;
0,00;0,00;42,42;0,08;0,00;0,00;
0,00;0,00;44,82;0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;52,02;0,04;0,00;0,00;
0,00;0,00;54,42;0,08;0,00;0,00;
0,00;0,00;59,22;0,04;0,00;0,00;
0,00;0,00;61,62;0,08;0,00;0,00;
0,00;0,00;64,02;0,08;0,00;0,00;
0,00;0,00;66,42;0,04;0,00;0,00;
0,00;0,00;68,82;0,08;0,00;0,00;
0,00;0,00;73,62;0,08;0,00;0,00;
0,00;0,00;76,02;0,08;0,00;0,00;
0,00;0,00;80,82;0,08;0,00;0,00;
0,00;0,00;83,22;0,08;0,00;0,00;
0,00;0,00;88,02;-0,01;0,00;0,00;
0,00;0,00;92,82;0,04;0,00;0,00;
0,00;0,00;95,22;0,08;0,00;0,00;
0,00;0,00;97,62;0,04;0,00;0,00;
0,00;0,00;100,02;0,04;0,00;0,00;
0,00;0,00;102,42;0,04;0,00;0,00;
0,00;0,00;104,82;0,04;0,00;0,00;
0,00;0,00;107,22;0,08;0,00;0,00;
0,00;0,00;109,62;0,08;0,00;0,00;
0,00;0,00;114,42;0,08;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;121,62;0,08;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;126,42;-0,04;0,00;0,00;
0,00;0,00;128,82;0,08;0,00;0,00;
0,00;0,00;133,62;0,08;0,00;0,00;
0,00;0,00;136,02;0,04;0,00;0,00;
0,00;0,00;138,42;0,08;0,00;0,00;
0,00;0,00;140,82;0,04;0,00;0,00;
0,00;0,00;143,22;0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;150,42;0,04;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;155,22;0,08;0,00;0,00;
0,00;0,00;160,02;0,04;0,00;0,00;
0,00;0,00;162,42;-0,01;0,00;0,00;
0,00;0,00;164,82;0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;172,02;0,04;0,00;0,00;
0,00;0,00;174,42;0,08;0,00;0,00;
0,00;0,00;176,82;0,04;0,00;0,00;
0,00;0,00;179,22;0,08;0,00;0,00;
0,00;0,00;183,82;0,04;0,00;0,00;
0,00;0,00;184,35;-0,04;0,00;0,00;
0,00;0,00;184,46;0,08;0,00;0,00;
0,00;0,00;184,50;0,04;0,00;0,00;
0,00;0,00;184,50;0,08;0,00;0,00;
0,00;0,00;184,58;0,12;0,00;0,00;
0,00;0,00;184,74;0,12;0,00;0,00;
0,00;0,00;184,89;0,08;0,00;0,00;
0,00;0,00;185,06;0,12;0,00;0,00;
0,00;0,00;185,22;0,08;0,00;0,00;
0,00;0,00;185,38;0,08;0,00;0,00;
0,00;0,00;185,54;0,12;0,00;0,00;
0,00;0,00;185,70;0,04;0,00;0,00;
0,00;0,00;185,86;0,12;0,00;0,00;
0,00;0,00;186,02;0,12;0,00;0,00;
0,00;0,00;186,18;0,12;0,00;0,00;
0,00;0,00;186,34;0,12;0,00;0,00;
0,00;0,00;186,50;0,04;0,00;0,00;
0,00;0,00;186,66;0,12;0,00;0,00;
0,00;0,00;186,82;0,12;0,00;0,00;
0,00;0,00;186,98;0,12;0,00;0,00;
0,00;0,00;187,14;0,08;0,00;0,00;
0,00;0,00;187,30;0,04;0,00;0,00;
0,00;0,00;187,46;0,08;0,00;0,00;
0,00;0,00;187,62;0,12;0,00;0,00;
0,00;0,00;187,78;0,12;0,00;0,00;
0,00;0,00;187,94;0,08;0,00;0,00;
0,00;0,00;188,10;0,12;0,00;0,00;
0,00;0,00;188,26;0,04;0,00;0,00;
0,00;0,00;188,42;0,12;0,00;0,00;
0,00;0,00;188,58;0,08;0,00;0,00;
0,00;0,00;188,74;0,12;0,00;0,00;
0,00;0,00;188,90;0,08;0,00;0,00;
0,00;0,00;189,06;0,12;0,00;0,00;
0,00;0,00;189,22;0,08;0,00;0,00;
0,00;0,00;189,38;0,12;0,00;0,00;
0,00;0,00;189,54;0,08;0,00;0,00;
0,00;0,00;189,70;0,08;0,00;0,00;
0,00;0,00;189,86;0,12;0,00;0,00;
0,00;0,00;190,02;0,08;0,00;0,00;
0,00;0,00;190,18;0,04;0,00;0,00;
