3808;15.09.20 11:57:33;21;Avvicinamento Pressata Finale;force > max. force (8);20200914095603A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;2,40;0,08;0,00;0,00;
0,00;0,00;4,20;-0,01;0,00;0,00;
0,00;0,00;6,50;-0,01;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,08;0,00;0,00;
0,00;0,00;16,02;0,04;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;20,82;0,04;0,00;0,00;
0,00;0,00;25,62;0,04;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;30,42;0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;35,22;0,04;0,00;0,00;
0,00;0,00;37,62;0,04;0,00;0,00;
0,00;0,00;40,02;0,04;0,00;0,00;
0,00;0,00;42,42;0,08;0,00;0,00;
0,00;0,00;44,82;0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;49,62;0,08;0,00;0,00;
0,00;0,00;54,42;0,08;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;59,22;-0,04;0,00;0,00;
0,00;0,00;61,62;0,08;0,00;0,00;
0,00;0,00;66,42;0,04;0,00;0,00;
0,00;0,00;68,82;-0,05;0,00;0,00;
0,00;0,00;73,62;0,08;0,00;0,00;
0,00;0,00;76,02;0,04;0,00;0,00;
0,00;0,00;78,42;-0,01;0,00;0,00;
0,00;0,00;83,22;0,04;0,00;0,00;
0,00;0,00;90,42;0,04;0,00;0,00;
0,00;0,00;92,82;-0,01;0,00;0,00;
0,00;0,00;95,22;0,04;0,00;0,00;
0,00;0,00;100,02;0,04;0,00;0,00;
0,00;0,00;102,42;0,04;0,00;0,00;
0,00;0,00;104,82;0,04;0,00;0,00;
0,00;0,00;107,22;0,04;0,00;0,00;
0,00;0,00;114,42;0,08;0,00;0,00;
0,00;0,00;116,82;0,04;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;121,62;-0,01;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;126,42;0,04;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;133,62;0,08;0,00;0,00;
0,00;0,00;136,02;0,04;0,00;0,00;
0,00;0,00;140,82;0,04;0,00;0,00;
0,00;0,00;143,22;0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;152,82;-0,01;0,00;0,00;
0,00;0,00;155,22;0,04;0,00;0,00;
0,00;0,00;157,62;0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;176,82;-0,01;0,00;0,00;
0,00;0,00;179,22;0,04;0,00;0,00;
0,00;0,00;181,22;-0,04;0,00;0,00;
0,00;0,00;183,82;-0,01;0,00;0,00;
0,00;0,00;184,35;-0,04;0,00;0,00;
0,00;0,00;184,46;0,08;0,00;0,00;
0,00;0,00;184,50;0,04;0,00;0,00;
0,00;0,00;184,50;0,04;0,00;0,00;
0,00;0,00;184,58;0,12;0,00;0,00;
0,00;0,00;184,74;0,12;0,00;0,00;
0,00;0,00;184,89;0,04;0,00;0,00;
0,00;0,00;185,06;0,08;0,00;0,00;
0,00;0,00;185,38;0,04;0,00;0,00;
0,00;0,00;185,54;0,12;0,00;0,00;
0,00;0,00;185,70;0,04;0,00;0,00;
0,00;0,00;185,86;0,08;0,00;0,00;
0,00;0,00;186,18;0,04;0,00;0,00;
0,00;0,00;186,34;0,04;0,00;0,00;
0,00;0,00;186,50;0,08;0,00;0,00;
0,00;0,00;186,66;0,04;0,00;0,00;
0,00;0,00;186,82;0,08;0,00;0,00;
0,00;0,00;187,14;0,04;0,00;0,00;
0,00;0,00;187,30;0,04;0,00;0,00;
0,00;0,00;187,46;0,04;0,00;0,00;
0,00;0,00;187,78;0,04;0,00;0,00;
0,00;0,00;187,94;0,04;0,00;0,00;
0,00;0,00;188,26;0,04;0,00;0,00;
0,00;0,00;188,58;0,08;0,00;0,00;
0,00;0,00;188,74;0,08;0,00;0,00;
0,00;0,00;188,90;0,08;0,00;0,00;
0,00;0,00;189,06;0,04;0,00;0,00;
0,00;0,00;189,54;0,08;0,00;0,00;
0,00;0,00;189,70;0,12;0,00;0,00;
0,00;0,00;189,86;0,12;0,00;0,00;
0,00;0,00;190,18;0,08;0,00;0,00;
0,00;0,00;190,50;0,04;0,00;0,00;
0,00;0,00;190,66;0,04;0,00;0,00;
0,00;0,00;190,82;0,12;0,00;0,00;
0,00;0,00;190,98;0,04;0,00;0,00;
0,00;0,00;191,30;0,04;0,00;0,00;
0,00;0,00;191,46;0,04;0,00;0,00;
0,00;0,00;191,62;0,08;0,00;0,00;
0,00;0,00;191,78;0,04;0,00;0,00;
0,00;0,00;191,94;0,04;0,00;0,00;
0,00;0,00;192,10;0,08;0,00;0,00;
0,00;0,00;192,26;0,12;0,00;0,00;
0,00;0,00;192,42;0,08;0,00;0,00;
0,00;0,00;192,58;0,08;0,00;0,00;
0,00;0,00;192,74;0,04;0,00;0,00;
0,00;0,00;192,90;0,12;0,00;0,00;
0,00;0,00;193,06;0,08;0,00;0,00;
0,00;0,00;193,22;0,08;0,00;0,00;
0,00;0,00;193,38;0,08;0,00;0,00;
0,00;0,00;193,54;0,08;0,00;0,00;
0,00;0,00;193,70;0,04;0,00;0,00;
0,00;0,00;193,86;0,08;0,00;0,00;
0,00;0,00;194,02;0,08;0,00;0,00;
0,00;0,00;194,18;0,04;0,00;0,00;
0,00;0,00;194,34;0,04;0,00;0,00;
0,00;0,00;194,50;0,17;0,00;0,00;
0,00;0,00;194,66;0,12;0,00;0,00;
0,00;0,00;194,82;0,04;0,00;0,00;
0,00;0,00;195,14;0,04;0,00;0,00;
0,00;0,00;195,30;0,04;0,00;0,00;
0,00;0,00;195,46;0,08;0,00;0,00;
0,00;0,00;195,62;0,04;0,00;0,00;
0,00;0,00;195,78;0,12;0,00;0,00;
0,00;0,00;195,94;0,04;0,00;0,00;
0,00;0,00;196,10;0,12;0,00;0,00;
0,00;0,00;196,26;0,12;0,00;0,00;
0,00;0,00;196,42;0,12;0,00;0,00;
0,00;0,00;196,58;0,08;0,00;0,00;
0,00;0,00;196,74;0,08;0,00;0,00;
0,00;0,00;196,90;0,04;0,00;0,00;
0,00;0,00;197,22;0,08;0,00;0,00;
0,00;0,00;197,38;0,04;0,00;0,00;
0,00;0,00;197,54;0,12;0,00;0,00;
0,00;0,00;197,70;0,08;0,00;0,00;
0,00;0,00;197,86;0,12;0,00;0,00;
0,00;0,00;198,02;0,17;0,00;0,00;
0,00;0,00;198,18;0,04;0,00;0,00;
0,00;0,00;198,34;0,17;0,00;0,00;
0,00;0,00;198,50;0,12;0,00;0,00;
0,00;0,00;198,66;0,08;0,00;0,00;
0,00;0,00;198,82;0,12;0,00;0,00;
0,00;0,00;199,14;0,04;0,00;0,00;
0,00;0,00;199,30;0,04;0,00;0,00;
0,00;0,00;199,46;0,08;0,00;0,00;
0,00;0,00;199,62;0,12;0,00;0,00;
0,00;0,00;199,78;0,04;0,00;0,00;
0,00;0,00;200,10;0,04;0,00;0,00;
0,00;0,00;200,26;0,12;0,00;0,00;
0,00;0,00;200,42;0,08;0,00;0,00;
0,00;0,00;200,58;0,08;0,00;0,00;
0,00;0,00;200,74;0,04;0,00;0,00;
0,00;0,00;200,90;0,12;0,00;0,00;
0,00;0,00;201,06;0,17;0,00;0,00;
0,00;0,00;201,22;0,17;0,00;0,00;
0,00;0,00;201,38;0,08;0,00;0,00;
0,00;0,00;201,54;0,12;0,00;0,00;
0,00;0,00;201,70;0,12;0,00;0,00;
0,00;0,00;201,86;0,04;0,00;0,00;
0,00;0,00;202,02;0,04;0,00;0,00;
0,00;0,00;202,18;0,08;0,00;0,00;
0,00;0,00;202,34;0,04;0,00;0,00;
0,00;0,00;202,50;0,08;0,00;0,00;
0,00;0,00;202,66;0,08;0,00;0,00;
0,00;0,00;202,82;0,17;0,00;0,00;
0,00;0,00;202,98;0,04;0,00;0,00;
0,00;0,00;203,14;0,12;0,00;0,00;
0,00;0,00;203,30;0,04;0,00;0,00;
0,00;0,00;203,46;0,12;0,00;0,00;
0,00;0,00;203,62;0,04;0,00;0,00;
0,00;0,00;203,78;0,08;0,00;0,00;
0,00;0,00;203,94;0,08;0,00;0,00;
0,00;0,00;204,10;0,08;0,00;0,00;
0,00;0,00;204,26;0,04;0,00;0,00;
0,00;0,00;204,42;0,12;0,00;0,00;
0,00;0,00;204,58;0,12;0,00;0,00;
0,00;0,00;204,90;0,08;0,00;0,00;
0,00;0,00;205,06;0,08;0,00;0,00;
0,00;0,00;205,22;0,08;0,00;0,00;
0,00;0,00;205,54;0,12;0,00;0,00;
0,00;0,00;205,70;0,08;0,00;0,00;
0,00;0,00;205,86;0,08;0,00;0,00;
0,00;0,00;206,02;0,08;0,00;0,00;
0,00;0,00;206,18;0,08;0,00;0,00;
0,00;0,00;206,34;0,08;0,00;0,00;
0,00;0,00;206,50;0,17;0,00;0,00;
0,00;0,00;206,66;0,08;0,00;0,00;
0,00;0,00;206,82;0,04;0,00;0,00;
0,00;0,00;206,98;0,12;0,00;0,00;
0,00;0,00;207,14;0,12;0,00;0,00;
0,00;0,00;207,30;0,08;0,00;0,00;
0,00;0,00;207,46;0,04;0,00;0,00;
0,00;0,00;207,62;0,08;0,00;0,00;
0,00;0,00;207,78;0,12;0,00;0,00;
0,00;0,00;207,94;0,04;0,00;0,00;
0,00;0,00;208,10;0,12;0,00;0,00;
0,00;0,00;208,26;0,08;0,00;0,00;
0,00;0,00;208,42;0,08;0,00;0,00;
0,00;0,00;208,58;0,04;0,00;0,00;
0,00;0,00;208,74;0,12;0,00;0,00;
0,00;0,00;208,90;0,12;0,00;0,00;
0,00;0,00;209,06;0,12;0,00;0,00;
0,00;0,00;209,22;0,08;0,00;0,00;
0,00;0,00;209,38;0,04;0,00;0,00;
0,00;0,00;209,54;0,17;0,00;0,00;
0,00;0,00;209,70;0,08;0,00;0,00;
0,00;0,00;209,86;0,17;0,00;0,00;
0,00;0,00;210,02;0,04;0,00;0,00;
0,00;0,00;210,34;0,08;0,00;0,00;
0,00;0,00;210,50;0,12;0,00;0,00;
0,00;0,00;210,66;0,04;0,00;0,00;
0,00;0,00;210,82;0,08;0,00;0,00;
0,00;0,00;210,98;0,12;0,00;0,00;
0,00;0,00;211,14;0,08;0,00;0,00;
0,00;0,00;211,30;0,04;0,00;0,00;
0,00;0,00;211,46;0,12;0,00;0,00;
0,00;0,00;211,62;0,04;0,00;0,00;
0,00;0,00;211,78;0,08;0,00;0,00;
0,00;0,00;211,94;0,17;0,00;0,00;
0,00;0,00;212,10;0,12;0,00;0,00;
0,00;0,00;212,26;0,12;0,00;0,00;
0,00;0,00;212,42;0,08;0,00;0,00;
0,00;0,00;212,58;0,12;0,00;0,00;
0,00;0,00;212,74;0,12;0,00;0,00;
0,00;0,00;212,90;0,08;0,00;0,00;
0,00;0,00;213,06;0,12;0,00;0,00;
0,00;0,00;213,22;0,04;0,00;0,00;
0,00;0,00;213,38;0,17;0,00;0,00;
0,00;0,00;213,54;0,12;0,00;0,00;
0,00;0,00;213,70;0,08;0,00;0,00;
0,00;0,00;213,86;0,08;0,00;0,00;
0,00;0,00;214,02;0,08;0,00;0,00;
0,00;0,00;214,18;0,04;0,00;0,00;
0,00;0,00;214,34;0,17;0,00;0,00;
0,00;0,00;214,50;0,12;0,00;0,00;
0,00;0,00;214,66;0,12;0,00;0,00;
0,00;0,00;214,82;0,08;0,00;0,00;
0,00;0,00;215,14;0,08;0,00;0,00;
0,00;0,00;215,30;0,12;0,00;0,00;
0,00;0,00;215,46;0,04;0,00;0,00;
0,00;0,00;215,62;0,08;0,00;0,00;
0,00;0,00;215,78;0,08;0,00;0,00;
0,00;0,00;215,94;0,08;0,00;0,00;
0,00;0,00;216,10;0,12;0,00;0,00;
0,00;0,00;216,26;0,04;0,00;0,00;
0,00;0,00;216,42;0,04;0,00;0,00;
0,00;0,00;216,58;0,12;0,00;0,00;
0,00;0,00;216,74;0,08;0,00;0,00;
0,00;0,00;216,90;0,04;0,00;0,00;
0,00;0,00;217,06;0,12;0,00;0,00;
0,00;0,00;217,22;0,08;0,00;0,00;
0,00;0,00;217,38;0,04;0,00;0,00;
0,00;0,00;217,54;0,08;0,00;0,00;
0,00;0,00;217,70;0,04;0,00;0,00;
0,00;0,00;217,86;0,12;0,00;0,00;
0,00;0,00;218,18;0,04;0,00;0,00;
0,00;0,00;218,34;0,08;0,00;0,00;
0,00;0,00;218,50;0,12;0,00;0,00;
0,00;0,00;218,66;0,17;0,00;0,00;
0,00;0,00;218,82;0,04;0,00;0,00;
0,00;0,00;218,98;0,04;0,00;0,00;
0,00;0,00;219,14;0,08;0,00;0,00;
0,00;0,00;219,30;0,12;0,00;0,00;
0,00;0,00;219,46;0,08;0,00;0,00;
0,00;0,00;219,78;0,04;0,00;0,00;
0,00;0,00;219,94;0,12;0,00;0,00;
0,00;0,00;220,10;0,08;0,00;0,00;
0,00;0,00;220,26;0,08;0,00;0,00;
0,00;0,00;220,42;0,08;0,00;0,00;
0,00;0,00;220,58;0,04;0,00;0,00;
0,00;0,00;220,74;0,04;0,00;0,00;
0,00;0,00;220,90;0,04;0,00;0,00;
0,00;0,00;221,06;0,12;0,00;0,00;
0,00;0,00;221,22;0,08;0,00;0,00;
0,00;0,00;221,38;0,08;0,00;0,00;
0,00;0,00;221,54;0,08;0,00;0,00;
0,00;0,00;221,70;0,12;0,00;0,00;
0,00;0,00;221,86;0,04;0,00;0,00;
0,00;0,00;222,02;0,04;0,00;0,00;
0,00;0,00;222,18;0,08;0,00;0,00;
0,00;0,00;222,34;0,08;0,00;0,00;
0,00;0,00;222,50;0,17;0,00;0,00;
0,00;0,00;222,66;0,12;0,00;0,00;
0,00;0,00;222,82;0,08;0,00;0,00;
0,00;0,00;222,98;0,12;0,00;0,00;
0,00;0,00;223,14;0,08;0,00;0,00;
0,00;0,00;223,30;0,08;0,00;0,00;
0,00;0,00;223,46;0,08;0,00;0,00;
0,00;0,00;223,62;0,08;0,00;0,00;
0,00;0,00;223,78;0,08;0,00;0,00;
0,00;0,00;223,94;0,12;0,00;0,00;
0,00;0,00;224,10;0,08;0,00;0,00;
0,00;0,00;224,26;0,08;0,00;0,00;
0,00;0,00;224,42;0,17;0,00;0,00;
0,00;0,00;224,58;0,12;0,00;0,00;
0,00;0,00;224,74;0,08;0,00;0,00;
0,00;0,00;224,90;0,04;0,00;0,00;
0,00;0,00;225,06;0,12;0,00;0,00;
0,00;0,00;225,22;0,08;0,00;0,00;
0,00;0,00;225,38;0,08;0,00;0,00;
0,00;0,00;225,54;0,04;0,00;0,00;
0,00;0,00;225,70;0,04;0,00;0,00;
0,00;0,00;225,86;0,12;0,00;0,00;
0,00;0,00;226,02;0,04;0,00;0,00;
0,00;0,00;226,18;0,04;0,00;0,00;
0,00;0,00;226,34;0,04;0,00;0,00;
0,00;0,00;226,50;0,12;0,00;0,00;
0,00;0,00;226,66;0,17;0,00;0,00;
0,00;0,00;226,82;0,08;0,00;0,00;
0,00;0,00;226,98;0,08;0,00;0,00;
0,00;0,00;227,14;0,12;0,00;0,00;
0,00;0,00;227,30;0,12;0,00;0,00;
0,00;0,00;227,46;0,08;0,00;0,00;
0,00;0,00;227,62;0,08;0,00;0,00;
0,00;0,00;227,78;0,08;0,00;0,00;
0,00;0,00;227,94;0,08;0,00;0,00;
0,00;0,00;228,10;0,04;0,00;0,00;
0,00;0,00;228,26;0,08;0,00;0,00;
0,00;0,00;228,42;0,04;0,00;0,00;
0,00;0,00;228,58;0,08;0,00;0,00;
0,00;0,00;228,74;0,08;0,00;0,00;
0,00;0,00;228,90;0,08;0,00;0,00;
0,00;0,00;229,06;0,08;0,00;0,00;
0,00;0,00;229,22;0,08;0,00;0,00;
0,00;0,00;229,38;0,12;0,00;0,00;
0,00;0,00;229,54;0,04;0,00;0,00;
0,00;0,00;229,70;0,04;0,00;0,00;
0,00;0,00;229,86;0,12;0,00;0,00;
0,00;0,00;230,02;0,08;0,00;0,00;
0,00;0,00;230,18;0,08;0,00;0,00;
0,00;0,00;230,34;0,08;0,00;0,00;
0,00;0,00;230,50;0,12;0,00;0,00;
0,00;0,00;230,66;0,08;0,00;0,00;
0,00;0,00;230,82;0,08;0,00;0,00;
0,00;0,00;230,98;0,08;0,00;0,00;
0,00;0,00;231,14;0,08;0,00;0,00;
0,00;0,00;231,30;0,12;0,00;0,00;
0,00;0,00;231,62;0,08;0,00;0,00;
0,00;0,00;231,78;0,08;0,00;0,00;
0,00;0,00;231,94;0,04;0,00;0,00;
0,00;0,00;232,10;0,08;0,00;0,00;
0,00;0,00;232,26;0,12;0,00;0,00;
0,00;0,00;232,42;0,08;0,00;0,00;
0,00;0,00;232,58;0,12;0,00;0,00;
0,00;0,00;232,74;0,12;0,00;0,00;
0,00;0,00;232,90;0,12;0,00;0,00;
0,00;0,00;233,06;0,08;0,00;0,00;
0,00;0,00;233,22;0,08;0,00;0,00;
0,00;0,00;233,38;0,08;0,00;0,00;
0,00;0,00;233,54;0,12;0,00;0,00;
0,00;0,00;233,70;0,12;0,00;0,00;
0,00;0,00;233,86;0,08;0,00;0,00;
0,00;0,00;234,02;0,08;0,00;0,00;
0,00;0,00;234,18;0,12;0,00;0,00;
0,00;0,00;234,34;0,04;0,00;0,00;
0,00;0,00;234,50;0,04;0,00;0,00;
0,00;0,00;234,66;0,04;0,00;0,00;
0,00;0,00;234,82;0,08;0,00;0,00;
0,00;0,00;234,98;0,08;0,00;0,00;
0,00;0,00;235,14;0,04;0,00;0,00;
0,00;0,00;235,30;0,04;0,00;0,00;
0,00;0,00;235,46;0,04;0,00;0,00;
0,00;0,00;235,62;0,08;0,00;0,00;
0,00;0,00;235,94;0,12;0,00;0,00;
0,00;0,00;236,10;0,08;0,00;0,00;
0,00;0,00;236,26;0,04;0,00;0,00;
0,00;0,00;236,42;0,04;0,00;0,00;
0,00;0,00;236,58;0,04;0,00;0,00;
0,00;0,00;236,74;0,04;0,00;0,00;
0,00;0,00;236,90;0,12;0,00;0,00;
0,00;0,00;237,06;0,12;0,00;0,00;
0,00;0,00;237,22;0,08;0,00;0,00;
0,00;0,00;237,38;0,12;0,00;0,00;
0,00;0,00;237,54;0,17;0,00;0,00;
0,00;0,00;237,86;0,04;0,00;0,00;
0,00;0,00;238,02;0,04;0,00;0,00;
0,00;0,00;238,18;0,12;0,00;0,00;
0,00;0,00;238,33;3,21;0,00;0,00;
0,00;0,00;238,46;10,00;0,00;0,00;
0,00;0,00;238,59;17,82;0,00;0,00;
0,00;0,00;238,72;26,57;0,00;0,00;
0,00;0,00;238,82;34,87;0,00;0,00;
0,00;0,00;238,84;35,87;0,00;0,00;
0,00;0,00;238,86;36,79;0,00;0,00;
0,00;0,00;238,87;37,48;0,00;0,00;
0,00;0,00;238,89;39,22;0,00;0,00;
0,00;0,00;238,91;40,83;0,00;0,00;
0,00;0,00;238,91;40,91;0,00;0,00;
0,00;0,00;238,92;41,05;0,00;0,00;
0,00;0,00;238,92;41,14;0,00;0,00;
0,00;0,00;238,92;41,26;0,00;0,00;
0,00;0,00;238,93;41,40;0,00;0,00;
0,00;0,00;238,93;41,57;0,00;0,00;
0,00;0,00;238,93;41,70;0,00;0,00;
0,00;0,00;238,93;41,79;0,00;0,00;
0,00;0,00;238,93;41,88;0,00;0,00;
0,00;0,00;238,93;41,92;0,00;0,00;
0,00;0,00;238,94;42,01;0,00;0,00;
0,00;0,00;238,94;42,10;0,00;0,00;
0,00;0,00;238,94;42,10;0,00;0,00;
