3887;14.02.20 14:06:01;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200214120831;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,10;-0,16;0,00;0,00;
0,00;0,00;74,15;0,30;0,00;0,00;
0,00;0,00;74,61;0,37;0,00;0,00;
0,00;0,00;75,37;0,30;0,00;0,00;
0,00;0,00;76,53;0,37;0,00;0,00;
0,00;0,00;78,07;0,30;0,00;0,00;
0,00;0,00;80,00;0,30;0,00;0,00;
0,00;0,00;82,30;0,30;0,00;0,00;
0,00;0,00;84,63;0,30;0,00;0,00;
0,00;0,00;87,03;0,22;0,00;0,00;
0,00;0,00;89,44;0,16;0,00;0,00;
0,00;0,00;91,84;0,22;0,00;0,00;
0,00;0,00;94,25;0,14;0,00;0,00;
0,00;0,00;96,64;0,08;0,00;0,00;
0,00;0,00;99,05;0,30;0,00;0,00;
0,00;0,00;101,45;0,22;0,00;0,00;
0,00;0,00;103,85;0,22;0,00;0,00;
0,00;0,00;106,25;0,30;0,00;0,00;
0,00;0,00;108,64;0,22;0,00;0,00;
0,00;0,00;111,05;0,16;0,00;0,00;
0,00;0,00;113,45;0,22;0,00;0,00;
0,00;0,00;115,85;0,22;0,00;0,00;
0,00;0,00;118,25;0,30;0,00;0,00;
0,00;0,00;120,64;0,16;0,00;0,00;
0,00;0,00;123,05;0,14;0,00;0,00;
0,00;0,00;125,45;0,30;0,00;0,00;
0,00;0,00;127,85;0,30;0,00;0,00;
0,00;0,00;130,25;0,22;0,00;0,00;
0,00;0,00;132,64;0,22;0,00;0,00;
0,00;0,00;135,05;0,16;0,00;0,00;
0,00;0,00;137,45;0,14;0,00;0,00;
0,00;0,00;139,85;0,16;0,00;0,00;
0,00;0,00;142,25;0,22;0,00;0,00;
0,00;0,00;144,65;0,16;0,00;0,00;
0,00;0,00;147,05;0,22;0,00;0,00;
0,00;0,00;149,45;0,22;0,00;0,00;
0,00;0,00;151,85;0,16;0,00;0,00;
0,00;0,00;154,25;0,16;0,00;0,00;
0,00;0,00;156,64;0,22;0,00;0,00;
0,00;0,00;159,05;0,22;0,00;0,00;
0,00;0,00;161,45;0,22;0,00;0,00;
0,00;0,00;163,85;0,14;0,00;0,00;
0,00;0,00;166,25;0,16;0,00;0,00;
0,00;0,00;168,54;0,06;0,00;0,00;
0,00;0,00;170,45;0,06;0,00;0,00;
0,00;0,00;173,24;0,08;0,00;0,00;
0,00;0,00;174,05;0,16;0,00;0,00;
0,00;0,00;174,48;0,08;0,00;0,00;
0,00;0,00;174,59;0,16;0,00;0,00;
0,00;0,00;174,62;0,16;0,00;0,00;
0,00;0,00;174,67;0,08;0,00;0,00;
0,00;0,00;174,82;0,16;0,00;0,00;
0,00;0,00;174,96;0,16;0,00;0,00;
0,00;0,00;175,13;0,16;0,00;0,00;
0,00;0,00;175,29;0,16;0,00;0,00;
0,00;0,00;175,45;0,16;0,00;0,00;
0,00;0,00;175,61;0,16;0,00;0,00;
0,00;0,00;175,77;0,16;0,00;0,00;
0,00;0,00;175,93;0,16;0,00;0,00;
0,00;0,00;176,09;0,16;0,00;0,00;
0,00;0,00;176,25;0,16;0,00;0,00;
0,00;0,00;176,41;0,16;0,00;0,00;
0,00;0,00;176,57;0,16;0,00;0,00;
0,00;0,00;176,73;0,16;0,00;0,00;
0,00;0,00;176,89;0,16;0,00;0,00;
0,00;0,00;177,05;0,16;0,00;0,00;
0,00;0,00;177,21;0,61;0,00;0,00;
0,00;0,00;177,37;1,43;0,00;0,00;
0,00;0,00;177,53;2,51;0,00;0,00;
0,00;0,00;177,68;3,57;0,00;0,00;
0,00;0,00;177,84;4,56;0,00;0,00;
0,00;0,00;178,00;5,48;0,00;0,00;
0,00;0,00;178,16;6,39;0,00;0,00;
0,00;0,00;178,32;7,23;0,00;0,00;
0,00;0,00;178,48;8,15;0,00;0,00;
0,00;0,00;178,56;7,60;0,00;0,00;
0,00;0,00;178,57;7,99;0,00;0,00;
0,00;0,00;178,58;8,38;0,00;0,00;
0,00;0,00;178,58;8,38;0,00;0,00;
0,00;0,00;178,58;8,07;0,00;0,00;
0,00;0,00;178,58;8,15;0,00;0,00;
0,00;0,00;178,58;8,15;0,00;0,00;
0,00;0,00;178,58;8,07;0,00;0,00;
