7250;04.12.20 08:56:30;21;Avvicinamento Pressata Finale;force < min. force (9);20201202160719P0008;
0,00;0,00;312,83;0,04;0,00;0,00;
0,00;0,00;312,92;0,04;0,00;0,00;
0,00;0,00;313,02;0,04;0,00;0,00;
0,00;0,00;313,12;0,04;0,00;0,00;
0,00;0,00;313,21;0,04;0,00;0,00;
0,00;0,00;313,31;0,04;0,00;0,00;
0,00;0,00;313,40;0,04;0,00;0,00;
0,00;0,00;313,50;0,04;0,00;0,00;
0,00;0,00;313,60;0,04;0,00;0,00;
0,00;0,00;313,69;0,04;0,00;0,00;
0,00;0,00;313,79;0,04;0,00;0,00;
0,00;0,00;313,88;0,09;0,00;0,00;
0,00;0,00;313,98;0,04;0,00;0,00;
0,00;0,00;314,08;0,04;0,00;0,00;
0,00;0,00;314,17;0,04;0,00;0,00;
0,00;0,00;314,27;0,04;0,00;0,00;
0,00;0,00;314,36;0,04;0,00;0,00;
0,00;0,00;314,46;0,04;0,00;0,00;
0,00;0,00;314,56;0,09;0,00;0,00;
0,00;0,00;314,65;0,04;0,00;0,00;
0,00;0,00;314,75;0,04;0,00;0,00;
0,00;0,00;314,84;0,04;0,00;0,00;
0,00;0,00;314,94;0,04;0,00;0,00;
0,00;0,00;315,04;0,04;0,00;0,00;
0,00;0,00;315,13;0,04;0,00;0,00;
0,00;0,00;315,23;0,09;0,00;0,00;
0,00;0,00;315,32;0,04;0,00;0,00;
0,00;0,00;315,42;0,04;0,00;0,00;
0,00;0,00;315,52;0,04;0,00;0,00;
0,00;0,00;315,61;0,04;0,00;0,00;
0,00;0,00;315,71;0,04;0,00;0,00;
0,00;0,00;315,80;0,04;0,00;0,00;
0,00;0,00;315,90;0,04;0,00;0,00;
0,00;0,00;316,00;0,04;0,00;0,00;
0,00;0,00;316,09;0,04;0,00;0,00;
0,00;0,00;316,19;0,04;0,00;0,00;
0,00;0,00;316,28;0,09;0,00;0,00;
0,00;0,00;316,38;0,04;0,00;0,00;
0,00;0,00;316,48;0,04;0,00;0,00;
0,00;0,00;316,57;0,04;0,00;0,00;
0,00;0,00;316,67;0,04;0,00;0,00;
0,00;0,00;316,76;0,04;0,00;0,00;
0,00;0,00;316,86;0,04;0,00;0,00;
0,00;0,00;316,96;0,04;0,00;0,00;
0,00;0,00;317,05;0,04;0,00;0,00;
0,00;0,00;317,15;0,04;0,00;0,00;
0,00;0,00;317,24;0,04;0,00;0,00;
0,00;0,00;317,34;0,04;0,00;0,00;
0,00;0,00;317,44;0,04;0,00;0,00;
0,00;0,00;317,53;0,04;0,00;0,00;
0,00;0,00;317,63;0,04;0,00;0,00;
0,00;0,00;317,72;0,04;0,00;0,00;
0,00;0,00;317,82;0,09;0,00;0,00;
0,00;0,00;317,92;0,04;0,00;0,00;
0,00;0,00;318,01;0,04;0,00;0,00;
0,00;0,00;318,11;0,09;0,00;0,00;
0,00;0,00;318,20;0,04;0,00;0,00;
0,00;0,00;318,30;0,04;0,00;0,00;
0,00;0,00;318,40;0,04;0,00;0,00;
0,00;0,00;318,49;0,09;0,00;0,00;
0,00;0,00;318,59;0,04;0,00;0,00;
0,00;0,00;318,68;0,04;0,00;0,00;
0,00;0,00;318,78;0,09;0,00;0,00;
0,00;0,00;318,88;0,04;0,00;0,00;
0,00;0,00;318,97;0,09;0,00;0,00;
0,00;0,00;319,07;0,04;0,00;0,00;
0,00;0,00;319,16;0,04;0,00;0,00;
0,00;0,00;319,26;0,04;0,00;0,00;
0,00;0,00;319,36;0,04;0,00;0,00;
0,00;0,00;319,45;0,04;0,00;0,00;
0,00;0,00;319,55;0,04;0,00;0,00;
0,00;0,00;319,64;0,09;0,00;0,00;
0,00;0,00;319,74;0,09;0,00;0,00;
0,00;0,00;319,84;0,04;0,00;0,00;
0,00;0,00;319,93;0,04;0,00;0,00;
0,00;0,00;320,03;0,04;0,00;0,00;
0,00;0,00;320,12;0,04;0,00;0,00;
0,00;0,00;320,22;0,09;0,00;0,00;
0,00;0,00;320,32;0,04;0,00;0,00;
0,00;0,00;320,41;0,04;0,00;0,00;
0,00;0,00;320,51;0,04;0,00;0,00;
0,00;0,00;320,60;0,04;0,00;0,00;
0,00;0,00;320,70;0,13;0,00;0,00;
0,00;0,00;320,80;0,04;0,00;0,00;
0,00;0,00;320,89;0,13;0,00;0,00;
0,00;0,00;320,99;0,13;0,00;0,00;
0,00;0,00;321,08;0,18;0,00;0,00;
0,00;0,00;321,18;0,22;0,00;0,00;
0,00;0,00;321,28;0,18;0,00;0,00;
0,00;0,00;321,37;0,22;0,00;0,00;
0,00;0,00;321,47;0,22;0,00;0,00;
0,00;0,00;321,56;0,22;0,00;0,00;
0,00;0,00;321,66;0,22;0,00;0,00;
0,00;0,00;321,76;0,22;0,00;0,00;
0,00;0,00;321,85;0,22;0,00;0,00;
0,00;0,00;321,95;0,22;0,00;0,00;
0,00;0,00;322,04;0,22;0,00;0,00;
0,00;0,00;322,14;0,22;0,00;0,00;
0,00;0,00;322,24;0,22;0,00;0,00;
0,00;0,00;322,33;0,22;0,00;0,00;
0,00;0,00;322,43;0,22;0,00;0,00;
0,00;0,00;322,52;0,22;0,00;0,00;
0,00;0,00;322,62;0,22;0,00;0,00;
0,00;0,00;322,72;0,22;0,00;0,00;
0,00;0,00;322,81;0,22;0,00;0,00;
0,00;0,00;322,91;0,22;0,00;0,00;
0,00;0,00;323,00;0,22;0,00;0,00;
0,00;0,00;323,10;0,22;0,00;0,00;
0,00;0,00;323,20;0,22;0,00;0,00;
0,00;0,00;323,29;0,22;0,00;0,00;
0,00;0,00;323,39;0,22;0,00;0,00;
0,00;0,00;323,48;0,22;0,00;0,00;
0,00;0,00;323,58;0,22;0,00;0,00;
0,00;0,00;323,68;0,22;0,00;0,00;
0,00;0,00;323,77;0,22;0,00;0,00;
0,00;0,00;323,87;0,22;0,00;0,00;
0,00;0,00;323,96;0,22;0,00;0,00;
0,00;0,00;324,06;0,26;0,00;0,00;
0,00;0,00;324,16;0,22;0,00;0,00;
0,00;0,00;324,25;0,30;0,00;0,00;
0,00;0,00;324,35;0,22;0,00;0,00;
0,00;0,00;324,44;0,39;0,00;0,00;
0,00;0,00;324,54;0,35;0,00;0,00;
0,00;0,00;324,64;0,39;0,00;0,00;
0,00;0,00;324,73;0,39;0,00;0,00;
0,00;0,00;324,83;0,39;0,00;0,00;
0,00;0,00;324,92;0,39;0,00;0,00;
0,00;0,00;325,02;0,39;0,00;0,00;
0,00;0,00;325,12;0,39;0,00;0,00;
0,00;0,00;325,21;0,39;0,00;0,00;
0,00;0,00;325,31;0,39;0,00;0,00;
0,00;0,00;325,40;0,48;0,00;0,00;
0,00;0,00;325,50;0,44;0,00;0,00;
0,00;0,00;325,60;0,44;0,00;0,00;
0,00;0,00;325,69;0,39;0,00;0,00;
0,00;0,00;325,79;0,44;0,00;0,00;
0,00;0,00;325,88;0,52;0,00;0,00;
0,00;0,00;325,98;0,44;0,00;0,00;
0,00;0,00;326,08;0,44;0,00;0,00;
0,00;0,00;326,17;0,44;0,00;0,00;
0,00;0,00;326,27;0,48;0,00;0,00;
0,00;0,00;326,36;0,52;0,00;0,00;
0,00;0,00;326,46;0,48;0,00;0,00;
0,00;0,00;326,56;0,48;0,00;0,00;
0,00;0,00;326,65;0,52;0,00;0,00;
0,00;0,00;326,75;0,48;0,00;0,00;
0,00;0,00;326,84;0,52;0,00;0,00;
0,00;0,00;326,94;0,52;0,00;0,00;
0,00;0,00;327,04;0,57;0,00;0,00;
0,00;0,00;327,13;0,57;0,00;0,00;
0,00;0,00;327,23;0,52;0,00;0,00;
0,00;0,00;327,32;0,52;0,00;0,00;
0,00;0,00;327,42;0,57;0,00;0,00;
0,00;0,00;327,52;0,57;0,00;0,00;
0,00;0,00;327,61;0,57;0,00;0,00;
0,00;0,00;327,71;0,57;0,00;0,00;
0,00;0,00;327,80;0,57;0,00;0,00;
0,00;0,00;327,90;0,57;0,00;0,00;
0,00;0,00;328,00;0,60;0,00;0,00;
0,00;0,00;328,09;0,65;0,00;0,00;
0,00;0,00;328,19;0,65;0,00;0,00;
0,00;0,00;328,25;0,52;0,00;0,00;
0,00;0,00;328,25;0,48;0,00;0,00;
0,00;0,00;328,25;0,57;0,00;0,00;
0,00;0,00;328,25;0,52;0,00;0,00;
