14243;18.08.21 15:23:23;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210818134151P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;31,20;-0,02;0,00;0,00;
0,00;0,00;31,47;0,09;0,00;0,00;
0,00;0,00;32,25;0,13;0,00;0,00;
0,00;0,00;33,53;0,18;0,00;0,00;
0,00;0,00;35,32;0,13;0,00;0,00;
0,00;0,00;37,62;0,09;0,00;0,00;
0,00;0,00;40,44;0,13;0,00;0,00;
0,00;0,00;43,60;0,06;0,00;0,00;
0,00;0,00;46,71;0,16;0,00;0,00;
0,00;0,00;49,94;0,07;0,00;0,00;
0,00;0,00;53,15;0,13;0,00;0,00;
0,00;0,00;56,35;0,02;0,00;0,00;
0,00;0,00;59,55;0,05;0,00;0,00;
0,00;0,00;62,75;0,09;0,00;0,00;
0,00;0,00;65,95;0,11;0,00;0,00;
0,00;0,00;69,15;0,13;0,00;0,00;
0,00;0,00;72,35;0,05;0,00;0,00;
0,00;0,00;75,55;0,07;0,00;0,00;
0,00;0,00;78,75;0,06;0,00;0,00;
0,00;0,00;81,95;0,09;0,00;0,00;
0,00;0,00;85,15;0,16;0,00;0,00;
0,00;0,00;88,35;0,05;0,00;0,00;
0,00;0,00;91,55;0,05;0,00;0,00;
0,00;0,00;94,75;0,09;0,00;0,00;
0,00;0,00;97,95;0,04;0,00;0,00;
0,00;0,00;101,15;0,16;0,00;0,00;
0,00;0,00;104,35;0,02;0,00;0,00;
0,00;0,00;107,55;0,09;0,00;0,00;
0,00;0,00;110,75;0,09;0,00;0,00;
0,00;0,00;113,95;0,11;0,00;0,00;
0,00;0,00;117,15;0,11;0,00;0,00;
0,00;0,00;120,35;0,06;0,00;0,00;
0,00;0,00;123,55;0,07;0,00;0,00;
0,00;0,00;126,75;0,06;0,00;0,00;
0,00;0,00;129,95;0,09;0,00;0,00;
0,00;0,00;133,15;0,16;0,00;0,00;
0,00;0,00;136,35;0,06;0,00;0,00;
0,00;0,00;139,55;0,09;0,00;0,00;
0,00;0,00;142,75;0,06;0,00;0,00;
0,00;0,00;145,95;0,09;0,00;0,00;
0,00;0,00;149,15;0,16;0,00;0,00;
0,00;0,00;152,35;0,06;0,00;0,00;
0,00;0,00;155,55;0,11;0,00;0,00;
0,00;0,00;158,75;0,05;0,00;0,00;
0,00;0,00;161,91;0,09;0,00;0,00;
0,00;0,00;164,59;0,06;0,00;0,00;
0,00;0,00;166,85;-0,02;0,00;0,00;
0,00;0,00;168,61;-0,02;0,00;0,00;
0,00;0,00;169,86;-0,02;0,00;0,00;
0,00;0,00;170,59;-0,05;0,00;0,00;
0,00;0,00;170,84;0,02;0,00;0,00;
0,00;0,00;170,97;0,11;0,00;0,00;
0,00;0,00;171,11;0,07;0,00;0,00;
