5850;16.01.21 10:37:28;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210115093124P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,16;0,23;0,00;0,00;
0,00;0,00;40,95;0,18;0,00;0,00;
0,00;0,00;42,22;0,09;0,00;0,00;
0,00;0,00;44,01;0,16;0,00;0,00;
0,00;0,00;46,31;0,23;0,00;0,00;
0,00;0,00;49,13;0,23;0,00;0,00;
0,00;0,00;52,29;0,05;0,00;0,00;
0,00;0,00;55,41;0,11;0,00;0,00;
0,00;0,00;58,65;0,11;0,00;0,00;
0,00;0,00;61,84;0,09;0,00;0,00;
0,00;0,00;65,05;0,13;0,00;0,00;
0,00;0,00;68,25;0,11;0,00;0,00;
0,00;0,00;71,45;0,06;0,00;0,00;
0,00;0,00;74,65;0,16;0,00;0,00;
0,00;0,00;77,85;0,07;0,00;0,00;
0,00;0,00;81,05;0,16;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,45;0,05;0,00;0,00;
0,00;0,00;90,65;0,16;0,00;0,00;
0,00;0,00;93,85;0,11;0,00;0,00;
0,00;0,00;97,05;0,11;0,00;0,00;
0,00;0,00;100,25;0,11;0,00;0,00;
0,00;0,00;103,45;0,02;0,00;0,00;
0,00;0,00;106,65;0,16;0,00;0,00;
0,00;0,00;109,85;0,07;0,00;0,00;
0,00;0,00;113,05;0,18;0,00;0,00;
0,00;0,00;116,25;0,11;0,00;0,00;
0,00;0,00;119,45;0,02;0,00;0,00;
0,00;0,00;122,65;0,16;0,00;0,00;
0,00;0,00;125,85;0,06;0,00;0,00;
0,00;0,00;129,05;0,11;0,00;0,00;
0,00;0,00;132,25;0,13;0,00;0,00;
0,00;0,00;135,45;0,06;0,00;0,00;
0,00;0,00;138,65;0,13;0,00;0,00;
0,00;0,00;141,85;0,07;0,00;0,00;
0,00;0,00;145,05;0,13;0,00;0,00;
0,00;0,00;148,25;0,13;0,00;0,00;
0,00;0,00;151,45;0,07;0,00;0,00;
0,00;0,00;154,65;0,11;0,00;0,00;
0,00;0,00;157,85;0,09;0,00;0,00;
0,00;0,00;161,05;0,23;0,00;0,00;
0,00;0,00;163,87;0,05;0,00;0,00;
0,00;0,00;170,42;0,05;0,00;0,00;
0,00;0,00;170,93;0,05;0,00;0,00;
0,00;0,00;170,93;-0,02;0,00;0,00;
0,00;0,00;171,06;0,02;0,00;0,00;
0,00;0,00;171,21;0,05;0,00;0,00;
0,00;0,00;171,37;0,05;0,00;0,00;
0,00;0,00;171,53;0,07;0,00;0,00;
0,00;0,00;171,69;0,05;0,00;0,00;
0,00;0,00;172,01;0,07;0,00;0,00;
0,00;0,00;172,17;0,07;0,00;0,00;
0,00;0,00;172,33;0,07;0,00;0,00;
0,00;0,00;172,49;0,09;0,00;0,00;
0,00;0,00;172,65;0,05;0,00;0,00;
0,00;0,00;172,81;0,07;0,00;0,00;
0,00;0,00;172,97;0,09;0,00;0,00;
0,00;0,00;173,13;0,13;0,00;0,00;
0,00;0,00;173,29;0,18;0,00;0,00;
0,00;0,00;173,45;0,23;0,00;0,00;
0,00;0,00;173,61;0,27;0,00;0,00;
0,00;0,00;173,77;0,27;0,00;0,00;
0,00;0,00;173,93;0,38;0,00;0,00;
0,00;0,00;174,09;0,57;0,00;0,00;
0,00;0,00;174,25;0,77;0,00;0,00;
0,00;0,00;174,41;1,02;0,00;0,00;
0,00;0,00;174,57;1,17;0,00;0,00;
0,00;0,00;174,73;1,33;0,00;0,00;
0,00;0,00;174,89;1,45;0,00;0,00;
0,00;0,00;175,05;1,58;0,00;0,00;
0,00;0,00;175,21;1,72;0,00;0,00;
0,00;0,00;175,37;1,89;0,00;0,00;
0,00;0,00;175,52;2,85;0,00;0,00;
0,00;0,00;175,59;4,38;0,00;0,00;
0,00;0,00;175,61;4,38;0,00;0,00;
0,00;0,00;175,61;4,43;0,00;0,00;
0,00;0,00;175,61;4,43;0,00;0,00;
0,00;0,00;175,61;4,41;0,00;0,00;
0,00;0,00;175,61;4,43;0,00;0,00;
0,00;0,00;175,62;4,38;0,00;0,00;
0,00;0,00;175,62;4,41;0,00;0,00;
0,00;0,00;175,62;4,43;0,00;0,00;
0,00;0,00;175,62;4,41;0,00;0,00;
0,00;0,00;175,62;4,41;0,00;0,00;
0,00;0,00;175,62;4,41;0,00;0,00;
0,00;0,00;175,62;4,43;0,00;0,00;
0,00;0,00;175,62;4,43;0,00;0,00;
