28028;09.03.21 11:15:37;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210308162904P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;22,30;-0,22;0,00;0,00;
0,00;0,00;22,36;0,08;0,00;0,00;
0,00;0,00;22,81;0,23;0,00;0,00;
0,00;0,00;23,58;0,30;0,00;0,00;
0,00;0,00;24,73;0,23;0,00;0,00;
0,00;0,00;26,28;0,16;0,00;0,00;
0,00;0,00;28,20;0,16;0,00;0,00;
0,00;0,00;30,50;0,23;0,00;0,00;
0,00;0,00;32,84;0,31;0,00;0,00;
0,00;0,00;35,23;0,16;0,00;0,00;
0,00;0,00;37,64;0,16;0,00;0,00;
0,00;0,00;40,05;0,16;0,00;0,00;
0,00;0,00;42,44;0,23;0,00;0,00;
0,00;0,00;44,84;0,23;0,00;0,00;
0,00;0,00;47,25;0,23;0,00;0,00;
0,00;0,00;49,64;0,23;0,00;0,00;
0,00;0,00;52,05;0,23;0,00;0,00;
0,00;0,00;54,45;0,31;0,00;0,00;
0,00;0,00;56,85;0,08;0,00;0,00;
0,00;0,00;59,25;0,23;0,00;0,00;
0,00;0,00;61,64;0,16;0,00;0,00;
0,00;0,00;64,05;0,16;0,00;0,00;
0,00;0,00;66,45;0,23;0,00;0,00;
0,00;0,00;68,85;0,23;0,00;0,00;
0,00;0,00;71,25;0,16;0,00;0,00;
0,00;0,00;73,64;0,08;0,00;0,00;
0,00;0,00;76,05;0,16;0,00;0,00;
0,00;0,00;78,45;0,23;0,00;0,00;
0,00;0,00;80,85;0,08;0,00;0,00;
0,00;0,00;83,25;0,16;0,00;0,00;
0,00;0,00;85,64;0,16;0,00;0,00;
0,00;0,00;88,05;0,16;0,00;0,00;
0,00;0,00;90,45;0,23;0,00;0,00;
0,00;0,00;92,85;0,08;0,00;0,00;
0,00;0,00;95,25;0,16;0,00;0,00;
0,00;0,00;97,64;0,08;0,00;0,00;
0,00;0,00;100,05;0,16;0,00;0,00;
0,00;0,00;102,45;0,16;0,00;0,00;
0,00;0,00;104,85;0,16;0,00;0,00;
0,00;0,00;107,25;0,16;0,00;0,00;
0,00;0,00;109,64;0,16;0,00;0,00;
0,00;0,00;112,05;0,16;0,00;0,00;
0,00;0,00;114,45;0,16;0,00;0,00;
0,00;0,00;116,85;0,16;0,00;0,00;
0,00;0,00;119,25;0,16;0,00;0,00;
0,00;0,00;121,64;0,16;0,00;0,00;
0,00;0,00;124,05;0,08;0,00;0,00;
0,00;0,00;126,45;0,23;0,00;0,00;
0,00;0,00;128,85;0,08;0,00;0,00;
0,00;0,00;131,25;0,16;0,00;0,00;
0,00;0,00;133,64;0,16;0,00;0,00;
0,00;0,00;136,05;0,23;0,00;0,00;
0,00;0,00;138,45;0,16;0,00;0,00;
0,00;0,00;140,85;0,16;0,00;0,00;
0,00;0,00;143,25;0,16;0,00;0,00;
0,00;0,00;145,64;0,16;0,00;0,00;
0,00;0,00;148,05;0,16;0,00;0,00;
0,00;0,00;150,45;0,16;0,00;0,00;
0,00;0,00;152,85;0,08;0,00;0,00;
0,00;0,00;155,25;0,16;0,00;0,00;
0,00;0,00;157,64;0,16;0,00;0,00;
0,00;0,00;160,05;0,16;0,00;0,00;
0,00;0,00;162,45;0,23;0,00;0,00;
0,00;0,00;164,85;0,23;0,00;0,00;
0,00;0,00;167,25;0,16;0,00;0,00;
0,00;0,00;169,64;0,23;0,00;0,00;
0,00;0,00;172,05;0,16;0,00;0,00;
0,00;0,00;174,45;0,08;0,00;0,00;
0,00;0,00;176,54;0,23;0,00;0,00;
0,00;0,00;178,31;0,23;0,00;0,00;
0,00;0,00;179,74;0,23;0,00;0,00;
0,00;0,00;180,78;0,08;0,00;0,00;
0,00;0,00;181,44;0,16;0,00;0,00;
0,00;0,00;181,74;0,08;0,00;0,00;
0,00;0,00;181,80;0,08;0,00;0,00;
0,00;0,00;181,82;0,08;0,00;0,00;
0,00;0,00;181,90;0,16;0,00;0,00;
0,00;0,00;182,04;0,08;0,00;0,00;
0,00;0,00;182,18;0,08;0,00;0,00;
0,00;0,00;182,35;0,08;0,00;0,00;
0,00;0,00;182,51;0,08;0,00;0,00;
0,00;0,00;182,67;0,08;0,00;0,00;
0,00;0,00;182,83;0,08;0,00;0,00;
0,00;0,00;182,99;0,08;0,00;0,00;
0,00;0,00;183,15;0,08;0,00;0,00;
0,00;0,00;183,31;0,08;0,00;0,00;
0,00;0,00;183,47;0,08;0,00;0,00;
0,00;0,00;183,63;0,08;0,00;0,00;
0,00;0,00;183,79;0,08;0,00;0,00;
0,00;0,00;183,95;0,08;0,00;0,00;
0,00;0,00;184,11;0,08;0,00;0,00;
0,00;0,00;184,27;0,08;0,00;0,00;
0,00;0,00;184,43;0,08;0,00;0,00;
0,00;0,00;184,59;0,08;0,00;0,00;
0,00;0,00;184,75;0,08;0,00;0,00;
0,00;0,00;184,91;0,08;0,00;0,00;
0,00;0,00;185,07;0,08;0,00;0,00;
0,00;0,00;185,23;0,08;0,00;0,00;
0,00;0,00;185,39;0,08;0,00;0,00;
0,00;0,00;185,55;0,08;0,00;0,00;
0,00;0,00;185,71;0,08;0,00;0,00;
0,00;0,00;185,87;0,08;0,00;0,00;
0,00;0,00;186,03;0,08;0,00;0,00;
0,00;0,00;186,19;0,08;0,00;0,00;
0,00;0,00;186,35;0,08;0,00;0,00;
0,00;0,00;186,51;0,08;0,00;0,00;
0,00;0,00;186,67;0,08;0,00;0,00;
0,00;0,00;186,83;0,08;0,00;0,00;
0,00;0,00;186,99;0,84;0,00;0,00;
0,00;0,00;187,14;2,13;0,00;0,00;
0,00;0,00;187,30;2,52;0,00;0,00;
0,00;0,00;187,47;2,82;0,00;0,00;
0,00;0,00;187,63;3,05;0,00;0,00;
0,00;0,00;187,79;3,13;0,00;0,00;
0,00;0,00;187,95;3,19;0,00;0,00;
0,00;0,00;188,11;3,27;0,00;0,00;
0,00;0,00;188,27;3,27;0,00;0,00;
0,00;0,00;188,43;3,19;0,00;0,00;
0,00;0,00;188,59;3,27;0,00;0,00;
0,00;0,00;188,75;3,13;0,00;0,00;
0,00;0,00;188,91;3,13;0,00;0,00;
0,00;0,00;189,07;2,82;0,00;0,00;
0,00;0,00;189,23;2,82;0,00;0,00;
0,00;0,00;189,39;2,82;0,00;0,00;
0,00;0,00;189,55;2,90;0,00;0,00;
0,00;0,00;189,71;2,82;0,00;0,00;
0,00;0,00;189,87;2,82;0,00;0,00;
0,00;0,00;190,03;2,82;0,00;0,00;
0,00;0,00;190,19;2,82;0,00;0,00;
0,00;0,00;190,35;2,82;0,00;0,00;
0,00;0,00;190,51;2,82;0,00;0,00;
0,00;0,00;190,67;2,90;0,00;0,00;
0,00;0,00;190,83;2,90;0,00;0,00;
0,00;0,00;190,99;3,13;0,00;0,00;
0,00;0,00;191,15;3,13;0,00;0,00;
0,00;0,00;191,31;3,13;0,00;0,00;
0,00;0,00;191,47;3,19;0,00;0,00;
0,00;0,00;191,63;3,35;0,00;0,00;
0,00;0,00;191,79;3,43;0,00;0,00;
0,00;0,00;191,95;3,43;0,00;0,00;
0,00;0,00;192,11;3,58;0,00;0,00;
