27101;01.09.21 13:45:22;21;Avvicinamento Pressata Finale;position < min position (11);20210830112807A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;-0,04;0,00;0,00;
0,00;0,00;33,63;-0,04;0,00;0,00;
0,00;0,00;48,02;-0,04;0,00;0,00;
0,00;0,00;67,22;-0,04;0,00;0,00;
0,00;0,00;72,02;-0,04;0,00;0,00;
0,00;0,00;76,82;-0,04;0,00;0,00;
0,00;0,00;81,62;0,04;0,00;0,00;
0,00;0,00;86,42;-0,04;0,00;0,00;
0,00;0,00;91,22;-0,04;0,00;0,00;
0,00;0,00;105,62;-0,04;0,00;0,00;
0,00;0,00;110,42;-0,04;0,00;0,00;
0,00;0,00;120,02;-0,04;0,00;0,00;
0,00;0,00;124,82;-0,04;0,00;0,00;
0,00;0,00;129,62;0,04;0,00;0,00;
0,00;0,00;139,22;-0,04;0,00;0,00;
0,00;0,00;148,82;-0,04;0,00;0,00;
0,00;0,00;158,42;-0,04;0,00;0,00;
0,00;0,00;172,82;-0,04;0,00;0,00;
0,00;0,00;177,62;-0,04;0,00;0,00;
0,00;0,00;182,42;0,04;0,00;0,00;
0,00;0,00;201,62;0,04;0,00;0,00;
0,00;0,00;216,76;-0,08;0,00;0,00;
0,00;0,00;217,02;0,04;0,00;0,00;
0,00;0,00;217,22;0,04;0,00;0,00;
0,00;0,00;217,41;0,09;0,00;0,00;
0,00;0,00;217,60;0,09;0,00;0,00;
0,00;0,00;217,80;0,13;0,00;0,00;
0,00;0,00;217,99;0,18;0,00;0,00;
0,00;0,00;218,18;0,27;0,00;0,00;
0,00;0,00;218,37;0,18;0,00;0,00;
0,00;0,00;218,56;0,27;0,00;0,00;
0,00;0,00;218,76;0,27;0,00;0,00;
0,00;0,00;218,95;0,30;0,00;0,00;
0,00;0,00;219,14;0,39;0,00;0,00;
0,00;0,00;219,33;0,39;0,00;0,00;
0,00;0,00;219,52;0,48;0,00;0,00;
0,00;0,00;219,72;0,61;0,00;0,00;
0,00;0,00;219,91;0,61;0,00;0,00;
0,00;0,00;220,10;0,74;0,00;0,00;
0,00;0,00;220,29;0,92;0,00;0,00;
0,00;0,00;220,48;0,96;0,00;0,00;
0,00;0,00;220,68;0,09;0,00;0,00;
0,00;0,00;220,87;0,09;0,00;0,00;
0,00;0,00;221,06;0,09;0,00;0,00;
0,00;0,00;221,25;0,09;0,00;0,00;
0,00;0,00;221,44;0,09;0,00;0,00;
0,00;0,00;221,64;0,09;0,00;0,00;
0,00;0,00;221,83;0,09;0,00;0,00;
0,00;0,00;222,02;0,09;0,00;0,00;
0,00;0,00;222,21;0,09;0,00;0,00;
0,00;0,00;222,40;0,09;0,00;0,00;
0,00;0,00;222,60;0,09;0,00;0,00;
0,00;0,00;222,79;0,09;0,00;0,00;
0,00;0,00;222,98;0,09;0,00;0,00;
0,00;0,00;223,17;0,09;0,00;0,00;
0,00;0,00;223,36;0,09;0,00;0,00;
0,00;0,00;223,56;0,09;0,00;0,00;
0,00;0,00;223,75;0,09;0,00;0,00;
0,00;0,00;223,94;0,09;0,00;0,00;
0,00;0,00;224,13;0,09;0,00;0,00;
0,00;0,00;224,32;0,09;0,00;0,00;
0,00;0,00;224,52;0,09;0,00;0,00;
0,00;0,00;224,71;0,09;0,00;0,00;
0,00;0,00;224,90;0,09;0,00;0,00;
0,00;0,00;225,09;0,09;0,00;0,00;
0,00;0,00;225,28;0,09;0,00;0,00;
0,00;0,00;225,48;0,09;0,00;0,00;
0,00;0,00;225,67;0,09;0,00;0,00;
0,00;0,00;225,86;0,09;0,00;0,00;
0,00;0,00;226,05;0,04;0,00;0,00;
0,00;0,00;226,24;0,09;0,00;0,00;
0,00;0,00;226,44;0,09;0,00;0,00;
0,00;0,00;226,63;0,09;0,00;0,00;
0,00;0,00;226,82;0,78;0,00;0,00;
0,00;0,00;227,01;0,96;0,00;0,00;
0,00;0,00;227,20;1,14;0,00;0,00;
0,00;0,00;227,39;1,35;0,00;0,00;
0,00;0,00;227,59;1,49;0,00;0,00;
0,00;0,00;227,78;1,31;0,00;0,00;
0,00;0,00;227,97;1,40;0,00;0,00;
0,00;0,00;228,16;1,49;0,00;0,00;
0,00;0,00;228,35;1,70;0,00;0,00;
0,00;0,00;228,55;1,79;0,00;0,00;
0,00;0,00;228,74;1,83;0,00;0,00;
0,00;0,00;228,93;2,00;0,00;0,00;
0,00;0,00;229,12;2,00;0,00;0,00;
0,00;0,00;229,32;2,05;0,00;0,00;
0,00;0,00;229,51;2,48;0,00;0,00;
0,00;0,00;229,70;2,53;0,00;0,00;
0,00;0,00;229,89;2,53;0,00;0,00;
0,00;0,00;230,08;2,66;0,00;0,00;
0,00;0,00;230,28;2,70;0,00;0,00;
0,00;0,00;230,47;2,74;0,00;0,00;
0,00;0,00;230,66;2,87;0,00;0,00;
0,00;0,00;230,85;3,01;0,00;0,00;
0,00;0,00;231,04;3,43;0,00;0,00;
0,00;0,00;231,23;3,91;0,00;0,00;
0,00;0,00;231,43;4,18;0,00;0,00;
0,00;0,00;231,62;4,74;0,00;0,00;
0,00;0,00;231,81;5,27;0,00;0,00;
0,00;0,00;232,00;5,83;0,00;0,00;
0,00;0,00;232,19;6,44;0,00;0,00;
0,00;0,00;232,38;7,00;0,00;0,00;
0,00;0,00;232,58;7,52;0,00;0,00;
0,00;0,00;232,77;8,22;0,00;0,00;
0,00;0,00;232,96;9,44;0,00;0,00;
0,00;0,00;233,15;10,22;0,00;0,00;
0,00;0,00;233,34;11,18;0,00;0,00;
0,00;0,00;233,53;11,92;0,00;0,00;
0,00;0,00;233,73;12,91;0,00;0,00;
0,00;0,00;233,92;13,79;0,00;0,00;
0,00;0,00;234,11;14,70;0,00;0,00;
0,00;0,00;234,30;15,49;0,00;0,00;
0,00;0,00;234,49;16,05;0,00;0,00;
0,00;0,00;234,69;16,27;0,00;0,00;
0,00;0,00;234,88;16,31;0,00;0,00;
0,00;0,00;235,08;16,45;0,00;0,00;
0,00;0,00;235,27;16,66;0,00;0,00;
0,00;0,00;235,46;17,26;0,00;0,00;
0,00;0,00;235,65;17,49;0,00;0,00;
0,00;0,00;235,84;18,01;0,00;0,00;
0,00;0,00;236,03;18,18;0,00;0,00;
0,00;0,00;236,22;18,53;0,00;0,00;
0,00;0,00;236,42;18,79;0,00;0,00;
0,00;0,00;236,61;19,14;0,00;0,00;
0,00;0,00;236,80;19,40;0,00;0,00;
0,00;0,00;236,99;19,79;0,00;0,00;
0,00;0,00;237,18;20,05;0,00;0,00;
0,00;0,00;237,38;20,27;0,00;0,00;
0,00;0,00;237,57;20,57;0,00;0,00;
0,00;0,00;237,76;20,96;0,00;0,00;
0,00;0,00;237,95;21,31;0,00;0,00;
