9789;26.01.21 10:22:31;21;Avvicinamento Pressata Finale;Alcun errore (0);20210125155837A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,30;0,04;0,00;0,00;
0,00;0,00;22,40;0,04;0,00;0,00;
0,00;0,00;24,20;-0,01;0,00;0,00;
0,00;0,00;26,50;-0,04;0,00;0,00;
0,00;0,00;33,62;0,04;0,00;0,00;
0,00;0,00;36,02;0,09;0,00;0,00;
0,00;0,00;40,82;0,04;0,00;0,00;
0,00;0,00;45,62;-0,04;0,00;0,00;
0,00;0,00;50,42;0,09;0,00;0,00;
0,00;0,00;55,22;0,04;0,00;0,00;
0,00;0,00;62,42;0,04;0,00;0,00;
0,00;0,00;69,62;0,04;0,00;0,00;
0,00;0,00;74,42;0,04;0,00;0,00;
0,00;0,00;79,22;-0,04;0,00;0,00;
0,00;0,00;81,62;0,04;0,00;0,00;
0,00;0,00;84,02;0,04;0,00;0,00;
0,00;0,00;86,42;0,04;0,00;0,00;
0,00;0,00;91,22;-0,04;0,00;0,00;
0,00;0,00;93,62;0,04;0,00;0,00;
0,00;0,00;98,42;-0,04;0,00;0,00;
0,00;0,00;103,22;-0,04;0,00;0,00;
0,00;0,00;105,62;-0,04;0,00;0,00;
0,00;0,00;110,42;0,04;0,00;0,00;
0,00;0,00;115,22;0,04;0,00;0,00;
0,00;0,00;129,62;0,04;0,00;0,00;
0,00;0,00;144,02;0,04;0,00;0,00;
0,00;0,00;151,22;-0,04;0,00;0,00;
0,00;0,00;153,62;0,04;0,00;0,00;
0,00;0,00;156,02;0,04;0,00;0,00;
0,00;0,00;160,82;0,04;0,00;0,00;
0,00;0,00;170,42;0,04;0,00;0,00;
0,00;0,00;172,82;-0,04;0,00;0,00;
0,00;0,00;175,22;0,04;0,00;0,00;
0,00;0,00;177,62;-0,04;0,00;0,00;
0,00;0,00;179,95;-0,18;0,00;0,00;
0,00;0,00;181,75;-0,04;0,00;0,00;
0,00;0,00;184,04;-0,09;0,00;0,00;
0,00;0,00;184,41;-0,04;0,00;0,00;
0,00;0,00;184,51;0,04;0,00;0,00;
0,00;0,00;184,50;0,04;0,00;0,00;
0,00;0,00;184,62;-0,04;0,00;0,00;
0,00;0,00;184,98;-0,04;0,00;0,00;
0,00;0,00;185,11;0,09;0,00;0,00;
0,00;0,00;185,24;0,09;0,00;0,00;
0,00;0,00;185,37;0,04;0,00;0,00;
0,00;0,00;185,49;0,04;0,00;0,00;
0,00;0,00;185,62;0,04;0,00;0,00;
0,00;0,00;185,75;0,09;0,00;0,00;
0,00;0,00;185,88;0,04;0,00;0,00;
0,00;0,00;186,01;0,09;0,00;0,00;
0,00;0,00;186,13;0,09;0,00;0,00;
0,00;0,00;186,26;0,09;0,00;0,00;
0,00;0,00;186,39;0,04;0,00;0,00;
0,00;0,00;186,52;0,09;0,00;0,00;
0,00;0,00;186,65;0,09;0,00;0,00;
0,00;0,00;186,77;0,09;0,00;0,00;
0,00;0,00;186,90;0,04;0,00;0,00;
0,00;0,00;187,03;0,09;0,00;0,00;
0,00;0,00;187,16;0,04;0,00;0,00;
0,00;0,00;187,29;0,04;0,00;0,00;
0,00;0,00;187,42;0,09;0,00;0,00;
0,00;0,00;187,54;0,04;0,00;0,00;
0,00;0,00;187,67;0,09;0,00;0,00;
0,00;0,00;187,80;0,09;0,00;0,00;
0,00;0,00;187,93;0,09;0,00;0,00;
0,00;0,00;188,05;0,04;0,00;0,00;
0,00;0,00;188,18;0,09;0,00;0,00;
0,00;0,00;188,31;0,04;0,00;0,00;
0,00;0,00;188,44;0,09;0,00;0,00;
