48425;25.06.21 15:36:18;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210625131529P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,20;-0,08;0,00;0,00;
0,00;0,00;171,26;0,31;0,00;0,00;
0,00;0,00;171,52;-0,23;0,00;0,00;
0,00;0,00;171,47;-0,08;0,00;0,00;
0,00;0,00;171,55;0,23;0,00;0,00;
0,00;0,00;171,72;0,16;0,00;0,00;
0,00;0,00;171,86;0,08;0,00;0,00;
0,00;0,00;172,02;0,16;0,00;0,00;
0,00;0,00;172,19;0,23;0,00;0,00;
0,00;0,00;172,35;0,23;0,00;0,00;
0,00;0,00;172,51;0,23;0,00;0,00;
0,00;0,00;172,67;0,08;0,00;0,00;
0,00;0,00;172,83;0,23;0,00;0,00;
0,00;0,00;172,99;0,16;0,00;0,00;
0,00;0,00;173,15;0,08;0,00;0,00;
0,00;0,00;173,31;0,16;0,00;0,00;
0,00;0,00;173,47;0,16;0,00;0,00;
0,00;0,00;173,79;0,16;0,00;0,00;
0,00;0,00;173,95;0,23;0,00;0,00;
0,00;0,00;174,11;0,08;0,00;0,00;
0,00;0,00;174,27;0,16;0,00;0,00;
0,00;0,00;174,43;0,08;0,00;0,00;
0,00;0,00;174,59;0,16;0,00;0,00;
0,00;0,00;174,75;0,08;0,00;0,00;
0,00;0,00;174,91;0,08;0,00;0,00;
0,00;0,00;175,07;0,23;0,00;0,00;
0,00;0,00;175,23;0,16;0,00;0,00;
0,00;0,00;175,39;0,08;0,00;0,00;
0,00;0,00;175,71;0,23;0,00;0,00;
0,00;0,00;175,87;0,08;0,00;0,00;
0,00;0,00;176,03;0,16;0,00;0,00;
0,00;0,00;176,19;0,16;0,00;0,00;
0,00;0,00;176,35;0,16;0,00;0,00;
0,00;0,00;176,51;0,23;0,00;0,00;
0,00;0,00;176,67;0,16;0,00;0,00;
0,00;0,00;176,83;0,08;0,00;0,00;
0,00;0,00;176,99;0,08;0,00;0,00;
0,00;0,00;177,15;0,23;0,00;0,00;
0,00;0,00;177,31;0,23;0,00;0,00;
0,00;0,00;177,47;0,16;0,00;0,00;
0,00;0,00;177,63;0,23;0,00;0,00;
0,00;0,00;177,79;0,23;0,00;0,00;
0,00;0,00;177,95;0,23;0,00;0,00;
0,00;0,00;178,11;0,61;0,00;0,00;
0,00;0,00;178,27;1,21;0,00;0,00;
0,00;0,00;178,43;1,82;0,00;0,00;
0,00;0,00;178,49;2,06;0,00;0,00;
0,00;0,00;178,49;2,06;0,00;0,00;
0,00;0,00;178,36;-0,08;0,00;0,00;
0,00;0,00;177,83;-0,37;0,00;0,00;
0,00;0,00;177,09;-0,31;0,00;0,00;
0,00;0,00;176,73;-0,16;0,00;0,00;
0,00;0,00;176,57;-0,16;0,00;0,00;
0,00;0,00;176,49;-0,16;0,00;0,00;
0,00;0,00;176,49;-0,31;0,00;0,00;
0,00;0,00;176,55;0,08;0,00;0,00;
0,00;0,00;176,72;0,23;0,00;0,00;
0,00;0,00;176,86;0,23;0,00;0,00;
0,00;0,00;177,03;0,23;0,00;0,00;
0,00;0,00;177,19;0,16;0,00;0,00;
0,00;0,00;177,35;0,23;0,00;0,00;
0,00;0,00;177,51;0,23;0,00;0,00;
0,00;0,00;177,67;0,23;0,00;0,00;
0,00;0,00;177,83;0,23;0,00;0,00;
0,00;0,00;177,99;0,16;0,00;0,00;
0,00;0,00;178,15;0,23;0,00;0,00;
0,00;0,00;178,31;0,23;0,00;0,00;
0,00;0,00;178,47;1,37;0,00;0,00;
0,00;0,00;178,62;2,82;0,00;0,00;
0,00;0,00;178,78;3,96;0,00;0,00;
0,00;0,00;178,94;4,80;0,00;0,00;
0,00;0,00;179,10;6,17;0,00;0,00;
0,00;0,00;179,26;7,23;0,00;0,00;
0,00;0,00;179,42;8,38;0,00;0,00;
0,00;0,00;179,58;9,52;0,00;0,00;
0,00;0,00;179,74;10,58;0,00;0,00;
0,00;0,00;179,90;11,73;0,00;0,00;
0,00;0,00;180,06;12,71;0,00;0,00;
0,00;0,00;180,22;13,71;0,00;0,00;
0,00;0,00;180,38;14,61;0,00;0,00;
0,00;0,00;180,54;15,53;0,00;0,00;
0,00;0,00;180,70;16,45;0,00;0,00;
0,00;0,00;180,86;17,27;0,00;0,00;
0,00;0,00;181,02;18,04;0,00;0,00;
0,00;0,00;181,18;18,80;0,00;0,00;
0,00;0,00;181,34;19,42;0,00;0,00;
0,00;0,00;181,50;19,95;0,00;0,00;
0,00;0,00;181,66;20,56;0,00;0,00;
0,00;0,00;181,82;20,93;0,00;0,00;
0,00;0,00;181,99;21,54;0,00;0,00;
0,00;0,00;182,14;21,91;0,00;0,00;
0,00;0,00;182,31;22,15;0,00;0,00;
0,00;0,00;182,47;22,38;0,00;0,00;
0,00;0,00;182,63;21,85;0,00;0,00;
0,00;0,00;182,79;21,54;0,00;0,00;
0,00;0,00;182,95;21,31;0,00;0,00;
0,00;0,00;183,11;20,70;0,00;0,00;
0,00;0,00;183,27;18,96;0,00;0,00;
0,00;0,00;183,44;15,92;0,00;0,00;
0,00;0,00;183,61;10,44;0,00;0,00;
0,00;0,00;183,77;10,81;0,00;0,00;
0,00;0,00;183,92;10,81;0,00;0,00;
0,00;0,00;184,07;10,73;0,00;0,00;
0,00;0,00;184,23;10,44;0,00;0,00;
0,00;0,00;184,39;10,44;0,00;0,00;
0,00;0,00;184,55;10,12;0,00;0,00;
0,00;0,00;184,71;10,44;0,00;0,00;
0,00;0,00;184,87;11,73;0,00;0,00;
0,00;0,00;185,02;12,87;0,00;0,00;
0,00;0,00;185,18;14,24;0,00;0,00;
0,00;0,00;185,34;15,75;0,00;0,00;
0,00;0,00;185,50;17,27;0,00;0,00;
0,00;0,00;185,66;19,11;0,00;0,00;
0,00;0,00;185,82;20,86;0,00;0,00;
0,00;0,00;185,98;22,54;0,00;0,00;
0,00;0,00;186,14;24,20;0,00;0,00;
0,00;0,00;186,30;26,03;0,00;0,00;
0,00;0,00;186,46;27,63;0,00;0,00;
0,00;0,00;186,62;29,45;0,00;0,00;
0,00;0,00;186,77;30,98;0,00;0,00;
0,00;0,00;186,76;29,53;0,00;0,00;
0,00;0,00;186,78;31,29;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;31,06;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
0,00;0,00;186,78;30,98;0,00;0,00;
