18820;21.01.21 08:09:10;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210120155206A0210;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;175,67;-0,08;0,00;0,00;
0,00;0,00;175,61;-0,23;0,00;0,00;
0,00;0,00;175,16;-0,53;0,00;0,00;
0,00;0,00;174,39;-0,61;0,00;0,00;
0,00;0,00;173,24;-0,45;0,00;0,00;
0,00;0,00;171,70;-0,37;0,00;0,00;
0,00;0,00;169,77;-0,61;0,00;0,00;
0,00;0,00;167,47;-0,37;0,00;0,00;
0,00;0,00;165,43;-0,45;0,00;0,00;
0,00;0,00;163,71;-0,45;0,00;0,00;
0,00;0,00;162,29;-0,37;0,00;0,00;
0,00;0,00;161,27;-0,31;0,00;0,00;
0,00;0,00;160,65;-0,22;0,00;0,00;
0,00;0,00;160,41;-0,22;0,00;0,00;
0,00;0,00;160,34;-0,22;0,00;0,00;
0,00;0,00;160,33;-0,16;0,00;0,00;
0,00;0,00;160,79;-0,08;0,00;0,00;
0,00;0,00;160,95;-0,08;0,00;0,00;
0,00;0,00;161,28;0,08;0,00;0,00;
0,00;0,00;161,44;0,08;0,00;0,00;
0,00;0,00;161,60;0,08;0,00;0,00;
0,00;0,00;161,76;-0,08;0,00;0,00;
0,00;0,00;161,92;-0,16;0,00;0,00;
0,00;0,00;162,56;-0,08;0,00;0,00;
0,00;0,00;162,88;-0,08;0,00;0,00;
0,00;0,00;163,04;-0,08;0,00;0,00;
0,00;0,00;163,36;-0,16;0,00;0,00;
0,00;0,00;163,52;-0,08;0,00;0,00;
0,00;0,00;164,00;-0,16;0,00;0,00;
0,00;0,00;164,16;-0,08;0,00;0,00;
0,00;0,00;164,48;-0,08;0,00;0,00;
0,00;0,00;164,80;-0,08;0,00;0,00;
0,00;0,00;164,96;-0,08;0,00;0,00;
0,00;0,00;165,12;0,08;0,00;0,00;
0,00;0,00;165,28;-0,16;0,00;0,00;
0,00;0,00;165,44;0,08;0,00;0,00;
0,00;0,00;165,76;-0,08;0,00;0,00;
0,00;0,00;166,08;0,08;0,00;0,00;
0,00;0,00;166,56;-0,08;0,00;0,00;
0,00;0,00;167,04;0,08;0,00;0,00;
0,00;0,00;167,20;0,08;0,00;0,00;
0,00;0,00;167,36;-0,08;0,00;0,00;
0,00;0,00;167,52;-0,08;0,00;0,00;
0,00;0,00;167,84;-0,08;0,00;0,00;
0,00;0,00;168,16;0,08;0,00;0,00;
0,00;0,00;168,32;0,08;0,00;0,00;
0,00;0,00;168,80;0,08;0,00;0,00;
0,00;0,00;168,96;-0,08;0,00;0,00;
0,00;0,00;169,12;0,08;0,00;0,00;
0,00;0,00;169,44;0,08;0,00;0,00;
0,00;0,00;169,60;0,08;0,00;0,00;
0,00;0,00;169,76;0,08;0,00;0,00;
0,00;0,00;169,92;0,08;0,00;0,00;
0,00;0,00;170,24;0,08;0,00;0,00;
0,00;0,00;170,40;0,08;0,00;0,00;
0,00;0,00;170,56;0,08;0,00;0,00;
0,00;0,00;170,72;0,08;0,00;0,00;
0,00;0,00;170,88;0,08;0,00;0,00;
0,00;0,00;171,04;0,08;0,00;0,00;
0,00;0,00;171,20;0,08;0,00;0,00;
0,00;0,00;171,36;0,08;0,00;0,00;
0,00;0,00;171,84;0,08;0,00;0,00;
0,00;0,00;172,00;0,08;0,00;0,00;
0,00;0,00;172,16;0,08;0,00;0,00;
0,00;0,00;172,48;0,08;0,00;0,00;
0,00;0,00;172,64;0,08;0,00;0,00;
0,00;0,00;172,96;0,08;0,00;0,00;
0,00;0,00;173,12;0,08;0,00;0,00;
0,00;0,00;173,28;0,08;0,00;0,00;
0,00;0,00;173,76;0,08;0,00;0,00;
0,00;0,00;173,92;-0,08;0,00;0,00;
0,00;0,00;174,24;0,08;0,00;0,00;
0,00;0,00;174,56;0,08;0,00;0,00;
0,00;0,00;174,72;-0,08;0,00;0,00;
0,00;0,00;174,88;-0,08;0,00;0,00;
0,00;0,00;175,20;0,08;0,00;0,00;
0,00;0,00;175,52;0,08;0,00;0,00;
0,00;0,00;176,00;0,08;0,00;0,00;
0,00;0,00;176,16;0,08;0,00;0,00;
0,00;0,00;176,32;0,08;0,00;0,00;
0,00;0,00;176,64;0,08;0,00;0,00;
0,00;0,00;176,80;0,08;0,00;0,00;
0,00;0,00;176,96;0,08;0,00;0,00;
0,00;0,00;177,60;0,08;0,00;0,00;
0,00;0,00;177,92;-0,08;0,00;0,00;
0,00;0,00;178,56;0,08;0,00;0,00;
0,00;0,00;178,72;0,08;0,00;0,00;
0,00;0,00;179,04;0,08;0,00;0,00;
0,00;0,00;179,20;0,08;0,00;0,00;
0,00;0,00;179,52;0,08;0,00;0,00;
0,00;0,00;179,68;0,08;0,00;0,00;
0,00;0,00;179,84;0,08;0,00;0,00;
0,00;0,00;180,00;0,08;0,00;0,00;
0,00;0,00;180,16;0,08;0,00;0,00;
0,00;0,00;180,64;0,08;0,00;0,00;
0,00;0,00;180,80;0,08;0,00;0,00;
0,00;0,00;180,96;-0,08;0,00;0,00;
0,00;0,00;181,12;0,08;0,00;0,00;
0,00;0,00;181,28;-0,08;0,00;0,00;
0,00;0,00;181,60;0,08;0,00;0,00;
0,00;0,00;181,92;-0,08;0,00;0,00;
0,00;0,00;182,56;0,08;0,00;0,00;
0,00;0,00;183,04;0,08;0,00;0,00;
0,00;0,00;183,36;-0,16;0,00;0,00;
0,00;0,00;183,68;0,08;0,00;0,00;
0,00;0,00;184,00;0,08;0,00;0,00;
0,00;0,00;184,32;-0,08;0,00;0,00;
0,00;0,00;184,80;0,08;0,00;0,00;
0,00;0,00;185,12;0,08;0,00;0,00;
0,00;0,00;185,28;0,08;0,00;0,00;
0,00;0,00;185,44;0,08;0,00;0,00;
0,00;0,00;185,60;0,08;0,00;0,00;
0,00;0,00;185,76;0,08;0,00;0,00;
0,00;0,00;185,92;-0,08;0,00;0,00;
0,00;0,00;186,08;0,08;0,00;0,00;
