21987;04.06.21 11:55:55;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20210604113344P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;66,05;0,04;0,00;0,00;
0,00;0,00;66,59;0,03;0,00;0,00;
0,00;0,00;67,63;0,02;0,00;0,00;
0,00;0,00;69,18;0,04;0,00;0,00;
0,00;0,00;71,24;0,04;0,00;0,00;
0,00;0,00;73,82;0,04;0,00;0,00;
0,00;0,00;76,90;0,04;0,00;0,00;
0,00;0,00;80,38;0,03;0,00;0,00;
0,00;0,00;83,89;0,02;0,00;0,00;
0,00;0,00;87,41;0,03;0,00;0,00;
0,00;0,00;90,93;0,04;0,00;0,00;
0,00;0,00;94,45;0,02;0,00;0,00;
0,00;0,00;97,97;0,01;0,00;0,00;
0,00;0,00;101,49;0,04;0,00;0,00;
0,00;0,00;104,89;0,01;0,00;0,00;
0,00;0,00;107,82;-0,01;0,00;0,00;
0,00;0,00;114,54;-0,01;0,00;0,00;
0,00;0,00;114,96;-0,01;0,00;0,00;
0,00;0,00;115,01;0,01;0,00;0,00;
0,00;0,00;115,12;0,01;0,00;0,00;
0,00;0,00;116,03;0,01;0,00;0,00;
0,00;0,00;116,36;0,01;0,00;0,00;
0,00;0,00;116,58;0,01;0,00;0,00;
0,00;0,00;117,37;0,01;0,00;0,00;
0,00;0,00;117,48;0,01;0,00;0,00;
0,00;0,00;117,82;0,01;0,00;0,00;
0,00;0,00;118,49;0,01;0,00;0,00;
0,00;0,00;118,83;0,01;0,00;0,00;
0,00;0,00;119,83;0,01;0,00;0,00;
0,00;0,00;120,73;0,01;0,00;0,00;
0,00;0,00;121,51;0,01;0,00;0,00;
0,00;0,00;121,74;-0,03;0,00;0,00;
0,00;0,00;120,95;-0,03;0,00;0,00;
0,00;0,00;120,01;0,01;0,00;0,00;
0,00;0,00;119,99;-0,01;0,00;0,00;
0,00;0,00;120,09;0,01;0,00;0,00;
0,00;0,00;120,20;0,01;0,00;0,00;
0,00;0,00;120,88;0,01;0,00;0,00;
0,00;0,00;121,22;0,01;0,00;0,00;
0,00;0,00;121,56;0,01;0,00;0,00;
0,00;0,00;121,67;0,01;0,00;0,00;
0,00;0,00;121,78;0,01;0,00;0,00;
0,00;0,00;122,00;0,01;0,00;0,00;
0,00;0,00;122,34;0,01;0,00;0,00;
0,00;0,00;122,45;0,01;0,00;0,00;
0,00;0,00;122,57;0,01;0,00;0,00;
0,00;0,00;122,68;0,01;0,00;0,00;
0,00;0,00;122,79;0,03;0,00;0,00;
0,00;0,00;122,90;0,10;0,00;0,00;
0,00;0,00;123,01;0,13;0,00;0,00;
0,00;0,00;123,12;0,19;0,00;0,00;
0,00;0,00;123,24;0,23;0,00;0,00;
0,00;0,00;123,35;0,26;0,00;0,00;
0,00;0,00;123,46;0,29;0,00;0,00;
0,00;0,00;123,57;0,31;0,00;0,00;
0,00;0,00;123,68;0,34;0,00;0,00;
0,00;0,00;123,80;0,35;0,00;0,00;
0,00;0,00;123,91;0,38;0,00;0,00;
0,00;0,00;124,02;0,41;0,00;0,00;
0,00;0,00;124,13;0,42;0,00;0,00;
0,00;0,00;124,24;0,44;0,00;0,00;
0,00;0,00;124,36;0,47;0,00;0,00;
0,00;0,00;124,47;0,49;0,00;0,00;
0,00;0,00;124,58;0,51;0,00;0,00;
0,00;0,00;124,69;0,52;0,00;0,00;
0,00;0,00;124,81;0,56;0,00;0,00;
0,00;0,00;124,92;0,56;0,00;0,00;
0,00;0,00;125,03;0,58;0,00;0,00;
0,00;0,00;125,14;0,59;0,00;0,00;
0,00;0,00;125,25;0,60;0,00;0,00;
0,00;0,00;125,36;0,62;0,00;0,00;
0,00;0,00;125,48;0,63;0,00;0,00;
0,00;0,00;125,59;0,66;0,00;0,00;
0,00;0,00;125,70;0,66;0,00;0,00;
0,00;0,00;125,81;0,69;0,00;0,00;
0,00;0,00;125,92;0,70;0,00;0,00;
0,00;0,00;126,04;0,71;0,00;0,00;
0,00;0,00;126,15;0,72;0,00;0,00;
0,00;0,00;126,26;0,73;0,00;0,00;
0,00;0,00;126,37;0,75;0,00;0,00;
0,00;0,00;126,48;0,76;0,00;0,00;
