7669;13.01.20 18:11:49;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200113163635;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;70,25;0,05;0,00;0,00;
0,00;0,00;71,04;0,03;0,00;0,00;
0,00;0,00;72,34;0,03;0,00;0,00;
0,00;0,00;74,15;0,05;0,00;0,00;
0,00;0,00;76,47;0,04;0,00;0,00;
0,00;0,00;79,29;0,03;0,00;0,00;
0,00;0,00;82,63;0,04;0,00;0,00;
0,00;0,00;86,12;0,03;0,00;0,00;
0,00;0,00;89,65;0,03;0,00;0,00;
0,00;0,00;93,17;0,01;0,00;0,00;
0,00;0,00;96,69;0,03;0,00;0,00;
0,00;0,00;100,21;0,04;0,00;0,00;
0,00;0,00;103,72;0,03;0,00;0,00;
0,00;0,00;107,25;0,02;0,00;0,00;
0,00;0,00;110,77;0,01;0,00;0,00;
0,00;0,00;114,12;0,01;0,00;0,00;
0,00;0,00;117,00;-0,01;0,00;0,00;
0,00;0,00;121,28;-0,01;0,00;0,00;
0,00;0,00;122,68;-0,01;0,00;0,00;
0,00;0,00;123,57;-0,01;0,00;0,00;
0,00;0,00;123,97;-0,01;0,00;0,00;
0,00;0,00;124,02;-0,01;0,00;0,00;
0,00;0,00;124,02;-0,01;0,00;0,00;
0,00;0,00;124,09;0,01;0,00;0,00;
0,00;0,00;126,34;0,16;0,00;0,00;
0,00;0,00;126,45;0,57;0,00;0,00;
0,00;0,00;126,56;0,69;0,00;0,00;
0,00;0,00;126,67;0,77;0,00;0,00;
0,00;0,00;126,79;0,85;0,00;0,00;
0,00;0,00;126,90;0,91;0,00;0,00;
0,00;0,00;127,01;0,93;0,00;0,00;
0,00;0,00;127,12;0,98;0,00;0,00;
0,00;0,00;127,24;1,01;0,00;0,00;
0,00;0,00;127,35;1,04;0,00;0,00;
0,00;0,00;127,46;1,07;0,00;0,00;
0,00;0,00;127,57;1,08;0,00;0,00;
0,00;0,00;127,68;1,14;0,00;0,00;
0,00;0,00;127,80;1,17;0,00;0,00;
0,00;0,00;127,91;1,21;0,00;0,00;
0,00;0,00;128,02;1,23;0,00;0,00;
0,00;0,00;128,13;1,26;0,00;0,00;
0,00;0,00;128,24;1,28;0,00;0,00;
0,00;0,00;128,36;1,30;0,00;0,00;
0,00;0,00;128,47;1,34;0,00;0,00;
0,00;0,00;128,58;1,34;0,00;0,00;
0,00;0,00;128,69;1,37;0,00;0,00;
0,00;0,00;128,81;1,39;0,00;0,00;
0,00;0,00;128,92;1,41;0,00;0,00;
0,00;0,00;129,03;1,43;0,00;0,00;
0,00;0,00;129,14;1,45;0,00;0,00;
0,00;0,00;129,25;1,46;0,00;0,00;
0,00;0,00;129,36;1,48;0,00;0,00;
0,00;0,00;129,48;1,53;0,00;0,00;
0,00;0,00;129,59;1,55;0,00;0,00;
0,00;0,00;129,70;1,58;0,00;0,00;
0,00;0,00;129,81;1,60;0,00;0,00;
0,00;0,00;129,92;1,64;0,00;0,00;
0,00;0,00;130,04;1,64;0,00;0,00;
0,00;0,00;130,15;1,66;0,00;0,00;
0,00;0,00;130,26;1,68;0,00;0,00;
0,00;0,00;130,37;1,69;0,00;0,00;
0,00;0,00;130,49;1,73;0,00;0,00;
0,00;0,00;130,60;1,75;0,00;0,00;
0,00;0,00;130,71;1,77;0,00;0,00;
0,00;0,00;130,82;1,80;0,00;0,00;
0,00;0,00;130,93;1,82;0,00;0,00;
0,00;0,00;131,05;1,83;0,00;0,00;
0,00;0,00;131,16;1,86;0,00;0,00;
0,00;0,00;131,27;1,87;0,00;0,00;
0,00;0,00;131,38;1,90;0,00;0,00;
0,00;0,00;131,49;1,93;0,00;0,00;
0,00;0,00;131,60;1,96;0,00;0,00;
0,00;0,00;131,72;1,99;0,00;0,00;
0,00;0,00;131,83;1,99;0,00;0,00;
0,00;0,00;131,94;2,02;0,00;0,00;
0,00;0,00;132,05;2,05;0,00;0,00;
0,00;0,00;132,16;2,05;0,00;0,00;
0,00;0,00;132,28;2,09;0,00;0,00;
0,00;0,00;132,39;2,10;0,00;0,00;
0,00;0,00;132,50;2,10;0,00;0,00;
0,00;0,00;132,61;2,13;0,00;0,00;
0,00;0,00;132,72;2,15;0,00;0,00;
0,00;0,00;132,83;2,16;0,00;0,00;
0,00;0,00;132,95;2,20;0,00;0,00;
0,00;0,00;133,06;2,22;0,00;0,00;
0,00;0,00;133,17;2,22;0,00;0,00;
0,00;0,00;133,28;2,25;0,00;0,00;
0,00;0,00;133,40;2,25;0,00;0,00;
0,00;0,00;133,51;2,28;0,00;0,00;
0,00;0,00;133,62;2,30;0,00;0,00;
0,00;0,00;133,73;2,32;0,00;0,00;
0,00;0,00;133,85;2,34;0,00;0,00;
0,00;0,00;133,96;2,35;0,00;0,00;
0,00;0,00;134,07;2,36;0,00;0,00;
0,00;0,00;134,18;2,36;0,00;0,00;
0,00;0,00;134,29;2,39;0,00;0,00;
0,00;0,00;134,41;2,38;0,00;0,00;
0,00;0,00;134,52;2,41;0,00;0,00;
0,00;0,00;134,63;2,42;0,00;0,00;
0,00;0,00;134,74;2,40;0,00;0,00;
0,00;0,00;134,85;2,42;0,00;0,00;
0,00;0,00;134,96;2,44;0,00;0,00;
0,00;0,00;135,08;2,45;0,00;0,00;
0,00;0,00;135,19;2,45;0,00;0,00;
0,00;0,00;135,30;2,45;0,00;0,00;
0,00;0,00;135,41;2,45;0,00;0,00;
0,00;0,00;135,53;2,45;0,00;0,00;
0,00;0,00;135,64;2,44;0,00;0,00;
0,00;0,00;135,75;2,45;0,00;0,00;
0,00;0,00;135,86;2,46;0,00;0,00;
0,00;0,00;135,97;2,44;0,00;0,00;
0,00;0,00;136,09;2,45;0,00;0,00;
0,00;0,00;136,20;2,45;0,00;0,00;
0,00;0,00;136,31;2,45;0,00;0,00;
0,00;0,00;136,42;2,44;0,00;0,00;
0,00;0,00;136,53;2,44;0,00;0,00;
0,00;0,00;136,65;2,42;0,00;0,00;
0,00;0,00;136,76;2,40;0,00;0,00;
0,00;0,00;136,87;2,37;0,00;0,00;
0,00;0,00;136,98;2,37;0,00;0,00;
0,00;0,00;137,09;2,35;0,00;0,00;
0,00;0,00;137,21;2,34;0,00;0,00;
0,00;0,00;137,32;2,33;0,00;0,00;
0,00;0,00;137,43;2,34;0,00;0,00;
0,00;0,00;137,54;2,32;0,00;0,00;
0,00;0,00;137,65;2,33;0,00;0,00;
0,00;0,00;137,76;2,34;0,00;0,00;
0,00;0,00;137,88;2,32;0,00;0,00;
0,00;0,00;137,99;2,31;0,00;0,00;
0,00;0,00;138,10;2,30;0,00;0,00;
0,00;0,00;138,21;2,29;0,00;0,00;
0,00;0,00;138,33;2,27;0,00;0,00;
0,00;0,00;138,44;2,26;0,00;0,00;
0,00;0,00;138,55;2,26;0,00;0,00;
0,00;0,00;138,66;2,23;0,00;0,00;
0,00;0,00;138,77;2,25;0,00;0,00;
0,00;0,00;138,89;2,23;0,00;0,00;
0,00;0,00;139,00;2,23;0,00;0,00;
0,00;0,00;139,11;2,21;0,00;0,00;
0,00;0,00;139,22;2,20;0,00;0,00;
0,00;0,00;139,33;2,18;0,00;0,00;
0,00;0,00;139,45;2,17;0,00;0,00;
0,00;0,00;139,56;2,15;0,00;0,00;
0,00;0,00;139,67;2,15;0,00;0,00;
0,00;0,00;139,78;2,14;0,00;0,00;
0,00;0,00;139,89;2,13;0,00;0,00;
0,00;0,00;140,00;2,12;0,00;0,00;
0,00;0,00;140,12;2,11;0,00;0,00;
0,00;0,00;140,23;2,11;0,00;0,00;
0,00;0,00;140,34;2,10;0,00;0,00;
0,00;0,00;140,45;2,08;0,00;0,00;
0,00;0,00;140,57;2,07;0,00;0,00;
0,00;0,00;140,68;2,06;0,00;0,00;
0,00;0,00;140,79;2,02;0,00;0,00;
0,00;0,00;140,90;2,02;0,00;0,00;
0,00;0,00;141,01;2,00;0,00;0,00;
0,00;0,00;141,13;1,99;0,00;0,00;
0,00;0,00;141,24;1,99;0,00;0,00;
0,00;0,00;141,35;1,99;0,00;0,00;
0,00;0,00;141,46;1,98;0,00;0,00;
0,00;0,00;141,57;1,98;0,00;0,00;
0,00;0,00;141,69;1,96;0,00;0,00;
0,00;0,00;141,80;1,96;0,00;0,00;
0,00;0,00;141,91;1,94;0,00;0,00;
0,00;0,00;142,02;1,94;0,00;0,00;
0,00;0,00;142,13;1,93;0,00;0,00;
0,00;0,00;142,25;1,93;0,00;0,00;
0,00;0,00;142,36;1,90;0,00;0,00;
0,00;0,00;142,47;1,90;0,00;0,00;
0,00;0,00;142,58;1,90;0,00;0,00;
0,00;0,00;142,69;1,88;0,00;0,00;
0,00;0,00;142,80;1,89;0,00;0,00;
0,00;0,00;142,92;1,86;0,00;0,00;
0,00;0,00;143,03;1,87;0,00;0,00;
0,00;0,00;143,14;1,86;0,00;0,00;
0,00;0,00;143,25;1,85;0,00;0,00;
0,00;0,00;143,36;1,85;0,00;0,00;
0,00;0,00;143,48;1,85;0,00;0,00;
0,00;0,00;143,59;1,83;0,00;0,00;
0,00;0,00;143,70;1,84;0,00;0,00;
0,00;0,00;143,81;1,83;0,00;0,00;
0,00;0,00;143,93;1,83;0,00;0,00;
0,00;0,00;144,04;1,83;0,00;0,00;
0,00;0,00;144,15;1,82;0,00;0,00;
0,00;0,00;144,26;1,82;0,00;0,00;
0,00;0,00;144,37;1,82;0,00;0,00;
0,00;0,00;144,49;1,83;0,00;0,00;
0,00;0,00;144,60;1,83;0,00;0,00;
0,00;0,00;144,71;1,80;0,00;0,00;
0,00;0,00;144,82;1,80;0,00;0,00;
0,00;0,00;144,93;1,80;0,00;0,00;
0,00;0,00;145,05;1,80;0,00;0,00;
0,00;0,00;145,16;1,79;0,00;0,00;
0,00;0,00;145,27;1,78;0,00;0,00;
0,00;0,00;145,38;1,78;0,00;0,00;
0,00;0,00;145,49;1,80;0,00;0,00;
0,00;0,00;145,61;1,79;0,00;0,00;
0,00;0,00;145,72;1,80;0,00;0,00;
0,00;0,00;145,83;1,80;0,00;0,00;
0,00;0,00;145,94;1,78;0,00;0,00;
0,00;0,00;146,05;1,80;0,00;0,00;
0,00;0,00;146,16;1,78;0,00;0,00;
0,00;0,00;146,28;1,78;0,00;0,00;
0,00;0,00;146,39;1,78;0,00;0,00;
0,00;0,00;146,50;1,78;0,00;0,00;
0,00;0,00;146,61;1,79;0,00;0,00;
0,00;0,00;146,73;1,77;0,00;0,00;
0,00;0,00;146,84;1,77;0,00;0,00;
0,00;0,00;146,95;1,78;0,00;0,00;
0,00;0,00;147,06;1,79;0,00;0,00;
0,00;0,00;147,17;1,77;0,00;0,00;
0,00;0,00;147,28;1,80;0,00;0,00;
0,00;0,00;147,40;1,78;0,00;0,00;
0,00;0,00;147,51;1,75;0,00;0,00;
0,00;0,00;147,62;1,75;0,00;0,00;
0,00;0,00;147,73;1,75;0,00;0,00;
0,00;0,00;147,85;1,73;0,00;0,00;
0,00;0,00;147,96;1,73;0,00;0,00;
0,00;0,00;148,07;1,72;0,00;0,00;
0,00;0,00;148,18;1,73;0,00;0,00;
0,00;0,00;148,29;1,74;0,00;0,00;
0,00;0,00;148,41;1,75;0,00;0,00;
0,00;0,00;148,52;1,73;0,00;0,00;
0,00;0,00;148,63;1,75;0,00;0,00;
0,00;0,00;148,74;1,75;0,00;0,00;
0,00;0,00;148,85;1,75;0,00;0,00;
