75195;03.09.21 10:06:21;10;Repair_strategy;start interrupted (14);20210901175046P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,02;0,00;0,00;
0,00;0,00;0,06;0,24;0,00;0,00;
0,00;0,00;0,62;0,13;0,00;0,00;
0,00;0,00;1,65;0,13;0,00;0,00;
0,00;0,00;3,17;0,18;0,00;0,00;
0,00;0,00;5,22;0,15;0,00;0,00;
0,00;0,00;7,78;0,20;0,00;0,00;
0,00;0,00;10,84;0,04;0,00;0,00;
0,00;0,00;13,95;0,11;0,00;0,00;
0,00;0,00;17,13;0,11;0,00;0,00;
0,00;0,00;20,35;0,09;0,00;0,00;
0,00;0,00;23,55;0,11;0,00;0,00;
0,00;0,00;26,75;0,11;0,00;0,00;
0,00;0,00;29,95;0,11;0,00;0,00;
0,00;0,00;33,15;0,09;0,00;0,00;
0,00;0,00;36,35;0,11;0,00;0,00;
0,00;0,00;39,54;0,13;0,00;0,00;
0,00;0,00;42,75;0,11;0,00;0,00;
0,00;0,00;45,95;0,09;0,00;0,00;
0,00;0,00;49,15;0,13;0,00;0,00;
0,00;0,00;52,35;0,11;0,00;0,00;
0,00;0,00;55,55;0,13;0,00;0,00;
0,00;0,00;58,74;0,11;0,00;0,00;
0,00;0,00;61,95;0,06;0,00;0,00;
0,00;0,00;65,15;0,11;0,00;0,00;
0,00;0,00;68,35;0,11;0,00;0,00;
0,00;0,00;71,54;0,11;0,00;0,00;
0,00;0,00;74,75;0,11;0,00;0,00;
0,00;0,00;77,95;0,09;0,00;0,00;
0,00;0,00;81,15;0,11;0,00;0,00;
0,00;0,00;84,35;0,11;0,00;0,00;
0,00;0,00;87,55;0,11;0,00;0,00;
0,00;0,00;90,75;0,11;0,00;0,00;
0,00;0,00;93,95;0,09;0,00;0,00;
0,00;0,00;97,15;0,11;0,00;0,00;
0,00;0,00;100,35;0,09;0,00;0,00;
0,00;0,00;103,55;0,11;0,00;0,00;
0,00;0,00;106,75;0,11;0,00;0,00;
0,00;0,00;109,95;0,09;0,00;0,00;
0,00;0,00;113,15;0,11;0,00;0,00;
0,00;0,00;116,35;0,11;0,00;0,00;
0,00;0,00;119,55;0,11;0,00;0,00;
0,00;0,00;122,75;0,11;0,00;0,00;
0,00;0,00;125,95;0,09;0,00;0,00;
0,00;0,00;129,15;0,13;0,00;0,00;
0,00;0,00;132,35;0,11;0,00;0,00;
0,00;0,00;135,55;0,13;0,00;0,00;
0,00;0,00;138,75;0,11;0,00;0,00;
0,00;0,00;141,88;-0,03;0,00;0,00;
0,00;0,00;144,51;0,04;0,00;0,00;
0,00;0,00;146,72;0,04;0,00;0,00;
0,00;0,00;149,67;-0,02;0,00;0,00;
0,00;0,00;150,39;-0,05;0,00;0,00;
0,00;0,00;150,63;-0,00;0,00;0,00;
0,00;0,00;150,71;0,02;0,00;0,00;
0,00;0,00;150,84;0,02;0,00;0,00;
0,00;0,00;150,99;0,04;0,00;0,00;
0,00;0,00;151,15;0,06;0,00;0,00;
0,00;0,00;151,31;0,02;0,00;0,00;
0,00;0,00;151,47;0,04;0,00;0,00;
0,00;0,00;151,79;0,04;0,00;0,00;
0,00;0,00;151,95;0,02;0,00;0,00;
0,00;0,00;152,11;0,02;0,00;0,00;
0,00;0,00;152,43;0,02;0,00;0,00;
0,00;0,00;152,59;0,06;0,00;0,00;
0,00;0,00;152,75;0,04;0,00;0,00;
0,00;0,00;152,91;0,24;0,00;0,00;
0,00;0,00;153,07;0,24;0,00;0,00;
0,00;0,00;153,23;0,88;0,00;0,00;
0,00;0,00;153,38;1,85;0,00;0,00;
0,00;0,00;153,53;2,60;0,00;0,00;
0,00;0,00;153,69;3,46;0,00;0,00;
0,00;0,00;153,84;4,27;0,00;0,00;
0,00;0,00;154,00;4,52;0,00;0,00;
0,00;0,00;154,17;4,63;0,00;0,00;
0,00;0,00;154,34;4,72;0,00;0,00;
0,00;0,00;154,50;4,66;0,00;0,00;
0,00;0,00;154,66;4,79;0,00;0,00;
0,00;0,00;154,82;5,17;0,00;0,00;
0,00;0,00;154,98;5,88;0,00;0,00;
0,00;0,00;155,13;6,62;0,00;0,00;
0,00;0,00;155,29;7,37;0,00;0,00;
0,00;0,00;155,45;8,20;0,00;0,00;
0,00;0,00;155,51;8,20;0,00;0,00;
0,00;0,00;155,53;8,41;0,00;0,00;
0,00;0,00;155,53;8,36;0,00;0,00;
0,00;0,00;155,53;8,32;0,00;0,00;
0,00;0,00;155,53;8,34;0,00;0,00;
0,00;0,00;155,53;8,32;0,00;0,00;
0,00;0,00;155,54;8,32;0,00;0,00;
0,00;0,00;155,54;8,32;0,00;0,00;
0,00;0,00;155,54;8,32;0,00;0,00;
0,00;0,00;155,54;8,32;0,00;0,00;
0,00;0,00;155,54;8,29;0,00;0,00;
0,00;0,00;155,54;8,25;0,00;0,00;
0,00;0,00;155,54;8,23;0,00;0,00;
