2786;28.01.20 10:25:00;22;Avvicinamento pre-pressata pressata Fuori Ingombro;Alcun errore (0);20200128101331;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;41,96;0,20;0,00;0,00;
0,00;0,00;42,50;0,12;0,00;0,00;
0,00;0,00;43,52;0,14;0,00;0,00;
0,00;0,00;45,04;0,18;0,00;0,00;
0,00;0,00;47,09;0,18;0,00;0,00;
0,00;0,00;49,66;0,18;0,00;0,00;
0,00;0,00;52,68;0,25;0,00;0,00;
0,00;0,00;55,85;0,12;0,00;0,00;
0,00;0,00;58,98;0,12;0,00;0,00;
0,00;0,00;62,30;0,05;0,00;0,00;
0,00;0,00;65,42;0,16;0,00;0,00;
0,00;0,00;68,61;0,25;0,00;0,00;
0,00;0,00;71,86;0,09;0,00;0,00;
0,00;0,00;75,00;0,12;0,00;0,00;
0,00;0,00;78,25;0,07;0,00;0,00;
0,00;0,00;81,42;0,12;0,00;0,00;
0,00;0,00;84,64;0,14;0,00;0,00;
0,00;0,00;87,84;0,16;0,00;0,00;
0,00;0,00;91,04;0,14;0,00;0,00;
0,00;0,00;94,24;0,14;0,00;0,00;
0,00;0,00;97,44;0,12;0,00;0,00;
0,00;0,00;100,64;0,12;0,00;0,00;
0,00;0,00;103,84;0,09;0,00;0,00;
0,00;0,00;107,04;0,09;0,00;0,00;
0,00;0,00;110,24;0,16;0,00;0,00;
0,00;0,00;113,44;0,14;0,00;0,00;
0,00;0,00;116,64;0,18;0,00;0,00;
0,00;0,00;119,84;0,12;0,00;0,00;
0,00;0,00;123,04;0,12;0,00;0,00;
0,00;0,00;126,24;0,14;0,00;0,00;
0,00;0,00;129,44;0,12;0,00;0,00;
0,00;0,00;132,64;0,14;0,00;0,00;
0,00;0,00;135,84;0,14;0,00;0,00;
0,00;0,00;139,04;0,12;0,00;0,00;
0,00;0,00;144,79;0,07;0,00;0,00;
0,00;0,00;146,98;0,05;0,00;0,00;
0,00;0,00;150,67;0,02;0,00;0,00;
0,00;0,00;150,78;0,07;0,00;0,00;
0,00;0,00;150,91;0,07;0,00;0,00;
0,00;0,00;151,07;0,05;0,00;0,00;
0,00;0,00;151,23;0,05;0,00;0,00;
0,00;0,00;151,39;0,02;0,00;0,00;
0,00;0,00;151,55;0,05;0,00;0,00;
0,00;0,00;151,71;0,07;0,00;0,00;
0,00;0,00;151,87;0,05;0,00;0,00;
0,00;0,00;152,03;0,05;0,00;0,00;
0,00;0,00;152,19;0,02;0,00;0,00;
0,00;0,00;152,35;0,02;0,00;0,00;
0,00;0,00;152,51;0,05;0,00;0,00;
0,00;0,00;152,67;0,07;0,00;0,00;
0,00;0,00;152,83;0,05;0,00;0,00;
0,00;0,00;152,99;0,05;0,00;0,00;
0,00;0,00;153,15;0,05;0,00;0,00;
0,00;0,00;153,31;0,05;0,00;0,00;
0,00;0,00;153,47;0,05;0,00;0,00;
0,00;0,00;153,63;0,05;0,00;0,00;
0,00;0,00;153,79;0,07;0,00;0,00;
0,00;0,00;153,95;0,05;0,00;0,00;
0,00;0,00;154,11;0,07;0,00;0,00;
0,00;0,00;154,27;0,25;0,00;0,00;
0,00;0,00;154,43;0,23;0,00;0,00;
0,00;0,00;154,59;0,36;0,00;0,00;
0,00;0,00;154,75;0,72;0,00;0,00;
0,00;0,00;154,90;1,18;0,00;0,00;
0,00;0,00;155,06;1,38;0,00;0,00;
0,00;0,00;155,22;1,43;0,00;0,00;
0,00;0,00;155,39;1,54;0,00;0,00;
0,00;0,00;155,55;1,61;0,00;0,00;
0,00;0,00;155,70;1,54;0,00;0,00;
0,00;0,00;155,71;1,36;0,00;0,00;
