44889;10.06.21 10:55:02;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210610100843P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,20;0,16;0,00;0,00;
0,00;0,00;171,26;0,37;0,00;0,00;
0,00;0,00;171,52;0,08;0,00;0,00;
0,00;0,00;171,52;0,30;0,00;0,00;
0,00;0,00;171,70;0,23;0,00;0,00;
0,00;0,00;171,84;0,23;0,00;0,00;
0,00;0,00;172,00;0,16;0,00;0,00;
0,00;0,00;172,17;0,16;0,00;0,00;
0,00;0,00;172,33;0,23;0,00;0,00;
0,00;0,00;172,49;0,31;0,00;0,00;
0,00;0,00;172,65;0,23;0,00;0,00;
0,00;0,00;172,81;0,23;0,00;0,00;
0,00;0,00;172,97;0,31;0,00;0,00;
0,00;0,00;173,13;0,31;0,00;0,00;
0,00;0,00;173,29;0,31;0,00;0,00;
0,00;0,00;173,45;0,23;0,00;0,00;
0,00;0,00;173,61;0,16;0,00;0,00;
0,00;0,00;173,77;0,23;0,00;0,00;
0,00;0,00;173,93;0,23;0,00;0,00;
0,00;0,00;174,09;0,31;0,00;0,00;
0,00;0,00;174,25;0,16;0,00;0,00;
0,00;0,00;174,41;0,23;0,00;0,00;
0,00;0,00;174,57;0,31;0,00;0,00;
0,00;0,00;174,73;0,23;0,00;0,00;
0,00;0,00;174,89;0,16;0,00;0,00;
0,00;0,00;175,05;0,23;0,00;0,00;
0,00;0,00;175,21;0,23;0,00;0,00;
0,00;0,00;175,37;0,08;0,00;0,00;
0,00;0,00;175,53;0,31;0,00;0,00;
0,00;0,00;175,69;0,16;0,00;0,00;
0,00;0,00;175,85;0,08;0,00;0,00;
0,00;0,00;176,01;0,23;0,00;0,00;
0,00;0,00;176,17;0,16;0,00;0,00;
0,00;0,00;176,33;0,16;0,00;0,00;
0,00;0,00;176,49;0,23;0,00;0,00;
0,00;0,00;176,65;0,23;0,00;0,00;
0,00;0,00;176,81;0,31;0,00;0,00;
0,00;0,00;176,97;0,31;0,00;0,00;
0,00;0,00;177,13;0,31;0,00;0,00;
0,00;0,00;177,29;0,23;0,00;0,00;
0,00;0,00;177,45;0,23;0,00;0,00;
0,00;0,00;177,61;0,31;0,00;0,00;
0,00;0,00;177,77;0,31;0,00;0,00;
0,00;0,00;177,93;0,23;0,00;0,00;
0,00;0,00;178,09;0,31;0,00;0,00;
0,00;0,00;178,25;0,69;0,00;0,00;
0,00;0,00;178,40;2,59;0,00;0,00;
0,00;0,00;178,56;3,19;0,00;0,00;
0,00;0,00;178,72;3,58;0,00;0,00;
0,00;0,00;178,89;3,88;0,00;0,00;
0,00;0,00;179,05;4,19;0,00;0,00;
0,00;0,00;179,21;4,41;0,00;0,00;
0,00;0,00;179,37;4,80;0,00;0,00;
0,00;0,00;179,53;5,09;0,00;0,00;
0,00;0,00;179,69;5,33;0,00;0,00;
0,00;0,00;179,85;5,48;0,00;0,00;
0,00;0,00;180,01;5,78;0,00;0,00;
0,00;0,00;180,17;6,09;0,00;0,00;
0,00;0,00;180,33;6,31;0,00;0,00;
0,00;0,00;180,49;6,62;0,00;0,00;
0,00;0,00;180,65;6,70;0,00;0,00;
0,00;0,00;180,81;6,93;0,00;0,00;
0,00;0,00;180,97;7,15;0,00;0,00;
0,00;0,00;181,13;7,30;0,00;0,00;
0,00;0,00;181,29;7,62;0,00;0,00;
0,00;0,00;181,45;7,68;0,00;0,00;
0,00;0,00;181,61;7,91;0,00;0,00;
0,00;0,00;181,77;8,07;0,00;0,00;
0,00;0,00;181,80;6,15;0,00;0,00;
0,00;0,00;181,82;7,60;0,00;0,00;
0,00;0,00;181,82;7,46;0,00;0,00;
0,00;0,00;181,82;7,38;0,00;0,00;
0,00;0,00;181,82;7,30;0,00;0,00;
0,00;0,00;181,82;7,30;0,00;0,00;
0,00;0,00;181,82;7,07;0,00;0,00;
0,00;0,00;181,82;7,07;0,00;0,00;
0,00;0,00;181,82;7,01;0,00;0,00;
0,00;0,00;181,82;7,01;0,00;0,00;
0,00;0,00;181,82;7,01;0,00;0,00;
0,00;0,00;181,82;7,01;0,00;0,00;
0,00;0,00;181,82;7,01;0,00;0,00;
0,00;0,00;181,82;7,01;0,00;0,00;
0,00;0,00;181,82;6,93;0,00;0,00;
