1897;08.05.20 12:27:03;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20200508111346P0028;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;40,17;0,23;0,00;0,00;
0,00;0,00;40,95;0,16;0,00;0,00;
0,00;0,00;42,22;0,11;0,00;0,00;
0,00;0,00;44,01;0,13;0,00;0,00;
0,00;0,00;46,31;0,23;0,00;0,00;
0,00;0,00;49,13;0,20;0,00;0,00;
0,00;0,00;52,30;0,06;0,00;0,00;
0,00;0,00;55,41;0,11;0,00;0,00;
0,00;0,00;58,64;0,09;0,00;0,00;
0,00;0,00;61,84;0,09;0,00;0,00;
0,00;0,00;65,04;0,16;0,00;0,00;
0,00;0,00;68,25;0,09;0,00;0,00;
0,00;0,00;71,45;0,06;0,00;0,00;
0,00;0,00;74,64;0,16;0,00;0,00;
0,00;0,00;77,84;0,11;0,00;0,00;
0,00;0,00;81,04;0,13;0,00;0,00;
0,00;0,00;84,25;0,11;0,00;0,00;
0,00;0,00;87,45;0,09;0,00;0,00;
0,00;0,00;90,65;0,11;0,00;0,00;
0,00;0,00;93,84;0,09;0,00;0,00;
0,00;0,00;97,05;0,16;0,00;0,00;
0,00;0,00;100,25;0,13;0,00;0,00;
0,00;0,00;103,45;0,11;0,00;0,00;
0,00;0,00;106,65;0,11;0,00;0,00;
0,00;0,00;109,85;0,09;0,00;0,00;
0,00;0,00;113,04;0,18;0,00;0,00;
0,00;0,00;116,25;0,13;0,00;0,00;
0,00;0,00;119,45;0,06;0,00;0,00;
0,00;0,00;122,65;0,11;0,00;0,00;
0,00;0,00;125,85;0,06;0,00;0,00;
0,00;0,00;129,05;0,16;0,00;0,00;
0,00;0,00;132,25;0,13;0,00;0,00;
0,00;0,00;135,45;0,09;0,00;0,00;
0,00;0,00;138,65;0,11;0,00;0,00;
0,00;0,00;141,85;0,06;0,00;0,00;
0,00;0,00;145,05;0,13;0,00;0,00;
0,00;0,00;148,25;0,16;0,00;0,00;
0,00;0,00;151,45;0,06;0,00;0,00;
0,00;0,00;154,53;-0,02;0,00;0,00;
0,00;0,00;157,11;0,09;0,00;0,00;
0,00;0,00;159,26;0,06;0,00;0,00;
0,00;0,00;160,90;0,02;0,00;0,00;
0,00;0,00;162,04;0,02;0,00;0,00;
0,00;0,00;162,68;0,06;0,00;0,00;
0,00;0,00;162,85;0,23;0,00;0,00;
0,00;0,00;162,91;0,23;0,00;0,00;
0,00;0,00;162,92;0,25;0,00;0,00;
0,00;0,00;163,01;0,77;0,00;0,00;
0,00;0,00;163,13;4,24;0,00;0,00;
0,00;0,00;163,25;7,81;0,00;0,00;
0,00;0,00;163,39;11,25;0,00;0,00;
0,00;0,00;163,43;11,41;0,00;0,00;
0,00;0,00;163,46;12,06;0,00;0,00;
0,00;0,00;163,47;12,08;0,00;0,00;
0,00;0,00;163,48;12,22;0,00;0,00;
0,00;0,00;163,49;12,36;0,00;0,00;
0,00;0,00;163,50;12,40;0,00;0,00;
0,00;0,00;163,50;12,47;0,00;0,00;
0,00;0,00;163,50;12,47;0,00;0,00;
0,00;0,00;163,51;12,47;0,00;0,00;
0,00;0,00;163,51;12,47;0,00;0,00;
0,00;0,00;163,51;12,47;0,00;0,00;
0,00;0,00;163,51;12,47;0,00;0,00;
0,00;0,00;163,51;12,47;0,00;0,00;
