9156;16.09.20 09:55:31;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200914093025A0217;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,18;0,00;0,00;
0,00;0,00;0,61;0,06;0,00;0,00;
0,00;0,00;1,63;0,09;0,00;0,00;
0,00;0,00;3,16;0,11;0,00;0,00;
0,00;0,00;5,20;0,11;0,00;0,00;
0,00;0,00;7,77;0,13;0,00;0,00;
0,00;0,00;10,80;0,04;0,00;0,00;
0,00;0,00;13,94;0,04;0,00;0,00;
0,00;0,00;17,11;0,16;0,00;0,00;
0,00;0,00;20,34;0,02;0,00;0,00;
0,00;0,00;23,53;0,09;0,00;0,00;
0,00;0,00;26,74;0,04;0,00;0,00;
0,00;0,00;29,94;0,04;0,00;0,00;
0,00;0,00;33,14;0,06;0,00;0,00;
0,00;0,00;36,34;0,06;0,00;0,00;
0,00;0,00;39,54;0,04;0,00;0,00;
0,00;0,00;42,74;0,06;0,00;0,00;
0,00;0,00;45,94;0,04;0,00;0,00;
0,00;0,00;49,14;0,09;0,00;0,00;
0,00;0,00;52,34;0,04;0,00;0,00;
0,00;0,00;55,54;0,09;0,00;0,00;
0,00;0,00;58,74;0,04;0,00;0,00;
0,00;0,00;61,94;0,02;0,00;0,00;
0,00;0,00;65,14;0,06;0,00;0,00;
0,00;0,00;68,34;0,06;0,00;0,00;
0,00;0,00;71,54;0,04;0,00;0,00;
0,00;0,00;74,74;0,06;0,00;0,00;
0,00;0,00;77,95;0,04;0,00;0,00;
0,00;0,00;81,14;0,04;0,00;0,00;
0,00;0,00;84,34;0,06;0,00;0,00;
0,00;0,00;87,54;0,02;0,00;0,00;
0,00;0,00;90,74;0,09;0,00;0,00;
0,00;0,00;93,95;0,02;0,00;0,00;
0,00;0,00;97,15;0,06;0,00;0,00;
0,00;0,00;100,34;0,02;0,00;0,00;
0,00;0,00;103,54;0,06;0,00;0,00;
0,00;0,00;106,75;0,06;0,00;0,00;
0,00;0,00;109,95;0,02;0,00;0,00;
0,00;0,00;113,15;0,06;0,00;0,00;
0,00;0,00;116,35;0,06;0,00;0,00;
0,00;0,00;119,55;0,06;0,00;0,00;
0,00;0,00;122,74;0,09;0,00;0,00;
0,00;0,00;125,95;0,02;0,00;0,00;
0,00;0,00;129,15;0,11;0,00;0,00;
0,00;0,00;132,35;0,04;0,00;0,00;
0,00;0,00;135,54;0,06;0,00;0,00;
0,00;0,00;138,75;0,04;0,00;0,00;
0,00;0,00;141,88;-0,03;0,00;0,00;
0,00;0,00;144,51;-0,00;0,00;0,00;
0,00;0,00;148,45;-0,02;0,00;0,00;
0,00;0,00;149,68;-0,05;0,00;0,00;
0,00;0,00;150,40;-0,07;0,00;0,00;
0,00;0,00;150,65;-0,02;0,00;0,00;
0,00;0,00;150,71;-0,02;0,00;0,00;
0,00;0,00;150,85;-0,02;0,00;0,00;
0,00;0,00;156,71;-0,05;0,00;0,00;
0,00;0,00;156,71;0,02;0,00;0,00;
0,00;0,00;156,70;-0,02;0,00;0,00;
