2162;11.06.20 13:46:29;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200610204554A0218;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;-0,02;0,00;0,00;
0,00;0,00;0,05;0,23;0,00;0,00;
0,00;0,00;0,58;0,20;0,00;0,00;
0,00;0,00;1,61;0,16;0,00;0,00;
0,00;0,00;3,14;0,23;0,00;0,00;
0,00;0,00;5,19;0,20;0,00;0,00;
0,00;0,00;7,75;0,27;0,00;0,00;
0,00;0,00;10,77;0,11;0,00;0,00;
0,00;0,00;13,94;0,16;0,00;0,00;
0,00;0,00;17,09;0,24;0,00;0,00;
0,00;0,00;20,40;0,09;0,00;0,00;
0,00;0,00;23,51;0,11;0,00;0,00;
0,00;0,00;26,67;0,31;0,00;0,00;
0,00;0,00;30,01;0,27;0,00;0,00;
0,00;0,00;33,11;0,18;0,00;0,00;
0,00;0,00;36,27;0,20;0,00;0,00;
0,00;0,00;39,58;0,09;0,00;0,00;
0,00;0,00;42,68;0,18;0,00;0,00;
0,00;0,00;45,85;0,02;0,00;0,00;
0,00;0,00;49,19;-0,00;0,00;0,00;
0,00;0,00;52,28;0,16;0,00;0,00;
0,00;0,00;55,45;0,09;0,00;0,00;
0,00;0,00;58,78;-0,07;0,00;0,00;
0,00;0,00;61,88;0,16;0,00;0,00;
0,00;0,00;65,09;0,38;0,00;0,00;
0,00;0,00;68,32;0,16;0,00;0,00;
0,00;0,00;71,49;0,16;0,00;0,00;
0,00;0,00;74,72;0,13;0,00;0,00;
0,00;0,00;77,90;0,09;0,00;0,00;
0,00;0,00;81,12;0,23;0,00;0,00;
0,00;0,00;84,31;0,13;0,00;0,00;
0,00;0,00;87,52;0,16;0,00;0,00;
0,00;0,00;90,71;0,16;0,00;0,00;
0,00;0,00;93,91;0,13;0,00;0,00;
0,00;0,00;97,12;0,20;0,00;0,00;
0,00;0,00;100,32;0,13;0,00;0,00;
0,00;0,00;103,52;0,13;0,00;0,00;
0,00;0,00;106,71;0,18;0,00;0,00;
0,00;0,00;109,92;0,09;0,00;0,00;
0,00;0,00;113,12;0,23;0,00;0,00;
0,00;0,00;116,32;0,13;0,00;0,00;
0,00;0,00;119,52;0,13;0,00;0,00;
0,00;0,00;122,71;0,16;0,00;0,00;
0,00;0,00;125,92;0,13;0,00;0,00;
0,00;0,00;129,12;0,20;0,00;0,00;
0,00;0,00;132,32;0,11;0,00;0,00;
0,00;0,00;135,52;0,16;0,00;0,00;
0,00;0,00;138,72;0,16;0,00;0,00;
0,00;0,00;141,92;0,11;0,00;0,00;
0,00;0,00;145,12;0,20;0,00;0,00;
0,00;0,00;148,32;0,11;0,00;0,00;
0,00;0,00;151,52;0,13;0,00;0,00;
0,00;0,00;154,72;0,13;0,00;0,00;
0,00;0,00;157,92;0,09;0,00;0,00;
0,00;0,00;163,34;0,05;0,00;0,00;
0,00;0,00;165,35;0,07;0,00;0,00;
0,00;0,00;166,85;0,05;0,00;0,00;
0,00;0,00;167,83;0,05;0,00;0,00;
0,00;0,00;168,40;0,05;0,00;0,00;
0,00;0,00;168,51;0,07;0,00;0,00;
0,00;0,00;168,65;0,11;0,00;0,00;
0,00;0,00;168,81;0,07;0,00;0,00;
0,00;0,00;168,97;0,07;0,00;0,00;
0,00;0,00;169,13;0,05;0,00;0,00;
0,00;0,00;169,29;0,09;0,00;0,00;
0,00;0,00;169,45;0,09;0,00;0,00;
0,00;0,00;169,61;0,09;0,00;0,00;
0,00;0,00;169,77;0,09;0,00;0,00;
0,00;0,00;169,93;0,09;0,00;0,00;
0,00;0,00;170,09;0,09;0,00;0,00;
0,00;0,00;170,25;0,09;0,00;0,00;
0,00;0,00;170,41;0,09;0,00;0,00;
0,00;0,00;170,57;0,09;0,00;0,00;
0,00;0,00;170,73;0,09;0,00;0,00;
0,00;0,00;170,89;0,09;0,00;0,00;
0,00;0,00;171,05;0,09;0,00;0,00;
0,00;0,00;171,21;0,09;0,00;0,00;
0,00;0,00;171,37;0,09;0,00;0,00;
0,00;0,00;171,53;0,09;0,00;0,00;
0,00;0,00;171,69;0,07;0,00;0,00;
0,00;0,00;171,85;0,09;0,00;0,00;
0,00;0,00;172,01;0,09;0,00;0,00;
0,00;0,00;172,17;0,09;0,00;0,00;
0,00;0,00;172,33;0,09;0,00;0,00;
0,00;0,00;172,49;0,09;0,00;0,00;
0,00;0,00;172,65;0,20;0,00;0,00;
0,00;0,00;172,81;0,23;0,00;0,00;
0,00;0,00;172,91;0,36;0,00;0,00;
0,00;0,00;172,91;0,45;0,00;0,00;
0,00;0,00;172,91;0,45;0,00;0,00;
0,00;0,00;172,91;0,45;0,00;0,00;
0,00;0,00;172,91;0,43;0,00;0,00;
0,00;0,00;172,91;0,43;0,00;0,00;
0,00;0,00;172,91;0,36;0,00;0,00;
0,00;0,00;172,91;0,36;0,00;0,00;
0,00;0,00;172,91;0,36;0,00;0,00;
0,00;0,00;172,91;0,34;0,00;0,00;
0,00;0,00;172,90;0,31;0,00;0,00;
0,00;0,00;172,90;0,31;0,00;0,00;
0,00;0,00;172,90;0,29;0,00;0,00;
0,00;0,00;172,90;0,27;0,00;0,00;
