9002;01.09.20 10:43:16;10;Repair_strategy;force > max. force (8);20200831135601P0037;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;17,76;0,04;0,00;0,00;
0,00;0,00;18,55;0,04;0,00;0,00;
0,00;0,00;19,84;0,04;0,00;0,00;
0,00;0,00;21,65;0,04;0,00;0,00;
0,00;0,00;23,96;0,05;0,00;0,00;
0,00;0,00;26,80;0,04;0,00;0,00;
0,00;0,00;30,14;0,04;0,00;0,00;
0,00;0,00;33,61;0,03;0,00;0,00;
0,00;0,00;37,15;0,03;0,00;0,00;
0,00;0,00;40,67;0,04;0,00;0,00;
0,00;0,00;44,19;0,04;0,00;0,00;
0,00;0,00;47,71;0,02;0,00;0,00;
0,00;0,00;51,23;0,03;0,00;0,00;
0,00;0,00;54,74;0,03;0,00;0,00;
0,00;0,00;58,27;0,04;0,00;0,00;
0,00;0,00;61,79;0,03;0,00;0,00;
0,00;0,00;65,31;0,02;0,00;0,00;
0,00;0,00;68,83;0,01;0,00;0,00;
0,00;0,00;72,35;0,03;0,00;0,00;
0,00;0,00;75,87;0,03;0,00;0,00;
0,00;0,00;79,39;0,03;0,00;0,00;
0,00;0,00;82,91;0,01;0,00;0,00;
0,00;0,00;86,43;0,01;0,00;0,00;
0,00;0,00;89,95;0,01;0,00;0,00;
0,00;0,00;93,47;0,04;0,00;0,00;
0,00;0,00;96,99;0,04;0,00;0,00;
0,00;0,00;100,51;0,04;0,00;0,00;
0,00;0,00;103,86;0,01;0,00;0,00;
0,00;0,00;106,73;0,01;0,00;0,00;
0,00;0,00;109,10;-0,01;0,00;0,00;
0,00;0,00;110,95;0,01;0,00;0,00;
0,00;0,00;112,31;-0,01;0,00;0,00;
0,00;0,00;113,15;-0,01;0,00;0,00;
0,00;0,00;113,49;-0,01;0,00;0,00;
0,00;0,00;113,52;0,01;0,00;0,00;
0,00;0,00;113,59;0,02;0,00;0,00;
0,00;0,00;113,67;0,01;0,00;0,00;
0,00;0,00;113,75;0,01;0,00;0,00;
0,00;0,00;113,83;0,01;0,00;0,00;
0,00;0,00;113,91;0,01;0,00;0,00;
0,00;0,00;113,99;0,01;0,00;0,00;
0,00;0,00;114,07;0,01;0,00;0,00;
0,00;0,00;114,15;0,01;0,00;0,00;
0,00;0,00;114,23;0,01;0,00;0,00;
0,00;0,00;114,31;0,02;0,00;0,00;
0,00;0,00;114,39;0,01;0,00;0,00;
0,00;0,00;114,47;0,01;0,00;0,00;
0,00;0,00;114,55;0,01;0,00;0,00;
0,00;0,00;114,63;0,01;0,00;0,00;
0,00;0,00;114,71;0,01;0,00;0,00;
0,00;0,00;114,79;0,01;0,00;0,00;
0,00;0,00;114,87;0,01;0,00;0,00;
0,00;0,00;114,95;0,01;0,00;0,00;
0,00;0,00;115,03;0,01;0,00;0,00;
0,00;0,00;115,11;0,01;0,00;0,00;
0,00;0,00;115,19;0,01;0,00;0,00;
0,00;0,00;115,27;0,01;0,00;0,00;
0,00;0,00;115,35;0,02;0,00;0,00;
0,00;0,00;115,43;0,01;0,00;0,00;
0,00;0,00;115,51;0,01;0,00;0,00;
0,00;0,00;115,59;0,01;0,00;0,00;
0,00;0,00;115,67;0,02;0,00;0,00;
0,00;0,00;115,75;0,03;0,00;0,00;
0,00;0,00;115,83;0,03;0,00;0,00;
0,00;0,00;115,91;0,01;0,00;0,00;
0,00;0,00;116,00;0,01;0,00;0,00;
0,00;0,00;116,07;0,01;0,00;0,00;
0,00;0,00;116,15;0,01;0,00;0,00;
0,00;0,00;116,23;0,01;0,00;0,00;
0,00;0,00;116,32;0,01;0,00;0,00;
0,00;0,00;116,40;0,02;0,00;0,00;
0,00;0,00;116,47;0,01;0,00;0,00;
0,00;0,00;116,55;0,01;0,00;0,00;
0,00;0,00;116,63;0,01;0,00;0,00;
0,00;0,00;116,72;0,01;0,00;0,00;
0,00;0,00;116,79;0,01;0,00;0,00;
0,00;0,00;116,87;0,01;0,00;0,00;
0,00;0,00;116,95;0,01;0,00;0,00;
0,00;0,00;117,03;0,01;0,00;0,00;
0,00;0,00;117,11;0,01;0,00;0,00;
0,00;0,00;117,19;0,01;0,00;0,00;
0,00;0,00;117,27;0,01;0,00;0,00;
0,00;0,00;117,35;0,01;0,00;0,00;
0,00;0,00;117,43;0,01;0,00;0,00;
0,00;0,00;117,51;0,01;0,00;0,00;
0,00;0,00;117,59;0,01;0,00;0,00;
0,00;0,00;117,67;0,01;0,00;0,00;
0,00;0,00;117,75;0,02;0,00;0,00;
0,00;0,00;117,83;0,02;0,00;0,00;
0,00;0,00;117,92;0,01;0,00;0,00;
0,00;0,00;118,00;0,01;0,00;0,00;
0,00;0,00;118,07;0,01;0,00;0,00;
0,00;0,00;118,15;0,01;0,00;0,00;
0,00;0,00;118,23;0,01;0,00;0,00;
0,00;0,00;118,31;0,02;0,00;0,00;
0,00;0,00;118,39;0,01;0,00;0,00;
0,00;0,00;118,48;0,02;0,00;0,00;
0,00;0,00;118,55;0,01;0,00;0,00;
0,00;0,00;118,63;0,01;0,00;0,00;
0,00;0,00;118,71;0,01;0,00;0,00;
0,00;0,00;118,80;0,01;0,00;0,00;
0,00;0,00;118,87;0,01;0,00;0,00;
0,00;0,00;118,95;0,01;0,00;0,00;
0,00;0,00;119,03;0,01;0,00;0,00;
0,00;0,00;119,12;0,01;0,00;0,00;
0,00;0,00;119,19;0,01;0,00;0,00;
0,00;0,00;119,27;0,01;0,00;0,00;
0,00;0,00;119,35;0,01;0,00;0,00;
0,00;0,00;119,43;0,01;0,00;0,00;
0,00;0,00;119,51;0,01;0,00;0,00;
0,00;0,00;119,59;0,01;0,00;0,00;
0,00;0,00;119,67;0,01;0,00;0,00;
0,00;0,00;119,76;0,01;0,00;0,00;
0,00;0,00;119,84;0,01;0,00;0,00;
0,00;0,00;119,91;0,01;0,00;0,00;
0,00;0,00;119,99;0,01;0,00;0,00;
0,00;0,00;120,08;0,01;0,00;0,00;
0,00;0,00;120,16;0,01;0,00;0,00;
0,00;0,00;120,23;0,01;0,00;0,00;
0,00;0,00;120,31;0,02;0,00;0,00;
0,00;0,00;120,40;0,01;0,00;0,00;
0,00;0,00;120,48;0,01;0,00;0,00;
0,00;0,00;120,55;0,01;0,00;0,00;
0,00;0,00;120,63;0,01;0,00;0,00;
0,00;0,00;120,71;0,01;0,00;0,00;
0,00;0,00;120,79;0,01;0,00;0,00;
0,00;0,00;120,87;0,01;0,00;0,00;
0,00;0,00;120,95;0,01;0,00;0,00;
0,00;0,00;121,04;0,01;0,00;0,00;
0,00;0,00;121,11;0,01;0,00;0,00;
0,00;0,00;121,19;0,01;0,00;0,00;
0,00;0,00;121,27;0,01;0,00;0,00;
0,00;0,00;121,35;0,01;0,00;0,00;
0,00;0,00;121,43;0,01;0,00;0,00;
0,00;0,00;121,51;0,01;0,00;0,00;
0,00;0,00;121,59;0,01;0,00;0,00;
0,00;0,00;121,67;0,01;0,00;0,00;
0,00;0,00;121,76;0,01;0,00;0,00;
0,00;0,00;121,84;0,01;0,00;0,00;
0,00;0,00;121,91;0,01;0,00;0,00;
0,00;0,00;121,99;0,01;0,00;0,00;
0,00;0,00;122,07;0,01;0,00;0,00;
0,00;0,00;122,15;0,01;0,00;0,00;
0,00;0,00;122,24;0,01;0,00;0,00;
0,00;0,00;122,32;0,01;0,00;0,00;
0,00;0,00;122,39;0,01;0,00;0,00;
0,00;0,00;122,47;0,01;0,00;0,00;
0,00;0,00;122,56;0,01;0,00;0,00;
0,00;0,00;122,63;0,01;0,00;0,00;
0,00;0,00;122,71;0,01;0,00;0,00;
0,00;0,00;122,79;0,01;0,00;0,00;
0,00;0,00;122,88;0,01;0,00;0,00;
0,00;0,00;122,96;0,01;0,00;0,00;
0,00;0,00;123,03;0,01;0,00;0,00;
0,00;0,00;123,11;0,01;0,00;0,00;
0,00;0,00;123,19;0,01;0,00;0,00;
0,00;0,00;123,27;0,01;0,00;0,00;
0,00;0,00;123,35;0,01;0,00;0,00;
0,00;0,00;123,43;0,01;0,00;0,00;
0,00;0,00;123,52;0,01;0,00;0,00;
0,00;0,00;123,60;0,01;0,00;0,00;
0,00;0,00;123,67;0,01;0,00;0,00;
0,00;0,00;123,75;0,01;0,00;0,00;
0,00;0,00;123,83;0,01;0,00;0,00;
0,00;0,00;123,91;0,02;0,00;0,00;
0,00;0,00;123,99;0,01;0,00;0,00;
0,00;0,00;124,07;0,01;0,00;0,00;
0,00;0,00;124,15;0,01;0,00;0,00;
0,00;0,00;124,24;0,01;0,00;0,00;
0,00;0,00;124,31;0,01;0,00;0,00;
0,00;0,00;124,39;0,01;0,00;0,00;
0,00;0,00;124,47;0,01;0,00;0,00;
0,00;0,00;124,55;0,01;0,00;0,00;
0,00;0,00;124,63;0,01;0,00;0,00;
0,00;0,00;124,71;0,01;0,00;0,00;
0,00;0,00;124,79;0,01;0,00;0,00;
0,00;0,00;124,87;0,01;0,00;0,00;
0,00;0,00;124,95;0,01;0,00;0,00;
0,00;0,00;125,03;0,01;0,00;0,00;
0,00;0,00;125,11;0,01;0,00;0,00;
0,00;0,00;125,19;0,01;0,00;0,00;
0,00;0,00;125,27;0,01;0,00;0,00;
0,00;0,00;125,35;0,01;0,00;0,00;
0,00;0,00;125,43;0,01;0,00;0,00;
0,00;0,00;125,52;0,01;0,00;0,00;
0,00;0,00;125,60;0,01;0,00;0,00;
0,00;0,00;125,68;0,01;0,00;0,00;
0,00;0,00;125,75;0,01;0,00;0,00;
0,00;0,00;125,83;0,01;0,00;0,00;
0,00;0,00;125,91;0,01;0,00;0,00;
0,00;0,00;126,00;0,01;0,00;0,00;
0,00;0,00;126,07;0,01;0,00;0,00;
0,00;0,00;126,15;0,01;0,00;0,00;
0,00;0,00;126,23;0,01;0,00;0,00;
0,00;0,00;126,32;0,01;0,00;0,00;
0,00;0,00;126,40;0,01;0,00;0,00;
0,00;0,00;126,47;0,01;0,00;0,00;
0,00;0,00;126,55;0,01;0,00;0,00;
