3655;31.01.20 17:49:13;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20200131174253;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,34;0,39;0,00;0,00;
0,00;0,00;74,95;0,39;0,00;0,00;
0,00;0,00;75,90;0,39;0,00;0,00;
0,00;0,00;77,25;0,23;0,00;0,00;
0,00;0,00;78,99;0,39;0,00;0,00;
0,00;0,00;81,10;0,31;0,00;0,00;
0,00;0,00;83,47;0,31;0,00;0,00;
0,00;0,00;85,82;0,31;0,00;0,00;
0,00;0,00;88,24;0,23;0,00;0,00;
0,00;0,00;90,64;0,16;0,00;0,00;
0,00;0,00;93,05;0,31;0,00;0,00;
0,00;0,00;95,44;0,31;0,00;0,00;
0,00;0,00;97,84;0,23;0,00;0,00;
0,00;0,00;100,25;0,31;0,00;0,00;
0,00;0,00;102,64;0,23;0,00;0,00;
0,00;0,00;105,05;0,31;0,00;0,00;
0,00;0,00;107,45;0,31;0,00;0,00;
0,00;0,00;109,85;0,23;0,00;0,00;
0,00;0,00;112,25;0,31;0,00;0,00;
0,00;0,00;114,64;0,31;0,00;0,00;
0,00;0,00;117,05;0,16;0,00;0,00;
0,00;0,00;119,45;0,23;0,00;0,00;
0,00;0,00;121,85;0,16;0,00;0,00;
0,00;0,00;124,25;0,23;0,00;0,00;
0,00;0,00;126,65;0,31;0,00;0,00;
0,00;0,00;129,05;0,16;0,00;0,00;
0,00;0,00;131,45;0,23;0,00;0,00;
0,00;0,00;133,85;0,23;0,00;0,00;
0,00;0,00;136,25;0,23;0,00;0,00;
0,00;0,00;138,64;0,23;0,00;0,00;
0,00;0,00;141,05;0,23;0,00;0,00;
0,00;0,00;143,45;0,31;0,00;0,00;
0,00;0,00;145,85;0,23;0,00;0,00;
0,00;0,00;148,25;0,23;0,00;0,00;
0,00;0,00;150,64;0,31;0,00;0,00;
0,00;0,00;153,05;0,23;0,00;0,00;
0,00;0,00;155,45;0,23;0,00;0,00;
0,00;0,00;157,85;0,23;0,00;0,00;
0,00;0,00;160,25;0,23;0,00;0,00;
0,00;0,00;162,64;0,31;0,00;0,00;
0,00;0,00;165,05;0,23;0,00;0,00;
0,00;0,00;167,45;0,08;0,00;0,00;
0,00;0,00;169,53;0,16;0,00;0,00;
0,00;0,00;171,29;0,08;0,00;0,00;
0,00;0,00;172,69;0,08;0,00;0,00;
0,00;0,00;173,69;0,08;0,00;0,00;
0,00;0,00;174,31;0,08;0,00;0,00;
0,00;0,00;174,61;0,16;0,00;0,00;
0,00;0,00;174,62;0,16;0,00;0,00;
0,00;0,00;174,66;0,16;0,00;0,00;
0,00;0,00;174,82;0,23;0,00;0,00;
0,00;0,00;174,96;0,23;0,00;0,00;
0,00;0,00;175,13;0,23;0,00;0,00;
0,00;0,00;175,29;0,23;0,00;0,00;
0,00;0,00;175,45;0,16;0,00;0,00;
0,00;0,00;175,61;0,23;0,00;0,00;
0,00;0,00;175,77;0,23;0,00;0,00;
0,00;0,00;175,93;0,23;0,00;0,00;
0,00;0,00;176,09;0,23;0,00;0,00;
0,00;0,00;176,25;0,23;0,00;0,00;
0,00;0,00;176,41;0,16;0,00;0,00;
0,00;0,00;176,57;0,16;0,00;0,00;
0,00;0,00;176,73;0,23;0,00;0,00;
0,00;0,00;176,89;0,23;0,00;0,00;
0,00;0,00;177,05;0,23;0,00;0,00;
0,00;0,00;177,21;0,23;0,00;0,00;
0,00;0,00;177,37;0,23;0,00;0,00;
0,00;0,00;177,53;0,23;0,00;0,00;
0,00;0,00;177,69;0,23;0,00;0,00;
0,00;0,00;177,85;0,23;0,00;0,00;
0,00;0,00;178,01;0,23;0,00;0,00;
0,00;0,00;178,17;0,23;0,00;0,00;
0,00;0,00;178,33;0,23;0,00;0,00;
0,00;0,00;178,49;0,23;0,00;0,00;
0,00;0,00;178,65;0,23;0,00;0,00;
0,00;0,00;178,81;0,23;0,00;0,00;
0,00;0,00;178,97;0,23;0,00;0,00;
0,00;0,00;179,13;0,23;0,00;0,00;
0,00;0,00;179,29;0,16;0,00;0,00;
0,00;0,00;179,45;0,23;0,00;0,00;
0,00;0,00;179,61;0,23;0,00;0,00;
