45401;11.06.21 14:08:38;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210611100257P0009;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;171,26;0,14;0,00;0,00;
0,00;0,00;171,52;-0,23;0,00;0,00;
0,00;0,00;171,47;-0,31;0,00;0,00;
0,00;0,00;171,55;0,06;0,00;0,00;
0,00;0,00;175,55;-0,08;0,00;0,00;
0,00;0,00;177,31;0,37;0,00;0,00;
0,00;0,00;177,46;2,80;0,00;0,00;
0,00;0,00;177,62;4,86;0,00;0,00;
0,00;0,00;177,78;6,39;0,00;0,00;
0,00;0,00;177,94;8,36;0,00;0,00;
0,00;0,00;177,99;8,29;0,00;0,00;
0,00;0,00;178,01;8,89;0,00;0,00;
0,00;0,00;178,02;9,13;0,00;0,00;
0,00;0,00;178,02;9,05;0,00;0,00;
0,00;0,00;178,02;9,21;0,00;0,00;
0,00;0,00;178,02;9,44;0,00;0,00;
0,00;0,00;178,02;9,44;0,00;0,00;
0,00;0,00;178,02;9,44;0,00;0,00;
0,00;0,00;178,02;9,44;0,00;0,00;
0,00;0,00;178,02;9,21;0,00;0,00;
0,00;0,00;178,02;8,97;0,00;0,00;
0,00;0,00;178,02;8,82;0,00;0,00;
