7922;18.02.20 14:29:25;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,25;0,07;0,00;0,00;
0,00;0,00;1,04;0,05;0,00;0,00;
0,00;0,00;2,34;0,06;0,00;0,00;
0,00;0,00;4,15;0,05;0,00;0,00;
0,00;0,00;6,47;0,05;0,00;0,00;
0,00;0,00;9,30;0,05;0,00;0,00;
0,00;0,00;12,63;0,07;0,00;0,00;
0,00;0,00;16,12;0,05;0,00;0,00;
0,00;0,00;19,65;0,04;0,00;0,00;
0,00;0,00;23,17;0,05;0,00;0,00;
0,00;0,00;26,69;0,05;0,00;0,00;
0,00;0,00;30,21;0,06;0,00;0,00;
0,00;0,00;33,73;0,06;0,00;0,00;
0,00;0,00;37,25;0,04;0,00;0,00;
0,00;0,00;40,77;0,04;0,00;0,00;
0,00;0,00;44,29;0,05;0,00;0,00;
0,00;0,00;47,81;0,04;0,00;0,00;
0,00;0,00;51,33;0,04;0,00;0,00;
0,00;0,00;54,85;0,04;0,00;0,00;
0,00;0,00;58,36;0,04;0,00;0,00;
0,00;0,00;61,89;0,04;0,00;0,00;
0,00;0,00;65,41;0,05;0,00;0,00;
0,00;0,00;68,93;0,04;0,00;0,00;
0,00;0,00;72,45;0,04;0,00;0,00;
0,00;0,00;75,97;0,04;0,00;0,00;
0,00;0,00;79,49;0,04;0,00;0,00;
0,00;0,00;83,01;0,05;0,00;0,00;
0,00;0,00;86,53;0,04;0,00;0,00;
0,00;0,00;90,05;0,03;0,00;0,00;
0,00;0,00;93,57;0,04;0,00;0,00;
0,00;0,00;97,09;0,06;0,00;0,00;
0,00;0,00;100,61;0,05;0,00;0,00;
0,00;0,00;104,13;0,06;0,00;0,00;
0,00;0,00;107,65;0,03;0,00;0,00;
0,00;0,00;111,17;0,04;0,00;0,00;
0,00;0,00;114,46;0,03;0,00;0,00;
0,00;0,00;117,29;0,01;0,00;0,00;
0,00;0,00;119,62;0,01;0,00;0,00;
0,00;0,00;121,46;0,00;0,00;0,00;
0,00;0,00;122,80;0,01;0,00;0,00;
0,00;0,00;123,64;0,01;0,00;0,00;
0,00;0,00;124,02;0,02;0,00;0,00;
0,00;0,00;124,01;0,01;0,00;0,00;
0,00;0,00;124,04;0,02;0,00;0,00;
0,00;0,00;124,09;0,01;0,00;0,00;
0,00;0,00;124,14;0,01;0,00;0,00;
0,00;0,00;124,19;0,02;0,00;0,00;
0,00;0,00;124,24;0,03;0,00;0,00;
0,00;0,00;124,28;0,02;0,00;0,00;
0,00;0,00;124,33;0,03;0,00;0,00;
0,00;0,00;124,38;0,02;0,00;0,00;
0,00;0,00;124,43;0,03;0,00;0,00;
0,00;0,00;124,48;0,02;0,00;0,00;
0,00;0,00;124,53;0,03;0,00;0,00;
0,00;0,00;124,57;0,02;0,00;0,00;
0,00;0,00;124,62;0,03;0,00;0,00;
0,00;0,00;124,67;0,02;0,00;0,00;
0,00;0,00;124,72;0,02;0,00;0,00;
0,00;0,00;124,77;0,03;0,00;0,00;
0,00;0,00;124,81;0,03;0,00;0,00;
0,00;0,00;124,86;0,03;0,00;0,00;
0,00;0,00;124,91;0,03;0,00;0,00;
0,00;0,00;124,96;0,03;0,00;0,00;
0,00;0,00;125,00;0,03;0,00;0,00;
0,00;0,00;125,05;0,03;0,00;0,00;
0,00;0,00;125,10;0,03;0,00;0,00;
0,00;0,00;125,15;0,02;0,00;0,00;
0,00;0,00;125,20;0,03;0,00;0,00;
0,00;0,00;125,25;0,03;0,00;0,00;
0,00;0,00;125,29;0,03;0,00;0,00;
0,00;0,00;125,34;0,03;0,00;0,00;
0,00;0,00;125,39;0,03;0,00;0,00;
0,00;0,00;125,44;0,03;0,00;0,00;
0,00;0,00;125,49;0,03;0,00;0,00;
0,00;0,00;125,53;0,03;0,00;0,00;
0,00;0,00;125,58;0,03;0,00;0,00;
0,00;0,00;125,63;0,03;0,00;0,00;
0,00;0,00;125,68;0,03;0,00;0,00;
0,00;0,00;125,73;0,03;0,00;0,00;
0,00;0,00;125,77;0,03;0,00;0,00;
0,00;0,00;125,82;0,03;0,00;0,00;
0,00;0,00;125,87;0,03;0,00;0,00;
0,00;0,00;125,92;0,03;0,00;0,00;
0,00;0,00;125,97;0,03;0,00;0,00;
0,00;0,00;126,01;0,03;0,00;0,00;
0,00;0,00;126,06;0,03;0,00;0,00;
0,00;0,00;126,11;0,03;0,00;0,00;
0,00;0,00;126,16;0,03;0,00;0,00;
0,00;0,00;126,21;0,03;0,00;0,00;
0,00;0,00;126,25;0,03;0,00;0,00;
0,00;0,00;126,30;0,02;0,00;0,00;
0,00;0,00;126,35;0,03;0,00;0,00;
0,00;0,00;126,40;0,02;0,00;0,00;
0,00;0,00;126,44;0,03;0,00;0,00;
0,00;0,00;126,49;0,03;0,00;0,00;
0,00;0,00;126,54;0,03;0,00;0,00;
0,00;0,00;126,59;0,03;0,00;0,00;
0,00;0,00;126,64;0,03;0,00;0,00;
0,00;0,00;126,69;0,03;0,00;0,00;
0,00;0,00;126,74;0,03;0,00;0,00;
0,00;0,00;126,78;0,03;0,00;0,00;
0,00;0,00;126,83;0,03;0,00;0,00;
0,00;0,00;126,88;0,03;0,00;0,00;
0,00;0,00;126,93;0,03;0,00;0,00;
0,00;0,00;126,97;0,03;0,00;0,00;
0,00;0,00;127,02;0,03;0,00;0,00;
0,00;0,00;127,07;0,03;0,00;0,00;
0,00;0,00;127,12;0,03;0,00;0,00;
0,00;0,00;127,17;0,06;0,00;0,00;
0,00;0,00;127,21;0,13;0,00;0,00;
0,00;0,00;127,26;0,20;0,00;0,00;
0,00;0,00;127,31;0,54;0,00;0,00;
0,00;0,00;127,35;1,03;0,00;0,00;
0,00;0,00;127,39;1,58;0,00;0,00;
0,00;0,00;127,44;2,26;0,00;0,00;
0,00;0,00;127,48;2,25;0,00;0,00;
0,00;0,00;127,58;0,47;0,00;0,00;
0,00;0,00;127,60;0,76;0,00;0,00;
0,00;0,00;127,65;0,94;0,00;0,00;
0,00;0,00;127,69;0,76;0,00;0,00;
0,00;0,00;127,74;0,64;0,00;0,00;
0,00;0,00;127,79;0,61;0,00;0,00;
0,00;0,00;127,84;0,59;0,00;0,00;
0,00;0,00;127,89;0,57;0,00;0,00;
0,00;0,00;127,94;0,56;0,00;0,00;
0,00;0,00;127,98;0,56;0,00;0,00;
0,00;0,00;128,03;0,59;0,00;0,00;
0,00;0,00;128,08;0,60;0,00;0,00;
0,00;0,00;128,12;0,60;0,00;0,00;
0,00;0,00;128,17;0,61;0,00;0,00;
0,00;0,00;128,22;0,61;0,00;0,00;
0,00;0,00;128,27;0,64;0,00;0,00;
0,00;0,00;128,32;0,66;0,00;0,00;
0,00;0,00;128,37;0,67;0,00;0,00;
0,00;0,00;128,41;0,68;0,00;0,00;
0,00;0,00;128,46;0,69;0,00;0,00;
0,00;0,00;128,51;0,72;0,00;0,00;
0,00;0,00;128,56;0,74;0,00;0,00;
0,00;0,00;128,61;0,75;0,00;0,00;
0,00;0,00;128,65;0,78;0,00;0,00;
0,00;0,00;128,70;0,79;0,00;0,00;
0,00;0,00;128,75;0,82;0,00;0,00;
0,00;0,00;128,80;0,82;0,00;0,00;
0,00;0,00;128,85;0,83;0,00;0,00;
0,00;0,00;128,89;0,85;0,00;0,00;
0,00;0,00;128,94;0,88;0,00;0,00;
0,00;0,00;128,99;0,88;0,00;0,00;
0,00;0,00;129,04;0,89;0,00;0,00;
0,00;0,00;129,09;0,91;0,00;0,00;
0,00;0,00;129,13;0,93;0,00;0,00;
0,00;0,00;129,18;0,94;0,00;0,00;
0,00;0,00;129,23;1,06;0,00;0,00;
0,00;0,00;129,27;1,15;0,00;0,00;
0,00;0,00;129,32;1,14;0,00;0,00;
0,00;0,00;129,37;1,14;0,00;0,00;
0,00;0,00;129,42;1,13;0,00;0,00;
0,00;0,00;129,47;1,11;0,00;0,00;
0,00;0,00;129,52;1,11;0,00;0,00;
0,00;0,00;129,57;1,12;0,00;0,00;
0,00;0,00;129,61;1,11;0,00;0,00;
0,00;0,00;129,66;1,12;0,00;0,00;
0,00;0,00;129,71;1,12;0,00;0,00;
0,00;0,00;129,76;1,12;0,00;0,00;
0,00;0,00;129,81;1,12;0,00;0,00;
