7941;18.02.20 15:28:57;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
0,00;0,00;156,88;0,99;0,00;0,00;
0,00;0,00;157,01;0,99;0,00;0,00;
0,00;0,00;157,14;0,99;0,00;0,00;
0,00;0,00;157,27;0,99;0,00;0,00;
0,00;0,00;157,39;0,99;0,00;0,00;
0,00;0,00;157,52;1,01;0,00;0,00;
0,00;0,00;157,65;0,99;0,00;0,00;
0,00;0,00;157,78;0,99;0,00;0,00;
0,00;0,00;157,91;0,99;0,00;0,00;
0,00;0,00;158,04;0,99;0,00;0,00;
0,00;0,00;158,16;0,99;0,00;0,00;
0,00;0,00;158,29;1,00;0,00;0,00;
0,00;0,00;158,42;0,99;0,00;0,00;
0,00;0,00;158,55;0,99;0,00;0,00;
0,00;0,00;158,67;0,99;0,00;0,00;
0,00;0,00;158,80;0,99;0,00;0,00;
0,00;0,00;158,93;1,01;0,00;0,00;
0,00;0,00;159,06;1,02;0,00;0,00;
0,00;0,00;159,19;1,02;0,00;0,00;
0,00;0,00;159,31;1,02;0,00;0,00;
0,00;0,00;159,44;1,02;0,00;0,00;
0,00;0,00;159,57;1,02;0,00;0,00;
0,00;0,00;159,70;1,02;0,00;0,00;
0,00;0,00;159,83;1,02;0,00;0,00;
0,00;0,00;159,95;1,02;0,00;0,00;
0,00;0,00;160,08;1,02;0,00;0,00;
0,00;0,00;160,21;1,02;0,00;0,00;
0,00;0,00;160,34;1,02;0,00;0,00;
0,00;0,00;160,47;1,03;0,00;0,00;
0,00;0,00;160,59;1,02;0,00;0,00;
0,00;0,00;160,72;1,04;0,00;0,00;
0,00;0,00;160,81;1,12;0,00;0,00;
0,00;0,00;160,81;1,09;0,00;0,00;
