7935;18.02.20 15:07:21;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,25;0,07;0,00;0,00;
0,00;0,00;1,04;0,04;0,00;0,00;
0,00;0,00;2,33;0,04;0,00;0,00;
0,00;0,00;4,15;0,06;0,00;0,00;
0,00;0,00;6,47;0,05;0,00;0,00;
0,00;0,00;9,30;0,04;0,00;0,00;
0,00;0,00;12,63;0,06;0,00;0,00;
0,00;0,00;16,12;0,04;0,00;0,00;
0,00;0,00;19,65;0,02;0,00;0,00;
0,00;0,00;23,17;0,04;0,00;0,00;
0,00;0,00;26,69;0,04;0,00;0,00;
0,00;0,00;30,21;0,04;0,00;0,00;
0,00;0,00;33,73;0,04;0,00;0,00;
0,00;0,00;37,25;0,02;0,00;0,00;
0,00;0,00;40,77;0,04;0,00;0,00;
0,00;0,00;44,29;0,04;0,00;0,00;
0,00;0,00;47,81;0,04;0,00;0,00;
0,00;0,00;51,33;0,04;0,00;0,00;
0,00;0,00;54,84;0,02;0,00;0,00;
0,00;0,00;58,37;0,03;0,00;0,00;
0,00;0,00;61,89;0,04;0,00;0,00;
0,00;0,00;65,41;0,04;0,00;0,00;
0,00;0,00;68,93;0,04;0,00;0,00;
0,00;0,00;72,45;0,04;0,00;0,00;
0,00;0,00;75,96;0,04;0,00;0,00;
0,00;0,00;79,49;0,04;0,00;0,00;
0,00;0,00;83,01;0,04;0,00;0,00;
0,00;0,00;86,53;0,04;0,00;0,00;
0,00;0,00;90,05;0,03;0,00;0,00;
0,00;0,00;93,57;0,03;0,00;0,00;
0,00;0,00;97,09;0,04;0,00;0,00;
0,00;0,00;100,61;0,04;0,00;0,00;
0,00;0,00;104,13;0,04;0,00;0,00;
0,00;0,00;107,65;0,02;0,00;0,00;
0,00;0,00;111,17;0,04;0,00;0,00;
0,00;0,00;114,46;0,03;0,00;0,00;
0,00;0,00;117,29;0,01;0,00;0,00;
0,00;0,00;119,62;0,01;0,00;0,00;
0,00;0,00;121,46;-0,01;0,00;0,00;
0,00;0,00;122,79;-0,01;0,00;0,00;
0,00;0,00;123,64;0,01;0,00;0,00;
0,00;0,00;123,99;-0,01;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,01;0,01;0,00;0,00;
0,00;0,00;124,11;0,01;0,00;0,00;
0,00;0,00;124,24;0,01;0,00;0,00;
0,00;0,00;124,37;0,01;0,00;0,00;
0,00;0,00;124,50;0,01;0,00;0,00;
0,00;0,00;124,62;0,01;0,00;0,00;
0,00;0,00;124,75;0,01;0,00;0,00;
0,00;0,00;124,88;0,01;0,00;0,00;
0,00;0,00;125,01;0,02;0,00;0,00;
0,00;0,00;125,14;0,01;0,00;0,00;
0,00;0,00;125,27;0,01;0,00;0,00;
0,00;0,00;125,39;0,02;0,00;0,00;
0,00;0,00;125,52;0,01;0,00;0,00;
0,00;0,00;125,65;0,01;0,00;0,00;
0,00;0,00;125,78;0,01;0,00;0,00;
0,00;0,00;125,91;0,01;0,00;0,00;
0,00;0,00;126,04;0,01;0,00;0,00;
0,00;0,00;126,16;0,01;0,00;0,00;
0,00;0,00;126,29;0,01;0,00;0,00;
0,00;0,00;126,42;0,04;0,00;0,00;
0,00;0,00;126,54;0,13;0,00;0,00;
0,00;0,00;126,67;0,23;0,00;0,00;
0,00;0,00;126,80;0,31;0,00;0,00;
0,00;0,00;126,93;0,39;0,00;0,00;
0,00;0,00;127,06;0,43;0,00;0,00;
0,00;0,00;127,19;0,48;0,00;0,00;
0,00;0,00;127,31;0,52;0,00;0,00;
0,00;0,00;127,44;0,55;0,00;0,00;
0,00;0,00;127,57;0,58;0,00;0,00;
0,00;0,00;127,70;0,62;0,00;0,00;
0,00;0,00;127,82;0,63;0,00;0,00;
0,00;0,00;127,95;0,66;0,00;0,00;
0,00;0,00;128,08;0,71;0,00;0,00;
0,00;0,00;128,21;0,72;0,00;0,00;
0,00;0,00;128,34;0,73;0,00;0,00;
0,00;0,00;128,47;0,74;0,00;0,00;
0,00;0,00;128,59;0,75;0,00;0,00;
0,00;0,00;128,72;0,77;0,00;0,00;
0,00;0,00;128,85;0,77;0,00;0,00;
0,00;0,00;128,98;0,80;0,00;0,00;
0,00;0,00;129,11;0,80;0,00;0,00;
0,00;0,00;129,24;0,80;0,00;0,00;
0,00;0,00;129,36;0,80;0,00;0,00;
0,00;0,00;129,49;0,83;0,00;0,00;
0,00;0,00;129,62;0,84;0,00;0,00;
0,00;0,00;129,75;0,84;0,00;0,00;
0,00;0,00;129,87;0,85;0,00;0,00;
0,00;0,00;130,00;0,85;0,00;0,00;
0,00;0,00;130,13;0,85;0,00;0,00;
0,00;0,00;130,26;0,87;0,00;0,00;
0,00;0,00;130,39;0,88;0,00;0,00;
0,00;0,00;130,52;0,88;0,00;0,00;
0,00;0,00;130,64;0,88;0,00;0,00;
0,00;0,00;130,77;0,88;0,00;0,00;
0,00;0,00;130,90;0,88;0,00;0,00;
0,00;0,00;131,03;0,89;0,00;0,00;
0,00;0,00;131,15;0,89;0,00;0,00;
0,00;0,00;131,28;0,90;0,00;0,00;
0,00;0,00;131,41;0,88;0,00;0,00;
0,00;0,00;131,54;0,90;0,00;0,00;
0,00;0,00;131,67;0,91;0,00;0,00;
0,00;0,00;131,79;0,91;0,00;0,00;
0,00;0,00;131,92;0,91;0,00;0,00;
0,00;0,00;132,05;0,90;0,00;0,00;
0,00;0,00;132,18;0,90;0,00;0,00;
0,00;0,00;132,31;0,91;0,00;0,00;
0,00;0,00;132,43;0,90;0,00;0,00;
0,00;0,00;132,56;0,90;0,00;0,00;
0,00;0,00;132,69;0,90;0,00;0,00;
0,00;0,00;132,82;0,91;0,00;0,00;
0,00;0,00;132,95;0,91;0,00;0,00;
0,00;0,00;133,07;0,91;0,00;0,00;
0,00;0,00;133,20;0,91;0,00;0,00;
0,00;0,00;133,33;0,91;0,00;0,00;
0,00;0,00;133,46;0,91;0,00;0,00;
0,00;0,00;133,59;0,91;0,00;0,00;
0,00;0,00;133,71;0,91;0,00;0,00;
0,00;0,00;133,84;0,92;0,00;0,00;
0,00;0,00;133,97;0,92;0,00;0,00;
0,00;0,00;134,10;0,92;0,00;0,00;
0,00;0,00;134,23;0,91;0,00;0,00;
0,00;0,00;134,36;0,93;0,00;0,00;
0,00;0,00;134,48;0,92;0,00;0,00;
0,00;0,00;134,61;0,91;0,00;0,00;
0,00;0,00;134,74;0,93;0,00;0,00;
0,00;0,00;134,87;0,91;0,00;0,00;
0,00;0,00;134,99;0,90;0,00;0,00;
0,00;0,00;135,12;0,90;0,00;0,00;
0,00;0,00;135,25;0,89;0,00;0,00;
0,00;0,00;135,38;0,88;0,00;0,00;
0,00;0,00;135,51;0,88;0,00;0,00;
0,00;0,00;135,64;0,88;0,00;0,00;
0,00;0,00;135,76;0,86;0,00;0,00;
0,00;0,00;135,89;0,86;0,00;0,00;
0,00;0,00;136,02;0,85;0,00;0,00;
0,00;0,00;136,15;0,85;0,00;0,00;
0,00;0,00;136,27;0,85;0,00;0,00;
0,00;0,00;136,40;0,83;0,00;0,00;
0,00;0,00;136,53;0,83;0,00;0,00;
0,00;0,00;136,66;0,80;0,00;0,00;
0,00;0,00;136,79;0,80;0,00;0,00;
0,00;0,00;136,91;0,80;0,00;0,00;
0,00;0,00;137,04;0,79;0,00;0,00;
0,00;0,00;137,17;0,77;0,00;0,00;
0,00;0,00;137,30;0,76;0,00;0,00;
0,00;0,00;137,43;0,74;0,00;0,00;
0,00;0,00;137,56;0,74;0,00;0,00;
0,00;0,00;137,68;0,72;0,00;0,00;
0,00;0,00;137,81;0,72;0,00;0,00;
0,00;0,00;137,94;0,71;0,00;0,00;
0,00;0,00;138,07;0,69;0,00;0,00;
0,00;0,00;138,19;0,69;0,00;0,00;
0,00;0,00;138,32;0,67;0,00;0,00;
0,00;0,00;138,45;0,65;0,00;0,00;
0,00;0,00;138,58;0,65;0,00;0,00;
0,00;0,00;138,71;0,65;0,00;0,00;
0,00;0,00;138,84;0,63;0,00;0,00;
0,00;0,00;138,96;0,63;0,00;0,00;
0,00;0,00;139,09;0,62;0,00;0,00;
0,00;0,00;139,22;0,61;0,00;0,00;
0,00;0,00;139,35;0,61;0,00;0,00;
