7931;18.02.20 14:50:02;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;35,50;-0,01;0,00;0,00;
0,00;0,00;35,76;0,03;0,00;0,00;
0,00;0,00;36,54;0,03;0,00;0,00;
0,00;0,00;37,84;0,04;0,00;0,00;
0,00;0,00;39,65;0,04;0,00;0,00;
0,00;0,00;41,96;0,04;0,00;0,00;
0,00;0,00;44,79;0,04;0,00;0,00;
0,00;0,00;48,13;0,04;0,00;0,00;
0,00;0,00;51,62;0,03;0,00;0,00;
0,00;0,00;55,15;0,02;0,00;0,00;
0,00;0,00;58,66;0,04;0,00;0,00;
0,00;0,00;62,19;0,03;0,00;0,00;
0,00;0,00;65,71;0,02;0,00;0,00;
0,00;0,00;69,23;0,02;0,00;0,00;
0,00;0,00;72,75;0,02;0,00;0,00;
0,00;0,00;76,27;0,04;0,00;0,00;
0,00;0,00;79,78;0,04;0,00;0,00;
0,00;0,00;83,31;0,02;0,00;0,00;
0,00;0,00;86,83;0,01;0,00;0,00;
0,00;0,00;90,35;0,02;0,00;0,00;
0,00;0,00;93,87;0,02;0,00;0,00;
0,00;0,00;97,39;0,02;0,00;0,00;
0,00;0,00;100,90;0,03;0,00;0,00;
0,00;0,00;104,43;0,01;0,00;0,00;
0,00;0,00;107,95;0,01;0,00;0,00;
0,00;0,00;111,47;0,03;0,00;0,00;
0,00;0,00;114,99;0,01;0,00;0,00;
0,00;0,00;118,50;0,01;0,00;0,00;
0,00;0,00;122,02;0,01;0,00;0,00;
0,00;0,00;125,51;-0,01;0,00;0,00;
0,00;0,00;128,55;-0,01;0,00;0,00;
0,00;0,00;131,11;-0,01;0,00;0,00;
0,00;0,00;133,17;-0,01;0,00;0,00;
0,00;0,00;134,72;-0,01;0,00;0,00;
0,00;0,00;136,31;-0,01;0,00;0,00;
0,00;0,00;136,41;-0,01;0,00;0,00;
0,00;0,00;137,25;-0,01;0,00;0,00;
0,00;0,00;138,93;0,01;0,00;0,00;
0,00;0,00;143,25;0,01;0,00;0,00;
0,00;0,00;143,41;0,01;0,00;0,00;
0,00;0,00;143,65;0,01;0,00;0,00;
0,00;0,00;145,01;0,01;0,00;0,00;
0,00;0,00;145,09;0,01;0,00;0,00;
0,00;0,00;145,33;0,01;0,00;0,00;
0,00;0,00;146,05;0,01;0,00;0,00;
0,00;0,00;147,09;0,01;0,00;0,00;
0,00;0,00;147,25;0,01;0,00;0,00;
0,00;0,00;147,98;0,01;0,00;0,00;
0,00;0,00;148,37;0,01;0,00;0,00;
0,00;0,00;148,45;0,01;0,00;0,00;
0,00;0,00;148,85;0,01;0,00;0,00;
0,00;0,00;149,49;0,01;0,00;0,00;
0,00;0,00;149,65;0,01;0,00;0,00;
0,00;0,00;149,89;0,01;0,00;0,00;
0,00;0,00;150,21;0,01;0,00;0,00;
0,00;0,00;150,61;0,01;0,00;0,00;
0,00;0,00;150,70;0,01;0,00;0,00;
0,00;0,00;150,85;0,01;0,00;0,00;
0,00;0,00;151,89;0,01;0,00;0,00;
0,00;0,00;151,97;0,01;0,00;0,00;
0,00;0,00;152,13;0,01;0,00;0,00;
0,00;0,00;152,61;0,01;0,00;0,00;
0,00;0,00;152,85;0,01;0,00;0,00;
0,00;0,00;153,25;0,01;0,00;0,00;
0,00;0,00;153,33;0,01;0,00;0,00;
0,00;0,00;153,41;0,01;0,00;0,00;
0,00;0,00;153,58;0,01;0,00;0,00;
0,00;0,00;153,65;0,01;0,00;0,00;
0,00;0,00;153,97;0,01;0,00;0,00;
0,00;0,00;154,22;0,01;0,00;0,00;
0,00;0,00;154,29;0,01;0,00;0,00;
0,00;0,00;154,37;0,01;0,00;0,00;
0,00;0,00;154,53;0,01;0,00;0,00;
0,00;0,00;155,25;0,01;0,00;0,00;
0,00;0,00;155,50;0,01;0,00;0,00;
0,00;0,00;155,73;0,01;0,00;0,00;
0,00;0,00;155,81;0,01;0,00;0,00;
0,00;0,00;155,89;0,01;0,00;0,00;
0,00;0,00;155,98;0,01;0,00;0,00;
0,00;0,00;156,05;0,01;0,00;0,00;
0,00;0,00;156,13;0,01;0,00;0,00;
0,00;0,00;156,16;0,01;0,00;0,00;
0,00;0,00;156,10;-0,04;0,00;0,00;
0,00;0,00;155,56;-0,04;0,00;0,00;
0,00;0,00;154,53;-0,05;0,00;0,00;
0,00;0,00;152,97;-0,07;0,00;0,00;
0,00;0,00;150,91;-0,07;0,00;0,00;
0,00;0,00;148,34;-0,05;0,00;0,00;
0,00;0,00;145,25;-0,06;0,00;0,00;
0,00;0,00;141,77;-0,04;0,00;0,00;
0,00;0,00;138,26;-0,05;0,00;0,00;
0,00;0,00;134,74;-0,04;0,00;0,00;
0,00;0,00;131,22;-0,05;0,00;0,00;
0,00;0,00;127,70;-0,03;0,00;0,00;
0,00;0,00;124,18;-0,03;0,00;0,00;
0,00;0,00;120,66;-0,03;0,00;0,00;
0,00;0,00;117,14;-0,04;0,00;0,00;
0,00;0,00;113,62;-0,05;0,00;0,00;
0,00;0,00;110,10;-0,04;0,00;0,00;
0,00;0,00;106,58;-0,01;0,00;0,00;
0,00;0,00;103,06;-0,04;0,00;0,00;
0,00;0,00;99,54;-0,04;0,00;0,00;
0,00;0,00;96,02;-0,04;0,00;0,00;
0,00;0,00;92,51;-0,04;0,00;0,00;
0,00;0,00;88,98;-0,03;0,00;0,00;
