7920;18.02.20 12:30:13;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,25;0,07;0,00;0,00;
0,00;0,00;1,04;0,04;0,00;0,00;
0,00;0,00;2,34;0,06;0,00;0,00;
0,00;0,00;4,15;0,06;0,00;0,00;
0,00;0,00;6,47;0,04;0,00;0,00;
0,00;0,00;9,29;0,07;0,00;0,00;
0,00;0,00;12,63;0,07;0,00;0,00;
0,00;0,00;16,12;0,05;0,00;0,00;
0,00;0,00;19,65;0,05;0,00;0,00;
0,00;0,00;23,17;0,04;0,00;0,00;
0,00;0,00;26,69;0,05;0,00;0,00;
0,00;0,00;30,21;0,05;0,00;0,00;
0,00;0,00;33,73;0,07;0,00;0,00;
0,00;0,00;37,25;0,04;0,00;0,00;
0,00;0,00;40,77;0,04;0,00;0,00;
0,00;0,00;44,29;0,05;0,00;0,00;
0,00;0,00;47,81;0,04;0,00;0,00;
0,00;0,00;51,33;0,04;0,00;0,00;
0,00;0,00;54,85;0,03;0,00;0,00;
0,00;0,00;58,36;0,04;0,00;0,00;
0,00;0,00;61,89;0,05;0,00;0,00;
0,00;0,00;65,41;0,05;0,00;0,00;
0,00;0,00;68,93;0,05;0,00;0,00;
0,00;0,00;72,45;0,04;0,00;0,00;
0,00;0,00;75,97;0,04;0,00;0,00;
0,00;0,00;79,49;0,04;0,00;0,00;
0,00;0,00;83,01;0,05;0,00;0,00;
0,00;0,00;86,53;0,04;0,00;0,00;
0,00;0,00;90,05;0,04;0,00;0,00;
0,00;0,00;93,57;0,03;0,00;0,00;
0,00;0,00;97,09;0,06;0,00;0,00;
0,00;0,00;100,61;0,05;0,00;0,00;
0,00;0,00;104,13;0,06;0,00;0,00;
0,00;0,00;107,65;0,03;0,00;0,00;
0,00;0,00;111,17;0,04;0,00;0,00;
0,00;0,00;114,46;0,03;0,00;0,00;
0,00;0,00;117,29;0,02;0,00;0,00;
0,00;0,00;119,62;0,01;0,00;0,00;
0,00;0,00;121,46;0,01;0,00;0,00;
0,00;0,00;122,80;0,00;0,00;0,00;
0,00;0,00;123,64;0,00;0,00;0,00;
0,00;0,00;124,02;0,02;0,00;0,00;
0,00;0,00;124,01;0,01;0,00;0,00;
0,00;0,00;124,11;0,02;0,00;0,00;
0,00;0,00;124,24;0,02;0,00;0,00;
0,00;0,00;124,37;0,02;0,00;0,00;
0,00;0,00;124,50;0,03;0,00;0,00;
0,00;0,00;124,62;0,01;0,00;0,00;
0,00;0,00;124,75;0,03;0,00;0,00;
0,00;0,00;124,88;0,02;0,00;0,00;
0,00;0,00;125,01;0,03;0,00;0,00;
0,00;0,00;125,14;0,03;0,00;0,00;
0,00;0,00;125,27;0,03;0,00;0,00;
0,00;0,00;125,39;0,01;0,00;0,00;
0,00;0,00;125,52;0,03;0,00;0,00;
0,00;0,00;125,65;0,03;0,00;0,00;
0,00;0,00;125,78;0,02;0,00;0,00;
0,00;0,00;125,91;0,03;0,00;0,00;
0,00;0,00;126,04;0,03;0,00;0,00;
0,00;0,00;126,16;0,03;0,00;0,00;
0,00;0,00;126,29;0,03;0,00;0,00;
0,00;0,00;126,42;0,03;0,00;0,00;
0,00;0,00;126,55;0,03;0,00;0,00;
0,00;0,00;126,67;0,03;0,00;0,00;
0,00;0,00;126,80;0,03;0,00;0,00;
0,00;0,00;126,93;0,03;0,00;0,00;
0,00;0,00;127,06;0,03;0,00;0,00;
0,00;0,00;127,19;0,03;0,00;0,00;
0,00;0,00;127,31;0,02;0,00;0,00;
0,00;0,00;127,44;0,03;0,00;0,00;
0,00;0,00;127,57;0,80;0,00;0,00;
0,00;0,00;127,69;0,93;0,00;0,00;
0,00;0,00;127,82;0,99;0,00;0,00;
0,00;0,00;127,95;1,02;0,00;0,00;
0,00;0,00;128,08;1,04;0,00;0,00;
0,00;0,00;128,21;1,05;0,00;0,00;
0,00;0,00;128,34;1,06;0,00;0,00;
0,00;0,00;128,47;1,07;0,00;0,00;
0,00;0,00;128,59;1,08;0,00;0,00;
0,00;0,00;128,72;1,11;0,00;0,00;
0,00;0,00;128,85;1,15;0,00;0,00;
0,00;0,00;128,98;1,20;0,00;0,00;
0,00;0,00;129,10;1,21;0,00;0,00;
0,00;0,00;129,23;1,22;0,00;0,00;
0,00;0,00;129,36;1,27;0,00;0,00;
0,00;0,00;129,49;1,32;0,00;0,00;
0,00;0,00;129,62;1,34;0,00;0,00;
0,00;0,00;129,74;1,51;0,00;0,00;
0,00;0,00;129,87;1,48;0,00;0,00;
0,00;0,00;130,00;1,45;0,00;0,00;
0,00;0,00;130,13;1,46;0,00;0,00;
0,00;0,00;130,26;1,47;0,00;0,00;
0,00;0,00;130,39;1,47;0,00;0,00;
0,00;0,00;130,52;1,49;0,00;0,00;
0,00;0,00;130,64;1,53;0,00;0,00;
0,00;0,00;130,77;1,55;0,00;0,00;
0,00;0,00;130,90;1,58;0,00;0,00;
0,00;0,00;131,03;1,60;0,00;0,00;
0,00;0,00;131,15;1,61;0,00;0,00;
0,00;0,00;131,28;1,65;0,00;0,00;
0,00;0,00;131,41;1,67;0,00;0,00;
0,00;0,00;131,54;1,71;0,00;0,00;
0,00;0,00;131,67;1,72;0,00;0,00;
0,00;0,00;131,79;1,72;0,00;0,00;
0,00;0,00;131,92;1,74;0,00;0,00;
0,00;0,00;132,05;1,78;0,00;0,00;
0,00;0,00;132,18;1,79;0,00;0,00;
0,00;0,00;132,31;1,80;0,00;0,00;
0,00;0,00;132,43;1,85;0,00;0,00;
0,00;0,00;132,56;1,87;0,00;0,00;
0,00;0,00;132,69;1,90;0,00;0,00;
0,00;0,00;132,82;1,93;0,00;0,00;
0,00;0,00;132,95;1,94;0,00;0,00;
0,00;0,00;133,07;1,96;0,00;0,00;
0,00;0,00;133,20;1,99;0,00;0,00;
0,00;0,00;133,33;2,02;0,00;0,00;
0,00;0,00;133,46;2,06;0,00;0,00;
0,00;0,00;133,59;2,07;0,00;0,00;
0,00;0,00;133,71;2,09;0,00;0,00;
0,00;0,00;133,84;2,10;0,00;0,00;
0,00;0,00;133,97;2,12;0,00;0,00;
0,00;0,00;134,10;2,15;0,00;0,00;
0,00;0,00;134,23;2,16;0,00;0,00;
0,00;0,00;134,35;2,20;0,00;0,00;
0,00;0,00;134,48;2,22;0,00;0,00;
0,00;0,00;134,61;2,22;0,00;0,00;
0,00;0,00;134,74;2,23;0,00;0,00;
0,00;0,00;134,87;2,25;0,00;0,00;
0,00;0,00;134,99;2,25;0,00;0,00;
0,00;0,00;135,12;2,27;0,00;0,00;
0,00;0,00;135,25;2,28;0,00;0,00;
0,00;0,00;135,38;2,28;0,00;0,00;
0,00;0,00;135,51;2,29;0,00;0,00;
0,00;0,00;135,64;2,28;0,00;0,00;
0,00;0,00;135,76;2,26;0,00;0,00;
0,00;0,00;135,89;2,25;0,00;0,00;
0,00;0,00;136,02;2,23;0,00;0,00;
0,00;0,00;136,15;2,23;0,00;0,00;
0,00;0,00;136,27;2,22;0,00;0,00;
0,00;0,00;136,40;2,20;0,00;0,00;
0,00;0,00;136,53;2,17;0,00;0,00;
0,00;0,00;136,66;2,16;0,00;0,00;
0,00;0,00;136,79;2,15;0,00;0,00;
0,00;0,00;136,91;2,13;0,00;0,00;
0,00;0,00;137,04;2,14;0,00;0,00;
0,00;0,00;137,17;2,11;0,00;0,00;
0,00;0,00;137,30;2,10;0,00;0,00;
0,00;0,00;137,43;2,08;0,00;0,00;
0,00;0,00;137,56;2,06;0,00;0,00;
0,00;0,00;137,68;2,05;0,00;0,00;
0,00;0,00;137,81;2,02;0,00;0,00;
0,00;0,00;137,94;2,02;0,00;0,00;
0,00;0,00;138,07;2,00;0,00;0,00;
0,00;0,00;138,19;2,02;0,00;0,00;
0,00;0,00;138,32;2,00;0,00;0,00;
0,00;0,00;138,45;1,99;0,00;0,00;
0,00;0,00;138,58;1,98;0,00;0,00;
0,00;0,00;138,71;1,98;0,00;0,00;
0,00;0,00;138,84;1,97;0,00;0,00;
0,00;0,00;138,96;1,97;0,00;0,00;
0,00;0,00;139,09;1,95;0,00;0,00;
0,00;0,00;139,22;1,94;0,00;0,00;
0,00;0,00;139,35;1,93;0,00;0,00;
0,00;0,00;139,47;1,94;0,00;0,00;
