7920;18.02.20 12:30:13;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
0,00;0,00;139,60;1,93;0,00;0,00;
0,00;0,00;139,73;1,92;0,00;0,00;
0,00;0,00;139,86;1,91;0,00;0,00;
0,00;0,00;139,99;1,90;0,00;0,00;
0,00;0,00;140,11;1,91;0,00;0,00;
0,00;0,00;140,24;1,91;0,00;0,00;
0,00;0,00;140,37;1,91;0,00;0,00;
0,00;0,00;140,50;1,92;0,00;0,00;
0,00;0,00;140,63;1,91;0,00;0,00;
0,00;0,00;140,76;1,88;0,00;0,00;
0,00;0,00;140,88;1,85;0,00;0,00;
0,00;0,00;141,01;1,84;0,00;0,00;
0,00;0,00;141,14;1,84;0,00;0,00;
0,00;0,00;141,27;1,83;0,00;0,00;
0,00;0,00;141,40;1,82;0,00;0,00;
0,00;0,00;141,52;1,81;0,00;0,00;
0,00;0,00;141,65;1,78;0,00;0,00;
0,00;0,00;141,78;1,78;0,00;0,00;
0,00;0,00;141,91;1,77;0,00;0,00;
0,00;0,00;142,03;1,76;0,00;0,00;
0,00;0,00;142,16;1,75;0,00;0,00;
0,00;0,00;142,29;1,73;0,00;0,00;
0,00;0,00;142,42;1,74;0,00;0,00;
0,00;0,00;142,55;1,70;0,00;0,00;
0,00;0,00;142,68;1,72;0,00;0,00;
0,00;0,00;142,80;1,69;0,00;0,00;
0,00;0,00;142,93;1,69;0,00;0,00;
0,00;0,00;143,06;1,67;0,00;0,00;
0,00;0,00;143,19;1,66;0,00;0,00;
0,00;0,00;143,31;1,65;0,00;0,00;
0,00;0,00;143,44;1,64;0,00;0,00;
0,00;0,00;143,57;1,63;0,00;0,00;
0,00;0,00;143,70;1,61;0,00;0,00;
0,00;0,00;143,83;1,61;0,00;0,00;
0,00;0,00;143,96;1,60;0,00;0,00;
0,00;0,00;144,08;1,59;0,00;0,00;
0,00;0,00;144,21;1,58;0,00;0,00;
0,00;0,00;144,34;1,57;0,00;0,00;
0,00;0,00;144,47;1,56;0,00;0,00;
0,00;0,00;144,59;1,57;0,00;0,00;
0,00;0,00;144,72;1,54;0,00;0,00;
0,00;0,00;144,85;1,53;0,00;0,00;
0,00;0,00;144,98;1,54;0,00;0,00;
0,00;0,00;145,11;1,53;0,00;0,00;
0,00;0,00;145,23;1,53;0,00;0,00;
0,00;0,00;145,36;1,52;0,00;0,00;
0,00;0,00;145,49;1,50;0,00;0,00;
0,00;0,00;145,62;1,51;0,00;0,00;
0,00;0,00;145,75;1,51;0,00;0,00;
0,00;0,00;145,87;1,49;0,00;0,00;
0,00;0,00;146,00;1,49;0,00;0,00;
0,00;0,00;146,13;1,47;0,00;0,00;
0,00;0,00;146,26;1,48;0,00;0,00;
0,00;0,00;146,39;1,47;0,00;0,00;
0,00;0,00;146,51;1,47;0,00;0,00;
0,00;0,00;146,64;1,46;0,00;0,00;
0,00;0,00;146,77;1,46;0,00;0,00;
0,00;0,00;146,90;1,46;0,00;0,00;
0,00;0,00;147,03;1,46;0,00;0,00;
0,00;0,00;147,15;1,46;0,00;0,00;
0,00;0,00;147,28;1,45;0,00;0,00;
0,00;0,00;147,41;1,45;0,00;0,00;
0,00;0,00;147,54;1,43;0,00;0,00;
0,00;0,00;147,67;1,43;0,00;0,00;
0,00;0,00;147,79;1,43;0,00;0,00;
0,00;0,00;147,92;1,42;0,00;0,00;
0,00;0,00;148,05;1,43;0,00;0,00;
0,00;0,00;148,18;1,41;0,00;0,00;
0,00;0,00;148,31;1,42;0,00;0,00;
0,00;0,00;148,43;1,40;0,00;0,00;
0,00;0,00;148,56;1,40;0,00;0,00;
0,00;0,00;148,69;1,40;0,00;0,00;
0,00;0,00;148,82;1,39;0,00;0,00;
0,00;0,00;148,95;1,40;0,00;0,00;
0,00;0,00;149,07;1,39;0,00;0,00;
0,00;0,00;149,20;1,39;0,00;0,00;
0,00;0,00;149,33;1,39;0,00;0,00;
0,00;0,00;149,46;1,39;0,00;0,00;
0,00;0,00;149,59;1,39;0,00;0,00;
0,00;0,00;149,71;1,39;0,00;0,00;
0,00;0,00;149,84;1,38;0,00;0,00;
0,00;0,00;149,97;1,38;0,00;0,00;
0,00;0,00;150,10;1,37;0,00;0,00;
0,00;0,00;150,23;1,36;0,00;0,00;
0,00;0,00;150,35;1,34;0,00;0,00;
0,00;0,00;150,48;1,34;0,00;0,00;
0,00;0,00;150,61;1,34;0,00;0,00;
0,00;0,00;150,74;1,34;0,00;0,00;
0,00;0,00;150,87;1,34;0,00;0,00;
0,00;0,00;150,99;1,34;0,00;0,00;
0,00;0,00;151,12;1,34;0,00;0,00;
0,00;0,00;151,25;1,34;0,00;0,00;
0,00;0,00;151,38;1,32;0,00;0,00;
0,00;0,00;151,51;1,31;0,00;0,00;
0,00;0,00;151,64;1,31;0,00;0,00;
0,00;0,00;151,76;1,30;0,00;0,00;
0,00;0,00;151,89;1,31;0,00;0,00;
0,00;0,00;152,02;1,31;0,00;0,00;
0,00;0,00;152,15;1,30;0,00;0,00;
0,00;0,00;152,27;1,29;0,00;0,00;
0,00;0,00;152,40;1,28;0,00;0,00;
0,00;0,00;152,53;1,27;0,00;0,00;
0,00;0,00;152,66;1,28;0,00;0,00;
0,00;0,00;152,79;1,26;0,00;0,00;
0,00;0,00;152,92;1,27;0,00;0,00;
0,00;0,00;153,04;1,26;0,00;0,00;
0,00;0,00;153,17;1,26;0,00;0,00;
0,00;0,00;153,30;1,26;0,00;0,00;
0,00;0,00;153,43;1,26;0,00;0,00;
0,00;0,00;153,56;1,26;0,00;0,00;
0,00;0,00;153,68;1,23;0,00;0,00;
0,00;0,00;153,81;1,23;0,00;0,00;
0,00;0,00;153,94;1,23;0,00;0,00;
0,00;0,00;154,07;1,23;0,00;0,00;
0,00;0,00;154,19;1,22;0,00;0,00;
0,00;0,00;154,32;1,21;0,00;0,00;
0,00;0,00;154,45;1,22;0,00;0,00;
0,00;0,00;154,58;1,22;0,00;0,00;
0,00;0,00;154,71;1,22;0,00;0,00;
0,00;0,00;154,84;1,20;0,00;0,00;
0,00;0,00;154,96;1,20;0,00;0,00;
0,00;0,00;155,09;1,19;0,00;0,00;
0,00;0,00;155,22;1,20;0,00;0,00;
0,00;0,00;155,35;1,19;0,00;0,00;
0,00;0,00;155,47;1,18;0,00;0,00;
0,00;0,00;155,60;1,18;0,00;0,00;
0,00;0,00;155,73;1,18;0,00;0,00;
0,00;0,00;155,86;1,18;0,00;0,00;
0,00;0,00;155,99;1,18;0,00;0,00;
0,00;0,00;156,11;1,17;0,00;0,00;
0,00;0,00;156,24;1,16;0,00;0,00;
0,00;0,00;156,37;1,15;0,00;0,00;
0,00;0,00;156,50;1,16;0,00;0,00;
0,00;0,00;156,63;1,16;0,00;0,00;
0,00;0,00;156,76;1,16;0,00;0,00;
0,00;0,00;156,88;1,15;0,00;0,00;
0,00;0,00;157,01;1,15;0,00;0,00;
0,00;0,00;157,14;1,14;0,00;0,00;
0,00;0,00;157,27;1,14;0,00;0,00;
0,00;0,00;157,39;1,14;0,00;0,00;
0,00;0,00;157,52;1,13;0,00;0,00;
0,00;0,00;157,65;1,13;0,00;0,00;
0,00;0,00;157,78;1,13;0,00;0,00;
0,00;0,00;157,91;1,13;0,00;0,00;
0,00;0,00;158,04;1,13;0,00;0,00;
0,00;0,00;158,16;1,12;0,00;0,00;
0,00;0,00;158,29;1,12;0,00;0,00;
0,00;0,00;158,42;1,12;0,00;0,00;
0,00;0,00;158,55;1,12;0,00;0,00;
0,00;0,00;158,67;1,13;0,00;0,00;
0,00;0,00;158,80;1,13;0,00;0,00;
0,00;0,00;158,93;1,12;0,00;0,00;
0,00;0,00;159,06;1,14;0,00;0,00;
0,00;0,00;159,19;1,14;0,00;0,00;
0,00;0,00;159,31;1,14;0,00;0,00;
0,00;0,00;159,44;1,14;0,00;0,00;
0,00;0,00;159,57;1,14;0,00;0,00;
0,00;0,00;159,70;1,14;0,00;0,00;
0,00;0,00;159,83;1,15;0,00;0,00;
0,00;0,00;159,95;1,15;0,00;0,00;
0,00;0,00;160,08;1,14;0,00;0,00;
0,00;0,00;160,21;1,14;0,00;0,00;
0,00;0,00;160,34;1,14;0,00;0,00;
0,00;0,00;160,47;1,13;0,00;0,00;
0,00;0,00;160,59;1,14;0,00;0,00;
0,00;0,00;160,72;1,14;0,00;0,00;
0,00;0,00;160,81;1,11;0,00;0,00;
0,00;0,00;160,81;1,11;0,00;0,00;
