7921;18.02.20 14:22:21;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,25;0,07;0,00;0,00;
0,00;0,00;1,04;0,05;0,00;0,00;
0,00;0,00;2,34;0,06;0,00;0,00;
0,00;0,00;4,15;0,06;0,00;0,00;
0,00;0,00;6,47;0,05;0,00;0,00;
0,00;0,00;9,30;0,05;0,00;0,00;
0,00;0,00;12,63;0,07;0,00;0,00;
0,00;0,00;16,12;0,04;0,00;0,00;
0,00;0,00;19,65;0,03;0,00;0,00;
0,00;0,00;23,17;0,04;0,00;0,00;
0,00;0,00;26,69;0,05;0,00;0,00;
0,00;0,00;30,21;0,05;0,00;0,00;
0,00;0,00;33,73;0,05;0,00;0,00;
0,00;0,00;37,25;0,03;0,00;0,00;
0,00;0,00;40,77;0,04;0,00;0,00;
0,00;0,00;44,29;0,04;0,00;0,00;
0,00;0,00;47,81;0,05;0,00;0,00;
0,00;0,00;51,33;0,04;0,00;0,00;
0,00;0,00;54,85;0,03;0,00;0,00;
0,00;0,00;58,37;0,04;0,00;0,00;
0,00;0,00;61,89;0,05;0,00;0,00;
0,00;0,00;65,41;0,04;0,00;0,00;
0,00;0,00;68,93;0,06;0,00;0,00;
0,00;0,00;72,45;0,03;0,00;0,00;
0,00;0,00;75,97;0,04;0,00;0,00;
0,00;0,00;79,49;0,03;0,00;0,00;
0,00;0,00;83,01;0,04;0,00;0,00;
0,00;0,00;86,53;0,04;0,00;0,00;
0,00;0,00;90,05;0,04;0,00;0,00;
0,00;0,00;93,57;0,03;0,00;0,00;
0,00;0,00;97,09;0,04;0,00;0,00;
0,00;0,00;100,61;0,04;0,00;0,00;
0,00;0,00;104,13;0,04;0,00;0,00;
0,00;0,00;107,65;0,03;0,00;0,00;
0,00;0,00;111,17;0,03;0,00;0,00;
0,00;0,00;114,46;0,03;0,00;0,00;
0,00;0,00;117,29;0,01;0,00;0,00;
0,00;0,00;119,62;0,01;0,00;0,00;
0,00;0,00;121,46;0,00;0,00;0,00;
0,00;0,00;122,80;0,00;0,00;0,00;
0,00;0,00;123,64;0,00;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,05;0,02;0,00;0,00;
0,00;0,00;124,10;0,01;0,00;0,00;
0,00;0,00;124,15;0,01;0,00;0,00;
0,00;0,00;124,20;0,02;0,00;0,00;
0,00;0,00;124,25;0,01;0,00;0,00;
0,00;0,00;124,30;0,01;0,00;0,00;
0,00;0,00;124,35;0,02;0,00;0,00;
0,00;0,00;124,39;0,01;0,00;0,00;
0,00;0,00;124,44;0,02;0,00;0,00;
0,00;0,00;124,49;0,01;0,00;0,00;
0,00;0,00;124,54;0,02;0,00;0,00;
0,00;0,00;124,58;0,02;0,00;0,00;
0,00;0,00;124,63;0,02;0,00;0,00;
0,00;0,00;124,68;0,02;0,00;0,00;
0,00;0,00;124,73;0,03;0,00;0,00;
0,00;0,00;124,78;0,03;0,00;0,00;
0,00;0,00;124,83;0,03;0,00;0,00;
0,00;0,00;124,87;0,01;0,00;0,00;
0,00;0,00;124,92;0,01;0,00;0,00;
0,00;0,00;124,97;0,02;0,00;0,00;
0,00;0,00;125,02;0,03;0,00;0,00;
0,00;0,00;125,07;0,02;0,00;0,00;
0,00;0,00;125,11;0,03;0,00;0,00;
0,00;0,00;125,16;0,02;0,00;0,00;
0,00;0,00;125,21;0,02;0,00;0,00;
0,00;0,00;125,26;0,03;0,00;0,00;
0,00;0,00;125,31;0,03;0,00;0,00;
0,00;0,00;125,35;0,03;0,00;0,00;
0,00;0,00;125,40;0,03;0,00;0,00;
0,00;0,00;125,45;0,03;0,00;0,00;
0,00;0,00;125,50;0,02;0,00;0,00;
0,00;0,00;125,55;0,03;0,00;0,00;
0,00;0,00;125,59;0,03;0,00;0,00;
0,00;0,00;125,64;0,02;0,00;0,00;
0,00;0,00;125,69;0,03;0,00;0,00;
0,00;0,00;125,74;0,03;0,00;0,00;
0,00;0,00;125,79;0,03;0,00;0,00;
0,00;0,00;125,83;0,03;0,00;0,00;
0,00;0,00;125,88;0,02;0,00;0,00;
0,00;0,00;125,93;0,03;0,00;0,00;
0,00;0,00;125,98;0,03;0,00;0,00;
0,00;0,00;126,03;0,03;0,00;0,00;
0,00;0,00;126,07;0,02;0,00;0,00;
0,00;0,00;126,12;0,03;0,00;0,00;
0,00;0,00;126,17;0,03;0,00;0,00;
0,00;0,00;126,22;0,03;0,00;0,00;
0,00;0,00;126,27;0,02;0,00;0,00;
0,00;0,00;126,32;0,03;0,00;0,00;
0,00;0,00;126,36;0,06;0,00;0,00;
0,00;0,00;126,41;0,35;0,00;0,00;
0,00;0,00;126,45;0,62;0,00;0,00;
0,00;0,00;126,50;0,47;0,00;0,00;
0,00;0,00;126,55;0,47;0,00;0,00;
0,00;0,00;126,60;0,49;0,00;0,00;
0,00;0,00;126,65;0,48;0,00;0,00;
0,00;0,00;126,70;0,50;0,00;0,00;
0,00;0,00;126,75;0,50;0,00;0,00;
0,00;0,00;126,79;0,53;0,00;0,00;
0,00;0,00;126,84;0,53;0,00;0,00;
0,00;0,00;126,89;0,56;0,00;0,00;
0,00;0,00;126,94;0,59;0,00;0,00;
0,00;0,00;126,98;0,59;0,00;0,00;
0,00;0,00;127,03;0,64;0,00;0,00;
0,00;0,00;127,08;0,64;0,00;0,00;
0,00;0,00;127,13;0,66;0,00;0,00;
0,00;0,00;127,18;0,67;0,00;0,00;
0,00;0,00;127,23;0,69;0,00;0,00;
0,00;0,00;127,27;0,70;0,00;0,00;
0,00;0,00;127,32;0,73;0,00;0,00;
0,00;0,00;127,37;0,73;0,00;0,00;
0,00;0,00;127,42;0,76;0,00;0,00;
0,00;0,00;127,46;0,77;0,00;0,00;
0,00;0,00;127,51;0,78;0,00;0,00;
0,00;0,00;127,56;0,79;0,00;0,00;
0,00;0,00;127,61;0,80;0,00;0,00;
0,00;0,00;127,66;0,82;0,00;0,00;
0,00;0,00;127,70;0,85;0,00;0,00;
0,00;0,00;127,75;0,86;0,00;0,00;
0,00;0,00;127,80;0,88;0,00;0,00;
0,00;0,00;127,85;0,88;0,00;0,00;
0,00;0,00;127,90;0,91;0,00;0,00;
0,00;0,00;127,95;0,91;0,00;0,00;
0,00;0,00;127,99;0,91;0,00;0,00;
0,00;0,00;128,04;0,91;0,00;0,00;
0,00;0,00;128,09;0,91;0,00;0,00;
0,00;0,00;128,14;0,93;0,00;0,00;
0,00;0,00;128,19;0,93;0,00;0,00;
0,00;0,00;128,23;0,94;0,00;0,00;
0,00;0,00;128,28;0,93;0,00;0,00;
0,00;0,00;128,33;0,96;0,00;0,00;
0,00;0,00;128,38;0,96;0,00;0,00;
0,00;0,00;128,43;0,98;0,00;0,00;
0,00;0,00;128,47;0,99;0,00;0,00;
0,00;0,00;128,52;0,99;0,00;0,00;
0,00;0,00;128,57;1,00;0,00;0,00;
0,00;0,00;128,62;1,02;0,00;0,00;
0,00;0,00;128,66;1,02;0,00;0,00;
0,00;0,00;128,71;1,02;0,00;0,00;
0,00;0,00;128,76;1,05;0,00;0,00;
0,00;0,00;128,81;1,05;0,00;0,00;
0,00;0,00;128,86;1,07;0,00;0,00;
0,00;0,00;128,91;1,06;0,00;0,00;
0,00;0,00;128,95;1,08;0,00;0,00;
0,00;0,00;129,00;1,08;0,00;0,00;
0,00;0,00;129,05;1,09;0,00;0,00;
0,00;0,00;129,10;1,11;0,00;0,00;
0,00;0,00;129,15;1,09;0,00;0,00;
0,00;0,00;129,19;1,11;0,00;0,00;
0,00;0,00;129,24;1,11;0,00;0,00;
0,00;0,00;129,29;1,12;0,00;0,00;
0,00;0,00;129,34;1,14;0,00;0,00;
0,00;0,00;129,38;1,14;0,00;0,00;
0,00;0,00;129,43;1,15;0,00;0,00;
0,00;0,00;129,48;1,17;0,00;0,00;
0,00;0,00;129,53;1,17;0,00;0,00;
0,00;0,00;129,58;1,18;0,00;0,00;
0,00;0,00;129,63;1,18;0,00;0,00;
0,00;0,00;129,67;1,19;0,00;0,00;
0,00;0,00;129,72;1,20;0,00;0,00;
0,00;0,00;129,77;1,20;0,00;0,00;
0,00;0,00;129,82;1,20;0,00;0,00;
