7918;18.02.20 12:25:19;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
0,00;0,00;150,39;0,02;0,00;0,00;
0,00;0,00;150,51;0,03;0,00;0,00;
0,00;0,00;150,64;0,02;0,00;0,00;
0,00;0,00;150,77;0,02;0,00;0,00;
0,00;0,00;150,90;0,02;0,00;0,00;
0,00;0,00;151,03;0,03;0,00;0,00;
0,00;0,00;151,15;0,03;0,00;0,00;
0,00;0,00;151,28;0,03;0,00;0,00;
0,00;0,00;151,41;0,03;0,00;0,00;
0,00;0,00;151,54;0,01;0,00;0,00;
0,00;0,00;151,67;0,01;0,00;0,00;
0,00;0,00;151,79;0,03;0,00;0,00;
0,00;0,00;151,92;0,02;0,00;0,00;
0,00;0,00;152,05;0,03;0,00;0,00;
0,00;0,00;152,18;0,03;0,00;0,00;
0,00;0,00;152,31;0,02;0,00;0,00;
0,00;0,00;152,43;0,02;0,00;0,00;
0,00;0,00;152,56;0,03;0,00;0,00;
0,00;0,00;152,69;0,02;0,00;0,00;
0,00;0,00;152,82;0,03;0,00;0,00;
0,00;0,00;152,95;0,02;0,00;0,00;
0,00;0,00;153,07;0,02;0,00;0,00;
0,00;0,00;153,20;0,03;0,00;0,00;
0,00;0,00;153,33;0,03;0,00;0,00;
0,00;0,00;153,46;0,03;0,00;0,00;
0,00;0,00;153,59;0,02;0,00;0,00;
0,00;0,00;153,71;0,02;0,00;0,00;
0,00;0,00;153,84;0,02;0,00;0,00;
0,00;0,00;153,97;0,03;0,00;0,00;
0,00;0,00;154,10;0,03;0,00;0,00;
0,00;0,00;154,23;0,02;0,00;0,00;
0,00;0,00;154,35;0,03;0,00;0,00;
0,00;0,00;154,48;0,02;0,00;0,00;
0,00;0,00;154,61;0,03;0,00;0,00;
0,00;0,00;154,74;0,02;0,00;0,00;
0,00;0,00;154,87;0,02;0,00;0,00;
0,00;0,00;154,99;0,02;0,00;0,00;
0,00;0,00;155,12;0,03;0,00;0,00;
0,00;0,00;155,25;0,03;0,00;0,00;
0,00;0,00;155,38;0,02;0,00;0,00;
0,00;0,00;155,51;0,02;0,00;0,00;
0,00;0,00;155,64;0,02;0,00;0,00;
0,00;0,00;155,76;0,03;0,00;0,00;
0,00;0,00;155,89;0,02;0,00;0,00;
0,00;0,00;156,02;0,03;0,00;0,00;
0,00;0,00;156,15;0,03;0,00;0,00;
0,00;0,00;156,27;0,03;0,00;0,00;
0,00;0,00;156,40;0,02;0,00;0,00;
0,00;0,00;156,53;0,02;0,00;0,00;
0,00;0,00;156,66;0,02;0,00;0,00;
0,00;0,00;156,79;0,01;0,00;0,00;
0,00;0,00;156,91;0,03;0,00;0,00;
0,00;0,00;157,04;0,03;0,00;0,00;
0,00;0,00;157,17;0,02;0,00;0,00;
0,00;0,00;157,30;0,03;0,00;0,00;
0,00;0,00;157,43;0,03;0,00;0,00;
0,00;0,00;157,55;0,03;0,00;0,00;
0,00;0,00;157,68;0,03;0,00;0,00;
0,00;0,00;157,81;0,03;0,00;0,00;
0,00;0,00;157,94;0,02;0,00;0,00;
0,00;0,00;158,07;0,02;0,00;0,00;
0,00;0,00;158,19;0,02;0,00;0,00;
0,00;0,00;158,32;0,03;0,00;0,00;
0,00;0,00;158,45;0,02;0,00;0,00;
0,00;0,00;158,58;0,01;0,00;0,00;
0,00;0,00;158,71;0,02;0,00;0,00;
0,00;0,00;158,84;0,03;0,00;0,00;
0,00;0,00;158,96;0,02;0,00;0,00;
0,00;0,00;159,09;0,03;0,00;0,00;
0,00;0,00;159,22;0,03;0,00;0,00;
0,00;0,00;159,35;0,03;0,00;0,00;
0,00;0,00;159,47;0,02;0,00;0,00;
0,00;0,00;159,60;0,03;0,00;0,00;
0,00;0,00;159,73;0,03;0,00;0,00;
0,00;0,00;159,86;0,02;0,00;0,00;
0,00;0,00;159,99;0,01;0,00;0,00;
0,00;0,00;160,11;0,02;0,00;0,00;
0,00;0,00;160,24;0,02;0,00;0,00;
0,00;0,00;160,37;0,02;0,00;0,00;
0,00;0,00;160,50;0,03;0,00;0,00;
0,00;0,00;160,62;0,03;0,00;0,00;
0,00;0,00;160,75;0,03;0,00;0,00;
0,00;0,00;160,81;0,01;0,00;0,00;
0,00;0,00;160,81;0,01;0,00;0,00;
0,00;0,00;160,75;-0,02;0,00;0,00;
0,00;0,00;160,21;-0,03;0,00;0,00;
0,00;0,00;159,18;-0,04;0,00;0,00;
0,00;0,00;157,62;-0,04;0,00;0,00;
0,00;0,00;155,56;-0,04;0,00;0,00;
0,00;0,00;152,99;-0,05;0,00;0,00;
0,00;0,00;149,90;-0,05;0,00;0,00;
0,00;0,00;146,43;-0,05;0,00;0,00;
0,00;0,00;142,91;-0,04;0,00;0,00;
0,00;0,00;139,39;-0,02;0,00;0,00;
0,00;0,00;135,87;-0,04;0,00;0,00;
0,00;0,00;132,35;-0,04;0,00;0,00;
0,00;0,00;128,83;-0,04;0,00;0,00;
0,00;0,00;125,31;-0,02;0,00;0,00;
0,00;0,00;121,79;-0,03;0,00;0,00;
0,00;0,00;118,27;-0,02;0,00;0,00;
0,00;0,00;112,15;0,01;0,00;0,00;
0,00;0,00;108,00;0,01;0,00;0,00;
0,00;0,00;106,68;0,02;0,00;0,00;
0,00;0,00;105,85;0,01;0,00;0,00;
0,00;0,00;105,51;0,03;0,00;0,00;
0,00;0,00;105,49;0,01;0,00;0,00;
