7918;18.02.20 12:25:19;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;35,75;0,07;0,00;0,00;
0,00;0,00;36,54;0,04;0,00;0,00;
0,00;0,00;37,84;0,05;0,00;0,00;
0,00;0,00;39,65;0,04;0,00;0,00;
0,00;0,00;41,96;0,05;0,00;0,00;
0,00;0,00;44,80;0,06;0,00;0,00;
0,00;0,00;48,13;0,05;0,00;0,00;
0,00;0,00;51,62;0,04;0,00;0,00;
0,00;0,00;55,16;0,03;0,00;0,00;
0,00;0,00;58,66;0,05;0,00;0,00;
0,00;0,00;62,19;0,05;0,00;0,00;
0,00;0,00;65,71;0,04;0,00;0,00;
0,00;0,00;69,23;0,03;0,00;0,00;
0,00;0,00;72,75;0,04;0,00;0,00;
0,00;0,00;76,27;0,04;0,00;0,00;
0,00;0,00;79,78;0,04;0,00;0,00;
0,00;0,00;83,31;0,04;0,00;0,00;
0,00;0,00;86,83;0,02;0,00;0,00;
0,00;0,00;90,35;0,03;0,00;0,00;
0,00;0,00;93,87;0,04;0,00;0,00;
0,00;0,00;97,39;0,04;0,00;0,00;
0,00;0,00;100,90;0,04;0,00;0,00;
0,00;0,00;104,43;0,03;0,00;0,00;
0,00;0,00;107,95;0,04;0,00;0,00;
0,00;0,00;111,47;0,04;0,00;0,00;
0,00;0,00;114,76;0,01;0,00;0,00;
0,00;0,00;121,67;-0,01;0,00;0,00;
0,00;0,00;122,95;0,01;0,00;0,00;
0,00;0,00;123,73;-0,01;0,00;0,00;
0,00;0,00;124,00;0,00;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,14;0,02;0,00;0,00;
0,00;0,00;124,27;0,01;0,00;0,00;
0,00;0,00;124,53;0,01;0,00;0,00;
0,00;0,00;124,66;0,01;0,00;0,00;
0,00;0,00;124,79;0,02;0,00;0,00;
0,00;0,00;124,91;0,01;0,00;0,00;
0,00;0,00;125,04;0,01;0,00;0,00;
0,00;0,00;125,17;0,01;0,00;0,00;
0,00;0,00;125,30;0,01;0,00;0,00;
0,00;0,00;125,43;0,01;0,00;0,00;
0,00;0,00;125,55;0,01;0,00;0,00;
0,00;0,00;125,68;0,02;0,00;0,00;
0,00;0,00;125,81;0,01;0,00;0,00;
0,00;0,00;125,94;0,02;0,00;0,00;
0,00;0,00;126,07;0,02;0,00;0,00;
0,00;0,00;126,19;0,03;0,00;0,00;
0,00;0,00;126,32;0,01;0,00;0,00;
0,00;0,00;126,45;0,01;0,00;0,00;
0,00;0,00;126,58;0,02;0,00;0,00;
0,00;0,00;126,71;0,03;0,00;0,00;
0,00;0,00;126,83;0,02;0,00;0,00;
0,00;0,00;126,96;0,01;0,00;0,00;
0,00;0,00;127,09;0,02;0,00;0,00;
0,00;0,00;127,22;0,02;0,00;0,00;
0,00;0,00;127,35;0,02;0,00;0,00;
0,00;0,00;127,47;0,01;0,00;0,00;
0,00;0,00;127,60;0,01;0,00;0,00;
0,00;0,00;127,73;0,02;0,00;0,00;
0,00;0,00;127,86;0,02;0,00;0,00;
0,00;0,00;127,99;0,01;0,00;0,00;
0,00;0,00;128,11;0,03;0,00;0,00;
0,00;0,00;128,24;0,01;0,00;0,00;
0,00;0,00;128,37;0,01;0,00;0,00;
0,00;0,00;128,50;0,02;0,00;0,00;
0,00;0,00;128,63;0,01;0,00;0,00;
0,00;0,00;128,75;0,02;0,00;0,00;
0,00;0,00;128,88;0,02;0,00;0,00;
0,00;0,00;129,01;0,02;0,00;0,00;
0,00;0,00;129,14;0,01;0,00;0,00;
0,00;0,00;129,27;0,01;0,00;0,00;
0,00;0,00;129,39;0,02;0,00;0,00;
0,00;0,00;129,52;0,01;0,00;0,00;
0,00;0,00;129,65;0,01;0,00;0,00;
0,00;0,00;129,78;0,02;0,00;0,00;
0,00;0,00;129,91;0,02;0,00;0,00;
0,00;0,00;130,03;0,03;0,00;0,00;
0,00;0,00;130,16;0,02;0,00;0,00;
0,00;0,00;130,29;0,02;0,00;0,00;
0,00;0,00;130,42;0,03;0,00;0,00;
0,00;0,00;130,55;0,03;0,00;0,00;
0,00;0,00;130,68;0,01;0,00;0,00;
0,00;0,00;130,80;0,02;0,00;0,00;
0,00;0,00;130,93;0,03;0,00;0,00;
0,00;0,00;131,06;0,01;0,00;0,00;
0,00;0,00;131,19;0,01;0,00;0,00;
0,00;0,00;131,32;0,02;0,00;0,00;
0,00;0,00;131,44;0,02;0,00;0,00;
0,00;0,00;131,57;0,02;0,00;0,00;
0,00;0,00;131,70;0,01;0,00;0,00;
0,00;0,00;131,83;0,01;0,00;0,00;
0,00;0,00;131,96;0,03;0,00;0,00;
0,00;0,00;132,08;0,02;0,00;0,00;
0,00;0,00;132,21;0,02;0,00;0,00;
0,00;0,00;132,34;0,02;0,00;0,00;
0,00;0,00;132,47;0,02;0,00;0,00;
0,00;0,00;132,60;0,02;0,00;0,00;
0,00;0,00;132,72;0,03;0,00;0,00;
0,00;0,00;132,85;0,02;0,00;0,00;
0,00;0,00;132,98;0,02;0,00;0,00;
0,00;0,00;133,11;0,01;0,00;0,00;
0,00;0,00;133,23;0,02;0,00;0,00;
0,00;0,00;133,36;0,03;0,00;0,00;
0,00;0,00;133,49;0,02;0,00;0,00;
0,00;0,00;133,62;0,01;0,00;0,00;
0,00;0,00;133,75;0,03;0,00;0,00;
0,00;0,00;133,87;0,03;0,00;0,00;
0,00;0,00;134,00;0,02;0,00;0,00;
0,00;0,00;134,13;0,02;0,00;0,00;
0,00;0,00;134,26;0,02;0,00;0,00;
0,00;0,00;134,39;0,02;0,00;0,00;
0,00;0,00;134,52;0,02;0,00;0,00;
0,00;0,00;134,64;0,03;0,00;0,00;
0,00;0,00;134,77;0,02;0,00;0,00;
0,00;0,00;134,90;0,02;0,00;0,00;
0,00;0,00;135,03;0,02;0,00;0,00;
0,00;0,00;135,15;0,03;0,00;0,00;
0,00;0,00;135,28;0,02;0,00;0,00;
0,00;0,00;135,41;0,01;0,00;0,00;
0,00;0,00;135,54;0,02;0,00;0,00;
0,00;0,00;135,67;0,02;0,00;0,00;
0,00;0,00;135,79;0,02;0,00;0,00;
0,00;0,00;135,92;0,03;0,00;0,00;
0,00;0,00;136,05;0,03;0,00;0,00;
0,00;0,00;136,18;0,03;0,00;0,00;
0,00;0,00;136,31;0,03;0,00;0,00;
0,00;0,00;136,44;0,02;0,00;0,00;
0,00;0,00;136,56;0,03;0,00;0,00;
0,00;0,00;136,69;0,03;0,00;0,00;
0,00;0,00;136,82;0,03;0,00;0,00;
0,00;0,00;136,95;0,02;0,00;0,00;
0,00;0,00;137,07;0,02;0,00;0,00;
0,00;0,00;137,20;0,01;0,00;0,00;
0,00;0,00;137,33;0,03;0,00;0,00;
0,00;0,00;137,46;0,03;0,00;0,00;
0,00;0,00;137,59;0,01;0,00;0,00;
0,00;0,00;137,71;0,01;0,00;0,00;
0,00;0,00;137,84;0,01;0,00;0,00;
0,00;0,00;137,97;0,03;0,00;0,00;
0,00;0,00;138,10;0,03;0,00;0,00;
0,00;0,00;138,23;0,03;0,00;0,00;
0,00;0,00;138,35;0,03;0,00;0,00;
0,00;0,00;138,48;0,03;0,00;0,00;
0,00;0,00;138,61;0,01;0,00;0,00;
0,00;0,00;138,74;0,02;0,00;0,00;
0,00;0,00;138,87;0,03;0,00;0,00;
0,00;0,00;138,99;0,02;0,00;0,00;
0,00;0,00;139,12;0,02;0,00;0,00;
0,00;0,00;139,25;0,02;0,00;0,00;
0,00;0,00;139,38;0,03;0,00;0,00;
0,00;0,00;139,51;0,02;0,00;0,00;
0,00;0,00;139,63;0,02;0,00;0,00;
0,00;0,00;139,76;0,01;0,00;0,00;
0,00;0,00;139,89;0,01;0,00;0,00;
0,00;0,00;140,02;0,01;0,00;0,00;
0,00;0,00;140,15;0,02;0,00;0,00;
0,00;0,00;140,27;0,03;0,00;0,00;
0,00;0,00;140,40;0,01;0,00;0,00;
0,00;0,00;140,53;0,02;0,00;0,00;
0,00;0,00;140,66;0,02;0,00;0,00;
0,00;0,00;140,79;0,01;0,00;0,00;
0,00;0,00;140,91;0,02;0,00;0,00;
0,00;0,00;141,04;0,02;0,00;0,00;
0,00;0,00;141,17;0,03;0,00;0,00;
0,00;0,00;141,30;0,02;0,00;0,00;
0,00;0,00;141,43;0,02;0,00;0,00;
0,00;0,00;141,55;0,01;0,00;0,00;
0,00;0,00;141,68;0,02;0,00;0,00;
0,00;0,00;141,81;0,03;0,00;0,00;
0,00;0,00;141,94;0,02;0,00;0,00;
0,00;0,00;142,07;0,02;0,00;0,00;
0,00;0,00;142,19;0,01;0,00;0,00;
0,00;0,00;142,32;0,03;0,00;0,00;
0,00;0,00;142,45;0,02;0,00;0,00;
0,00;0,00;142,58;0,01;0,00;0,00;
0,00;0,00;142,71;0,03;0,00;0,00;
0,00;0,00;142,83;0,02;0,00;0,00;
0,00;0,00;142,96;0,01;0,00;0,00;
0,00;0,00;143,09;0,03;0,00;0,00;
0,00;0,00;143,22;0,01;0,00;0,00;
0,00;0,00;143,35;0,01;0,00;0,00;
0,00;0,00;143,47;0,02;0,00;0,00;
0,00;0,00;143,60;0,02;0,00;0,00;
0,00;0,00;143,73;0,02;0,00;0,00;
0,00;0,00;143,86;0,03;0,00;0,00;
0,00;0,00;143,99;0,02;0,00;0,00;
0,00;0,00;144,11;0,02;0,00;0,00;
0,00;0,00;144,24;0,02;0,00;0,00;
0,00;0,00;144,37;0,02;0,00;0,00;
0,00;0,00;144,50;0,01;0,00;0,00;
0,00;0,00;144,63;0,01;0,00;0,00;
0,00;0,00;144,76;0,02;0,00;0,00;
0,00;0,00;144,88;0,01;0,00;0,00;
0,00;0,00;145,01;0,02;0,00;0,00;
0,00;0,00;145,14;0,03;0,00;0,00;
0,00;0,00;145,27;0,03;0,00;0,00;
0,00;0,00;145,39;0,03;0,00;0,00;
0,00;0,00;145,52;0,01;0,00;0,00;
0,00;0,00;145,65;0,02;0,00;0,00;
0,00;0,00;145,78;0,02;0,00;0,00;
0,00;0,00;145,91;0,02;0,00;0,00;
0,00;0,00;146,04;0,02;0,00;0,00;
0,00;0,00;146,16;0,03;0,00;0,00;
0,00;0,00;146,29;0,03;0,00;0,00;
0,00;0,00;146,42;0,01;0,00;0,00;
0,00;0,00;146,55;0,02;0,00;0,00;
0,00;0,00;146,67;0,03;0,00;0,00;
0,00;0,00;146,80;0,01;0,00;0,00;
0,00;0,00;146,93;0,02;0,00;0,00;
0,00;0,00;147,06;0,01;0,00;0,00;
0,00;0,00;147,19;0,01;0,00;0,00;
0,00;0,00;147,31;0,02;0,00;0,00;
0,00;0,00;147,44;0,03;0,00;0,00;
0,00;0,00;147,57;0,02;0,00;0,00;
0,00;0,00;147,70;0,01;0,00;0,00;
0,00;0,00;147,83;0,01;0,00;0,00;
0,00;0,00;147,96;0,03;0,00;0,00;
0,00;0,00;148,08;0,03;0,00;0,00;
0,00;0,00;148,21;0,02;0,00;0,00;
0,00;0,00;148,34;0,02;0,00;0,00;
0,00;0,00;148,47;0,01;0,00;0,00;
0,00;0,00;148,59;0,03;0,00;0,00;
0,00;0,00;148,72;0,02;0,00;0,00;
0,00;0,00;148,85;0,02;0,00;0,00;
0,00;0,00;148,98;0,03;0,00;0,00;
0,00;0,00;149,11;0,02;0,00;0,00;
0,00;0,00;149,24;0,03;0,00;0,00;
0,00;0,00;149,36;0,03;0,00;0,00;
0,00;0,00;149,49;0,03;0,00;0,00;
0,00;0,00;149,62;0,02;0,00;0,00;
0,00;0,00;149,75;0,03;0,00;0,00;
0,00;0,00;149,87;0,01;0,00;0,00;
0,00;0,00;150,00;0,01;0,00;0,00;
0,00;0,00;150,13;0,02;0,00;0,00;
0,00;0,00;150,26;0,03;0,00;0,00;
