7933;18.02.20 15:00:21;21;Avvicinamento Pressata Fuori Ingombro;wrong softlimit spindle data (74);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,25;0,07;0,00;0,00;
0,00;0,00;1,04;0,04;0,00;0,00;
0,00;0,00;2,33;0,04;0,00;0,00;
0,00;0,00;4,15;0,05;0,00;0,00;
0,00;0,00;6,47;0,04;0,00;0,00;
0,00;0,00;9,30;0,04;0,00;0,00;
0,00;0,00;12,63;0,04;0,00;0,00;
0,00;0,00;16,12;0,03;0,00;0,00;
0,00;0,00;19,65;0,03;0,00;0,00;
0,00;0,00;23,17;0,03;0,00;0,00;
0,00;0,00;26,69;0,04;0,00;0,00;
0,00;0,00;30,21;0,04;0,00;0,00;
0,00;0,00;33,73;0,04;0,00;0,00;
0,00;0,00;37,25;0,04;0,00;0,00;
0,00;0,00;40,77;0,04;0,00;0,00;
0,00;0,00;44,29;0,04;0,00;0,00;
0,00;0,00;47,81;0,04;0,00;0,00;
0,00;0,00;51,33;0,04;0,00;0,00;
0,00;0,00;54,85;0,03;0,00;0,00;
0,00;0,00;58,37;0,03;0,00;0,00;
0,00;0,00;61,89;0,04;0,00;0,00;
0,00;0,00;65,41;0,03;0,00;0,00;
0,00;0,00;68,93;0,04;0,00;0,00;
0,00;0,00;72,45;0,02;0,00;0,00;
0,00;0,00;75,97;0,03;0,00;0,00;
0,00;0,00;79,49;0,04;0,00;0,00;
0,00;0,00;83,01;0,03;0,00;0,00;
0,00;0,00;86,53;0,04;0,00;0,00;
0,00;0,00;90,05;0,03;0,00;0,00;
0,00;0,00;93,57;0,03;0,00;0,00;
0,00;0,00;97,09;0,04;0,00;0,00;
0,00;0,00;100,61;0,03;0,00;0,00;
0,00;0,00;104,13;0,04;0,00;0,00;
0,00;0,00;107,65;0,02;0,00;0,00;
0,00;0,00;111,17;0,03;0,00;0,00;
0,00;0,00;114,46;0,02;0,00;0,00;
0,00;0,00;117,29;0,01;0,00;0,00;
0,00;0,00;119,62;0,01;0,00;0,00;
0,00;0,00;124,02;0,01;0,00;0,00;
0,00;0,00;124,01;0,01;0,00;0,00;
0,00;0,00;124,08;0,02;0,00;0,00;
0,00;0,00;124,18;0,01;0,00;0,00;
0,00;0,00;124,28;0,01;0,00;0,00;
0,00;0,00;124,38;0,01;0,00;0,00;
0,00;0,00;124,57;0,01;0,00;0,00;
0,00;0,00;124,66;0,01;0,00;0,00;
0,00;0,00;124,76;0,01;0,00;0,00;
0,00;0,00;124,86;0,01;0,00;0,00;
0,00;0,00;124,95;0,01;0,00;0,00;
0,00;0,00;125,05;0,02;0,00;0,00;
0,00;0,00;125,14;0,02;0,00;0,00;
0,00;0,00;125,24;0,01;0,00;0,00;
0,00;0,00;125,34;0,01;0,00;0,00;
0,00;0,00;125,43;0,01;0,00;0,00;
0,00;0,00;125,53;0,01;0,00;0,00;
0,00;0,00;125,62;0,02;0,00;0,00;
0,00;0,00;125,72;0,02;0,00;0,00;
0,00;0,00;125,82;0,03;0,00;0,00;
0,00;0,00;125,91;0,01;0,00;0,00;
0,00;0,00;126,01;0,01;0,00;0,00;
0,00;0,00;126,10;0,03;0,00;0,00;
0,00;0,00;126,20;0,02;0,00;0,00;
0,00;0,00;126,30;0,02;0,00;0,00;
0,00;0,00;126,39;0,02;0,00;0,00;
0,00;0,00;126,49;0,01;0,00;0,00;
0,00;0,00;126,58;0,03;0,00;0,00;
0,00;0,00;126,68;0,05;0,00;0,00;
0,00;0,00;126,77;0,34;0,00;0,00;
0,00;0,00;126,87;0,29;0,00;0,00;
0,00;0,00;126,97;0,29;0,00;0,00;
0,00;0,00;127,06;0,31;0,00;0,00;
0,00;0,00;127,16;0,34;0,00;0,00;
0,00;0,00;127,26;0,38;0,00;0,00;
0,00;0,00;127,35;0,42;0,00;0,00;
0,00;0,00;127,45;0,46;0,00;0,00;
0,00;0,00;127,54;0,49;0,00;0,00;
0,00;0,00;127,64;0,53;0,00;0,00;
0,00;0,00;127,73;0,56;0,00;0,00;
0,00;0,00;127,83;0,57;0,00;0,00;
0,00;0,00;127,93;0,60;0,00;0,00;
0,00;0,00;128,02;0,62;0,00;0,00;
0,00;0,00;128,12;0,66;0,00;0,00;
0,00;0,00;128,21;0,67;0,00;0,00;
0,00;0,00;128,31;0,69;0,00;0,00;
0,00;0,00;128,41;0,72;0,00;0,00;
0,00;0,00;128,50;0,74;0,00;0,00;
0,00;0,00;128,60;0,76;0,00;0,00;
0,00;0,00;128,70;0,78;0,00;0,00;
0,00;0,00;128,79;0,78;0,00;0,00;
0,00;0,00;128,89;0,81;0,00;0,00;
0,00;0,00;128,98;0,83;0,00;0,00;
0,00;0,00;129,08;0,84;0,00;0,00;
0,00;0,00;129,18;0,85;0,00;0,00;
0,00;0,00;129,27;0,87;0,00;0,00;
0,00;0,00;129,37;0,88;0,00;0,00;
0,00;0,00;129,46;0,90;0,00;0,00;
0,00;0,00;129,56;0,92;0,00;0,00;
0,00;0,00;129,66;0,93;0,00;0,00;
0,00;0,00;129,75;0,92;0,00;0,00;
0,00;0,00;129,85;0,94;0,00;0,00;
0,00;0,00;129,94;0,93;0,00;0,00;
0,00;0,00;130,04;0,96;0,00;0,00;
0,00;0,00;130,14;0,96;0,00;0,00;
0,00;0,00;130,23;0,96;0,00;0,00;
0,00;0,00;130,33;0,96;0,00;0,00;
0,00;0,00;130,42;0,97;0,00;0,00;
0,00;0,00;130,52;0,98;0,00;0,00;
0,00;0,00;130,62;0,98;0,00;0,00;
0,00;0,00;130,71;0,99;0,00;0,00;
0,00;0,00;130,81;1,01;0,00;0,00;
0,00;0,00;130,90;1,02;0,00;0,00;
0,00;0,00;131,00;1,03;0,00;0,00;
0,00;0,00;131,10;1,04;0,00;0,00;
0,00;0,00;131,19;1,04;0,00;0,00;
0,00;0,00;131,29;1,07;0,00;0,00;
0,00;0,00;131,38;1,08;0,00;0,00;
0,00;0,00;131,48;1,09;0,00;0,00;
0,00;0,00;131,57;1,11;0,00;0,00;
0,00;0,00;131,67;1,12;0,00;0,00;
0,00;0,00;131,77;1,14;0,00;0,00;
0,00;0,00;131,86;1,14;0,00;0,00;
0,00;0,00;131,96;1,15;0,00;0,00;
0,00;0,00;132,06;1,17;0,00;0,00;
0,00;0,00;132,15;1,18;0,00;0,00;
0,00;0,00;132,25;1,20;0,00;0,00;
0,00;0,00;132,34;1,20;0,00;0,00;
0,00;0,00;132,44;1,23;0,00;0,00;
0,00;0,00;132,54;1,25;0,00;0,00;
0,00;0,00;132,63;1,24;0,00;0,00;
0,00;0,00;132,73;1,28;0,00;0,00;
0,00;0,00;132,82;1,29;0,00;0,00;
0,00;0,00;132,92;1,30;0,00;0,00;
0,00;0,00;133,02;1,32;0,00;0,00;
0,00;0,00;133,11;1,34;0,00;0,00;
0,00;0,00;133,21;1,36;0,00;0,00;
0,00;0,00;133,30;1,36;0,00;0,00;
0,00;0,00;133,40;1,39;0,00;0,00;
0,00;0,00;133,50;1,39;0,00;0,00;
0,00;0,00;133,59;1,42;0,00;0,00;
0,00;0,00;133,69;1,43;0,00;0,00;
0,00;0,00;133,78;1,46;0,00;0,00;
0,00;0,00;133,88;1,46;0,00;0,00;
0,00;0,00;133,98;1,46;0,00;0,00;
0,00;0,00;134,07;1,49;0,00;0,00;
0,00;0,00;134,17;1,49;0,00;0,00;
0,00;0,00;134,26;1,49;0,00;0,00;
0,00;0,00;134,36;1,49;0,00;0,00;
0,00;0,00;134,46;1,49;0,00;0,00;
0,00;0,00;134,55;1,47;0,00;0,00;
0,00;0,00;134,65;1,43;0,00;0,00;
0,00;0,00;134,75;1,41;0,00;0,00;
0,00;0,00;134,84;1,41;0,00;0,00;
0,00;0,00;134,94;1,37;0,00;0,00;
0,00;0,00;135,03;1,37;0,00;0,00;
0,00;0,00;135,13;1,36;0,00;0,00;
0,00;0,00;135,22;1,34;0,00;0,00;
0,00;0,00;135,32;1,31;0,00;0,00;
0,00;0,00;135,42;1,29;0,00;0,00;
0,00;0,00;135,51;1,28;0,00;0,00;
0,00;0,00;135,61;1,26;0,00;0,00;
0,00;0,00;135,70;1,26;0,00;0,00;
0,00;0,00;135,80;1,26;0,00;0,00;
0,00;0,00;135,90;1,24;0,00;0,00;
0,00;0,00;135,99;1,23;0,00;0,00;
