3047;13.12.19 16:09:15;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20191213155156;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,15;0,23;0,00;0,00;
0,00;0,00;74,61;0,31;0,00;0,00;
0,00;0,00;75,38;0,31;0,00;0,00;
0,00;0,00;76,53;0,31;0,00;0,00;
0,00;0,00;78,07;0,37;0,00;0,00;
0,00;0,00;80,00;0,37;0,00;0,00;
0,00;0,00;82,30;0,37;0,00;0,00;
0,00;0,00;84,63;0,31;0,00;0,00;
0,00;0,00;87,03;0,31;0,00;0,00;
0,00;0,00;89,44;0,31;0,00;0,00;
0,00;0,00;91,84;0,23;0,00;0,00;
0,00;0,00;94,25;0,31;0,00;0,00;
0,00;0,00;96,64;0,16;0,00;0,00;
0,00;0,00;99,05;0,16;0,00;0,00;
0,00;0,00;101,45;0,31;0,00;0,00;
0,00;0,00;103,85;0,23;0,00;0,00;
0,00;0,00;106,25;0,31;0,00;0,00;
0,00;0,00;108,65;0,31;0,00;0,00;
0,00;0,00;111,05;0,23;0,00;0,00;
0,00;0,00;113,45;0,16;0,00;0,00;
0,00;0,00;115,85;0,23;0,00;0,00;
0,00;0,00;118,25;0,16;0,00;0,00;
0,00;0,00;120,64;0,30;0,00;0,00;
0,00;0,00;123,05;0,23;0,00;0,00;
0,00;0,00;125,45;0,16;0,00;0,00;
0,00;0,00;127,85;0,16;0,00;0,00;
0,00;0,00;130,25;0,30;0,00;0,00;
0,00;0,00;132,64;0,16;0,00;0,00;
0,00;0,00;135,05;0,16;0,00;0,00;
0,00;0,00;137,45;0,08;0,00;0,00;
0,00;0,00;139,85;0,16;0,00;0,00;
0,00;0,00;142,25;0,23;0,00;0,00;
0,00;0,00;144,65;0,16;0,00;0,00;
0,00;0,00;147,05;0,23;0,00;0,00;
0,00;0,00;149,45;0,23;0,00;0,00;
0,00;0,00;151,85;0,08;0,00;0,00;
0,00;0,00;154,25;0,23;0,00;0,00;
0,00;0,00;156,64;0,16;0,00;0,00;
0,00;0,00;159,05;0,16;0,00;0,00;
0,00;0,00;161,45;0,31;0,00;0,00;
0,00;0,00;163,85;0,23;0,00;0,00;
0,00;0,00;166,05;0,08;0,00;0,00;
0,00;0,00;167,90;0,16;0,00;0,00;
0,00;0,00;169,42;0,08;0,00;0,00;
0,00;0,00;170,55;0,08;0,00;0,00;
0,00;0,00;171,78;0,23;0,00;0,00;
0,00;0,00;171,82;0,16;0,00;0,00;
0,00;0,00;171,87;0,23;0,00;0,00;
0,00;0,00;172,02;0,16;0,00;0,00;
0,00;0,00;172,16;0,23;0,00;0,00;
0,00;0,00;172,33;0,16;0,00;0,00;
0,00;0,00;172,49;0,23;0,00;0,00;
0,00;0,00;172,65;0,23;0,00;0,00;
0,00;0,00;172,97;0,31;0,00;0,00;
0,00;0,00;173,13;0,16;0,00;0,00;
0,00;0,00;173,29;0,16;0,00;0,00;
0,00;0,00;173,45;0,16;0,00;0,00;
0,00;0,00;173,61;0,23;0,00;0,00;
0,00;0,00;173,77;0,16;0,00;0,00;
0,00;0,00;173,93;0,23;0,00;0,00;
0,00;0,00;174,09;0,23;0,00;0,00;
0,00;0,00;174,25;0,16;0,00;0,00;
0,00;0,00;174,41;0,16;0,00;0,00;
0,00;0,00;174,57;0,23;0,00;0,00;
0,00;0,00;174,73;0,23;0,00;0,00;
0,00;0,00;174,89;0,16;0,00;0,00;
0,00;0,00;175,05;0,16;0,00;0,00;
0,00;0,00;175,21;0,23;0,00;0,00;
0,00;0,00;175,37;0,23;0,00;0,00;
0,00;0,00;175,53;0,23;0,00;0,00;
0,00;0,00;175,69;0,16;0,00;0,00;
0,00;0,00;175,85;0,16;0,00;0,00;
0,00;0,00;176,01;0,08;0,00;0,00;
0,00;0,00;176,17;0,23;0,00;0,00;
