36871;27.04.21 09:06:58;21;Avvicinamento Pressata Fuori Ingombro;force < min. force (9);20210426162342P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,24;0,37;0,00;0,00;
0,00;0,00;74,85;0,16;0,00;0,00;
0,00;0,00;75,80;0,16;0,00;0,00;
0,00;0,00;77,15;0,23;0,00;0,00;
0,00;0,00;78,89;0,16;0,00;0,00;
0,00;0,00;81,01;0,30;0,00;0,00;
0,00;0,00;83,37;0,16;0,00;0,00;
0,00;0,00;85,72;0,08;0,00;0,00;
0,00;0,00;90,54;0,08;0,00;0,00;
0,00;0,00;92,94;0,16;0,00;0,00;
0,00;0,00;95,34;0,23;0,00;0,00;
0,00;0,00;97,74;0,16;0,00;0,00;
0,00;0,00;100,15;0,16;0,00;0,00;
0,00;0,00;102,54;0,08;0,00;0,00;
0,00;0,00;104,95;0,23;0,00;0,00;
0,00;0,00;107,35;0,23;0,00;0,00;
0,00;0,00;109,75;0,16;0,00;0,00;
0,00;0,00;112,15;0,08;0,00;0,00;
0,00;0,00;114,54;0,16;0,00;0,00;
0,00;0,00;116,95;0,16;0,00;0,00;
0,00;0,00;119,35;0,16;0,00;0,00;
0,00;0,00;121,75;0,08;0,00;0,00;
0,00;0,00;124,15;0,08;0,00;0,00;
0,00;0,00;126,55;0,16;0,00;0,00;
0,00;0,00;128,95;0,16;0,00;0,00;
0,00;0,00;131,35;0,23;0,00;0,00;
0,00;0,00;133,74;0,08;0,00;0,00;
0,00;0,00;138,54;0,08;0,00;0,00;
0,00;0,00;140,95;0,16;0,00;0,00;
0,00;0,00;143,35;0,16;0,00;0,00;
0,00;0,00;148,15;0,16;0,00;0,00;
0,00;0,00;150,54;0,08;0,00;0,00;
0,00;0,00;152,95;0,23;0,00;0,00;
0,00;0,00;155,35;0,23;0,00;0,00;
0,00;0,00;157,74;0,23;0,00;0,00;
0,00;0,00;160,15;0,23;0,00;0,00;
0,00;0,00;162,54;0,23;0,00;0,00;
0,00;0,00;164,95;0,23;0,00;0,00;
0,00;0,00;167,35;0,31;0,00;0,00;
0,00;0,00;169,75;0,08;0,00;0,00;
0,00;0,00;172,15;0,16;0,00;0,00;
0,00;0,00;174,54;0,16;0,00;0,00;
0,00;0,00;176,95;0,23;0,00;0,00;
0,00;0,00;179,35;0,23;0,00;0,00;
0,00;0,00;181,75;0,16;0,00;0,00;
0,00;0,00;184,15;0,16;0,00;0,00;
0,00;0,00;186,24;0,16;0,00;0,00;
0,00;0,00;188,01;0,08;0,00;0,00;
0,00;0,00;189,44;0,08;0,00;0,00;
0,00;0,00;190,48;0,08;0,00;0,00;
0,00;0,00;191,52;0,08;0,00;0,00;
0,00;0,00;192,15;0,08;0,00;0,00;
0,00;0,00;192,47;0,08;0,00;0,00;
0,00;0,00;193,59;0,08;0,00;0,00;
0,00;0,00;193,75;0,16;0,00;0,00;
0,00;0,00;194,23;0,08;0,00;0,00;
0,00;0,00;194,55;0,16;0,00;0,00;
0,00;0,00;194,87;0,16;0,00;0,00;
0,00;0,00;195,03;0,08;0,00;0,00;
0,00;0,00;195,19;0,08;0,00;0,00;
0,00;0,00;195,35;0,16;0,00;0,00;
0,00;0,00;195,83;0,16;0,00;0,00;
0,00;0,00;195,99;0,16;0,00;0,00;
0,00;0,00;196,15;0,08;0,00;0,00;
0,00;0,00;196,63;0,08;0,00;0,00;
0,00;0,00;196,79;0,08;0,00;0,00;
0,00;0,00;197,11;0,16;0,00;0,00;
0,00;0,00;197,27;0,08;0,00;0,00;
0,00;0,00;197,59;0,08;0,00;0,00;
0,00;0,00;197,75;0,08;0,00;0,00;
0,00;0,00;197,91;0,08;0,00;0,00;
0,00;0,00;198,07;0,16;0,00;0,00;
0,00;0,00;198,23;0,08;0,00;0,00;
0,00;0,00;198,55;0,08;0,00;0,00;
0,00;0,00;198,71;0,08;0,00;0,00;
0,00;0,00;198,87;0,08;0,00;0,00;
0,00;0,00;199,03;0,08;0,00;0,00;
0,00;0,00;199,19;0,08;0,00;0,00;
0,00;0,00;199,35;0,08;0,00;0,00;
0,00;0,00;199,51;0,08;0,00;0,00;
0,00;0,00;199,67;0,16;0,00;0,00;
0,00;0,00;199,83;0,08;0,00;0,00;
0,00;0,00;199,99;0,23;0,00;0,00;
0,00;0,00;200,15;0,08;0,00;0,00;
0,00;0,00;200,31;0,16;0,00;0,00;
0,00;0,00;200,47;0,31;0,00;0,00;
0,00;0,00;200,63;0,08;0,00;0,00;
0,00;0,00;200,79;0,08;0,00;0,00;
0,00;0,00;200,95;0,16;0,00;0,00;
0,00;0,00;201,27;0,08;0,00;0,00;
0,00;0,00;201,43;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,23;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,08;0,00;0,00;
0,00;0,00;201,50;0,23;0,00;0,00;
