22764;14.06.21 10:48:08;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210611164359P0037;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;17,76;0,04;0,00;0,00;
0,00;0,00;18,55;0,02;0,00;0,00;
0,00;0,00;19,84;0,04;0,00;0,00;
0,00;0,00;21,65;0,04;0,00;0,00;
0,00;0,00;23,97;0,04;0,00;0,00;
0,00;0,00;26,80;0,04;0,00;0,00;
0,00;0,00;30,14;0,04;0,00;0,00;
0,00;0,00;33,62;0,04;0,00;0,00;
0,00;0,00;37,15;0,03;0,00;0,00;
0,00;0,00;40,67;0,02;0,00;0,00;
0,00;0,00;44,19;0,04;0,00;0,00;
0,00;0,00;47,71;0,01;0,00;0,00;
0,00;0,00;51,23;0,02;0,00;0,00;
0,00;0,00;54,75;0,02;0,00;0,00;
0,00;0,00;58,27;0,03;0,00;0,00;
0,00;0,00;61,79;0,02;0,00;0,00;
0,00;0,00;65,31;0,01;0,00;0,00;
0,00;0,00;68,83;0,01;0,00;0,00;
0,00;0,00;72,35;0,03;0,00;0,00;
0,00;0,00;75,87;0,03;0,00;0,00;
0,00;0,00;79,39;0,03;0,00;0,00;
0,00;0,00;82,91;0,01;0,00;0,00;
0,00;0,00;86,43;0,01;0,00;0,00;
0,00;0,00;93,47;0,03;0,00;0,00;
0,00;0,00;96,99;0,03;0,00;0,00;
0,00;0,00;100,51;0,03;0,00;0,00;
0,00;0,00;104,03;0,01;0,00;0,00;
0,00;0,00;107,43;-0,01;0,00;0,00;
0,00;0,00;112,80;-0,01;0,00;0,00;
0,00;0,00;114,72;-0,01;0,00;0,00;
0,00;0,00;117,05;-0,02;0,00;0,00;
0,00;0,00;117,51;0,01;0,00;0,00;
0,00;0,00;117,63;0,01;0,00;0,00;
0,00;0,00;117,71;0,01;0,00;0,00;
0,00;0,00;118,59;0,01;0,00;0,00;
0,00;0,00;118,83;0,01;0,00;0,00;
0,00;0,00;119,31;0,01;0,00;0,00;
0,00;0,00;120,04;0,01;0,00;0,00;
0,00;0,00;120,19;0,01;0,00;0,00;
0,00;0,00;120,27;0,01;0,00;0,00;
0,00;0,00;120,83;0,01;0,00;0,00;
0,00;0,00;121,00;0,01;0,00;0,00;
0,00;0,00;121,23;0,01;0,00;0,00;
0,00;0,00;122,11;0,01;0,00;0,00;
0,00;0,00;122,27;0,01;0,00;0,00;
0,00;0,00;123,23;0,01;0,00;0,00;
0,00;0,00;123,63;0,01;0,00;0,00;
0,00;0,00;123,87;0,01;0,00;0,00;
0,00;0,00;123,95;0,01;0,00;0,00;
0,00;0,00;124,59;0,01;0,00;0,00;
0,00;0,00;124,76;0,01;0,00;0,00;
0,00;0,00;124,91;0,01;0,00;0,00;
0,00;0,00;125,23;0,01;0,00;0,00;
0,00;0,00;125,96;0,01;0,00;0,00;
0,00;0,00;126,67;0,01;0,00;0,00;
0,00;0,00;127,07;0,01;0,00;0,00;
0,00;0,00;127,39;0,01;0,00;0,00;
0,00;0,00;127,47;0,01;0,00;0,00;
0,00;0,00;127,71;0,01;0,00;0,00;
0,00;0,00;128,11;0,01;0,00;0,00;
0,00;0,00;128,99;0,01;0,00;0,00;
0,00;0,00;129,24;0,01;0,00;0,00;
0,00;0,00;129,39;0,01;0,00;0,00;
0,00;0,00;129,87;0,01;0,00;0,00;
0,00;0,00;130,04;0,01;0,00;0,00;
0,00;0,00;130,51;0,01;0,00;0,00;
0,00;0,00;130,59;0,01;0,00;0,00;
0,00;0,00;131,08;0,01;0,00;0,00;
0,00;0,00;131,15;0,01;0,00;0,00;
0,00;0,00;131,23;0,01;0,00;0,00;
0,00;0,00;131,32;0,01;0,00;0,00;
0,00;0,00;131,47;0,01;0,00;0,00;
0,00;0,00;131,95;0,01;0,00;0,00;
0,00;0,00;132,43;0,01;0,00;0,00;
0,00;0,00;132,51;0,04;0,00;0,00;
0,00;0,00;132,59;0,10;0,00;0,00;
0,00;0,00;132,67;0,10;0,00;0,00;
0,00;0,00;132,75;0,12;0,00;0,00;
0,00;0,00;132,83;0,12;0,00;0,00;
0,00;0,00;132,91;0,12;0,00;0,00;
0,00;0,00;133,00;0,12;0,00;0,00;
0,00;0,00;133,07;0,12;0,00;0,00;
0,00;0,00;133,15;0,18;0,00;0,00;
0,00;0,00;133,23;0,18;0,00;0,00;
0,00;0,00;133,31;0,18;0,00;0,00;
0,00;0,00;133,39;0,20;0,00;0,00;
0,00;0,00;133,47;0,20;0,00;0,00;
0,00;0,00;133,55;0,20;0,00;0,00;
0,00;0,00;133,63;0,20;0,00;0,00;
0,00;0,00;133,71;0,21;0,00;0,00;
0,00;0,00;133,79;0,22;0,00;0,00;
0,00;0,00;133,87;0,23;0,00;0,00;
0,00;0,00;133,95;0,23;0,00;0,00;
0,00;0,00;134,03;0,23;0,00;0,00;
0,00;0,00;134,12;0,23;0,00;0,00;
0,00;0,00;134,19;0,23;0,00;0,00;
0,00;0,00;134,27;0,23;0,00;0,00;
0,00;0,00;134,35;0,23;0,00;0,00;
0,00;0,00;134,43;0,24;0,00;0,00;
0,00;0,00;134,51;0,24;0,00;0,00;
0,00;0,00;134,59;0,26;0,00;0,00;
0,00;0,00;134,67;0,26;0,00;0,00;
0,00;0,00;134,76;0,26;0,00;0,00;
0,00;0,00;134,84;0,26;0,00;0,00;
0,00;0,00;134,91;0,26;0,00;0,00;
0,00;0,00;134,99;0,26;0,00;0,00;
0,00;0,00;135,07;0,29;0,00;0,00;
0,00;0,00;135,16;0,27;0,00;0,00;
0,00;0,00;135,23;0,29;0,00;0,00;
0,00;0,00;135,31;0,29;0,00;0,00;
0,00;0,00;135,39;0,29;0,00;0,00;
0,00;0,00;135,48;0,30;0,00;0,00;
0,00;0,00;135,55;0,29;0,00;0,00;
0,00;0,00;135,63;0,31;0,00;0,00;
0,00;0,00;135,71;0,31;0,00;0,00;
0,00;0,00;135,79;0,32;0,00;0,00;
0,00;0,00;135,87;0,32;0,00;0,00;
0,00;0,00;135,95;0,33;0,00;0,00;
0,00;0,00;136,03;0,34;0,00;0,00;
0,00;0,00;136,11;0,34;0,00;0,00;
0,00;0,00;136,19;0,34;0,00;0,00;
0,00;0,00;136,27;0,34;0,00;0,00;
0,00;0,00;136,35;0,35;0,00;0,00;
0,00;0,00;136,43;0,35;0,00;0,00;
0,00;0,00;136,51;0,35;0,00;0,00;
0,00;0,00;136,59;0,36;0,00;0,00;
0,00;0,00;136,67;0,36;0,00;0,00;
0,00;0,00;136,76;0,38;0,00;0,00;
0,00;0,00;136,83;0,41;0,00;0,00;
0,00;0,00;136,91;0,41;0,00;0,00;
0,00;0,00;136,99;0,41;0,00;0,00;
0,00;0,00;137,07;0,44;0,00;0,00;
0,00;0,00;137,15;0,51;0,00;0,00;
0,00;0,00;137,23;0,59;0,00;0,00;
0,00;0,00;137,31;0,59;0,00;0,00;
0,00;0,00;137,39;0,59;0,00;0,00;
0,00;0,00;137,47;0,59;0,00;0,00;
0,00;0,00;137,56;0,59;0,00;0,00;
0,00;0,00;137,63;0,59;0,00;0,00;
0,00;0,00;137,71;0,60;0,00;0,00;
0,00;0,00;137,79;0,59;0,00;0,00;
0,00;0,00;137,87;0,59;0,00;0,00;
0,00;0,00;137,96;0,59;0,00;0,00;
0,00;0,00;138,03;0,59;0,00;0,00;
0,00;0,00;138,11;0,59;0,00;0,00;
0,00;0,00;138,19;0,59;0,00;0,00;
0,00;0,00;138,27;0,59;0,00;0,00;
0,00;0,00;138,35;0,59;0,00;0,00;
0,00;0,00;138,43;0,56;0,00;0,00;
0,00;0,00;138,51;0,56;0,00;0,00;
0,00;0,00;138,59;0,57;0,00;0,00;
0,00;0,00;138,67;0,56;0,00;0,00;
0,00;0,00;138,76;0,53;0,00;0,00;
0,00;0,00;138,84;0,50;0,00;0,00;
0,00;0,00;138,92;0,44;0,00;0,00;
0,00;0,00;139,00;0,34;0,00;0,00;
0,00;0,00;139,47;0,21;0,00;0,00;
0,00;0,00;139,55;0,70;0,00;0,00;
0,00;0,00;139,62;1,74;0,00;0,00;
0,00;0,00;139,64;2,21;0,00;0,00;
0,00;0,00;139,64;2,23;0,00;0,00;
0,00;0,00;139,64;2,32;0,00;0,00;
0,00;0,00;139,64;2,39;0,00;0,00;
0,00;0,00;139,60;1,64;0,00;0,00;
0,00;0,00;139,09;-0,02;0,00;0,00;
0,00;0,00;138,03;-0,04;0,00;0,00;
0,00;0,00;136,48;-0,03;0,00;0,00;
0,00;0,00;134,41;-0,04;0,00;0,00;
0,00;0,00;131,84;-0,04;0,00;0,00;
0,00;0,00;128,75;-0,04;0,00;0,00;
0,00;0,00;125,27;-0,01;0,00;0,00;
0,00;0,00;121,76;-0,04;0,00;0,00;
0,00;0,00;118,24;-0,04;0,00;0,00;
0,00;0,00;114,72;-0,02;0,00;0,00;
0,00;0,00;111,21;-0,01;0,00;0,00;
0,00;0,00;107,68;-0,03;0,00;0,00;
0,00;0,00;104,16;-0,02;0,00;0,00;
0,00;0,00;100,64;-0,02;0,00;0,00;
0,00;0,00;97,12;-0,04;0,00;0,00;
0,00;0,00;93,60;-0,03;0,00;0,00;
0,00;0,00;90,09;-0,02;0,00;0,00;
0,00;0,00;83,04;-0,01;0,00;0,00;
0,00;0,00;79,52;-0,01;0,00;0,00;
0,00;0,00;76,00;-0,03;0,00;0,00;
0,00;0,00;72,48;-0,03;0,00;0,00;
0,00;0,00;68,96;-0,02;0,00;0,00;
0,00;0,00;65,44;-0,02;0,00;0,00;
0,00;0,00;61,92;-0,01;0,00;0,00;
0,00;0,00;58,40;-0,02;0,00;0,00;
0,00;0,00;54,88;-0,02;0,00;0,00;
0,00;0,00;51,36;-0,02;0,00;0,00;
0,00;0,00;47,84;-0,01;0,00;0,00;
0,00;0,00;44,32;-0,01;0,00;0,00;
0,00;0,00;40,80;-0,02;0,00;0,00;
0,00;0,00;37,28;-0,01;0,00;0,00;
0,00;0,00;33,76;-0,03;0,00;0,00;
0,00;0,00;30,53;-0,01;0,00;0,00;
