54628;02.08.21 12:09:45;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210802091038P0009;
0,00;0,00;150,13;0,37;0,00;0,00;
0,00;0,00;150,29;0,30;0,00;0,00;
0,00;0,00;150,45;0,30;0,00;0,00;
0,00;0,00;150,61;0,37;0,00;0,00;
0,00;0,00;150,77;0,37;0,00;0,00;
0,00;0,00;150,93;0,22;0,00;0,00;
0,00;0,00;151,09;0,30;0,00;0,00;
0,00;0,00;151,25;0,22;0,00;0,00;
0,00;0,00;151,41;0,22;0,00;0,00;
0,00;0,00;151,57;0,30;0,00;0,00;
0,00;0,00;151,73;0,37;0,00;0,00;
0,00;0,00;151,89;0,37;0,00;0,00;
0,00;0,00;152,05;0,30;0,00;0,00;
0,00;0,00;152,21;0,37;0,00;0,00;
0,00;0,00;152,37;0,37;0,00;0,00;
0,00;0,00;152,53;0,37;0,00;0,00;
0,00;0,00;152,69;0,37;0,00;0,00;
0,00;0,00;152,85;0,37;0,00;0,00;
0,00;0,00;153,01;0,30;0,00;0,00;
0,00;0,00;153,17;0,37;0,00;0,00;
0,00;0,00;153,33;0,37;0,00;0,00;
0,00;0,00;153,49;0,37;0,00;0,00;
0,00;0,00;153,65;0,37;0,00;0,00;
0,00;0,00;153,81;0,37;0,00;0,00;
0,00;0,00;153,97;0,37;0,00;0,00;
0,00;0,00;154,13;0,37;0,00;0,00;
0,00;0,00;154,29;0,37;0,00;0,00;
0,00;0,00;154,45;0,37;0,00;0,00;
0,00;0,00;154,61;0,37;0,00;0,00;
0,00;0,00;154,77;0,37;0,00;0,00;
0,00;0,00;154,93;0,37;0,00;0,00;
0,00;0,00;155,09;0,37;0,00;0,00;
0,00;0,00;155,25;0,37;0,00;0,00;
0,00;0,00;155,41;0,37;0,00;0,00;
0,00;0,00;155,57;0,30;0,00;0,00;
0,00;0,00;155,73;0,37;0,00;0,00;
0,00;0,00;155,89;0,37;0,00;0,00;
0,00;0,00;156,05;0,30;0,00;0,00;
0,00;0,00;156,21;0,37;0,00;0,00;
0,00;0,00;156,37;0,30;0,00;0,00;
0,00;0,00;156,53;0,37;0,00;0,00;
0,00;0,00;156,69;0,37;0,00;0,00;
0,00;0,00;156,85;0,30;0,00;0,00;
0,00;0,00;157,01;0,30;0,00;0,00;
0,00;0,00;157,17;0,37;0,00;0,00;
0,00;0,00;157,33;0,22;0,00;0,00;
0,00;0,00;157,49;0,30;0,00;0,00;
0,00;0,00;157,65;0,30;0,00;0,00;
0,00;0,00;157,81;0,37;0,00;0,00;
0,00;0,00;157,97;0,30;0,00;0,00;
0,00;0,00;158,13;0,37;0,00;0,00;
0,00;0,00;158,29;0,37;0,00;0,00;
0,00;0,00;158,45;0,30;0,00;0,00;
0,00;0,00;158,61;0,37;0,00;0,00;
0,00;0,00;158,77;0,37;0,00;0,00;
0,00;0,00;158,93;0,30;0,00;0,00;
0,00;0,00;159,09;0,37;0,00;0,00;
0,00;0,00;159,25;0,37;0,00;0,00;
0,00;0,00;159,41;0,37;0,00;0,00;
0,00;0,00;159,57;0,37;0,00;0,00;
0,00;0,00;159,73;0,37;0,00;0,00;
0,00;0,00;159,89;0,37;0,00;0,00;
0,00;0,00;160,05;0,30;0,00;0,00;
0,00;0,00;160,21;0,30;0,00;0,00;
0,00;0,00;160,37;0,37;0,00;0,00;
0,00;0,00;160,53;0,37;0,00;0,00;
0,00;0,00;160,69;0,37;0,00;0,00;
0,00;0,00;160,85;0,37;0,00;0,00;
0,00;0,00;161,01;0,22;0,00;0,00;
0,00;0,00;161,17;0,37;0,00;0,00;
0,00;0,00;161,33;0,37;0,00;0,00;
0,00;0,00;161,49;0,30;0,00;0,00;
0,00;0,00;161,65;0,37;0,00;0,00;
0,00;0,00;161,81;0,37;0,00;0,00;
0,00;0,00;161,97;0,37;0,00;0,00;
0,00;0,00;162,13;0,30;0,00;0,00;
0,00;0,00;162,29;0,37;0,00;0,00;
0,00;0,00;162,45;0,37;0,00;0,00;
0,00;0,00;162,61;0,37;0,00;0,00;
0,00;0,00;162,77;0,37;0,00;0,00;
0,00;0,00;162,93;0,37;0,00;0,00;
0,00;0,00;163,09;0,37;0,00;0,00;
0,00;0,00;163,25;0,30;0,00;0,00;
0,00;0,00;163,41;0,30;0,00;0,00;
0,00;0,00;163,57;0,30;0,00;0,00;
0,00;0,00;163,73;0,30;0,00;0,00;
0,00;0,00;163,89;0,37;0,00;0,00;
0,00;0,00;163,99;0,14;0,00;0,00;
0,00;0,00;163,99;0,22;0,00;0,00;
0,00;0,00;164,00;0,22;0,00;0,00;
0,00;0,00;164,00;0,22;0,00;0,00;
0,00;0,00;164,00;0,30;0,00;0,00;
0,00;0,00;164,00;0,37;0,00;0,00;
0,00;0,00;164,00;0,30;0,00;0,00;
0,00;0,00;164,00;0,30;0,00;0,00;
0,00;0,00;164,00;0,30;0,00;0,00;
0,00;0,00;164,00;0,30;0,00;0,00;
0,00;0,00;164,00;0,22;0,00;0,00;
0,00;0,00;164,00;0,37;0,00;0,00;
0,00;0,00;164,00;0,37;0,00;0,00;
0,00;0,00;164,00;0,30;0,00;0,00;
0,00;0,00;164,00;0,37;0,00;0,00;
