25610;06.08.21 17:28:43;21;Avvicinamento Pressata Finale;Alcun errore (0);20210802091038P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;-0,01;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;47,22;-0,01;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;95,22;0,08;0,00;0,00;
0,00;0,00;100,02;0,04;0,00;0,00;
0,00;0,00;104,82;0,04;0,00;0,00;
0,00;0,00;109,62;0,04;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;119,22;0,04;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;143,22;0,08;0,00;0,00;
0,00;0,00;148,02;0,08;0,00;0,00;
0,00;0,00;152,82;0,08;0,00;0,00;
0,00;0,00;157,62;0,08;0,00;0,00;
0,00;0,00;162,42;0,08;0,00;0,00;
0,00;0,00;167,22;0,08;0,00;0,00;
0,00;0,00;171,62;0,04;0,00;0,00;
0,00;0,00;174,22;0,04;0,00;0,00;
0,00;0,00;174,86;0,04;0,00;0,00;
0,00;0,00;175,16;0,12;0,00;0,00;
0,00;0,00;175,80;0,08;0,00;0,00;
0,00;0,00;176,12;0,08;0,00;0,00;
0,00;0,00;176,44;0,04;0,00;0,00;
0,00;0,00;176,76;0,04;0,00;0,00;
0,00;0,00;177,40;0,08;0,00;0,00;
0,00;0,00;177,72;0,04;0,00;0,00;
0,00;0,00;178,04;0,08;0,00;0,00;
0,00;0,00;178,36;0,04;0,00;0,00;
0,00;0,00;178,68;0,04;0,00;0,00;
0,00;0,00;179,00;0,04;0,00;0,00;
0,00;0,00;179,32;0,12;0,00;0,00;
0,00;0,00;179,64;0,08;0,00;0,00;
0,00;0,00;179,96;0,08;0,00;0,00;
0,00;0,00;180,28;0,08;0,00;0,00;
0,00;0,00;180,60;0,04;0,00;0,00;
0,00;0,00;180,92;0,08;0,00;0,00;
0,00;0,00;181,56;0,08;0,00;0,00;
0,00;0,00;181,88;0,08;0,00;0,00;
0,00;0,00;182,20;0,08;0,00;0,00;
0,00;0,00;182,84;0,04;0,00;0,00;
0,00;0,00;183,16;0,08;0,00;0,00;
0,00;0,00;183,48;0,04;0,00;0,00;
0,00;0,00;183,80;0,08;0,00;0,00;
0,00;0,00;184,12;0,08;0,00;0,00;
0,00;0,00;184,44;0,08;0,00;0,00;
0,00;0,00;184,76;0,08;0,00;0,00;
0,00;0,00;185,08;0,04;0,00;0,00;
0,00;0,00;185,40;0,04;0,00;0,00;
0,00;0,00;185,72;0,04;0,00;0,00;
0,00;0,00;186,36;0,04;0,00;0,00;
0,00;0,00;186,68;0,08;0,00;0,00;
0,00;0,00;187,00;0,08;0,00;0,00;
0,00;0,00;187,32;0,08;0,00;0,00;
0,00;0,00;187,64;0,12;0,00;0,00;
0,00;0,00;187,96;0,08;0,00;0,00;
0,00;0,00;188,28;0,04;0,00;0,00;
0,00;0,00;188,60;0,12;0,00;0,00;
0,00;0,00;188,92;0,08;0,00;0,00;
0,00;0,00;189,24;0,04;0,00;0,00;
0,00;0,00;189,56;0,04;0,00;0,00;
0,00;0,00;190,20;0,04;0,00;0,00;
0,00;0,00;191,16;0,08;0,00;0,00;
0,00;0,00;192,12;0,04;0,00;0,00;
0,00;0,00;192,44;0,04;0,00;0,00;
0,00;0,00;192,76;0,04;0,00;0,00;
0,00;0,00;193,08;0,12;0,00;0,00;
0,00;0,00;193,40;0,08;0,00;0,00;
0,00;0,00;193,72;0,12;0,00;0,00;
0,00;0,00;194,04;0,08;0,00;0,00;
0,00;0,00;194,36;0,04;0,00;0,00;
0,00;0,00;194,68;0,04;0,00;0,00;
0,00;0,00;195,00;0,17;0,00;0,00;
0,00;0,00;195,32;0,08;0,00;0,00;
0,00;0,00;195,64;0,08;0,00;0,00;
0,00;0,00;195,96;0,04;0,00;0,00;
0,00;0,00;196,28;0,08;0,00;0,00;
0,00;0,00;196,92;0,12;0,00;0,00;
0,00;0,00;197,24;0,04;0,00;0,00;
0,00;0,00;198,52;0,04;0,00;0,00;
0,00;0,00;199,16;0,08;0,00;0,00;
0,00;0,00;199,48;0,12;0,00;0,00;
0,00;0,00;200,12;0,12;0,00;0,00;
0,00;0,00;200,76;0,08;0,00;0,00;
0,00;0,00;201,40;0,04;0,00;0,00;
0,00;0,00;201,72;0,04;0,00;0,00;
0,00;0,00;202,04;0,04;0,00;0,00;
0,00;0,00;202,36;0,04;0,00;0,00;
0,00;0,00;203,00;0,04;0,00;0,00;
0,00;0,00;203,32;0,12;0,00;0,00;
0,00;0,00;203,64;0,08;0,00;0,00;
0,00;0,00;203,96;0,04;0,00;0,00;
0,00;0,00;204,28;0,04;0,00;0,00;
0,00;0,00;204,60;0,04;0,00;0,00;
0,00;0,00;204,92;0,08;0,00;0,00;
0,00;0,00;205,24;0,08;0,00;0,00;
0,00;0,00;205,56;0,08;0,00;0,00;
0,00;0,00;205,88;0,04;0,00;0,00;
0,00;0,00;206,20;0,04;0,00;0,00;
0,00;0,00;206,52;0,08;0,00;0,00;
0,00;0,00;206,84;0,08;0,00;0,00;
0,00;0,00;207,16;0,04;0,00;0,00;
0,00;0,00;207,48;0,17;0,00;0,00;
0,00;0,00;207,70;2,35;0,00;0,00;
0,00;0,00;207,68;1,65;0,00;0,00;
0,00;0,00;206,31;-0,13;0,00;0,00;
0,00;0,00;202,97;-0,13;0,00;0,00;
0,00;0,00;198,29;-0,09;0,00;0,00;
0,00;0,00;193,47;-0,13;0,00;0,00;
0,00;0,00;188,68;-0,04;0,00;0,00;
0,00;0,00;183,88;-0,09;0,00;0,00;
0,00;0,00;179,08;-0,09;0,00;0,00;
0,00;0,00;174,28;-0,09;0,00;0,00;
0,00;0,00;169,48;-0,09;0,00;0,00;
0,00;0,00;164,68;-0,04;0,00;0,00;
0,00;0,00;159,88;-0,04;0,00;0,00;
0,00;0,00;155,08;-0,09;0,00;0,00;
0,00;0,00;150,28;-0,04;0,00;0,00;
0,00;0,00;145,48;-0,13;0,00;0,00;
0,00;0,00;140,68;-0,01;0,00;0,00;
0,00;0,00;131,08;-0,01;0,00;0,00;
0,00;0,00;126,28;-0,05;0,00;0,00;
0,00;0,00;121,48;0,08;0,00;0,00;
0,00;0,00;116,68;-0,01;0,00;0,00;
0,00;0,00;111,88;0,04;0,00;0,00;
0,00;0,00;107,08;0,04;0,00;0,00;
0,00;0,00;102,28;-0,01;0,00;0,00;
0,00;0,00;97,48;-0,01;0,00;0,00;
0,00;0,00;92,68;-0,01;0,00;0,00;
0,00;0,00;83,08;-0,04;0,00;0,00;
0,00;0,00;78,28;0,04;0,00;0,00;
0,00;0,00;73,48;-0,01;0,00;0,00;
0,00;0,00;68,68;-0,04;0,00;0,00;
0,00;0,00;63,88;-0,01;0,00;0,00;
0,00;0,00;59,08;0,04;0,00;0,00;
0,00;0,00;54,28;-0,04;0,00;0,00;
0,00;0,00;50,58;0,08;0,00;0,00;
