69944;03.08.21 10:56:16;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;34,46;0,20;0,00;0,00;
0,00;0,00;35,02;0,09;0,00;0,00;
0,00;0,00;36,04;0,13;0,00;0,00;
0,00;0,00;37,57;0,16;0,00;0,00;
0,00;0,00;39,61;0,13;0,00;0,00;
0,00;0,00;42,18;0,18;0,00;0,00;
0,00;0,00;45,23;0,16;0,00;0,00;
0,00;0,00;48,35;0,11;0,00;0,00;
0,00;0,00;51,53;0,11;0,00;0,00;
0,00;0,00;54,75;0,09;0,00;0,00;
0,00;0,00;57,95;0,09;0,00;0,00;
0,00;0,00;61,15;0,06;0,00;0,00;
0,00;0,00;64,35;0,09;0,00;0,00;
0,00;0,00;67,55;0,09;0,00;0,00;
0,00;0,00;70,75;0,13;0,00;0,00;
0,00;0,00;73,95;0,06;0,00;0,00;
0,00;0,00;77,15;0,06;0,00;0,00;
0,00;0,00;80,35;0,09;0,00;0,00;
0,00;0,00;83,55;0,11;0,00;0,00;
0,00;0,00;86,75;0,11;0,00;0,00;
0,00;0,00;89,95;0,11;0,00;0,00;
0,00;0,00;93,15;0,09;0,00;0,00;
0,00;0,00;96,35;0,09;0,00;0,00;
0,00;0,00;99,55;0,11;0,00;0,00;
0,00;0,00;102,75;0,11;0,00;0,00;
0,00;0,00;105,95;0,06;0,00;0,00;
0,00;0,00;109,15;0,13;0,00;0,00;
0,00;0,00;112,35;0,04;0,00;0,00;
0,00;0,00;115,55;0,11;0,00;0,00;
0,00;0,00;118,75;0,11;0,00;0,00;
0,00;0,00;121,95;0,09;0,00;0,00;
0,00;0,00;125,15;0,09;0,00;0,00;
0,00;0,00;128,35;0,11;0,00;0,00;
0,00;0,00;131,55;0,11;0,00;0,00;
0,00;0,00;134,75;0,09;0,00;0,00;
0,00;0,00;137,95;0,06;0,00;0,00;
0,00;0,00;141,15;0,09;0,00;0,00;
0,00;0,00;144,34;-0,02;0,00;0,00;
0,00;0,00;147,09;0,06;0,00;0,00;
0,00;0,00;149,41;-0,00;0,00;0,00;
0,00;0,00;151,26;-0,00;0,00;0,00;
0,00;0,00;152,61;-0,02;0,00;0,00;
0,00;0,00;153,46;-0,02;0,00;0,00;
0,00;0,00;153,82;-0,02;0,00;0,00;
0,00;0,00;153,91;0,02;0,00;0,00;
0,00;0,00;154,00;0,02;0,00;0,00;
0,00;0,00;154,11;0,06;0,00;0,00;
0,00;0,00;154,23;0,04;0,00;0,00;
0,00;0,00;154,87;0,02;0,00;0,00;
0,00;0,00;155,00;0,02;0,00;0,00;
0,00;0,00;155,13;0,02;0,00;0,00;
0,00;0,00;155,26;0,06;0,00;0,00;
0,00;0,00;155,51;0,02;0,00;0,00;
0,00;0,00;155,77;0,02;0,00;0,00;
0,00;0,00;155,90;0,02;0,00;0,00;
0,00;0,00;156,03;0,04;0,00;0,00;
0,00;0,00;156,15;0,04;0,00;0,00;
0,00;0,00;156,28;0,02;0,00;0,00;
0,00;0,00;156,41;0,02;0,00;0,00;
0,00;0,00;156,54;0,06;0,00;0,00;
0,00;0,00;156,67;0,04;0,00;0,00;
0,00;0,00;156,92;0,02;0,00;0,00;
0,00;0,00;157,18;0,02;0,00;0,00;
0,00;0,00;157,31;0,04;0,00;0,00;
0,00;0,00;157,43;0,02;0,00;0,00;
0,00;0,00;157,69;0,04;0,00;0,00;
0,00;0,00;157,82;0,04;0,00;0,00;
0,00;0,00;157,95;0,02;0,00;0,00;
0,00;0,00;158,07;0,02;0,00;0,00;
0,00;0,00;158,20;0,02;0,00;0,00;
0,00;0,00;158,33;0,02;0,00;0,00;
0,00;0,00;158,46;0,02;0,00;0,00;
0,00;0,00;158,59;0,06;0,00;0,00;
0,00;0,00;158,71;0,02;0,00;0,00;
0,00;0,00;158,84;0,02;0,00;0,00;
0,00;0,00;158,97;0,04;0,00;0,00;
0,00;0,00;159,10;0,06;0,00;0,00;
0,00;0,00;159,23;0,02;0,00;0,00;
0,00;0,00;159,35;0,06;0,00;0,00;
0,00;0,00;159,48;0,06;0,00;0,00;
0,00;0,00;159,61;0,06;0,00;0,00;
0,00;0,00;159,74;0,09;0,00;0,00;
0,00;0,00;159,87;0,06;0,00;0,00;
0,00;0,00;159,99;0,09;0,00;0,00;
0,00;0,00;160,12;0,02;0,00;0,00;
0,00;0,00;160,25;0,04;0,00;0,00;
0,00;0,00;160,38;0,02;0,00;0,00;
0,00;0,00;160,51;0,06;0,00;0,00;
0,00;0,00;160,63;0,04;0,00;0,00;
0,00;0,00;160,76;0,06;0,00;0,00;
0,00;0,00;160,89;0,04;0,00;0,00;
0,00;0,00;161,02;0,02;0,00;0,00;
0,00;0,00;161,15;0,09;0,00;0,00;
0,00;0,00;161,27;0,06;0,00;0,00;
0,00;0,00;161,40;0,22;0,00;0,00;
0,00;0,00;161,53;0,24;0,00;0,00;
0,00;0,00;161,66;0,36;0,00;0,00;
0,00;0,00;161,78;0,77;0,00;0,00;
0,00;0,00;161,91;0,92;0,00;0,00;
0,00;0,00;162,04;1,04;0,00;0,00;
0,00;0,00;162,16;1,15;0,00;0,00;
0,00;0,00;162,29;1,36;0,00;0,00;
0,00;0,00;162,42;1,44;0,00;0,00;
0,00;0,00;162,55;1,51;0,00;0,00;
0,00;0,00;162,68;1,60;0,00;0,00;
0,00;0,00;162,80;1,74;0,00;0,00;
0,00;0,00;162,89;1,65;0,00;0,00;
0,00;0,00;162,90;1,62;0,00;0,00;
0,00;0,00;162,84;0,74;0,00;0,00;
0,00;0,00;162,31;-0,28;0,00;0,00;
0,00;0,00;161,44;0,06;0,00;0,00;
0,00;0,00;161,08;-0,00;0,00;0,00;
