69926;03.08.21 10:12:25;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,29;0,00;0,00;
0,00;0,00;0,61;0,23;0,00;0,00;
0,00;0,00;1,64;0,23;0,00;0,00;
0,00;0,00;3,17;0,23;0,00;0,00;
0,00;0,00;5,22;0,24;0,00;0,00;
0,00;0,00;7,78;0,29;0,00;0,00;
0,00;0,00;10,84;0,18;0,00;0,00;
0,00;0,00;13,96;0,18;0,00;0,00;
0,00;0,00;17,14;0,20;0,00;0,00;
0,00;0,00;20,35;0,13;0,00;0,00;
0,00;0,00;23,55;0,16;0,00;0,00;
0,00;0,00;26,75;0,20;0,00;0,00;
0,00;0,00;29,95;0,18;0,00;0,00;
0,00;0,00;33,15;0,16;0,00;0,00;
0,00;0,00;36,34;0,20;0,00;0,00;
0,00;0,00;39,54;0,18;0,00;0,00;
0,00;0,00;42,74;0,18;0,00;0,00;
0,00;0,00;45,95;0,18;0,00;0,00;
0,00;0,00;49,14;0,23;0,00;0,00;
0,00;0,00;52,34;0,20;0,00;0,00;
0,00;0,00;55,54;0,18;0,00;0,00;
0,00;0,00;58,74;0,18;0,00;0,00;
0,00;0,00;61,94;0,13;0,00;0,00;
0,00;0,00;65,15;0,18;0,00;0,00;
0,00;0,00;68,34;0,16;0,00;0,00;
0,00;0,00;71,54;0,18;0,00;0,00;
0,00;0,00;74,74;0,20;0,00;0,00;
0,00;0,00;77,94;0,11;0,00;0,00;
0,00;0,00;81,14;0,18;0,00;0,00;
0,00;0,00;84,34;0,18;0,00;0,00;
0,00;0,00;87,54;0,16;0,00;0,00;
0,00;0,00;90,74;0,20;0,00;0,00;
0,00;0,00;93,94;0,18;0,00;0,00;
0,00;0,00;97,15;0,16;0,00;0,00;
0,00;0,00;100,34;0,13;0,00;0,00;
0,00;0,00;103,54;0,20;0,00;0,00;
0,00;0,00;106,74;0,20;0,00;0,00;
0,00;0,00;109,94;0,20;0,00;0,00;
0,00;0,00;113,14;0,20;0,00;0,00;
0,00;0,00;116,34;0,18;0,00;0,00;
0,00;0,00;119,54;0,18;0,00;0,00;
0,00;0,00;122,74;0,18;0,00;0,00;
0,00;0,00;125,94;0,18;0,00;0,00;
0,00;0,00;129,15;0,18;0,00;0,00;
0,00;0,00;132,34;0,18;0,00;0,00;
0,00;0,00;135,54;0,20;0,00;0,00;
0,00;0,00;138,74;0,20;0,00;0,00;
0,00;0,00;141,94;0,16;0,00;0,00;
0,00;0,00;145,07;0,02;0,00;0,00;
0,00;0,00;147,71;0,13;0,00;0,00;
0,00;0,00;149,92;0,11;0,00;0,00;
0,00;0,00;151,64;0,09;0,00;0,00;
0,00;0,00;152,86;0,07;0,00;0,00;
0,00;0,00;153,59;0,05;0,00;0,00;
0,00;0,00;153,83;0,07;0,00;0,00;
0,00;0,00;153,90;0,07;0,00;0,00;
0,00;0,00;153,91;0,07;0,00;0,00;
0,00;0,00;154,03;0,05;0,00;0,00;
0,00;0,00;154,13;0,11;0,00;0,00;
0,00;0,00;154,26;0,09;0,00;0,00;
0,00;0,00;154,39;0,13;0,00;0,00;
0,00;0,00;154,52;0,11;0,00;0,00;
0,00;0,00;154,65;0,09;0,00;0,00;
0,00;0,00;154,78;0,09;0,00;0,00;
0,00;0,00;154,90;0,09;0,00;0,00;
0,00;0,00;155,03;0,11;0,00;0,00;
0,00;0,00;155,16;0,11;0,00;0,00;
0,00;0,00;155,29;0,09;0,00;0,00;
0,00;0,00;155,42;0,09;0,00;0,00;
0,00;0,00;155,55;0,09;0,00;0,00;
0,00;0,00;155,67;0,11;0,00;0,00;
0,00;0,00;155,80;0,09;0,00;0,00;
0,00;0,00;155,93;0,09;0,00;0,00;
0,00;0,00;156,06;0,09;0,00;0,00;
0,00;0,00;156,19;0,09;0,00;0,00;
0,00;0,00;156,31;0,13;0,00;0,00;
0,00;0,00;156,44;0,11;0,00;0,00;
0,00;0,00;156,57;0,13;0,00;0,00;
0,00;0,00;156,70;0,09;0,00;0,00;
0,00;0,00;156,83;0,09;0,00;0,00;
0,00;0,00;156,95;0,11;0,00;0,00;
0,00;0,00;157,08;0,09;0,00;0,00;
0,00;0,00;157,21;0,11;0,00;0,00;
0,00;0,00;157,34;0,09;0,00;0,00;
0,00;0,00;157,47;0,09;0,00;0,00;
0,00;0,00;157,59;0,09;0,00;0,00;
0,00;0,00;157,72;0,11;0,00;0,00;
0,00;0,00;157,85;0,09;0,00;0,00;
0,00;0,00;157,98;0,13;0,00;0,00;
0,00;0,00;158,11;0,09;0,00;0,00;
0,00;0,00;158,23;0,09;0,00;0,00;
0,00;0,00;158,36;0,11;0,00;0,00;
0,00;0,00;158,49;0,09;0,00;0,00;
0,00;0,00;158,62;0,09;0,00;0,00;
0,00;0,00;158,75;0,09;0,00;0,00;
0,00;0,00;158,87;0,09;0,00;0,00;
0,00;0,00;159,00;0,11;0,00;0,00;
0,00;0,00;159,13;0,11;0,00;0,00;
0,00;0,00;159,26;0,09;0,00;0,00;
0,00;0,00;159,39;0,11;0,00;0,00;
0,00;0,00;159,51;0,11;0,00;0,00;
0,00;0,00;159,64;0,09;0,00;0,00;
0,00;0,00;159,77;0,11;0,00;0,00;
0,00;0,00;159,90;0,09;0,00;0,00;
0,00;0,00;160,03;0,09;0,00;0,00;
0,00;0,00;160,15;0,09;0,00;0,00;
0,00;0,00;160,28;0,09;0,00;0,00;
0,00;0,00;160,41;0,09;0,00;0,00;
0,00;0,00;160,54;0,09;0,00;0,00;
0,00;0,00;160,67;0,09;0,00;0,00;
0,00;0,00;160,79;0,09;0,00;0,00;
0,00;0,00;160,89;0,06;0,00;0,00;
0,00;0,00;160,90;0,09;0,00;0,00;
0,00;0,00;160,85;-0,02;0,00;0,00;
0,00;0,00;160,30;-0,02;0,00;0,00;
0,00;0,00;159,43;0,20;0,00;0,00;
0,00;0,00;159,07;0,05;0,00;0,00;
0,00;0,00;158,97;-0,02;0,00;0,00;
0,00;0,00;158,91;0,02;0,00;0,00;
0,00;0,00;158,90;0,07;0,00;0,00;
0,00;0,00;158,91;0,16;0,00;0,00;
0,00;0,00;159,03;0,09;0,00;0,00;
0,00;0,00;159,14;0,09;0,00;0,00;
0,00;0,00;159,28;0,09;0,00;0,00;
0,00;0,00;159,41;0,09;0,00;0,00;
0,00;0,00;159,54;0,11;0,00;0,00;
0,00;0,00;159,67;0,09;0,00;0,00;
0,00;0,00;159,80;0,11;0,00;0,00;
0,00;0,00;159,93;0,09;0,00;0,00;
0,00;0,00;160,06;0,09;0,00;0,00;
0,00;0,00;160,19;0,09;0,00;0,00;
0,00;0,00;160,32;0,09;0,00;0,00;
0,00;0,00;160,45;0,11;0,00;0,00;
0,00;0,00;160,58;0,11;0,00;0,00;
0,00;0,00;160,70;0,11;0,00;0,00;
0,00;0,00;160,83;0,11;0,00;0,00;
0,00;0,00;160,96;0,11;0,00;0,00;
0,00;0,00;161,09;0,11;0,00;0,00;
0,00;0,00;161,22;0,09;0,00;0,00;
0,00;0,00;161,35;0,09;0,00;0,00;
0,00;0,00;161,47;0,13;0,00;0,00;
0,00;0,00;161,60;0,11;0,00;0,00;
0,00;0,00;161,73;0,09;0,00;0,00;
0,00;0,00;161,86;0,11;0,00;0,00;
0,00;0,00;161,99;0,09;0,00;0,00;
0,00;0,00;162,11;0,09;0,00;0,00;
0,00;0,00;162,24;0,11;0,00;0,00;
0,00;0,00;162,37;0,09;0,00;0,00;
0,00;0,00;162,50;0,09;0,00;0,00;
0,00;0,00;162,62;0,31;0,00;0,00;
0,00;0,00;162,75;0,29;0,00;0,00;
0,00;0,00;162,88;1,40;0,00;0,00;
0,00;0,00;162,99;2,89;0,00;0,00;
0,00;0,00;163,11;2,89;0,00;0,00;
0,00;0,00;163,25;3,07;0,00;0,00;
0,00;0,00;163,38;3,17;0,00;0,00;
0,00;0,00;163,51;3,30;0,00;0,00;
0,00;0,00;163,64;3,42;0,00;0,00;
0,00;0,00;163,77;3,53;0,00;0,00;
0,00;0,00;163,90;3,62;0,00;0,00;
0,00;0,00;164,03;3,78;0,00;0,00;
0,00;0,00;164,15;3,91;0,00;0,00;
0,00;0,00;164,28;3,98;0,00;0,00;
0,00;0,00;164,41;4,14;0,00;0,00;
0,00;0,00;164,54;4,30;0,00;0,00;
0,00;0,00;164,67;4,41;0,00;0,00;
0,00;0,00;164,80;4,52;0,00;0,00;
0,00;0,00;164,92;4,61;0,00;0,00;
0,00;0,00;165,05;4,70;0,00;0,00;
0,00;0,00;165,18;4,86;0,00;0,00;
0,00;0,00;165,31;4,98;0,00;0,00;
0,00;0,00;165,44;5,09;0,00;0,00;
0,00;0,00;165,56;5,22;0,00;0,00;
0,00;0,00;165,69;5,34;0,00;0,00;
0,00;0,00;165,82;5,43;0,00;0,00;
0,00;0,00;165,95;5,52;0,00;0,00;
0,00;0,00;166,08;5,70;0,00;0,00;
0,00;0,00;166,21;5,79;0,00;0,00;
0,00;0,00;166,33;5,88;0,00;0,00;
0,00;0,00;166,46;6,06;0,00;0,00;
0,00;0,00;166,59;6,15;0,00;0,00;
0,00;0,00;166,72;6,24;0,00;0,00;
0,00;0,00;166,85;6,31;0,00;0,00;
0,00;0,00;166,97;6,44;0,00;0,00;
0,00;0,00;167,10;6,51;0,00;0,00;
0,00;0,00;167,23;6,67;0,00;0,00;
0,00;0,00;167,36;6,78;0,00;0,00;
0,00;0,00;167,48;6,94;0,00;0,00;
0,00;0,00;167,61;7,05;0,00;0,00;
0,00;0,00;167,74;7,17;0,00;0,00;
0,00;0,00;167,87;7,24;0,00;0,00;
0,00;0,00;168,00;7,35;0,00;0,00;
0,00;0,00;168,04;6,90;0,00;0,00;
0,00;0,00;168,06;7,05;0,00;0,00;
0,00;0,00;168,06;6,87;0,00;0,00;
