54710;02.08.21 16:46:45;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210802091038P0031;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;74,44;0,14;0,00;0,00;
0,00;0,00;76,01;0,14;0,00;0,00;
0,00;0,00;77,35;0,06;0,00;0,00;
0,00;0,00;79,09;0,22;0,00;0,00;
0,00;0,00;81,21;0,06;0,00;0,00;
0,00;0,00;88,34;0,06;0,00;0,00;
0,00;0,00;90,74;0,06;0,00;0,00;
0,00;0,00;100,35;0,14;0,00;0,00;
0,00;0,00;102,74;0,06;0,00;0,00;
0,00;0,00;112,35;0,06;0,00;0,00;
0,00;0,00;136,35;0,06;0,00;0,00;
0,00;0,00;138,74;0,06;0,00;0,00;
0,00;0,00;145,95;0,06;0,00;0,00;
0,00;0,00;148,35;0,22;0,00;0,00;
0,00;0,00;150,74;0,06;0,00;0,00;
0,00;0,00;153,15;0,06;0,00;0,00;
0,00;0,00;157,95;0,22;0,00;0,00;
0,00;0,00;160,35;0,14;0,00;0,00;
0,00;0,00;162,75;0,14;0,00;0,00;
0,00;0,00;165,15;0,14;0,00;0,00;
0,00;0,00;169,95;0,06;0,00;0,00;
0,00;0,00;172,35;0,06;0,00;0,00;
0,00;0,00;174,74;0,14;0,00;0,00;
0,00;0,00;177,15;0,06;0,00;0,00;
0,00;0,00;179,54;0,06;0,00;0,00;
0,00;0,00;184,35;0,14;0,00;0,00;
0,00;0,00;186,75;0,06;0,00;0,00;
0,00;0,00;189,15;0,14;0,00;0,00;
0,00;0,00;191,48;-0,02;0,00;0,00;
0,00;0,00;193,43;-0,08;0,00;0,00;
0,00;0,00;196,36;-0,08;0,00;0,00;
0,00;0,00;197,24;-0,16;0,00;0,00;
0,00;0,00;198,02;0,06;0,00;0,00;
0,00;0,00;199,92;0,06;0,00;0,00;
0,00;0,00;200,08;1,59;0,00;0,00;
0,00;0,00;200,23;3,86;0,00;0,00;
0,00;0,00;200,39;3,41;0,00;0,00;
0,00;0,00;200,57;0,14;0,00;0,00;
0,00;0,00;200,73;-0,02;0,00;0,00;
0,00;0,00;200,88;0,06;0,00;0,00;
0,00;0,00;201,04;0,30;0,00;0,00;
0,00;0,00;201,20;3,26;0,00;0,00;
0,00;0,00;201,34;10,48;0,00;0,00;
0,00;0,00;201,40;15,14;0,00;0,00;
0,00;0,00;201,43;15,98;0,00;0,00;
0,00;0,00;201,44;17,04;0,00;0,00;
0,00;0,00;201,44;17,04;0,00;0,00;
0,00;0,00;201,44;17,27;0,00;0,00;
0,00;0,00;201,44;17,35;0,00;0,00;
0,00;0,00;201,45;17,41;0,00;0,00;
0,00;0,00;201,45;17,57;0,00;0,00;
0,00;0,00;201,45;17,65;0,00;0,00;
0,00;0,00;201,45;17,65;0,00;0,00;
0,00;0,00;201,45;17,65;0,00;0,00;
0,00;0,00;201,45;17,65;0,00;0,00;
0,00;0,00;201,45;17,65;0,00;0,00;
0,00;0,00;201,45;17,65;0,00;0,00;
