25585;06.08.21 10:06:19;21;Avvicinamento Pressata Finale;force < min. force (9);20210802091038P0003;
0,00;0,00;252,50;0,08;0,00;0,00;
0,00;0,00;252,82;0,04;0,00;0,00;
0,00;0,00;253,14;0,04;0,00;0,00;
0,00;0,00;254,10;0,04;0,00;0,00;
0,00;0,00;254,42;0,08;0,00;0,00;
0,00;0,00;255,06;0,08;0,00;0,00;
0,00;0,00;255,38;0,04;0,00;0,00;
0,00;0,00;256,02;0,04;0,00;0,00;
0,00;0,00;256,34;0,08;0,00;0,00;
0,00;0,00;256,66;0,04;0,00;0,00;
0,00;0,00;256,98;0,04;0,00;0,00;
0,00;0,00;257,62;0,04;0,00;0,00;
0,00;0,00;258,58;0,04;0,00;0,00;
0,00;0,00;259,22;0,12;0,00;0,00;
0,00;0,00;259,54;0,04;0,00;0,00;
0,00;0,00;259,86;0,04;0,00;0,00;
0,00;0,00;260,18;0,08;0,00;0,00;
0,00;0,00;260,50;0,04;0,00;0,00;
0,00;0,00;260,82;0,04;0,00;0,00;
0,00;0,00;261,14;0,08;0,00;0,00;
0,00;0,00;261,78;0,08;0,00;0,00;
0,00;0,00;262,42;0,08;0,00;0,00;
0,00;0,00;262,74;0,04;0,00;0,00;
0,00;0,00;263,06;0,04;0,00;0,00;
0,00;0,00;263,38;0,04;0,00;0,00;
0,00;0,00;263,70;0,04;0,00;0,00;
0,00;0,00;264,02;0,04;0,00;0,00;
0,00;0,00;264,66;0,04;0,00;0,00;
0,00;0,00;264,98;0,08;0,00;0,00;
0,00;0,00;265,30;0,04;0,00;0,00;
0,00;0,00;265,62;0,08;0,00;0,00;
0,00;0,00;265,94;0,08;0,00;0,00;
0,00;0,00;266,26;0,08;0,00;0,00;
0,00;0,00;266,58;0,04;0,00;0,00;
0,00;0,00;267,22;0,04;0,00;0,00;
0,00;0,00;267,54;0,04;0,00;0,00;
0,00;0,00;267,86;0,04;0,00;0,00;
0,00;0,00;268,18;0,04;0,00;0,00;
0,00;0,00;268,50;0,04;0,00;0,00;
0,00;0,00;268,82;0,04;0,00;0,00;
0,00;0,00;269,14;0,04;0,00;0,00;
0,00;0,00;269,46;0,04;0,00;0,00;
0,00;0,00;270,10;0,04;0,00;0,00;
0,00;0,00;270,74;0,04;0,00;0,00;
0,00;0,00;271,06;0,04;0,00;0,00;
0,00;0,00;271,70;0,08;0,00;0,00;
0,00;0,00;272,02;0,04;0,00;0,00;
0,00;0,00;272,34;0,04;0,00;0,00;
0,00;0,00;272,66;0,04;0,00;0,00;
0,00;0,00;272,98;0,04;0,00;0,00;
0,00;0,00;273,30;0,08;0,00;0,00;
0,00;0,00;273,62;0,12;0,00;0,00;
0,00;0,00;273,94;0,04;0,00;0,00;
0,00;0,00;274,26;0,04;0,00;0,00;
0,00;0,00;274,90;0,04;0,00;0,00;
0,00;0,00;275,86;0,04;0,00;0,00;
0,00;0,00;276,18;0,12;0,00;0,00;
0,00;0,00;276,50;0,17;0,00;0,00;
0,00;0,00;276,82;0,30;0,00;0,00;
0,00;0,00;277,14;0,35;0,00;0,00;
0,00;0,00;277,46;0,38;0,00;0,00;
0,00;0,00;277,78;0,47;0,00;0,00;
0,00;0,00;278,10;0,52;0,00;0,00;
0,00;0,00;278,42;0,83;0,00;0,00;
0,00;0,00;278,60;1,90;0,00;0,00;
0,00;0,00;278,59;1,69;0,00;0,00;
0,00;0,00;278,60;1,73;0,00;0,00;
0,00;0,00;278,60;1,73;0,00;0,00;
0,00;0,00;278,60;1,78;0,00;0,00;
0,00;0,00;278,60;1,82;0,00;0,00;
0,00;0,00;278,60;1,87;0,00;0,00;
