69923;03.08.21 10:03:49;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,00;0,02;0,00;0,00;
0,00;0,00;0,05;0,27;0,00;0,00;
0,00;0,00;0,60;0,23;0,00;0,00;
0,00;0,00;1,63;0,23;0,00;0,00;
0,00;0,00;3,16;0,20;0,00;0,00;
0,00;0,00;5,21;0,22;0,00;0,00;
0,00;0,00;7,78;0,27;0,00;0,00;
0,00;0,00;10,84;0,16;0,00;0,00;
0,00;0,00;13,95;0,16;0,00;0,00;
0,00;0,00;17,13;0,24;0,00;0,00;
0,00;0,00;20,34;0,18;0,00;0,00;
0,00;0,00;23,54;0,22;0,00;0,00;
0,00;0,00;26,74;0,18;0,00;0,00;
0,00;0,00;29,95;0,20;0,00;0,00;
0,00;0,00;33,15;0,22;0,00;0,00;
0,00;0,00;36,35;0,18;0,00;0,00;
0,00;0,00;39,54;0,20;0,00;0,00;
0,00;0,00;42,75;0,20;0,00;0,00;
0,00;0,00;45,95;0,18;0,00;0,00;
0,00;0,00;49,15;0,23;0,00;0,00;
0,00;0,00;52,34;0,18;0,00;0,00;
0,00;0,00;55,54;0,20;0,00;0,00;
0,00;0,00;58,74;0,20;0,00;0,00;
0,00;0,00;61,95;0,16;0,00;0,00;
0,00;0,00;65,15;0,20;0,00;0,00;
0,00;0,00;68,34;0,16;0,00;0,00;
0,00;0,00;71,54;0,18;0,00;0,00;
0,00;0,00;74,75;0,16;0,00;0,00;
0,00;0,00;77,95;0,18;0,00;0,00;
0,00;0,00;81,15;0,16;0,00;0,00;
0,00;0,00;84,35;0,18;0,00;0,00;
0,00;0,00;87,54;0,18;0,00;0,00;
0,00;0,00;90,74;0,18;0,00;0,00;
0,00;0,00;93,95;0,16;0,00;0,00;
0,00;0,00;97,15;0,20;0,00;0,00;
0,00;0,00;100,35;0,16;0,00;0,00;
0,00;0,00;103,54;0,23;0,00;0,00;
0,00;0,00;106,75;0,18;0,00;0,00;
0,00;0,00;109,95;0,16;0,00;0,00;
0,00;0,00;113,15;0,18;0,00;0,00;
0,00;0,00;116,35;0,18;0,00;0,00;
0,00;0,00;119,55;0,16;0,00;0,00;
0,00;0,00;122,75;0,20;0,00;0,00;
0,00;0,00;125,95;0,16;0,00;0,00;
0,00;0,00;129,15;0,20;0,00;0,00;
0,00;0,00;132,35;0,18;0,00;0,00;
0,00;0,00;135,54;0,18;0,00;0,00;
0,00;0,00;138,75;0,18;0,00;0,00;
0,00;0,00;141,95;0,16;0,00;0,00;
0,00;0,00;147,71;0,16;0,00;0,00;
0,00;0,00;149,92;0,11;0,00;0,00;
0,00;0,00;151,64;0,09;0,00;0,00;
0,00;0,00;152,86;0,07;0,00;0,00;
0,00;0,00;153,59;0,07;0,00;0,00;
0,00;0,00;153,83;0,05;0,00;0,00;
0,00;0,00;153,90;0,07;0,00;0,00;
0,00;0,00;153,91;0,07;0,00;0,00;
0,00;0,00;154,19;0,20;0,00;0,00;
0,00;0,00;154,97;0,20;0,00;0,00;
0,00;0,00;156,25;0,22;0,00;0,00;
0,00;0,00;158,01;0,06;0,00;0,00;
0,00;0,00;159,34;0,16;0,00;0,00;
0,00;0,00;160,27;0,09;0,00;0,00;
0,00;0,00;160,77;0,27;0,00;0,00;
0,00;0,00;160,87;0,27;0,00;0,00;
0,00;0,00;160,91;0,31;0,00;0,00;
0,00;0,00;160,91;0,27;0,00;0,00;
0,00;0,00;160,76;0,09;0,00;0,00;
0,00;0,00;160,10;-0,02;0,00;0,00;
0,00;0,00;159,30;0,18;0,00;0,00;
0,00;0,00;159,04;0,09;0,00;0,00;
0,00;0,00;158,90;-0,02;0,00;0,00;
0,00;0,00;158,90;0,02;0,00;0,00;
0,00;0,00;158,96;0,20;0,00;0,00;
0,00;0,00;159,50;0,16;0,00;0,00;
0,00;0,00;160,53;0,22;0,00;0,00;
0,00;0,00;161,73;1,24;0,00;0,00;
0,00;0,00;162,43;2,10;0,00;0,00;
0,00;0,00;162,78;2,35;0,00;0,00;
0,00;0,00;162,87;2,51;0,00;0,00;
0,00;0,00;162,90;2,46;0,00;0,00;
0,00;0,00;162,90;2,33;0,00;0,00;
0,00;0,00;162,90;2,28;0,00;0,00;
0,00;0,00;162,90;2,24;0,00;0,00;
0,00;0,00;162,90;2,24;0,00;0,00;
0,00;0,00;162,90;2,19;0,00;0,00;
0,00;0,00;162,90;2,24;0,00;0,00;
0,00;0,00;162,90;2,24;0,00;0,00;
0,00;0,00;162,90;2,17;0,00;0,00;
0,00;0,00;162,90;2,17;0,00;0,00;
0,00;0,00;162,90;2,15;0,00;0,00;
0,00;0,00;162,90;2,22;0,00;0,00;
0,00;0,00;162,90;2,22;0,00;0,00;
0,00;0,00;162,90;2,19;0,00;0,00;
