69993;03.08.21 14:00:34;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,06;0,20;0,00;0,00;
0,00;0,00;0,62;0,13;0,00;0,00;
0,00;0,00;1,65;0,13;0,00;0,00;
0,00;0,00;3,17;0,13;0,00;0,00;
0,00;0,00;5,21;0,13;0,00;0,00;
0,00;0,00;7,78;0,18;0,00;0,00;
0,00;0,00;10,84;0,04;0,00;0,00;
0,00;0,00;13,95;0,09;0,00;0,00;
0,00;0,00;17,13;0,13;0,00;0,00;
0,00;0,00;20,34;0,06;0,00;0,00;
0,00;0,00;23,54;0,09;0,00;0,00;
0,00;0,00;26,74;0,11;0,00;0,00;
0,00;0,00;29,95;0,11;0,00;0,00;
0,00;0,00;33,15;0,11;0,00;0,00;
0,00;0,00;36,34;0,06;0,00;0,00;
0,00;0,00;39,54;0,09;0,00;0,00;
0,00;0,00;42,74;0,11;0,00;0,00;
0,00;0,00;45,95;0,06;0,00;0,00;
0,00;0,00;49,15;0,11;0,00;0,00;
0,00;0,00;52,35;0,06;0,00;0,00;
0,00;0,00;55,55;0,11;0,00;0,00;
0,00;0,00;58,75;0,11;0,00;0,00;
0,00;0,00;61,95;0,04;0,00;0,00;
0,00;0,00;65,15;0,09;0,00;0,00;
0,00;0,00;68,35;0,04;0,00;0,00;
0,00;0,00;71,54;0,09;0,00;0,00;
0,00;0,00;74,75;0,09;0,00;0,00;
0,00;0,00;77,95;0,09;0,00;0,00;
0,00;0,00;81,15;0,09;0,00;0,00;
0,00;0,00;84,35;0,06;0,00;0,00;
0,00;0,00;87,55;0,06;0,00;0,00;
0,00;0,00;90,75;0,06;0,00;0,00;
0,00;0,00;93,95;0,09;0,00;0,00;
0,00;0,00;97,15;0,06;0,00;0,00;
0,00;0,00;100,35;0,06;0,00;0,00;
0,00;0,00;103,54;0,11;0,00;0,00;
0,00;0,00;106,75;0,06;0,00;0,00;
0,00;0,00;109,95;0,06;0,00;0,00;
0,00;0,00;113,15;0,06;0,00;0,00;
0,00;0,00;116,35;0,09;0,00;0,00;
0,00;0,00;119,55;0,09;0,00;0,00;
0,00;0,00;122,75;0,11;0,00;0,00;
0,00;0,00;125,95;0,09;0,00;0,00;
0,00;0,00;129,14;0,04;0,00;0,00;
0,00;0,00;131,88;0,02;0,00;0,00;
0,00;0,00;134,17;-0,00;0,00;0,00;
0,00;0,00;137,28;-0,02;0,00;0,00;
0,00;0,00;138,06;-0,05;0,00;0,00;
0,00;0,00;138,33;-0,02;0,00;0,00;
0,00;0,00;138,41;-0,02;0,00;0,00;
0,00;0,00;138,85;0,04;0,00;0,00;
0,00;0,00;139,17;0,02;0,00;0,00;
0,00;0,00;139,65;0,02;0,00;0,00;
0,00;0,00;139,97;0,02;0,00;0,00;
0,00;0,00;140,13;0,04;0,00;0,00;
0,00;0,00;140,45;0,04;0,00;0,00;
0,00;0,00;141,09;0,04;0,00;0,00;
0,00;0,00;141,41;0,02;0,00;0,00;
0,00;0,00;141,73;0,02;0,00;0,00;
0,00;0,00;142,05;0,02;0,00;0,00;
0,00;0,00;142,53;0,02;0,00;0,00;
0,00;0,00;142,69;0,04;0,00;0,00;
0,00;0,00;142,85;0,02;0,00;0,00;
0,00;0,00;143,01;0,02;0,00;0,00;
0,00;0,00;143,17;0,02;0,00;0,00;
0,00;0,00;143,33;0,02;0,00;0,00;
0,00;0,00;143,49;0,09;0,00;0,00;
0,00;0,00;143,65;0,24;0,00;0,00;
0,00;0,00;143,81;0,40;0,00;0,00;
0,00;0,00;143,96;2,10;0,00;0,00;
0,00;0,00;144,10;4,43;0,00;0,00;
0,00;0,00;144,24;7,14;0,00;0,00;
0,00;0,00;144,38;9,95;0,00;0,00;
0,00;0,00;144,47;11,96;0,00;0,00;
0,00;0,00;144,49;12,32;0,00;0,00;
0,00;0,00;144,51;12,55;0,00;0,00;
0,00;0,00;144,52;12,73;0,00;0,00;
0,00;0,00;144,53;12,86;0,00;0,00;
0,00;0,00;144,53;12,93;0,00;0,00;
0,00;0,00;144,54;13,02;0,00;0,00;
0,00;0,00;144,54;13,11;0,00;0,00;
0,00;0,00;144,55;13,21;0,00;0,00;
0,00;0,00;144,55;13,22;0,00;0,00;
0,00;0,00;144,55;13,25;0,00;0,00;
0,00;0,00;144,55;13,29;0,00;0,00;
0,00;0,00;144,56;13,29;0,00;0,00;
0,00;0,00;144,56;13,29;0,00;0,00;
