69946;03.08.21 10:57:40;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20210802091038P0004;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;29,46;0,20;0,00;0,00;
0,00;0,00;30,01;0,11;0,00;0,00;
0,00;0,00;31,04;0,16;0,00;0,00;
0,00;0,00;32,56;0,16;0,00;0,00;
0,00;0,00;34,61;0,15;0,00;0,00;
0,00;0,00;37,17;0,13;0,00;0,00;
0,00;0,00;40,22;0,13;0,00;0,00;
0,00;0,00;43,35;0,11;0,00;0,00;
0,00;0,00;46,53;0,11;0,00;0,00;
0,00;0,00;49,75;0,09;0,00;0,00;
0,00;0,00;52,95;0,06;0,00;0,00;
0,00;0,00;56,15;0,11;0,00;0,00;
0,00;0,00;59,35;0,04;0,00;0,00;
0,00;0,00;62,55;0,11;0,00;0,00;
0,00;0,00;65,75;0,06;0,00;0,00;
0,00;0,00;68,95;0,09;0,00;0,00;
0,00;0,00;72,15;0,11;0,00;0,00;
0,00;0,00;75,35;0,09;0,00;0,00;
0,00;0,00;78,55;0,09;0,00;0,00;
0,00;0,00;81,75;0,13;0,00;0,00;
0,00;0,00;84,95;0,09;0,00;0,00;
0,00;0,00;88,15;0,11;0,00;0,00;
0,00;0,00;91,35;0,09;0,00;0,00;
0,00;0,00;94,55;0,13;0,00;0,00;
0,00;0,00;97,75;0,09;0,00;0,00;
0,00;0,00;100,95;0,09;0,00;0,00;
0,00;0,00;104,15;0,11;0,00;0,00;
0,00;0,00;107,35;0,09;0,00;0,00;
0,00;0,00;110,55;0,09;0,00;0,00;
0,00;0,00;113,75;0,11;0,00;0,00;
0,00;0,00;116,95;0,09;0,00;0,00;
0,00;0,00;120,15;0,11;0,00;0,00;
0,00;0,00;123,35;0,04;0,00;0,00;
0,00;0,00;126,55;0,11;0,00;0,00;
0,00;0,00;129,75;0,09;0,00;0,00;
0,00;0,00;132,95;0,02;0,00;0,00;
0,00;0,00;136,15;0,09;0,00;0,00;
0,00;0,00;139,35;0,04;0,00;0,00;
0,00;0,00;142,55;0,09;0,00;0,00;
0,00;0,00;145,63;-0,03;0,00;0,00;
0,00;0,00;148,20;0,02;0,00;0,00;
0,00;0,00;150,33;0,02;0,00;0,00;
0,00;0,00;153,70;-0,02;0,00;0,00;
0,00;0,00;153,86;0,04;0,00;0,00;
0,00;0,00;153,92;0,09;0,00;0,00;
0,00;0,00;154,05;-0,02;0,00;0,00;
0,00;0,00;154,29;0,02;0,00;0,00;
0,00;0,00;154,42;0,04;0,00;0,00;
0,00;0,00;154,55;0,04;0,00;0,00;
0,00;0,00;154,68;0,02;0,00;0,00;
0,00;0,00;155,32;0,02;0,00;0,00;
0,00;0,00;155,45;0,04;0,00;0,00;
0,00;0,00;155,58;0,02;0,00;0,00;
0,00;0,00;155,71;0,02;0,00;0,00;
0,00;0,00;155,96;0,04;0,00;0,00;
0,00;0,00;156,09;0,04;0,00;0,00;
0,00;0,00;156,35;0,02;0,00;0,00;
0,00;0,00;156,60;0,06;0,00;0,00;
0,00;0,00;156,73;0,04;0,00;0,00;
0,00;0,00;156,86;0,02;0,00;0,00;
0,00;0,00;156,99;0,02;0,00;0,00;
0,00;0,00;157,11;0,02;0,00;0,00;
0,00;0,00;157,37;0,02;0,00;0,00;
0,00;0,00;157,50;0,02;0,00;0,00;
0,00;0,00;158,01;0,04;0,00;0,00;
0,00;0,00;158,27;0,02;0,00;0,00;
0,00;0,00;158,39;0,02;0,00;0,00;
0,00;0,00;158,52;0,02;0,00;0,00;
0,00;0,00;158,91;0,02;0,00;0,00;
0,00;0,00;159,03;0,02;0,00;0,00;
0,00;0,00;159,42;0,02;0,00;0,00;
0,00;0,00;159,67;0,02;0,00;0,00;
0,00;0,00;159,80;0,02;0,00;0,00;
0,00;0,00;159,93;0,06;0,00;0,00;
0,00;0,00;160,06;0,04;0,00;0,00;
0,00;0,00;160,19;0,04;0,00;0,00;
0,00;0,00;160,31;0,02;0,00;0,00;
0,00;0,00;160,44;0,06;0,00;0,00;
0,00;0,00;160,57;0,04;0,00;0,00;
0,00;0,00;160,70;0,04;0,00;0,00;
0,00;0,00;160,83;0,02;0,00;0,00;
0,00;0,00;160,95;0,04;0,00;0,00;
0,00;0,00;161,08;0,04;0,00;0,00;
0,00;0,00;161,21;0,02;0,00;0,00;
0,00;0,00;161,34;0,22;0,00;0,00;
0,00;0,00;161,46;0,22;0,00;0,00;
0,00;0,00;161,59;0,31;0,00;0,00;
0,00;0,00;161,72;0,74;0,00;0,00;
0,00;0,00;161,84;0,99;0,00;0,00;
0,00;0,00;161,97;1,13;0,00;0,00;
0,00;0,00;162,10;1,26;0,00;0,00;
0,00;0,00;162,23;1,36;0,00;0,00;
