25601;06.08.21 17:06:33;21;Avvicinamento Pressata Finale;force < min. force (9);20210802091038P0003;
0,00;0,00;191,48;0,26;0,00;0,00;
0,00;0,00;191,79;0,87;0,00;0,00;
0,00;0,00;192,11;1,09;0,00;0,00;
0,00;0,00;192,44;1,30;0,00;0,00;
0,00;0,00;192,76;1,43;0,00;0,00;
0,00;0,00;193,08;1,57;0,00;0,00;
0,00;0,00;193,40;1,43;0,00;0,00;
0,00;0,00;193,72;1,48;0,00;0,00;
0,00;0,00;194,04;1,60;0,00;0,00;
0,00;0,00;194,36;1,69;0,00;0,00;
0,00;0,00;194,68;1,73;0,00;0,00;
0,00;0,00;195,00;1,65;0,00;0,00;
0,00;0,00;195,32;1,73;0,00;0,00;
0,00;0,00;195,64;1,73;0,00;0,00;
0,00;0,00;195,96;1,82;0,00;0,00;
0,00;0,00;196,28;1,87;0,00;0,00;
0,00;0,00;196,60;1,91;0,00;0,00;
0,00;0,00;196,92;1,99;0,00;0,00;
0,00;0,00;197,24;2,08;0,00;0,00;
0,00;0,00;197,56;2,17;0,00;0,00;
0,00;0,00;197,88;2,26;0,00;0,00;
0,00;0,00;198,20;2,26;0,00;0,00;
0,00;0,00;198,52;2,38;0,00;0,00;
0,00;0,00;198,84;2,34;0,00;0,00;
0,00;0,00;199,16;2,52;0,00;0,00;
0,00;0,00;199,48;2,43;0,00;0,00;
0,00;0,00;199,80;2,47;0,00;0,00;
0,00;0,00;200,12;2,61;0,00;0,00;
0,00;0,00;200,44;2,61;0,00;0,00;
0,00;0,00;200,76;2,73;0,00;0,00;
0,00;0,00;201,08;2,65;0,00;0,00;
0,00;0,00;201,40;2,73;0,00;0,00;
0,00;0,00;201,72;2,74;0,00;0,00;
0,00;0,00;202,04;2,78;0,00;0,00;
0,00;0,00;202,36;2,86;0,00;0,00;
0,00;0,00;202,68;2,86;0,00;0,00;
0,00;0,00;203,00;2,95;0,00;0,00;
0,00;0,00;203,32;3,04;0,00;0,00;
0,00;0,00;203,64;3,13;0,00;0,00;
0,00;0,00;203,96;3,12;0,00;0,00;
0,00;0,00;204,28;3,17;0,00;0,00;
0,00;0,00;204,60;3,13;0,00;0,00;
0,00;0,00;204,92;3,17;0,00;0,00;
0,00;0,00;205,24;3,30;0,00;0,00;
0,00;0,00;205,56;3,39;0,00;0,00;
0,00;0,00;205,88;3,39;0,00;0,00;
0,00;0,00;206,20;3,51;0,00;0,00;
0,00;0,00;206,52;3,42;0,00;0,00;
0,00;0,00;206,84;3,51;0,00;0,00;
0,00;0,00;207,16;3,69;0,00;0,00;
0,00;0,00;207,48;3,82;0,00;0,00;
0,00;0,00;207,80;3,82;0,00;0,00;
0,00;0,00;207,90;3,60;0,00;0,00;
0,00;0,00;207,90;3,60;0,00;0,00;
0,00;0,00;207,90;3,65;0,00;0,00;
0,00;0,00;207,90;3,65;0,00;0,00;
0,00;0,00;207,90;3,56;0,00;0,00;
0,00;0,00;207,90;3,48;0,00;0,00;
0,00;0,00;207,90;3,56;0,00;0,00;
